Protein ID,Rate Constant
CARBPSYN-SMALL,1.3655381807721538e-05
CDPDIGLYSYN-MONOMER,1.925408834888737e-05
DCUR-MONOMER,0.00010696715749381872
DETHIOBIOTIN-SYN-MONOMER,3.565571916460624e-05
EG10743-MONOMER,1.1885239721535412e-05
EG10863-MONOMER,0.00032090147248145615
GLUTCYSLIG-MONOMER,4.849896309543417e-06
