Filtered Monomer ID,Average Protein Count
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER[i],148.80990892366216
1-PFK-MONOMER[c],58.360360774590085
2-DEHYDROPANTOATE-REDUCT-MONOMER[c],218.72063515696274
2-ISOPROPYLMALATESYN-MONOMER[c],2378.619200848241
2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER[c],336.9295122272434
2-OCTAPRENYLPHENOL-HYDROX-MONOMER[i],54.03000307871356
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER[c],3418.2551536327674
3-ISOPROPYLMALDEHYDROG-MONOMER[c],3258.6007844936526
3-OXOACYL-ACP-REDUCT-MONOMER[c],3529.6882274326736
3-OXOACYL-ACP-SYNTHII-MONOMER[c],1518.3998959817488
4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER[i],25.701236257041195
6PFK-1-MONOMER[c],2832.4197496637903
6PFK-2-MONOMER[c],183.6513181739702
6PGLUCONDEHYDROG-MONOMER[c],2853.7382192132022
6PGLUCONOLACT-MONOMER[c],1135.4231761894614
7-ALPHA-HYDROXYSTEROID-DEH-MONOMER[c],505.8437608341664
7KAPSYN-MONOMER[c],118.34097931328118
AAS-MONOMER[i],44.33808462480939
ABC-MONOMER[m],437.52429444016934
ABGT-MONOMER[i],2.6091004413986236
ACETATEKINA-MONOMER[c],2009.7995148831544
ACETOLACTSYNIII-HCHAIN-MONOMER[c],518.6162728788102
ACETOLACTSYNIII-ICHAIN-MONOMER[c],305.5613522968541
ACETYL-COA-ACETYLTRANSFER-MONOMER[c],308.951593479033
ACETYLGLUTKIN-MONOMER[c],318.02331116629506
ACETYLORNDEACET-MONOMER[c],564.7887933566615
ACETYLORNTRANSAM-MONOMER[c],382.37471288740505
ACNEULY-MONOMER[c],120.4030106473682
ACONITASE-MONOMER[c],332.98518598503466
ACONITATEDEHYDRB-MONOMER[c],3174.7776156110745
ACPSUB-MONOMER[c],5.465200576747773
ACRB-MONOMER[m],254.98097235572968
ACRD-MONOMER[i],12.118475428279824
ACS-MONOMER[c],308.83938300372944
ACSERLYA-MONOMER[c],17488.053784746146
ACSERLYB-MONOMER[c],832.4416553012331
ACYLCOADEHYDROG-MONOMER[c],18.469309336857282
ACYLCOASYN-MONOMER[c],65.48944295502808
ADCLY-MONOMER[c],1720.8477870788397
ADENODEAMIN-MONOMER[c],246.80695421091323
ADENPRIBOSYLTRAN-MONOMER[c],2470.057106431258
ADENYL-KIN-MONOMER[c],7302.080049310246
ADENYLATECYC-MONOMER[c],79.23357878665671
ADENYLOSUCCINATE-SYN-MONOMER[c],5523.423066168002
ADENYLYLSULFKIN-MONOMER[c],898.4679659597252
ADHC-MONOMER[c],412.19061487798496
ADHE-MONOMER[c],3937.7931891339317
ADHP-MONOMER[c],176.15030042861397
AERGLYC3PDEHYDROG-MONOMER[i],8844.187176744355
AGAB-MONOMER[c],20.391704788251577
AGAC-MONOMER[i],20.90543867457574
AGAD-MONOMER[i],21.000754199616757
AGAX-MONOMER[m],67.55661406795163
AGMATIN-MONOMER[c],1403.6145135670722
AICARTRANSIMPCYCLO-CPLX[c],1384.191860318754
AIRS-MONOMER[c],1979.0225528557007
AKBLIG-MONOMER[c],74.07355092871818
ALARACEBIOSYN-MONOMER[c],79.93614506121264
ALARACECAT-MONOMER[c],107.29409837799291
ALAS-MONOMER[c],1549.1957405018518
ALDDEHYDROGB-MONOMER[c],6.085320401507772
ALDHDEHYDROG-MONOMER[c],116.44819002579224
ALDOSE1EPIM-MONOMER[c],843.6285125267132
ALKAPHOSPHA-MONOMER[p],40.7698913388391
ALPHA-AMYL-CYTO-MONOMER[c],309.6452087812307
ALPHA-AMYL-PERI-MONOMER[p],53.682898753644054
ALPHACOMP-MONOMER[c],1059.1633691399654
ALPHAGALACTOSID-MONOMER[c],53.47851309222186
ALTRO-OXIDOREDUCT-MONOMER[c],2.4747403877113188
ALTRODEHYDRAT-MONOMER[c],86.55089374237163
AMINEOXID-MONOMER[p],12.53880039746763
AMP-NUCLEOSID-MONOMER[c],1442.697650289883
AMPG-MONOMER[i],27.94000514950713
AMTB-MONOMER[m],37.18676792254565
AMYLOMALT-MONOMER[c],77.73378487552658
ANGLYC3PDEHYDROGSUBUNITA-MONOMER[c],156.72213923124832
ANGLYC3PDEHYDROGSUBUNITB-MONOMER[c],150.03871291445006
ANGLYC3PDEHYDROGSUBUNITC-MONOMER[i],147.23568342097204
ANSA-MONOMER[c],508.8022750045416
ANSB-MONOMER[p],16.28252937788303
ANSP-MONOMER[i],25.30690632310057
ANTHRANSYNCOMPI-MONOMER[c],1593.4436533101518
ANTHRANSYNCOMPII-MONOMER[c],740.3483671398128
APHA-MONOMER[p],83.6070188261501
APPA-MONOMER[p],39.74675616888727
APPB-MONOMER[i],5.493247150929109
APPC-MONOMER[i],5.5482255897554555
AQPZ-MONOMER[i],13.427229022291309
ARABISOM-MONOMER[c],15.783130233410517
ARAE-MONOMER[i],5.272120784539429
ARAF-MONOMER[p],54.20764330771062
ARAG-MONOMER[c],51.090558062178886
ARAH-MONOMER[m],46.13309272871944
ARAJ-MONOMER[i],13.761698484418048
ARCA-MONOMER[c],3009.56261489511
ARCB-MONOMER[i],1.384081276157861
ARCD-MONOMER[m],31.647523501901336
ARGDECARBOXBIO-MONOMER[p],772.2943556082658
ARGDECARBOXDEG-MONOMER[c],5.613160617637318
ARGS-MONOMER[c],654.6649547068098
ARGSUCCINLYA-MONOMER[c],425.75729751963416
ARGSUCCINSYN-MONOMER[c],5318.26503636759
ARGSUCCTRAN-MONOMER[c],20.91865414600188
ARGT-MONOMER[p],1135.2824187814979
AROA-MONOMER[c],1508.3164437690903
AROB-MONOMER[c],103.81317120451125
AROC-MONOMER[c],355.8707319898654
AROD-MONOMER[c],884.6084023829844
AROE-MONOMER[c],232.3758873782984
AROF-MONOMER[c],280.9947466127291
AROG-MONOMER[c],1248.9799905662205
AROH-MONOMER[c],612.7695334118326
AROK-MONOMER[c],1065.5403556104661
AROL-MONOMER[c],90.81732479120218
AROP-MONOMER[i],162.66687243433063
ARSF-MONOMER[i],17.17487670803777
ARTI-MONOMER[p],246.75899705495186
ARTJ-MONOMER[p],3563.0636316372957
ARTM-MONOMER[i],111.28284615733958
ARTP-MONOMER[i],263.27687512140704
ARTQ-MONOMER[i],107.12681176322783
ARYLSULFAT-MONOMER[p],25.649643262786423
ASCF-MONOMER[i],47.018109877871275
ASL-MONOMER[c],1862.8844331571017
ASNS-MONOMER[c],4210.127295173272
ASNSYNA-MONOMER[c],2883.567461007671
ASNSYNB-MONOMER[c],676.2370786263857
ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER[c],12801.291085996429
ASPAMINOTRANS-MONOMER[c],8901.180326208296
ASPARTASE-MONOMER[c],130.58807481250543
ASPCARBCAT-MONOMER[c],10480.111091834162
ASPCARBREG-MONOMER[c],7503.795371455682
ASPDECARBOX-MONOMER[c],4174.401188584744
ASPKINIHOMOSERDEHYDROGI-MONOMER[c],1531.9266565168705
ASPKINIIHOMOSERDEHYDROGII-MONOMER[c],235.03686058796936
ASPKINIII-MONOMER[c],1489.6726313352494
ASPS-MONOMER[c],1213.7717004424155
ATOA-MONOMER[c],71.40076266729162
ATOC-MONOMER[c],18.430471998471408
ATOD-MONOMER[c],72.51478398071966
ATOS-MONOMER[i],23.957130849860423
ATPA-MONOMER[m],3896.9500963909545
ATPB-MONOMER[i],2365.903445269539
ATPC-MONOMER[i],1750.524695049658
ATPD-MONOMER[m],4343.873446286349
ATPE-MONOMER[i],10490.385550316927
ATPF-MONOMER[i],2180.2650884214495
ATPG-MONOMER[m],1685.710134432789
ATPH-MONOMER[m],1156.291446129432
ATPPHOSRIBOSTRANS-MONOMER[c],933.9048267474702
B0070-MONOMER[m],11.043349420113161
B0260-MONOMER[i],65.79294435992075
B0270-MONOMER[i],18.623286154857983
B0427-MONOMER[i],16.721120389409386
B0486-MONOMER[i],9.30048288910746
B0511-MONOMER[i],1.2036231349976068
B0612-MONOMER[m],10.734520230456807
B0709-MONOMER[i],18.30590788041734
B0752-MONOMER[i],102.4726898394707
B0770-MONOMER[i],4.48311621287489
B0899-MONOMER[c],364.6406637292497
B1006-MONOMER[i],5.811643643126173
B1065-MONOMER[i],25.638803144028657
B1296-MONOMER[i],112.4163668951478
B1433-MONOMER[i],7.699015506029603
B1543-MONOMER[i],3.7020010864457524
B1596-MONOMER[i],97.12515358391502
B1599-MONOMER[i],7.668406399925975
