# Generated by models/ecoli/analysis/cohort/kcat_estimations.py on wildtype simulations: 64 seed(s), 8 generation(s) used (gens 4-11, first 4 skipped), 505 total cells. Generated 2026-03-31 14:44:52.
"reaction_id"	"catalyst_id"	"kcat_estimate"	"buffered"
"DAPASYN-RXN"	"DAPASYN-CPLX[c]"	3.1526653567571623	false
"2.3.1.157-RXN"	"NAG1P-URIDYLTRANS-CPLX[c]"	9045.39661293875	false
"NAG1P-URIDYLTRANS-RXN"	"NAG1P-URIDYLTRANS-CPLX[c]"	9042.49594928781	false
"DIHYDROFOLATESYNTH-RXN"	"FOLC-MONOMER[c]"	11.69834190501544	false
"1.3.1.9-RXN (reverse)"	"CPLX0-8006[c]"	7.044440631713615e-14	false
"ENOYL-ACP-REDUCT-NADH-RXN-Arachidoyl-ACPs/NAD//trans-delta2-arachidoyl-ACPs/NADH/PROTON.62. (reverse)"	"CPLX0-8006[c]"	0.0	false
"ENOYL-ACP-REDUCT-NADH-RXN-Butanoyl-ACPs/NAD//POLYMER-INST-TRANS-D2-ENOYL-ACP-C0-H0/NADH/PROTON.69. (reverse)"	"CPLX0-8006[c]"	1060.7548770350347	false
"ENOYL-ACP-REDUCT-NADH-RXN-POLYMER-INST-Saturated-Fatty-Acyl-ACPs-C4-H8/NAD//POLYMER-INST-TRANS-D2-ENOYL-ACP-C4-H8/NADH/PROTON.100. (reverse)"	"CPLX0-8006[c]"	214.25434776638232	false
"ENOYL-ACP-REDUCT-NADH-RXN-Stearoyl-ACPs/NAD//Octadec-2-enoyl-ACPs/NADH/PROTON.52. (reverse)"	"CPLX0-8006[c]"	1.628247861156384e-14	false
"ENOYL-ACP-REDUCT-NADPH-RXN-Butanoyl-ACPs/NADP//NADPH/POLYMER-INST-TRANS-D2-ENOYL-ACP-C0-H0/PROTON.71. (reverse)"	"CPLX0-8006[c]"	1032.1098700426119	false
"ENOYL-ACP-REDUCT-NADPH-RXN-Decanoyl-ACPs/NADP//NADPH/Trans-D2-decenoyl-ACPs/PROTON.56. (reverse)"	"CPLX0-8006[c]"	872.4587327911104	false
"ENOYL-ACP-REDUCT-NADPH-RXN-Dodecanoyl-ACPs/NADP//NADPH/Dodec-2-enoyl-ACPs/PROTON.54. (reverse)"	"CPLX0-8006[c]"	1032.1098700426119	false
"ENOYL-ACP-REDUCT-NADPH-RXN-Hexanoyl-ACPs/NADP//NADPH/Hex-2-enoyl-ACPs/PROTON.50. (reverse)"	"CPLX0-8006[c]"	1032.1098700426119	false
"ENOYL-ACP-REDUCT-NADPH-RXN-Myristoyl-ACPs/NADP//NADPH/Tetradec-2-enoyl-ACPs/PROTON.56. (reverse)"	"CPLX0-8006[c]"	191.82213115891622	false
"ENOYL-ACP-REDUCT-NADPH-RXN-Palmitoyl-ACPs/NADP//NADPH/2-Hexadecenoyl-ACPs/PROTON.54. (reverse)"	"CPLX0-8006[c]"	164.33421398810728	false
"ENOYL-ACP-REDUCT-NADPH-RXN-POLYMER-INST-Saturated-Fatty-Acyl-ACPs-C4-H8/NADP//NADPH/POLYMER-INST-TRANS-D2-ENOYL-ACP-C4-H8/PROTON.102. (reverse)"	"CPLX0-8006[c]"	1032.1098700426119	false
"ENOYL-ACP-REDUCT-NADPH-RXN-Stearoyl-ACPs/NADP//NADPH/Octadec-2-enoyl-ACPs/PROTON.54. (reverse)"	"CPLX0-8006[c]"	0.0	false
"RXN-10657 (reverse)"	"CPLX0-8006[c]"	2.6201472110456154e-13	false
"RXN-10661 (reverse)"	"CPLX0-8006[c]"	2.6201472110456154e-13	false
"RXN-11478 (reverse)"	"CPLX0-8006[c]"	0.056586544373246415	false
"RXN-11482 (reverse)"	"CPLX0-8006[c]"	0.056586544373246415	false
"RXN-9558 (reverse)"	"CPLX0-8006[c]"	3.892474798525551e-14	false
"RXN-9657 (reverse)"	"CPLX0-8006[c]"	753.3626064159216	false
"RXN-9658 (reverse)"	"CPLX0-8006[c]"	1060.7548770350347	false
"RXN-9659 (reverse)"	"CPLX0-8006[c]"	1060.7548770350347	false
"RXN-9660 (reverse)"	"CPLX0-8006[c]"	1060.7548770350347	false
"RXN-9661 (reverse)"	"CPLX0-8006[c]"	1060.7548770350347	false
"RXN-9662 (reverse)"	"CPLX0-8006[c]"	990.9694608539007	false
"RXN-9663 (reverse)"	"CPLX0-8006[c]"	982.7413790161584	false
"RXN0-2145 (reverse)"	"CPLX0-8006[c]"	2.6201472110456154e-13	false
"GLYRIBONUCSYN-RXN"	"GLYCRIBONUCSYN-MONOMER[c]"	931.9443980314788	false
"AIRS-RXN"	"AIRS-CPLX[c]"	764.661341554958	false
"GLYOHMETRANS-RXN-SER/CPD-1301//GLY/CPD-12996/WATER.34."	"GLYOHMETRANS-CPLX[c]"	67.05455672252063	false
"GLYOHMETRANS-RXN-SER/CPD-1301//GLY/CPD-12996/WATER.34. (reverse)"	"GLYOHMETRANS-CPLX[c]"	208.02659761009033	false
"GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33."	"GLYOHMETRANS-CPLX[c]"	157.79516022493317	false
"GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33. (reverse)"	"GLYOHMETRANS-CPLX[c]"	388.98052556155386	false
"RXN0-5240"	"GLYOHMETRANS-CPLX[c]"	0.004581536837492678	true
"RXN0-5240 (reverse)"	"GLYOHMETRANS-CPLX[c]"	0.4958268396746462	false
"MALONYL-ACPDECARBOX-RXN"	"FABB-CPLX[c]"	3.7960135309001672	false
"RXN-10654"	"FABB-CPLX[c]"	5.638664753978349e-13	false
"RXN-10658"	"FABB-CPLX[c]"	5.638664753978349e-13	false
"RXN0-2141"	"FABB-CPLX[c]"	5.638664753978349e-13	false
"RXN-9535__FABB-CPLX"	"FABB-CPLX[c]"	1.0449599516974528	false
"GTP-CYCLOHYDRO-I-RXN"	"FOLE-CPLX[c]"	3.4899385345313965	false
"OHMETHYLBILANESYN-RXN"	"OHMETHYLBILANESYN-MONOMER[c]"	5.191792439350223	false
"RXN-21523"	"OHMETHYLBILANESYN-MONOMER[c]"	2.2376100968067383	false
"RXN-21524"	"OHMETHYLBILANESYN-MONOMER[c]"	2.2376100968067383	false
"RXN-21525"	"OHMETHYLBILANESYN-MONOMER[c]"	2.2376100968067383	false
"RXN-21526"	"OHMETHYLBILANESYN-MONOMER[c]"	2.2376100968067383	false
"RXN-21527"	"OHMETHYLBILANESYN-MONOMER[c]"	2.2376100968067383	false
"RXN-14014-DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE/NAD/WATER//CPD-14443/NADH/PROTON.70. (reverse)"	"DIHYDROPICRED-CPLX[c]"	3244.488152733045	false
"RXN-14014-DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE/NADP/WATER//CPD-14443/NADPH/PROTON.72. (reverse)"	"DIHYDROPICRED-CPLX[c]"	3814.5942757224802	false
"UDP-NACMURALGLDAPLIG-RXN"	"UDP-NACMURALGLDAPLIG-MONOMER[c]"	13079.686867749424	false
"GMKALT-RXN"	"GUANYL-KIN-CPLX[c]"	0.011114481547237582	false
"GMKALT-RXN (reverse)"	"GUANYL-KIN-CPLX[c]"	4139.383969789167	false
"GUANYL-KIN-RXN"	"GUANYL-KIN-CPLX[c]"	4817.601516271334	false
"2.5.1.19-RXN"	"AROA-MONOMER[c]"	789.5486072638773	false
"2.5.1.19-RXN (reverse)"	"AROA-MONOMER[c]"	685.3085075994034	false
"TETHYDPICSUCC-RXN"	"CPLX0-3181[c]"	226.89164399143826	false
"LIPIDXSYNTHESIS-RXN"	"EG12666-MONOMER[m]"	2445.5126041475905	false
"OROPRIBTRANS-RXN (reverse)"	"OROPRIBTRANS-CPLX[c]"	317543.619322281	false
"HOLO-ACP-SYNTH-RXN__HOLO-ACP-SYNTH-CPLX"	"HOLO-ACP-SYNTH-CPLX[c]"	12.142746894895463	true
"BIOTIN-CARBOXYL-RXN"	"BIOTIN-CARBOXYL-CPLX[c]"	16572.202414826115	false
"3-DEHYDROQUINATE-SYNTHASE-RXN"	"AROB-MONOMER[c]"	1572.7755952508533	true
"RXN-20673"	"AROB-MONOMER[c]"	7979.422784142269	false
"RXN-20674"	"AROB-MONOMER[c]"	7979.422784142269	false
"RXN0-21"	"ABC-6-CPLX[i]"	4159.133796200702	false
"NACGLCTRANS-RXN"	"NACGLCTRANS-MONOMER[m]"	42368.89798908648	false
"NACGLCTRANS-RXN (reverse)"	"NACGLCTRANS-MONOMER[m]"	347.6017939905573	false
"SULFITE-REDUCT-RXN (reverse)"	"SULFITE-REDUCT-CPLX[c]"	2478.947717053174	false
"2.7.7.60-RXN"	"CPLX0-234[c]"	914237.8693794342	false
"CDPDIGLYSYN-RXN-CTP/CPD-18350/PROTON//CPD-18358/PPI.36."	"CDPDIGLYSYN-MONOMER[i]"	0.0	false
"CDPDIGLYSYN-RXN-CTP/CPD-18351/PROTON//CPD-18357/PPI.36."	"CDPDIGLYSYN-MONOMER[i]"	0.0	false
"CDPDIGLYSYN-RXN-CTP/CPD-18352/PROTON//CPD-18356/PPI.36."	"CDPDIGLYSYN-MONOMER[i]"	0.0	false
"CDPDIGLYSYN-RXN-CTP/CPD-18353/PROTON//CPD-18355/PPI.36."	"CDPDIGLYSYN-MONOMER[i]"	0.0	false
"CDPDIGLYSYN-RXN-CTP/CPD-18380/PROTON//CPD-18387/PPI.36."	"CDPDIGLYSYN-MONOMER[i]"	0.0	false
"CDPDIGLYSYN-RXN-CTP/CPD-18390/PROTON//CPD-18391/PPI.36."	"CDPDIGLYSYN-MONOMER[i]"	0.0	false
"CDPDIGLYSYN-RXN-CTP/CPD0-1422/PROTON//CPD-12815/PPI.36."	"CDPDIGLYSYN-MONOMER[i]"	15196.970898279324	false
"CDPDIGLYSYN-RXN-CTP/CPD0-1425/PROTON//CPD-18388/PPI.36."	"CDPDIGLYSYN-MONOMER[i]"	0.0	false
"RXN0-5515"	"CDPDIGLYSYN-MONOMER[i]"	5.026355409110735e-13	false
"DIMETHUROPORDEHYDROG-RXN"	"SIROHEMESYN-CPLX[c]"	452.0224046220235	false
"RXN-13403"	"SIROHEMESYN-CPLX[c]"	452.0224046220235	false
"RXN-8675"	"SIROHEMESYN-CPLX[c]"	404.9464551241125	false
"SIROHEME-FERROCHELAT-RXN"	"SIROHEMESYN-CPLX[c]"	452.0224046220235	false
"UROPORIIIMETHYLTRANSA-RXN"	"SIROHEMESYN-CPLX[c]"	404.9464551241125	false
"UROGENIIISYN-RXN"	"UROGENIIISYN-MONOMER[c]"	63.83995550246822	false
"CITSYN-RXN"	"CITRATE-SI-SYNTHASE[c]"	2311.684951657529	false
"CARBPSYN-RXN"	"CARBPSYN-CPLX[c]"	93.49197745130697	false
"RXN-16909"	"CARBPSYN-CPLX[c]"	320.41388101029276	false
"RXN-22735"	"CARBPSYN-CPLX[c]"	398.0538910436454	false
"RXN-22736"	"CARBPSYN-CPLX[c]"	320.41388101029276	false
"GLUTAMIN-RXN__CARBPSYN-CPLX"	"CARBPSYN-CPLX[c]"	27.581426439524854	true
"FPPSYN-RXN"	"FPPSYN-MONOMER[c]"	2911.989646693863	false
"GPPSYN-RXN"	"FPPSYN-MONOMER[c]"	2911.989646693863	false
"RXN-11484"	"7KAPSYN-CPLX[c]"	12.500514203045412	false
"DXPREDISOM-RXN"	"DXPREDISOM-CPLX[i]"	358.7040208927201	false
"DXPREDISOM-RXN (reverse)"	"DXPREDISOM-CPLX[i]"	466438.71286145766	false
"ISOCITDEH-RXN"	"ISOCITHASE-CPLX[c]"	692.4366386462848	false
"RXN-8642"	"ISOCITHASE-CPLX[c]"	54.47785515757118	false
"RXN-8642 (reverse)"	"ISOCITHASE-CPLX[c]"	662.092339262194	false
"RXN-9951"	"ISOCITHASE-CPLX[c]"	54.47785515757118	false
"RXN-9951 (reverse)"	"ISOCITHASE-CPLX[c]"	662.092339262194	false
"RXN-12002"	"UMPKI-CPLX[c]"	56387.94314543941	false
"RXN-11475"	"EG10119-MONOMER[c]"	5.19417958018683	false
"GLUTRNAREDUCT-RXN (reverse)"	"CPLX0-3741[c]"	967.0613906893709	false
"ADENYL-KIN-RXN"	"ADENYL-KIN-MONOMER[c]"	1278.6289580783302	false
"RXN-14074"	"ADENYL-KIN-MONOMER[c]"	1228.948121858035	false
"FADSYN-RXN"	"RIBF-MONOMER[c]"	14.637026808802437	false
"RIBOFLAVINKIN-RXN"	"RIBF-MONOMER[c]"	98.86682677736879	false
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN-CPD-12996/2-KETO-ISOVALERATE/WATER//2-DEHYDROPANTOATE/CPD-1301.63."	"3-METHYL-2-OXOBUT-OHCH3XFER-CPLX[c]"	1268.6171094365855	false
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN-CPD-12996/2-KETO-ISOVALERATE/WATER//2-DEHYDROPANTOATE/CPD-1301.63. (reverse)"	"3-METHYL-2-OXOBUT-OHCH3XFER-CPLX[c]"	6884.174350017624	false
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN-METHYLENE-THF/2-KETO-ISOVALERATE/WATER//2-DEHYDROPANTOATE/THF.62."	"3-METHYL-2-OXOBUT-OHCH3XFER-CPLX[c]"	6911.991514578035	false
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN-METHYLENE-THF/2-KETO-ISOVALERATE/WATER//2-DEHYDROPANTOATE/THF.62. (reverse)"	"3-METHYL-2-OXOBUT-OHCH3XFER-CPLX[c]"	1268.30629821405	false
"2.8.1.6-RXN"	"BIOTIN-SYN-CPLX[c]"	1.889154712075001	false
"RXN-17472"	"BIOTIN-SYN-CPLX[c]"	0.26082649123669865	false
"RXN-17473"	"BIOTIN-SYN-CPLX[c]"	0.26082649123669865	false
"GLYC3PDEHYDROGBIOSYN-RXN-GLYCEROL-3P/NAD//DIHYDROXY-ACETONE-PHOSPHATE/NADH/PROTON.57. (reverse)"	"GLYC3PDEHYDROGBIOSYN-CPLX[c]"	3173.8406956613735	false
"GLYC3PDEHYDROGBIOSYN-RXN-GLYCEROL-3P/NADP//DIHYDROXY-ACETONE-PHOSPHATE/NADPH/PROTON.59. (reverse)"	"GLYC3PDEHYDROGBIOSYN-CPLX[c]"	962.2907991482049	false
"GLUTSEMIALDEHYDROG-RXN (reverse)"	"GLUTSEMIALDEHYDROG-CPLX[c]"	2851.664798334732	false
"NAD-SYNTH-NH3-RXN"	"NAD-SYNTH-CPLX[c]"	20.98893949018737	false
"PHOSGLYPHOS-RXN"	"PGK[c]"	0.0	false
"PHOSGLYPHOS-RXN (reverse)"	"PGK[c]"	2179.3571330324485	false
"RXN-15878 (reverse)"	"EG10370-MONOMER[c]"	20513.978513126265	false
"KDO-8PSYNTH-RXN"	"KDO-8PSYNTH-CPLX[c]"	94.1897160644447	false
"PRPPAMIDOTRANS-RXN (reverse)"	"PRPPAMIDOTRANS-CPLX[c]"	3797.2921290549475	false
"SAICARSYN-RXN"	"SAICARSYN-CPLX[c]"	475.5398202251898	false
"AICARSYN-RXN"	"CPLX0-7959[c]"	1871.2589381063244	false
"AMPSYN-RXN"	"CPLX0-7959[c]"	1254.9745347982027	false
"RXN0-302"	"CPLX0-721[c]"	457118.9346897171	false
"RXN0-7192__BIOTINLIG-MONOMER"	"BIOTINLIG-MONOMER[c]"	0.0	false
"GMP-SYN-NH3-RXN"	"GMP-SYN-CPLX[c]"	362.4266542300912	false
"DIHYDROOROTATE-DEHYDROGENASE-RXN-DI-H-OROTATE/CPD-9728//OROTATE/REDUCED-MENAQUINONE.51."	"DIHYDROOROTOX-MONOMER[c]"	5667.0512277836	false
"DIHYDROOROTATE-DEHYDROGENASE-RXN-DI-H-OROTATE/UBIQUINONE-8//OROTATE/CPD-9956.44."	"DIHYDROOROTOX-MONOMER[c]"	6801.378146390088	false
"RXN0-6491-DI-H-OROTATE/UBIQUINONE-8//OROTATE/CPD-9956.44."	"DIHYDROOROTOX-MONOMER[c]"	3763.159151608331	false
"RXN0-6554-DI-H-OROTATE/CPD-9728//OROTATE/REDUCED-MENAQUINONE.51."	"DIHYDROOROTOX-MONOMER[c]"	3056.374184783693	false
"PPGPPSYN-RXN"	"SPOT-MONOMER[c]"	0.6269810194583442	false
"N-ACETYLTRANSFER-RXN"	"N-ACETYLTRANSFER-CPLX[c]"	8001.574620151992	false
"ACETYLORNDEACET-RXN"	"ACETYLORNDEACET-CPLX[c]"	2188.1756405792617	false
"RXN-13179"	"CPLX0-7847[c]"	15.587268116800935	false
"DIHYDROOROT-RXN"	"DIHYDROOROT-CPLX[c]"	1145.649524941631	false
"DIHYDROOROT-RXN (reverse)"	"DIHYDROOROT-CPLX[c]"	1227.651901148441	false
"RXN-24043 (reverse)"	"CPLX0-7564[c]"	7167.367650922852	false
"RXN-24044 (reverse)"	"CPLX0-7564[c]"	71618.39436529935	false
"3-HYDROXYDECANOYL-ACP-DEHYDR-RXN-POLYMER-INST-OH-ACYL-ACP-C0-H0//POLYMER-INST-TRANS-D2-ENOYL-ACP-C0-H0/WATER.76."	"FABZ-CPLX[c]"	1615.4546164365117	false
"3-HYDROXYDECANOYL-ACP-DEHYDR-RXN-POLYMER-INST-OH-ACYL-ACP-C12-H24//2-Hexadecenoyl-ACPs/WATER.60."	"FABZ-CPLX[c]"	1538.3610287800432	false
"3-HYDROXYDECANOYL-ACP-DEHYDR-RXN-POLYMER-INST-OH-ACYL-ACP-C4-H8//POLYMER-INST-TRANS-D2-ENOYL-ACP-C4-H8/WATER.76."	"FABZ-CPLX[c]"	1615.4546164365117	false
"3-HYDROXYDECANOYL-ACP-DEHYDR-RXN-R-3-hydroxyarachidoyl-ACPs//trans-delta2-arachidoyl-ACPs/WATER.63."	"FABZ-CPLX[c]"	2.154077540623838e-14	false
"3-HYDROXYDECANOYL-ACP-DEHYDR-RXN-R-3-hydroxystearoyl-ACPs//Octadec-2-enoyl-ACPs/WATER.53."	"FABZ-CPLX[c]"	2.154077540623838e-14	false
"4.2.1.58-RXN"	"FABZ-CPLX[c]"	1399.4600480681308	false
"4.2.1.59-RXN"	"FABZ-CPLX[c]"	1461.0207912864569	false
"4.2.1.61-RXN"	"FABZ-CPLX[c]"	279.21582974719536	false
"RXN-10656"	"FABZ-CPLX[c]"	3.753824000021958e-13	false
"RXN-10660"	"FABZ-CPLX[c]"	3.753824000021958e-13	false
"RXN-11477"	"FABZ-CPLX[c]"	0.09129377892365201	false
"RXN-11481"	"FABZ-CPLX[c]"	0.09129377892365201	false
"RXN-9520"	"FABZ-CPLX[c]"	1615.4546164365117	false
"RXN-9533"	"FABZ-CPLX[c]"	1615.4546164365117	false
"RXN-9537"	"FABZ-CPLX[c]"	1551.2099600561214	false
"RXN-9557"	"FABZ-CPLX[c]"	1.7084600847973759e-15	false
"RXN-9655"	"FABZ-CPLX[c]"	1615.4546164365117	false
"RXN0-2144"	"FABZ-CPLX[c]"	3.753824000021958e-13	false
"2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN"	"CPLX0-8301[c]"	9.201675799283331	false
"ADOMET-DMK-METHYLTRANSFER-RXN"	"CPLX0-8301[c]"	35.26755964896908	false
"UDPNACETYLMURAMATEDEHYDROG-RXN (reverse)"	"UDPNACETYLMURAMATEDEHYDROG-MONOMER[c]"	11041.294109139124	false
"TRANS-RXN0-286"	"G6561-MONOMER[i]"	26274.1425694819	false
"ASPCARBTRANS-RXN"	"ASPCARBTRANS-CPLX[c]"	503.05031818247534	false
"ACETOLACTREDUCTOISOM-RXN (reverse)"	"CPLX0-7643[c]"	151.6363560768533	false
"ACETOOHBUTREDUCTOISOM-RXN (reverse)"	"CPLX0-7643[c]"	105.7062382838877	false
"UDP-NACMURALGLDAPAALIG-RXN"	"UDP-NACMURALGLDAPAALIG-MONOMER[c]"	6114.911422394789	false
"ARGSUCCINLYA-RXN"	"ARGSUCCINLYA-MONOMER[c]"	1330.5758150673403	false
