Monomer ID,Log10 Average Protein Count
EG10712-MONOMER[c],1.9381391914115162
EG10715-MONOMER[c],0.10579226446982733
EG10716-MONOMER[c],0.109144469425068
EG10717-MONOMER[c],0.109144469425068
EG10718-MONOMER[c],0.14390657568427997
EG10719-MONOMER[c],0.13262556527459096
EG10722-MONOMER[c],0.7665179729965704
EG10723-MONOMER[c],0.7147606503054271
EG10724-MONOMER[c],0.6847272449221122
EG10725-MONOMER[c],0.7653721862234196
EG10735-MONOMER[c],2.472331757493105
EG10736-MONOMER[c],1.373677151971492
EG10737-MONOMER[c],0.08432088570003587
EG10739-MONOMER[m],1.438307942342214
EG10741-MONOMER[c],2.767773793564518
EG10743-MONOMER[c],3.417984755541347
EG10746-MONOMER[c],2.5873767111599237
EG10747-MONOMER[c],0.33750289462647337
EG10748-MONOMER[i],1.6869765883074768
EG10757-MONOMER[p],3.0997583959885793
EG10758-MONOMER[c],3.993256018643548
EG10760-MONOMER[p],2.959131164823389
EG10761-MONOMER[c],2.4041769074958053
EG10762-MONOMER[c],3.3367404650937553
EG10763-MONOMER[c],1.5658298638132473
EG10764-MONOMER[c],2.6465836237061833
EG10765-MONOMER[c],1.9438778567602348
EG10776-MONOMER[c],2.657738085629829
EG10777-MONOMER[i],2.256978215451085
EG10778-MONOMER[i],2.25262302526159
EG10779-MONOMER[i],2.224068118077445
EG10780-MONOMER[p],2.8823935571074917
EG10785-MONOMER[c],2.5001438897172745
EG10786-MONOMER[c],1.3030055923329638
EG10812-MONOMER[c],2.311372404293502
EG10813-MONOMER[c],0.11663636036247879
EG10817-MONOMER[c],1.7402179764278605
EG10823-MONOMER[c],2.9547846227438583
EG10824-MONOMER[c],0.801872611605619
EG10825-MONOMER[c],1.423957736992476
EG10826-MONOMER[c],0.939558506394559
EG10827-MONOMER[c],1.5685475933705058
EG10828-MONOMER[c],1.6762309478078903
EG10829-MONOMER[c],1.4156000559668218
EG10830-MONOMER[c],1.9138333944845132
EG10831-MONOMER[c],1.396725911384009
EG10832-MONOMER[c],1.1509541787889044
EG10833-MONOMER[c],0.5297410087004509
EG10834-MONOMER[c],2.5693998827771978
EG10836-MONOMER[c],3.0259063485091455
EG10837-MONOMER[c],1.691192106968704
EG10838-MONOMER[c],3.264251808991829
EG10839-MONOMER[c],2.022039060264943
EG10841-MONOMER[e],3.2786059377509376
EG10844-MONOMER[c],3.2086911123281667
EG10845-MONOMER[c],3.6029208526110392
EG10846-MONOMER[c],1.0847454795264868
EG10847-MONOMER[e],1.2053526835192885
EG10848-MONOMER[c],0.869368323165098
EG10849-MONOMER[e],0.4367868039781995
EG10850-MONOMER[c],2.13896420264779
EG10851-MONOMER[c],2.4251206110570047
EG10852-MONOMER[c],1.5395692593543613
EG10853-MONOMER[c],2.1925297212190893
EG10854-MONOMER[o],2.433224521026149
EG10855-MONOMER[o],2.367716303064561
EG10856-MONOMER[p],2.937206075772719
EG10857-MONOMER[c],2.9198810070803978
EG10858-MONOMER[c],2.2236020829812455
EG10859-MONOMER[m],2.9767465967240248
EG10860-MONOMER[c],2.5308049796073346
EG10861-MONOMER[c],2.9176767187161
EG10862-MONOMER[c],2.317545202526184
EG10863-MONOMER[c],2.5981457059908646
EG10864-MONOMER[c],4.401268955421029
EG10865-MONOMER[c],4.43620186274001
EG10866-MONOMER[c],4.463166056203384
EG10867-MONOMER[c],4.453749043929551
EG10868-MONOMER[c],4.473338118794072
EG10869-MONOMER[c],4.455366907627602
EG10870-MONOMER[c],4.53237049770483
EG10871-MONOMER[c],4.390112867962837
EG10872-MONOMER[c],4.428517518122625
EG10873-MONOMER[c],4.9607007563976016
EG10874-MONOMER[c],4.424653481545598
EG10875-MONOMER[c],4.485977469151037
EG10876-MONOMER[c],4.434330601158851
EG10877-MONOMER[c],4.400032268677924
EG10878-MONOMER[c],4.405417153184713
EG10879-MONOMER[c],4.448718072300929
EG10880-MONOMER[c],4.415919615595812
EG10881-MONOMER[c],4.475644596447325
EG10882-MONOMER[c],4.424377456113786
EG10883-MONOMER[c],4.447187130045473
EG10884-MONOMER[c],4.47771061704217
EG10885-MONOMER[c],4.4716407144081725
EG10886-MONOMER[c],4.525444427325653
EG10887-MONOMER[c],4.401561198126565
EG10888-MONOMER[c],4.438854532524107
EG10889-MONOMER[c],4.428627661184898
EG10890-MONOMER[c],4.743761758070876
EG10891-MONOMER[c],4.401989876169659
EG10892-MONOMER[c],4.446076730558871
EG10893-MONOMER[c],3.932676961081131
EG10899-MONOMER[c],3.55708641097045
EG10900-MONOMER[c],4.410768747638143
EG10901-MONOMER[c],4.448660561947915
EG10902-MONOMER[c],4.414828905555102
EG10903-MONOMER[c],4.4341095335231255
EG10904-MONOMER[c],4.445010910910808
EG10905-MONOMER[c],4.602807377624492
EG10906-MONOMER[c],4.4999407866333065
EG10907-MONOMER[c],4.461270265427008
EG10908-MONOMER[c],4.4124923347878395
EG10909-MONOMER[c],4.472229580520062
EG10910-MONOMER[c],4.449366911302426
EG10911-MONOMER[c],4.441554058506129
EG10912-MONOMER[c],4.4522117013813
EG10913-MONOMER[c],4.4660365043862
EG10914-MONOMER[c],4.425767409108206
EG10915-MONOMER[c],4.4526815873426235
EG10916-MONOMER[c],4.399847800709781
EG10917-MONOMER[c],4.677007061349808
EG10918-MONOMER[c],4.428248498829472
EG10919-MONOMER[c],4.437384788850122
EG10920-MONOMER[c],4.813610647030463
EG10921-MONOMER[c],2.664764400115609
EG10923-MONOMER[c],1.3380541512473552
EG10924-MONOMER[c],1.350800225061287
EG10925-MONOMER[c],2.027476319349904
EG10926-MONOMER[c],2.1581333598032546
EG10927-MONOMER[c],1.7558750422700387
EG10941-MONOMER[c],2.190792993865219
EG10942-MONOMER[c],2.30969904609114
EG10943-MONOMER[c],2.8189552833902383
EG10949-MONOMER[c],2.438265088205035
EG10950-MONOMER[o],2.027502107428973
EG10951-MONOMER[i],1.4763964869139488
EG10952-MONOMER[m],3.2875751857310465
EG10955-MONOMER[c],2.3470680308576672
EG10956-MONOMER[i],2.822307591706372
EG10967-MONOMER[c],1.8904364476206492
EG10968-MONOMER[m],2.268000618375063
EG10973-MONOMER[c],1.8133104911675406
EG10975-MONOMER[c],2.6836014695539445
EG10976-MONOMER[c],2.3084226526567524
EG10977-MONOMER[c],3.2039228375105973
EG10978-MONOMER[c],2.61673041125057
EG10983-MONOMER[c],3.196698546084066
EG10984-MONOMER[i],1.782565458006689
EG10985-MONOMER[p],2.856074128856101
EG10986-MONOMER[c],2.307966827723243
EG10996-MONOMER[c],2.859680994816304
EG10997-MONOMER[c],2.362944491138556
EG11003-MONOMER[c],4.107432880343126
EG11004-MONOMER[c],1.8122821857395255
EG11007-MONOMER[i],1.8738496273260776
EG11008-MONOMER[p],3.08798766721451
EG11009-MONOMER[m],3.3091969473959058
EG11010-MONOMER[i],2.4464353784552357
EG11011-MONOMER[i],2.1118948282007746
EG11012-MONOMER[p],3.161329441236787
EG11013-MONOMER[c],2.734741437048399
EG11014-MONOMER[c],2.09143328417664
EG11016-MONOMER[c],0.0
EG11022-MONOMER[c],2.442263004691999
EG11023-MONOMER[c],2.5732887265952638
EG11033-MONOMER[c],4.030991941152594
EG11035-MONOMER[o],2.160131608442676
EG11036-MONOMER[c],4.744451139781328
EG11037-MONOMER[i],4.3863080771670795
EG11038-MONOMER[c],2.1675022345743247
EG11056-MONOMER[m],0.23408320603336802
EG11057-MONOMER[c],0.32904371586671927
EG11058-MONOMER[c],2.600736014941891
EG11059-MONOMER[c],2.58016560294375
EG11061-MONOMER[c],1.6431960828998324
EG11062-MONOMER[c],1.4460556766635573
EG11063-MONOMER[c],1.4389849810486388
EG11064-MONOMER[c],1.1553900952294547
EG11068-MONOMER[c],2.151531468929673
EG11069-MONOMER[c],2.1313220648890785
EG11071-MONOMER[c],1.6788333960621182
EG11072-MONOMER[c],2.42427445815742
EG11073-MONOMER[c],2.938498516023066
EG11080-MONOMER[c],2.4696939812011283
EG11081-MONOMER[c],2.787136729053069
EG11082-MONOMER[c],2.046551607825844
EG11083-MONOMER[c],2.2703748403760717
EG11084-MONOMER[c],1.6410547035679113
EG11085-MONOMER[c],2.3382728803167607
EG11086-MONOMER[i],1.506221470269074
EG11087-MONOMER[c],2.293698701783457
EG11088-MONOMER[c],2.3671950572762923
EG11089-MONOMER[m],2.9164562422614293
EG11090-MONOMER[c],3.3927450159143264
EG11091-MONOMER[c],2.2970173027182583
EG11093-MONOMER[c],2.251091336471169
EG11094-MONOMER[c],1.9305755501171433
EG11095-MONOMER[c],2.0560024589815464
EG11096-MONOMER[i],3.6505351453426202
EG11097-MONOMER[c],2.8198497996037464
EG11098-MONOMER[c],2.9600080453894617
EG11099-MONOMER[c],1.0529484543370031
EG11100-MONOMER[c],3.744736061192067
EG11101-MONOMER[c],0.9931483087569382
EG11103-MONOMER[c],1.4872146570231695
EG11105-MONOMER[c],3.247865700512704
EG11108-MONOMER[c],2.0007113733833037
EG11110-MONOMER[i],2.157592967406039
EG11111-MONOMER[c],3.7258114362587587
EG11112-MONOMER[c],1.7190004232907987
EG11113-MONOMER[m],3.3528799758595818
EG11116-MONOMER[c],2.7882393263094487
EG11117-MONOMER[i],2.677268748155549
EG11118-MONOMER[c],2.469910910664699
EG11119-MONOMER[c],3.0620260387894325
EG11120-MONOMER[c],1.289500798760131
EG11121-MONOMER[c],2.7126523787085937
EG11122-MONOMER[i],2.3753484969354024
EG11123-MONOMER[i],2.3500705134252247
EG11124-MONOMER[o],0.8034531981106201
EG11125-MONOMER[c],1.4655624886960599
EG11126-MONOMER[c],1.5019818599106998
EG11127-MONOMER[c],1.9342040858744516
EG11128-MONOMER[c],2.606665640195446
EG11129-MONOMER[c],1.9640201796577865
EG11130-MONOMER[m],1.3284858502506
EG11131-MONOMER[c],2.2771559632426097
EG11132-MONOMER[c],2.7325620694691963
EG11133-MONOMER[i],2.1748965993366047
EG11134-MONOMER[c],3.0671408695878015
EG11136-MONOMER[c],0.42489925972747966
EG11137-MONOMER[c],3.2862321813503104
EG11139-MONOMER[c],2.5739938105376767
EG11140-MONOMER[c],1.537496975947187
EG11141-MONOMER[m],1.6646555108132208
EG11142-MONOMER[c],1.5429363926697233
EG11144-MONOMER[m],2.2365292343851184
EG11145-MONOMER[i],0.989776949075651
EG11146-MONOMER[c],1.5972842167609176
EG11147-MONOMER[c],2.821031554758268
EG11149-MONOMER[c],2.6052134784041714
EG11151-MONOMER[c],3.777448734138514
EG11152-MONOMER[i],2.2882494493067997
EG11153-MONOMER[c],2.9763296985600025
EG11154-MONOMER[m],1.0350419063212528
EG11155-MONOMER[m],1.0301075012412875
EG11156-MONOMER[m],1.1057197019633782
EG11157-MONOMER[c],2.432649224310799
EG11158-MONOMER[c],1.6375570740262069
EG11160-MONOMER[m],3.041929100685815
EG11161-MONOMER[c],1.6714238073012517
EG11162-MONOMER[c],1.3061542053285513
EG11164-MONOMER[o],3.1511100630045994
EG11165-MONOMER[c],2.7438539075023316
EG11166-MONOMER[c],1.7317681099427817
EG11167-MONOMER[i],2.237058360966881
EG11171-MONOMER[c],2.6239541644390996
EG11173-MONOMER[c],0.05799194697768673
EG11174-MONOMER[c],0.12681740975075076
EG11177-MONOMER[c],2.3694133338137195
EG11178-MONOMER[c],3.014076894048822
EG11179-MONOMER[c],3.024765918867901
EG11180-MONOMER[m],3.2267695752773653
EG11181-MONOMER[c],3.112167311257283
EG11182-MONOMER[c],2.97434417236148
EG11183-MONOMER[i],2.8877869648839485
EG11184-MONOMER[c],1.5844052648139924
EG11186-MONOMER[i],0.8967209120020763
EG11187-MONOMER[c],1.0938440374860245
EG11188-MONOMER[c],2.2206760322743824
EG11189-MONOMER[c],2.028031847837054
EG11191-MONOMER[c],2.704643011659025
EG11192-MONOMER[c],2.901436824799991
EG11193-MONOMER[c],0.7748042857797154
EG11195-MONOMER[c],2.990422442032605
EG11196-MONOMER[c],2.4108930357191642
EG11199-MONOMER[c],3.0048651352615017
EG11201-MONOMER[c],2.0884810577278916
EG11202-MONOMER[c],2.4607808187286953
EG11203-MONOMER[c],2.8125267155107196
EG11206-MONOMER[m],1.4095628807282912
EG11207-MONOMER[c],1.4627876823903856
EG11208-MONOMER[c],1.155262036649059
EG11209-MONOMER[i],2.304647448542243
EG11210-MONOMER[c],2.9061923561088543
EG11211-MONOMER[c],2.077993833522173
EG11212-MONOMER[c],1.8231382698068055
EG11214-MONOMER[c],2.454477671535428
EG11215-MONOMER[i],1.7549418647080806
EG11217-MONOMER[c],2.2628308724226245
EG11219-MONOMER[m],1.896416321202617
EG11222-MONOMER[c],1.5079454027281542
EG11224-MONOMER[j],2.8286256215809717
EG11231-MONOMER[c],4.522560491165133
EG11232-MONOMER[c],4.48133829819187
EG11234-MONOMER[c],0.21559980033935483
EG11235-MONOMER[c],2.1117660175560946
EG11236-MONOMER[i],1.6400632921187606
EG11237-MONOMER[p],1.0782902363506215
EG11238-MONOMER[c],2.10059538421359
EG11239-MONOMER[c],2.550636346312027
EG11241-MONOMER[c],2.2067810217907398
EG11244-MONOMER[p],3.0923636857596914
EG11245-MONOMER[c],0.532167911295592
EG11246-MONOMER[c],2.943975680380799
EG11247-MONOMER[c],1.9851451699970035
EG11249-MONOMER[c],1.9724437703533313
EG11250-MONOMER[c],1.8199587645581408
EG11251-MONOMER[c],1.9160478738248234
EG11252-MONOMER[c],2.1941500849976427
EG11253-MONOMER[m],1.896612860100009
EG11254-MONOMER[c],2.2472377351805233
EG11255-MONOMER[c],2.729292649602368
EG11256-MONOMER[c],2.598025221836954
EG11257-MONOMER[i],1.4839207649939596
EG11259-MONOMER[c],2.1966031942279582
EG11260-MONOMER[c],1.6910075807999323
EG11261-MONOMER[c],2.789496983226882
EG11263-MONOMER[i],1.190341166134992
EG11266-MONOMER[m],0.7866092154023396
EG11267-MONOMER[i],1.05112073395245
EG11268-MONOMER[c],2.888930331789134
EG11269-MONOMER[c],0.0
EG11270-MONOMER[c],1.750850086495138
EG11271-MONOMER[m],2.2038360384375126
EG11272-MONOMER[m],2.9537194222274206
EG11274-MONOMER[m],3.142917624518951
EG11275-MONOMER[c],2.039592996773688
EG11276-MONOMER[c],1.685601471329903
EG11277-MONOMER[c],3.3841766625372256
EG11279-MONOMER[c],2.8293165960121773
EG11280-MONOMER[c],3.025625070730401
EG11281-MONOMER[c],1.8739596317315133
EG11285-MONOMER[c],1.4452396756128032
EG11287-MONOMER[c],1.9600352584626715
EG11288-MONOMER[c],2.0237325934659416
EG11289-MONOMER[c],1.2954378017832602
EG11290-MONOMER[i],1.248230817974874
EG11291-MONOMER[o],2.6064281144443004
EG11292-MONOMER[c],1.596753973153682
EG11293-MONOMER[p],2.888993058846181
EG11294-MONOMER[c],1.750466921745507
EG11295-MONOMER[i],1.9476083553335268
EG11296-MONOMER[i],1.9449477319224473
EG11298-MONOMER[c],2.437465581031974
EG11299-MONOMER[i],2.1281035235394388
EG11300-MONOMER[c],1.6675780758234768
EG11301-MONOMER[c],1.6535881522400595
EG11302-MONOMER[c],1.6187650535953804
EG11303-MONOMER[m],0.5949562084470033
EG11305-MONOMER[i],2.800375550389258
EG11306-MONOMER[c],2.737630248497156
EG11309-MONOMER[c],2.0134139271425373
EG11310-MONOMER[i],1.1264379359556649
EG11311-MONOMER[c],1.9496441863180782
EG11312-MONOMER[c],0.06138903452090355
EG11315-MONOMER[c],2.101416405202319
EG11320-MONOMER[c],2.141695327353982
EG11323-MONOMER[c],2.8264375777918307
EG11333-MONOMER[c],2.480621001390495
EG11334-MONOMER[c],1.4320871679458744
EG11336-MONOMER[p],0.5184804445996932
EG11338-MONOMER[c],2.943669096241008
EG11339-MONOMER[i],1.7072552097398437
EG11340-MONOMER[c],1.5632009556826438
EG11341-MONOMER[c],1.7908997119557275
EG11342-MONOMER[i],1.5525231307320961
EG11344-MONOMER[c],2.7072874074377182
EG11345-MONOMER[i],2.615323561347852
EG11346-MONOMER[p],3.100704963324643
EG11350-MONOMER[i],1.5063617672237979
EG11351-MONOMER[c],1.4432293197380726
EG11352-MONOMER[c],1.3967647013568432
EG11353-MONOMER[i],1.6408445125099906
EG11354-MONOMER[i],2.047421132410851
EG11355-MONOMER[c],3.5412450673732825
EG11356-MONOMER[c],3.584955807053232
EG11357-MONOMER[c],0.11837514717504141
EG11359-MONOMER[i],0.637937835663598
EG11360-MONOMER[c],2.677321994606748
EG11361-MONOMER[i],1.500508513511951
EG11362-MONOMER[c],1.499277356345627
EG11364-MONOMER[o],0.8017517997793994
EG11371-MONOMER[i],2.0714120152189266
EG11372-MONOMER[c],2.0491571462561313
EG11373-MONOMER[o],1.3548077944892682
EG11376-MONOMER[p],2.1137168208298958
EG11378-MONOMER[c],3.1665865808852534
EG11381-MONOMER[c],2.8358851930316615
EG11383-MONOMER[c],2.7053586771693565
EG11384-MONOMER[c],4.730116990936207
EG11385-MONOMER[c],3.009284349485251
EG11388-MONOMER[c],3.409569226474295
EG11389-MONOMER[c],3.404491708561946
EG11390-MONOMER[m],4.4417718269347715
EG11391-MONOMER[p],3.2025262530247978
EG11394-MONOMER[c],2.3482728677876246
EG11395-MONOMER[i],2.7479854316703882
EG11396-MONOMER[c],2.2200694281169033
EG11398-MONOMER[p],2.421548157328573
EG11399-MONOMER[p],2.389818328241104
EG11400-MONOMER[i],2.3478054324311124
EG11401-MONOMER[c],2.3921827787179852
EG11404-MONOMER[c],3.2242514865475536
EG11410-MONOMER[c],2.862087498670413
EG11412-MONOMER[c],1.4342699180301766
EG11413-MONOMER[c],1.8266480818568152
EG11414-MONOMER[c],1.7111139197535679
EG11415-MONOMER[m],3.4236109338802616
EG11422-MONOMER[i],2.1389377432022094
EG11423-MONOMER[c],1.6353814158553779
EG11424-MONOMER[i],2.3169531075422856
EG11425-MONOMER[i],1.5930169811787283
EG11426-MONOMER[i],1.5441901058730876
EG11429-MONOMER[c],1.595681271608744
EG11430-MONOMER[c],2.774017037596223
EG11431-MONOMER[c],2.314163389408752
EG11432-MONOMER[c],2.2162681571661267
EG11433-MONOMER[c],2.6029867197262404
EG11436-MONOMER[c],1.8412820671573134
EG11437-MONOMER[c],1.1949955785545405
EG11438-MONOMER[c],3.05642327961237
EG11440-MONOMER[c],3.0253800924424263
EG11441-MONOMER[c],2.632759554722715
EG11445-MONOMER[i],0.3467700699602067
EG11447-MONOMER[c],4.231696547909871
EG11449-MONOMER[c],1.557585321315809
EG11450-MONOMER[c],3.3002142923638904
EG11462-MONOMER[m],0.7654348788773718
EG11464-MONOMER[i],0.7016557992079526
EG11465-MONOMER[i],0.6282461868782949
EG11466-MONOMER[m],1.5817177685274095
EG11467-MONOMER[c],2.6432427695306617
EG11470-MONOMER[c],2.369850452243582
EG11471-MONOMER[i],1.7303434202766081
EG11472-MONOMER[i],0.9648136056106469
EG11474-MONOMER[c],2.096446989368037
EG11479-MONOMER[m],2.4824543764329237
EG11481-MONOMER[c],1.8706128146420435
EG11484-MONOMER[c],1.6058983899957486
EG11486-MONOMER[i],1.4057937880560623
EG11488-MONOMER[o],2.096160900633946
EG11489-MONOMER[e],2.0820399583824876
EG11494-MONOMER[i],2.950949290843154
EG11495-MONOMER[i],1.5585373144036756
EG11497-MONOMER[c],2.3452369059733633
EG11498-MONOMER[c],1.4922277719374126
EG11499-MONOMER[i],1.1392448770867267
EG11500-MONOMER[c],2.5142339516485057
EG11503-MONOMER[c],2.3793007055282516
EG11505-MONOMER[c],3.411263208194101
EG11506-MONOMER[m],2.6251669603201235
EG11507-MONOMER[c],2.454548618351505
EG11508-MONOMER[c],4.1600999219717165
EG11509-MONOMER[m],1.5585380304597127
EG11511-MONOMER[c],2.4782453165346583
EG11512-MONOMER[i],2.049361611908896
EG11514-MONOMER[p],2.3220862510027223
EG11515-MONOMER[c],1.3687404977908777
EG11516-MONOMER[c],1.8508697022044414
EG11517-MONOMER[c],2.6329372036014322
EG11519-MONOMER[c],2.6465777837652005
EG11520-MONOMER[i],0.16362116037167235
EG11521-MONOMER[i],2.7090168486218453
EG11522-MONOMER[i],0.9140479678866725
EG11523-MONOMER[c],0.20456692265127005
EG11524-MONOMER[c],0.14614625018937497
EG11525-MONOMER[c],0.37262792608176903
EG11526-MONOMER[c],0.8915126622869002
EG11529-MONOMER[i],1.985361402162418
EG11533-MONOMER[i],2.4633451454210666
EG11534-MONOMER[c],1.8095451690366637
EG11535-MONOMER[c],1.5067765347631563
EG11536-MONOMER[i],0.9611224188228863
EG11537-MONOMER[c],2.736660814185705
EG11538-MONOMER[c],1.8124347510919896
EG11544-MONOMER[c],0.8308504311168483
EG11545-MONOMER[e],3.327538187106501
EG11547-MONOMER[c],2.480765107894235
EG11548-MONOMER[i],1.3025413948432008
EG11549-MONOMER[c],2.38318082163931
EG11551-MONOMER[c],1.1560402751257248
EG11552-MONOMER[c],1.4292026014885475
EG11554-MONOMER[c],3.0771753273343494
EG11562-MONOMER[p],1.214197607976348
EG11563-MONOMER[c],1.202008230373903
EG11564-MONOMER[c],1.1672574181261282
EG11565-MONOMER[c],1.2175370456110461
EG11568-MONOMER[i],1.8057200701965717
EG11569-MONOMER[o],3.0342476779400966
EG11570-MONOMER[i],2.030907039459205
EG11571-MONOMER[i],1.0224303580219554
EG11578-MONOMER[c],1.9673402237984514
EG11579-MONOMER[c],1.3858494201962273
EG11580-MONOMER[c],1.9051968842963893
EG11581-MONOMER[c],3.4834320451041783
EG11591-MONOMER[c],2.5159904869788665
EG11592-MONOMER[c],3.4798280275049804
EG11594-MONOMER[c],1.386738348065028
EG11595-MONOMER[c],1.805241648134892
EG11597-MONOMER[c],2.5513322434843486
EG11598-MONOMER[c],2.500391281040409
EG11599-MONOMER[p],1.8950241469772047
EG11600-MONOMER[c],2.3602763948128858
EG11601-MONOMER[c],2.725176991111769
EG11603-MONOMER[c],2.2860690052073758
EG11604-MONOMER[c],0.8317289558203741
EG11605-MONOMER[c],1.7915920439765005
EG11607-MONOMER[c],3.6720303118838205
EG11613-MONOMER[i],0.8414507179956878
EG11619-MONOMER[c],2.2136451282643157
EG11620-MONOMER[c],3.155977490595187
EG11634-MONOMER[c],0.7120649709559113
EG11635-MONOMER[c],1.5212132281193969
EG11637-MONOMER[m],1.799072086927792
EG11639-MONOMER[i],1.9626449192031443
EG11643-MONOMER[i],1.5274780526036462
EG11644-MONOMER[p],1.4894773582803826
EG11645-MONOMER[c],1.787399824223949
EG11646-MONOMER[c],1.5454764054606378
EG11649-MONOMER[c],2.0816088737507563
EG11650-MONOMER[c],2.0847391146400063
EG11651-MONOMER[c],0.7821935630456873
EG11652-MONOMER[p],2.081158473031272
EG11653-MONOMER[c],2.6559382596135768
EG11656-MONOMER[c],2.9524043930398403
EG11659-MONOMER[i],3.183317371181516
EG11660-MONOMER[i],2.4678194316442217
EG11661-MONOMER[c],2.527628647576556
EG11662-MONOMER[c],1.481415229637013
EG11663-MONOMER[c],3.907083780102391
EG11664-MONOMER[c],2.475855944387998
EG11665-MONOMER[i],2.351741372523217
EG11666-MONOMER[c],2.660127046850055
EG11671-MONOMER[i],1.9395604872196097
EG11674-MONOMER[i],2.0403641325858963
EG11676-MONOMER[c],2.940660294889572
EG11678-MONOMER[l],1.442712185476785
EG11681-MONOMER[c],2.7414667922830147
EG11682-MONOMER[c],3.006177023336017
EG11683-MONOMER[i],1.2343006023864842
EG11684-MONOMER[i],1.6036225876442272
EG11685-MONOMER[c],0.3882004992096772
EG11688-MONOMER[i],2.026016816098942
EG11690-MONOMER[m],1.7839766112656894
EG11691-MONOMER[i],0.17425971017782413
EG11692-MONOMER[c],1.5757430357016489
EG11694-MONOMER[c],1.3679052489865948
EG11695-MONOMER[i],1.3951145686348592
EG11696-MONOMER[i],1.3883806970450654
EG11697-MONOMER[i],1.7801837134783751
EG11702-MONOMER[c],2.545478986900105
EG11703-MONOMER[p],2.845291743694231
EG11705-MONOMER[c],0.2073928845281441
EG11707-MONOMER[i],1.486961547798354
EG11711-MONOMER[c],1.3724694586166477
EG11712-MONOMER[o],2.4321679419493782
EG11713-MONOMER[c],2.2094115150464377
EG11714-MONOMER[p],1.0347124186775993
EG11719-MONOMER[m],0.8768896310133023
EG11721-MONOMER[c],1.2983789909599894
EG11722-MONOMER[c],1.7670539827950795
EG11723-MONOMER[c],2.3488600994982898
EG11724-MONOMER[i],2.670340232192184
EG11725-MONOMER[c],2.0142582439586176
EG11726-MONOMER[i],1.8728919934094115
EG11727-MONOMER[c],1.6253089029917873
EG11728-MONOMER[c],0.7919207244399353
EG11729-MONOMER[c],0.7380000406106478
EG11730-MONOMER[c],1.2953230286378414
EG11731-MONOMER[c],1.7680072730479828
EG11733-MONOMER[c],2.1935455959868264
EG11734-MONOMER[c],2.0176170547453465
EG11735-MONOMER[c],2.702675589954316
EG11736-MONOMER[c],2.69735605350374
EG11738-MONOMER[c],2.0487561851740783
EG11739-MONOMER[i],0.5729517897396179
EG11740-MONOMER[o],1.154113017043088
EG11741-MONOMER[c],1.174115767582769
EG11743-MONOMER[o],2.29332110617475
EG11744-MONOMER[c],2.446897648676264
EG11748-MONOMER[c],0.9381448929488737
EG11749-MONOMER[c],1.5665583221567392
EG11750-MONOMER[c],1.493315458303943
EG11757-MONOMER[c],2.8025674950603685
EG11758-MONOMER[c],2.1761231817555844
EG11759-MONOMER[c],2.624914773267276
EG11760-MONOMER[c],0.5959903830058026
EG11761-MONOMER[c],2.290924970155802
EG11762-MONOMER[c],2.314809536099849
EG11763-MONOMER[c],1.229866580280192
EG11764-MONOMER[i],1.1885687360400583
EG11765-MONOMER[i],1.2469351550933545
EG11768-MONOMER[c],1.2840782406047917
EG11769-MONOMER[m],1.4003570583409886
EG11775-MONOMER[c],1.1624523266184927
EG11776-MONOMER[c],2.4749246032368992
EG11779-MONOMER[c],2.9402736522544286
EG11782-MONOMER[c],3.467112527516677
EG11783-MONOMER[c],2.1157810971678623
EG11784-MONOMER[c],3.402419547555426
EG11785-MONOMER[c],1.8839876296686717
EG11786-MONOMER[c],2.773934299013502
EG11790-MONOMER[c],1.2019850946183217
EG11793-MONOMER[i],2.1289922192203723
EG11794-MONOMER[c],2.4324731456249005
EG11796-MONOMER[c],2.115314275333223
EG11798-MONOMER[i],1.513669223736968
EG11800-MONOMER[i],0.9201384023672508
EG11802-MONOMER[c],0.6791600157085572
EG11803-MONOMER[c],0.7396671542925394
EG11804-MONOMER[c],1.3407913745092959
EG11805-MONOMER[c],1.2975919426772269
EG11806-MONOMER[i],1.9635569449280774
EG11807-MONOMER[p],2.058603507773848
EG11808-MONOMER[c],2.433883346759334
EG11811-MONOMER[c],1.2813738004957624
EG11812-MONOMER[c],0.7103038968817735
EG11815-MONOMER[p],1.6760985415067446
EG11816-MONOMER[c],2.353190214104534
EG11817-MONOMER[c],1.9518286274476448
EG11820-MONOMER[p],2.831658945419581
EG11822-MONOMER[c],2.113516969098076
EG11824-MONOMER[i],2.0385759916259794
EG11825-MONOMER[c],2.419859600710175
EG11826-MONOMER[m],1.2251151756840435
EG11828-MONOMER[c],1.8103098668153799
EG11829-MONOMER[c],1.6298683983925324
EG11830-MONOMER[c],3.154325683673351
EG11831-MONOMER[c],1.840722646363646
EG11832-MONOMER[i],0.35863985487819494
EG11833-MONOMER[i],1.6270884088014166
EG11835-MONOMER[c],3.2142184918849455
EG11837-MONOMER[c],3.498940538131965
EG11838-MONOMER[c],1.3645364910238844
EG11839-MONOMER[c],1.3189332109919316
EG11843-MONOMER[c],0.6718785565105272
EG11844-MONOMER[c],1.2068758546052683
EG11845-MONOMER[c],1.3990235364116883
EG11846-MONOMER[p],1.3997896253083408
EG11847-MONOMER[c],1.3609207896219546
EG11848-MONOMER[c],0.8015455032333585
EG11849-MONOMER[c],1.6165164202350268
EG11850-MONOMER[c],2.072709643053174
EG11851-MONOMER[i],1.6314870728642694
