,Protein ID,Gene names ,UniProt id,UniProt gene name,Monomer ID
2444,sp|P0ABL5|NAPC_ECOLI,napC,P0ABL5,NAPC_ECOLI,NAPC-MONOMER
2445,sp|P0ABP6|DEDA_ECOLI,dedA,P0ABP6,DEDA_ECOLI,EG10216-MONOMER
2446,sp|P0ABX2|FLGC_ECOLI,flgC,P0ABX2,FLGC_ECOLI,FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN
2447,sp|P0AC78|WECA_ECOLI,wecA,P0AC78,WECA_ECOLI,GLCNACPTRANS-MONOMER
2448,sp|P0ACC1|PRMC_ECOLI,prmC,P0ACC1,PRMC_ECOLI,EG12424-MONOMER
2449,sp|P0ACR4|YEIE_ECOLI,yeiE,P0ACR4,YEIE_ECOLI,EG12105-MONOMER
2450,sp|P0ACV0|LPXL_ECOLI,lpxL,P0ACV0,LPXL_ECOLI,LAUROYLACYLTRAN-MONOMER
2451,sp|P0AD03|YEBS_ECOLI,yebS,P0AD03,YEBS_ECOLI,G7006-MONOMER
2452,sp|P0AD30|YFCA_ECOLI,yfcA,P0AD30,YFCA_ECOLI,EG11144-MONOMER
2453,sp|P0ADL1|NEPI_ECOLI,nepI,P0ADL1,NEPI_ECOLI,YICM-MONOMER
2454,sp|P0AE76|COBU_ECOLI,cobU,P0AE76,COBU_ECOLI,COBU-MONOMER
2455,sp|P0AEB0|CYSW_ECOLI,cysW,P0AEB0,CYSW_ECOLI,CYSW-MONOMER
2456,sp|P0AEP1|GALP_ECOLI,galP,P0AEP1,GALP_ECOLI,GALP-MONOMER
2457,sp|P0AEP7|GCL_ECOLI,gcl,P0AEP7,GCL_ECOLI,GLYOCARBOLIG-MONOMER
2458,sp|P0AEX7|LIVH_ECOLI,livH,P0AEX7,LIVH_ECOLI,LIVH-MONOMER
2459,sp|P0AFQ2|YBHS_ECOLI,ybhS,P0AFQ2,YBHS_ECOLI,YBHS-MONOMER
2460,sp|P0AFZ7|TRKH_ECOLI,trkH,P0AFZ7,TRKH_ECOLI,TRKH-MONOMER
2461,sp|P0AG96|SECE_ECOLI,secE,P0AG96,SECE_ECOLI,SECE
2462,sp|P0C7L2|PAAJ_ECOLI,paaJ,P0C7L2,PAAJ_ECOLI,G6718-MONOMER
2463,sp|P11349|NARH_ECOLI,narH,P11349,NARH_ECOLI,NARH-MONOMER
2464,sp|P12999|BIOC_ECOLI,bioC,P12999,BIOC_ECOLI,EG10119-MONOMER
2465,sp|P14377|ZRAS_ECOLI,zraS,P14377,ZRAS_ECOLI,HYDH-MONOMER
2466,sp|P16431|HYCE_ECOLI,hycE,P16431,HYCE_ECOLI,HYCELARGE-MONOMER
2467,sp|P17446|BETI_ECOLI,betI,P17446,BETI_ECOLI,PD00251
2468,sp|P21365|YCIC_ECOLI,yciC,P21365,YCIC_ECOLI,EG11123-MONOMER
2469,sp|P22586|FLIO_ECOLI,fliO,P22586,FLIO_ECOLI,EG11224-MONOMER
2470,sp|P23524|GLXK1_ECOLI,garK,P23524,GLXK1_ECOLI,GKI-MONOMER
2471,sp|P23857|PSPE_ECOLI,pspE,P23857,PSPE_ECOLI,EG10780-MONOMER
2472,sp|P24238|YEBB_ECOLI,yebB,P24238,YEBB_ECOLI,EG11136-MONOMER
2473,sp|P25738|MSYB_ECOLI,msyB,P25738,MSYB_ECOLI,EG11338-MONOMER
2474,sp|P27297|BAX_ECOLI,bax,P27297,BAX_ECOLI,EG11360-MONOMER
2475,sp|P27842|YIGF_ECOLI,yigF,P27842,YIGF_ECOLI,EG11464-MONOMER
2476,sp|P28629|ADIA_ECOLI,adiA,P28629,ADIA_ECOLI,ARGDECARBOXDEG-MONOMER
2477,sp|P31434|XYLS_ECOLI,yicI,P31434,XYLS_ECOLI,EG11685-MONOMER
2478,sp|P31463|YIDZ_ECOLI,yidZ,P31463,YIDZ_ECOLI,EG11721-MONOMER
2479,sp|P31475|YIEP_ECOLI,yieP,P31475,YIEP_ECOLI,EG11733-MONOMER
2480,sp|P31551|CAID_ECOLI,caiD,P31551,CAID_ECOLI,CARNRACE-MONOMER
2481,sp|P32135|YIHN_ECOLI,yihN,P32135,YIHN_ECOLI,YIHN-MONOMER
2482,sp|P32138|SQASE_ECOLI,yihQ,P32138,SQASE_ECOLI,EG11843-MONOMER
2483,sp|P32162|YIIS_ECOLI,yiiS,P32162,YIIS_ECOLI,EG11876-MONOMER
2484,sp|P32677|YIJO_ECOLI,yijO,P32677,YIJO_ECOLI,EG11913-MONOMER
2485,sp|P32701|YJCC_ECOLI,yjcC,P32701,YJCC_ECOLI,EG11938-MONOMER
2486,sp|P32715|MDTO_ECOLI,mdtO,P32715,MDTO_ECOLI,YJCQ-MONOMER
2487,sp|P33231|LLDP_ECOLI,lldP,P33231,LLDP_ECOLI,LCTP-MONOMER
2488,sp|P33607|NUOL_ECOLI,nuoL,P33607,NUOL_ECOLI,NUOL-MONOMER
2489,sp|P33927|CCMF_ECOLI,ccmF,P33927,CCMF_ECOLI,EG12054-MONOMER
2490,sp|P34209|YDCF_ECOLI,ydcF,P34209,YDCF_ECOLI,EG12110-MONOMER
2491,sp|P36881|YADI_ECOLI,yadI,P36881,YADI_ECOLI,AGAX-MONOMER
2492,sp|P37047|CDAR_ECOLI,cdaR,P37047,CDAR_ECOLI,EG12335-MONOMER
2493,sp|P37340|MDTK_ECOLI,mdtK,P37340,MDTK_ECOLI,YDHE-MONOMER
2494,sp|P37635|YHIS_ECOLI,yhiS,P37635,YHIS_ECOLI,EG12238-MONOMER
2495,sp|P37653|BCSA_ECOLI,bcsA,P37653,BCSA_ECOLI,EG12260-MONOMER
2496,sp|P38054|CUSA_ECOLI,cusA,P38054,CUSA_ECOLI,YBDE-MONOMER
2497,sp|P39277|YJEH_ECOLI,yjeH,P39277,YJEH_ECOLI,B4141-MONOMER
2498,sp|P39288|QUEG_ECOLI,queG,P39288,QUEG_ECOLI,G7843-MONOMER
2499,sp|P39347|INTB_ECOLI,intB,P39347,INTB_ECOLI,EG12364-MONOMER
2500,sp|P39361|SGCR_ECOLI,sgcR,P39361,SGCR_ECOLI,G7913-MONOMER
2501,sp|P39385|YJIN_ECOLI,yjiN,P39385,YJIN_ECOLI,G7933-MONOMER
2502,sp|P39453|TORS_ECOLI,torS,P39453,TORS_ECOLI,TORS-MONOMER
2503,sp|P42589|YGJH_ECOLI,ygjH,P42589,YGJH_ECOLI,G7597-MONOMER
2504,sp|P42597|UTPP_ECOLI,ygjP,P42597,UTPP_ECOLI,G7604-MONOMER
2505,sp|P42616|YQJC_ECOLI,yqjC,P42616,YQJC_ECOLI,G7611-MONOMER
2506,sp|P43319|YRAK_ECOLI,yraK,P43319,YRAK_ECOLI,G7640-MONOMER
2507,sp|P45423|YHCG_ECOLI,yhcG,P45423,YHCG_ECOLI,G7674-MONOMER
2508,sp|P45424|YHCH_ECOLI,yhcH,P45424,YHCH_ECOLI,G7675-MONOMER
2509,sp|P45465|YRAN_ECOLI,yraN,P45465,YRAN_ECOLI,G7643-MONOMER
2510,sp|P45468|YRAQ_ECOLI,yraQ,P45468,YRAQ_ECOLI,G7645-MONOMER
2511,sp|P45522|KEFB_ECOLI,kefB,P45522,KEFB_ECOLI,KEFB-MONOMER
2512,sp|P45537|YHFK_ECOLI,yhfK,P45537,YHFK_ECOLI,G7721-MONOMER
2513,sp|P45804|YHGE_ECOLI,yhgE,P45804,YHGE_ECOLI,G7745-MONOMER
2514,sp|P46068|DSDC_ECOLI,dsdC,P46068,DSDC_ECOLI,PD00297
2515,sp|P46139|YFIN_ECOLI,yfiN,P46139,YFIN_ECOLI,EG12880-MONOMER
2516,sp|P46890|YBAE_ECOLI,ybaE,P46890,YBAE_ECOLI,EG13217-MONOMER
2517,sp|P52074|GLCF_ECOLI,glcF,P52074,GLCF_ECOLI,MONOMER0-561
2518,sp|P52095|DCLZ_ECOLI,ldcC,P52095,DCLZ_ECOLI,LDC2-MONOMER
2519,sp|P52127|YFJL_ECOLI,yfjL,P52127,YFJL_ECOLI,G7363-MONOMER
2520,sp|P52627|FLIZ_ECOLI,fliZ,P52627,FLIZ_ECOLI,EG11356-MONOMER
2521,sp|P62601|TREF_ECOLI,treF,P62601,TREF_ECOLI,TREHALACYTO-MONOMER
2522,sp|P64564|YGGT_ECOLI,yggT,P64564,YGGT_ECOLI,G7528-MONOMER
2523,sp|P67430|NEMR_ECOLI,nemR,P67430,NEMR_ECOLI,G6889-MONOMER
2524,sp|P68398|TADA_ECOLI,tadA,P68398,TADA_ECOLI,EG11372-MONOMER
2525,sp|P75764|YBHJ_ECOLI,ybhJ,P75764,YBHJ_ECOLI,G6401-MONOMER
2526,sp|P75824|HCR_ECOLI,hcr,P75824,HCR_ECOLI,G6456-MONOMER
2527,sp|P75919|CLSC_ECOLI,clsC,P75919,CLSC_ECOLI,G6551-MONOMER
2528,sp|P75990|BLUF_ECOLI,bluF,P75990,BLUF_ECOLI,G6603-MONOMER
2529,sp|P76053|SMRA_ECOLI,smrA,P76053,SMRA_ECOLI,G6672-MONOMER
2530,sp|P76102|INSQ_ECOLI,insQ,P76102,INSQ_ECOLI,G6743-MONOMER
2531,sp|P76142|LSRB_ECOLI,lsrB,P76142,LSRB_ECOLI,YNEA-MONOMER
2532,sp|P76192|YDHV_ECOLI,ydhV,P76192,YDHV_ECOLI,G6901-MONOMER
2533,sp|P76373|UDG_ECOLI,ugd,P76373,UDG_ECOLI,UGD-MONOMER
2534,sp|P76585|YPHG_ECOLI,yphG,P76585,YPHG_ECOLI,G7343-MONOMER
2535,sp|P77172|YFGF_ECOLI,yfgF,P77172,YFGF_ECOLI,G7314-MONOMER
2536,sp|P77223|RSXB_ECOLI,rsxB,P77223,RSXB_ECOLI,G6872-MONOMER
2537,sp|P77269|YPHF_ECOLI,yphF,P77269,YPHF_ECOLI,G7342-MONOMER
2538,sp|P77301|YBAP_ECOLI,ybaP,P77301,YBAP_ECOLI,G6258-MONOMER
2539,sp|P77304|DTPA_ECOLI,dtpA,P77304,DTPA_ECOLI,B1634-MONOMER
2540,sp|P77333|PGRR_ECOLI,pgrR,P77333,PGRR_ECOLI,G6664-MONOMER
2541,sp|P77335|HLYE_ECOLI,hlyE,P77335,HLYE_ECOLI,G6619-MONOMER
2542,sp|P77365|YAFY_ECOLI,yafY,P77365,YAFY_ECOLI,G6126-MONOMER
2543,sp|P77439|PTFX1_ECOLI,fryA,P77439,PTFX1_ECOLI,G7246-MONOMER
2544,sp|P77489|YAGR_ECOLI,yagR,P77489,YAGR_ECOLI,G6155-MONOMER
2545,sp|P77539|YDJL_ECOLI,ydjL,P77539,YDJL_ECOLI,G6963-MONOMER
2546,sp|P77650|HCAD_ECOLI,hcaD,P77650,HCAD_ECOLI,HCAD-MONOMER
2547,sp|P77726|YAJR_ECOLI,yajR,P77726,YAJR_ECOLI,B0427-MONOMER
2548,sp|Q2MB16|YOBH_ECOLI,yobH,Q2MB16,YOBH_ECOLI,MONOMER0-2676
2549,sp|Q46802|YGEV_ECOLI,ygeV,Q46802,YGEV_ECOLI,G7488-MONOMER
2550,sp|Q46806|PHYDA_ECOLI,hyuA,Q46806,PHYDA_ECOLI,G7492-MONOMER
2551,sp|Q46807|ARCL_ECOLI,yqeA,Q46807,ARCL_ECOLI,G7493-MONOMER
2552,sp|Q46831|YQGA_ECOLI,yqgA,Q46831,YQGA_ECOLI,G7534-MONOMER
2553,sp|Q47158|YAFP_ECOLI,yafP,Q47158,YAFP_ECOLI,G6118-MONOMER
2554,sp|Q47710|YQJK_ECOLI,yqjK,Q47710,YQJK_ECOLI,G7614-MONOMER
2555,sp|P02916|MALF_ECOLI,malF,P02916,MALF_ECOLI,MALF-MONOMER
2556,sp|P05707|SRLD_ECOLI,srlD,P05707,SRLD_ECOLI,SORB6PDEHYDROG-MONOMER
2557,sp|P05804|BGLR_ECOLI,uidA,P05804,BGLR_ECOLI,BETA-GLUCURONID-MONOMER
2558,sp|P06864|BGA2_ECOLI,ebgA,P06864,BGA2_ECOLI,EG10252-MONOMER
2559,sp|P07000|PLDB_ECOLI,pldB,P07000,PLDB_ECOLI,EG10739-MONOMER
2560,sp|P08194|GLPT_ECOLI,glpT,P08194,GLPT_ECOLI,GLPT-MONOMER
2561,sp|P08204|ARAB_ECOLI,araB,P08204,ARAB_ECOLI,RIBULOKIN-MONOMER
2562,sp|P0A8Q3|FRDD_ECOLI,frdD,P0A8Q3,FRDD_ECOLI,FUM-MEMB2
2563,sp|P0A8S5|USPB_ECOLI,uspB,P0A8S5,USPB_ECOLI,EG12231-MONOMER
2564,sp|P0A8Z7|YQIA_ECOLI,yqiA,P0A8Z7,YQIA_ECOLI,G7578-MONOMER
2565,sp|P0A9T8|YBBA_ECOLI,ybbA,P0A9T8,YBBA_ECOLI,YBBA-MONOMER
2566,sp|P0AA78|EXUT_ECOLI,exuT,P0AA78,EXUT_ECOLI,EXUT-MONOMER
2567,sp|P0AA89|DOSC_ECOLI,dosC,P0AA89,DOSC_ECOLI,G6784-MONOMER
2568,sp|P0AB03|YCBJ_ECOLI,ycbJ,P0AB03,YCBJ_ECOLI,G6473-MONOMER
2569,sp|P0AB74|KBAY_ECOLI,kbaY,P0AB74,KBAY_ECOLI,TAGAALDOL1-MONOMER
2570,sp|P0AB87|FUCA_ECOLI,fucA,P0AB87,FUCA_ECOLI,FUCPALDOL-MONOMER
2571,sp|P0ABE2|BOLA_ECOLI,bolA,P0ABE2,BOLA_ECOLI,EG10125-MONOMER
2572,sp|P0ABR7|YEAW_ECOLI,yeaW,P0ABR7,YEAW_ECOLI,G6988-MONOMER
2573,sp|P0AC73|EBGC_ECOLI,ebgC,P0AC73,EBGC_ECOLI,EG10253-MONOMER
2574,sp|P0AC94|GNTP_ECOLI,gntP,P0AC94,GNTP_ECOLI,GNTP-MONOMER
2575,sp|P0ACL7|LLDR_ECOLI,lldR,P0ACL7,LLDR_ECOLI,EG11962-MONOMER
2576,sp|P0AE26|ARAH_ECOLI,araH,P0AE26,ARAH_ECOLI,ARAH-MONOMER
2577,sp|P0AE37|ASTA_ECOLI,astA,P0AE37,ASTA_ECOLI,ARGSUCCTRAN-MONOMER
2578,sp|P0AEM4|FLGM_ECOLI,flgM,P0AEM4,FLGM_ECOLI,G369-MONOMER
2579,sp|P0AEP9|GLCD_ECOLI,glcD,P0AEP9,GLCD_ECOLI,G7545-MONOMER
2580,sp|P0AER0|GLPF_ECOLI,glpF,P0AER0,GLPF_ECOLI,GLPF-MONOMER
2581,sp|P0AEV9|HYCI_ECOLI,hycI,P0AEV9,HYCI_ECOLI,G7414-MONOMER
2582,sp|P0AF54|YJCH_ECOLI,yjcH,P0AF54,YJCH_ECOLI,YJCH-MONOMER
2583,sp|P0AFF0|NUON_ECOLI,nuoN,P0AFF0,NUON_ECOLI,NUON-MONOMER
2584,sp|P0AFK2|PNUC_ECOLI,pnuC,P0AFK2,PNUC_ECOLI,PNUC-MONOMER
2585,sp|P0AFP0|YADS_ECOLI,yadS,P0AFP0,YADS_ECOLI,EG12333-MONOMER
2586,sp|P0AFU0|YEJB_ECOLI,yejB,P0AFU0,YEJB_ECOLI,YEJB-MONOMER
2587,sp|P0AGH5|SAPC_ECOLI,sapC,P0AGH5,SAPC_ECOLI,SAPC-MONOMER
2588,sp|P0AGI4|XYLH_ECOLI,xylH,P0AGI4,XYLH_ECOLI,XYLH-MONOMER
2589,sp|P0AGM0|YHHT_ECOLI,yhhT,P0AGM0,YHHT_ECOLI,EG12220-MONOMER
2590,sp|P0C8K0|KBAZ_ECOLI,kbaZ,P0C8K0,KBAZ_ECOLI,G7631-MONOMER
2591,sp|P0CE47|EFTU1_ECOLI,tufA,P0CE47,EFTU1_ECOLI,EG11036-MONOMER
2592,sp|P11071|ACEK_ECOLI,aceK,P11071,ACEK_ECOLI,ICITDEHASE-KIN-PHOSPHA
2593,sp|P11551|FUCP_ECOLI,fucP,P11551,FUCP_ECOLI,FUCP-MONOMER
2594,sp|P11553|FUCK_ECOLI,fucK,P11553,FUCK_ECOLI,FUCULOKIN-MONOMER
2595,sp|P15033|RACC_ECOLI,racC,P15033,RACC_ECOLI,EG10813-MONOMER
2596,sp|P17410|CHBR_ECOLI,chbR,P17410,CHBR_ECOLI,EG10143-MONOMER
2597,sp|P17411|CHBF_ECOLI,chbF,P17411,CHBF_ECOLI,EG10144-MONOMER
2598,sp|P19318|NARY_ECOLI,narY,P19318,NARY_ECOLI,NARY-MONOMER
2599,sp|P19319|NARZ_ECOLI,narZ,P19319,NARZ_ECOLI,NARZ-MONOMER
2600,sp|P21189|DPO2_ECOLI,polB,P21189,DPO2_ECOLI,EG10747-MONOMER
2601,sp|P23173|TNAB_ECOLI,tnaB,P23173,TNAB_ECOLI,TNAB-MONOMER
2602,sp|P23849|TRKG_ECOLI,trkG,P23849,TRKG_ECOLI,TRKG-MONOMER
2603,sp|P24241|PTIBC_ECOLI,ascF,P24241,PTIBC_ECOLI,ASCF-MONOMER
2604,sp|P25718|AMY1_ECOLI,malS,P25718,AMY1_ECOLI,ALPHA-AMYL-PERI-MONOMER
2605,sp|P25889|PREA_ECOLI,preA,P25889,PREA_ECOLI,EG11289-MONOMER
2606,sp|P25906|PDXI_ECOLI,pdxI,P25906,PDXI_ECOLI,EG11309-MONOMER
2607,sp|P27243|RFAL_ECOLI,rfaL,P27243,RFAL_ECOLI,EG11424-MONOMER
2608,sp|P27253|SCPA_ECOLI,scpA,P27253,SCPA_ECOLI,METHYLMALONYL-COA-MUT-MONOMER
2609,sp|P29013|YCGB_ECOLI,ycgB,P29013,YCGB_ECOLI,EG11516-MONOMER
2610,sp|P31126|YDEE_ECOLI,ydeE,P31126,YDEE_ECOLI,YDEF-MONOMER
2611,sp|P31130|YDEI_ECOLI,ydeI,P31130,YDEI_ECOLI,EG11644-MONOMER
2612,sp|P31459|DGOK_ECOLI,dgoK,P31459,DGOK_ECOLI,DEHYDDEOXGALACTKIN-MONOMER
2613,sp|P31471|YIEL_ECOLI,yieL,P31471,YIEL_ECOLI,EG11729-MONOMER
2614,sp|P31574|FIXB_ECOLI,fixB,P31574,FIXB_ECOLI,EG11563-MONOMER
2615,sp|P31660|PRPC_ECOLI,prpC,P31660,PRPC_ECOLI,G6198-MONOMER
2616,sp|P32143|SQUV_ECOLI,yihV,P32143,SQUV_ECOLI,EG11848-MONOMER
2617,sp|P32721|ALSA_ECOLI,alsA,P32721,ALSA_ECOLI,YJCW-MONOMER
2618,sp|P33224|AIDB_ECOLI,aidB,P33224,AIDB_ECOLI,EG11811-MONOMER
2619,sp|P33225|TORA_ECOLI,torA,P33225,TORA_ECOLI,TORA-MONOMER
2620,sp|P33358|MLRA_ECOLI,mlrA,P33358,MLRA_ECOLI,EG12008-MONOMER
2621,sp|P33368|YOHF_ECOLI,yohF,P33368,YOHF_ECOLI,EG12019-MONOMER
2622,sp|P36837|DTPB_ECOLI,dtpB,P36837,DTPB_ECOLI,YHIP-MONOMER
2623,sp|P36995|CSPB_ECOLI,cspB,P36995,CSPB_ECOLI,EG12203-MONOMER
2624,sp|P37355|MENH_ECOLI,menH,P37355,MENH_ECOLI,EG12438-MONOMER
2625,sp|P37388|XYLG_ECOLI,xylG,P37388,XYLG_ECOLI,XYLG-MONOMER
2626,sp|P37672|DLGD_ECOLI,dlgD,P37672,DLGD_ECOLI,EG12279-MONOMER
2627,sp|P37677|LYXK_ECOLI,lyx,P37677,LYXK_ECOLI,LYXK-MONOMER
2628,sp|P37906|PUUB_ECOLI,puuB,P37906,PUUB_ECOLI,EG11822-MONOMER
2629,sp|P39332|YJGH_ECOLI,yjgH,P39332,YJGH_ECOLI,G7879-MONOMER
2630,sp|P39346|IDND_ECOLI,idnD,P39346,IDND_ECOLI,IDONDEHYD-MONOMER
2631,sp|P39357|YJHF_ECOLI,yjhF,P39357,YJHF_ECOLI,YJHF-MONOMER
2632,sp|P39363|SGCA_ECOLI,sgcA,P39363,SGCA_ECOLI,SGCA-MONOMER
2633,sp|P39364|SGCQ_ECOLI,sgcQ,P39364,SGCQ_ECOLI,G7915-MONOMER
2634,sp|P39365|SGCC_ECOLI,sgcC,P39365,SGCC_ECOLI,SGCC-MONOMER
2635,sp|P39366|SGCX_ECOLI,sgcX,P39366,SGCX_ECOLI,SGCB-MONOMER
2636,sp|P39367|YJHP_ECOLI,yjhP,P39367,YJHP_ECOLI,G7916-MONOMER
2637,sp|P39383|YJIL_ECOLI,yjiL,P39383,YJIL_ECOLI,G7931-MONOMER
2638,sp|P39451|ADHP_ECOLI,adhP,P39451,ADHP_ECOLI,ADHP-MONOMER
2639,sp|P41036|NANT_ECOLI,nanT,P41036,NANT_ECOLI,NANT-MONOMER
2640,sp|P42907|AGAS_ECOLI,agaS,P42907,AGAS_ECOLI,G7634-MONOMER
2641,sp|P45539|FRLA_ECOLI,frlA,P45539,FRLA_ECOLI,YHFM-MONOMER
2642,sp|P45541|FRLC_ECOLI,frlC,P45541,FRLC_ECOLI,G7724-MONOMER
2643,sp|P45543|FRLD_ECOLI,frlD,P45543,FRLD_ECOLI,G7726-MONOMER
2644,sp|P45563|XAPA_ECOLI,xapA,P45563,XAPA_ECOLI,XANTHOSINEPHOSPHORY-MONOMER
2645,sp|P45771|YRDD_ECOLI,yrdD,P45771,YRDD_ECOLI,G7699-MONOMER
2646,sp|P46883|AMO_ECOLI,tynA,P46883,AMO_ECOLI,AMINEOXID-MONOMER
2647,sp|P51020|HOA_ECOLI,mhpE,P51020,HOA_ECOLI,MHPELY-MONOMER
2648,sp|P52073|GLCE_ECOLI,glcE,P52073,GLCE_ECOLI,G7544-MONOMER
2649,sp|P52107|CSGC_ECOLI,csgC,P52107,CSGC_ECOLI,G6548-MONOMER
2650,sp|P52614|FLIK_ECOLI,fliK,P52614,FLIK_ECOLI,G379-MONOMER
2651,sp|P55138|YGCE_ECOLI,ygcE,P55138,YGCE_ECOLI,G7442-MONOMER
2652,sp|P60566|FIXA_ECOLI,fixA,P60566,FIXA_ECOLI,EG11562-MONOMER
2653,sp|P63235|GADC_ECOLI,gadC,P63235,GADC_ECOLI,XASA-MONOMER
2654,sp|P64461|LSRG_ECOLI,lsrG,P64461,LSRG_ECOLI,G6805-MONOMER
2655,sp|P64503|YEBV_ECOLI,yebV,P64503,YEBV_ECOLI,G7009-MONOMER
2656,sp|P64536|YEIS_ECOLI,yeiS,P64536,YEIS_ECOLI,G7144-MONOMER
2657,sp|P64631|YHFU_ECOLI,yhfU,P64631,YHFU_ECOLI,G7730-MONOMER
2658,sp|P65807|YGEY_ECOLI,ygeY,P65807,YGEY_ECOLI,G7491-MONOMER
2659,sp|P68187|MALK_ECOLI,malK,P68187,MALK_ECOLI,MALK-MONOMER
2660,sp|P68191|SRA_ECOLI,sra,P68191,SRA_ECOLI,EG11508-MONOMER
2661,sp|P69808|PTFB1_ECOLI,fryB,P69808,PTFB1_ECOLI,G7250-MONOMER
2662,sp|P69816|PTFB2_ECOLI,frwB,P69816,PTFB2_ECOLI,FRWB-MONOMER
2663,sp|P69824|PTMA_ECOLI,cmtB,P69824,PTMA_ECOLI,CMTB-MONOMER
2664,sp|P69826|PTMCB_ECOLI,cmtA,P69826,PTMCB_ECOLI,CMTA-MONOMER
2665,sp|P69856|NANC_ECOLI,nanC,P69856,NANC_ECOLI,G7921-MONOMER
2666,sp|P69908|DCEA_ECOLI,gadA,P69908,DCEA_ECOLI,GLUTDECARBOXA-MONOMER
2667,sp|P75804|YLII_ECOLI,yliI,P75804,YLII_ECOLI,G6437-MONOMER
2668,sp|P75942|FLGJ_ECOLI,flgJ,P75942,FLGJ_ECOLI,G366-MONOMER
2669,sp|P76085|PAAK_ECOLI,paaK,P76085,PAAK_ECOLI,G6719-MONOMER
2670,sp|P76097|YDCJ_ECOLI,ydcJ,P76097,YDCJ_ECOLI,G6738-MONOMER
2671,sp|P76121|YDDH_ECOLI,yddH,P76121,YDDH_ECOLI,G6769-MONOMER
2672,sp|P76134|YDEM_ECOLI,ydeM,P76134,YDEM_ECOLI,G6787-MONOMER
2673,sp|P76214|VES_ECOLI,ves,P76214,VES_ECOLI,G6938-MONOMER
2674,sp|P76215|ASTE_ECOLI,astE,P76215,ASTE_ECOLI,SUCCGLUDESUCC-MONOMER
2675,sp|P76216|ASTB_ECOLI,astB,P76216,ASTB_ECOLI,SUCCARGDIHYDRO-MONOMER
2676,sp|P76235|YEAH_ECOLI,yeaH,P76235,YEAH_ECOLI,G6970-MONOMER
2677,sp|P76318|YEDK_ECOLI,yedK,P76318,YEDK_ECOLI,EG11662-MONOMER
2678,sp|P76387|WZC_ECOLI,wzc,P76387,WZC_ECOLI,G7105-MONOMER
2679,sp|P76419|YEGV_ECOLI,yegV,P76419,YEGV_ECOLI,G7132-MONOMER
2680,sp|P76425|RCNA_ECOLI,rcnA,P76425,RCNA_ECOLI,G7138-MONOMER
2681,sp|P76473|ARNT_ECOLI,arnT,P76473,ARNT_ECOLI,G7170-MONOMER
2682,sp|P76498|YFCO_ECOLI,yfcO,P76498,YFCO_ECOLI,G7203-MONOMER
2683,sp|P76515|YFDS_ECOLI,yfdS,P76515,YFDS_ECOLI,G7231-MONOMER
2684,sp|P76540|EUTK_ECOLI,eutK,P76540,EUTK_ECOLI,G7270-MONOMER
2685,sp|P76555|EUTQ_ECOLI,eutQ,P76555,EUTQ_ECOLI,G7290-MONOMER
2686,sp|P76559|YPFG_ECOLI,ypfG,P76559,YPFG_ECOLI,G7295-MONOMER
2687,sp|P76621|CSID_ECOLI,csiD,P76621,CSID_ECOLI,G7394-MONOMER
2688,sp|P76909|YNJD_ECOLI,ynjD,P76909,YNJD_ECOLI,YNJD-MONOMER
2689,sp|P77215|RHMD_ECOLI,rhmD,P77215,RHMD_ECOLI,G7160-MONOMER
2690,sp|P77221|YAHG_ECOLI,yahG,P77221,YAHG_ECOLI,G6186-MONOMER
2691,sp|P77243|PRPD_ECOLI,prpD,P77243,PRPD_ECOLI,G6199-MONOMER
2692,sp|P77257|LSRA_ECOLI,lsrA,P77257,LSRA_ECOLI,YDEX-MONOMER
2693,sp|P77268|DDPD_ECOLI,ddpD,P77268,DDPD_ECOLI,YDDP-MONOMER
2694,sp|P77272|PTYBC_ECOLI,murP,P77272,PTYBC_ECOLI,MONOMER0-5
2695,sp|P77302|YDAM_ECOLI,ydaM,P77302,YDAM_ECOLI,G6673-MONOMER
2696,sp|P77432|LSRK_ECOLI,lsrK,P77432,LSRK_ECOLI,G6798-MONOMER
2697,sp|P77495|PRPE_ECOLI,prpE,P77495,PRPE_ECOLI,G6200-MONOMER
2698,sp|P77526|YFCG_ECOLI,yfcG,P77526,YFCG_ECOLI,G7194-MONOMER
2699,sp|P77541|PRPB_ECOLI,prpB,P77541,PRPB_ECOLI,G6196-MONOMER
2700,sp|P77588|YDEQ_ECOLI,ydeQ,P77588,YDEQ_ECOLI,G6792-MONOMER
2701,sp|P77609|FLXA_ECOLI,flxA,P77609,FLXA_ECOLI,G6833-MONOMER
2702,sp|P77624|ARCM_ECOLI,yahI,P77624,ARCM_ECOLI,G6188-MONOMER
2703,sp|P77671|ALLB_ECOLI,allB,P77671,ALLB_ECOLI,G6281-MONOMER
2704,sp|P77672|LSRC_ECOLI,lsrC,P77672,LSRC_ECOLI,YDEY-MONOMER
2705,sp|P77698|YBCK_ECOLI,ybcK,P77698,YBCK_ECOLI,G6300-MONOMER
2706,sp|P77743|PRPR_ECOLI,prpR,P77743,PRPR_ECOLI,G6195-MONOMER
2707,sp|P77747|OMPN_ECOLI,ompN,P77747,OMPN_ECOLI,G6700-MONOMER
2708,sp|P77757|ARNC_ECOLI,arnC,P77757,ARNC_ECOLI,G7167-MONOMER
2709,sp|P77795|YDCT_ECOLI,ydcT,P77795,YDCT_ECOLI,YDCT-MONOMER
