Gupta et al. 2024 Protein ID	UniProt ID	UniProt Gene Name	Monomer ID	Common Name
sp|A5A614|YCIZ_ECOLI	A5A614	YCIZ_ECOLI	MONOMER0-2820	yciZ
sp|O32583|THIS_ECOLI	O32583	THIS_ECOLI	THIS-MONOMER	thiS
sp|P00350|6PGD_ECOLI	P00350	6PGD_ECOLI	6PGLUCONDEHYDROG-MONOMER	gnd
sp|P00363|FRDA_ECOLI	P00363	FRDA_ECOLI	FUM-FLAVO	frdA
sp|P00370|DHE4_ECOLI	P00370	DHE4_ECOLI	GDHA-MONOMER	gdhA
sp|P00393|DHNA_ECOLI	P00393	DHNA_ECOLI	NADH-DHII-MONOMER	ndh
sp|P00448|SODM_ECOLI	P00448	SODM_ECOLI	SUPEROX-DISMUTMN-MONOMER	sodA
sp|P00452|RIR1_ECOLI	P00452	RIR1_ECOLI	NRDA-MONOMER	nrdA
sp|P00490|PHSM_ECOLI	P00490	PHSM_ECOLI	MALDEXPHOSPHORYL-MONOMER	malP
sp|P00509|AAT_ECOLI	P00509	AAT_ECOLI	ASPAMINOTRANS-MONOMER	aspC
sp|P00547|KHSE_ECOLI	P00547	KHSE_ECOLI	HOMOSERKIN-MONOMER	thrB
sp|P00550|PTM3C_ECOLI	P00550	PTM3C_ECOLI	MTLA-MONOMER	mtlA
sp|P00561|AK1H_ECOLI	P00561	AK1H_ECOLI	ASPKINIHOMOSERDEHYDROGI-MONOMER	thrA
sp|P00562|AK2H_ECOLI	P00562	AK2H_ECOLI	ASPKINIIHOMOSERDEHYDROGII-MONOMER	metL
sp|P00579|RPOD_ECOLI	P00579	RPOD_ECOLI	RPOD-MONOMER	rpoD
sp|P00582|DPO1_ECOLI	P00582	DPO1_ECOLI	EG10746-MONOMER	polA
sp|P00634|PPB_ECOLI	P00634	PPB_ECOLI	ALKAPHOSPHA-MONOMER	phoA
sp|P00803|LEP_ECOLI	P00803	LEP_ECOLI	EG10530-MONOMER	lepB
sp|P00805|ASPG2_ECOLI	P00805	ASPG2_ECOLI	ANSB-MONOMER	ansB
sp|P00811|AMPC_ECOLI	P00811	AMPC_ECOLI	EG10040-MONOMER	ampC
sp|P00861|DCDA_ECOLI	P00861	DCDA_ECOLI	DIAMINOPIMDECARB-MONOMER	lysA
sp|P00864|CAPP_ECOLI	P00864	CAPP_ECOLI	PEPCARBOX-MONOMER	ppc
sp|P00887|AROH_ECOLI	P00887	AROH_ECOLI	AROH-MONOMER	aroH
sp|P00888|AROF_ECOLI	P00888	AROF_ECOLI	AROF-MONOMER	aroF
sp|P00893|ILVI_ECOLI	P00893	ILVI_ECOLI	ACETOLACTSYNIII-ICHAIN-MONOMER	ilvI
sp|P00894|ILVH_ECOLI	P00894	ILVH_ECOLI	ACETOLACTSYNIII-HCHAIN-MONOMER	ilvH
sp|P00895|TRPE_ECOLI	P00895	TRPE_ECOLI	ANTHRANSYNCOMPI-MONOMER	trpE
sp|P00903|PABA_ECOLI	P00903	PABA_ECOLI	PABASYN-COMPII-MONOMER	pabA
sp|P00904|TRPGD_ECOLI	P00904	TRPGD_ECOLI	ANTHRANSYNCOMPII-MONOMER	trpD
sp|P00909|TRPC_ECOLI	P00909	TRPC_ECOLI	PRAI-IGPS	trpC
sp|P00914|PHR_ECOLI	P00914	PHR_ECOLI	EG10736-MONOMER	phr
sp|P00926|SDHD_ECOLI	P00926	SDHD_ECOLI	DSERDEAM-MONOMER	dsdA
sp|P00934|THRC_ECOLI	P00934	THRC_ECOLI	THRESYN-MONOMER	thrC
sp|P00935|METB_ECOLI	P00935	METB_ECOLI	O-SUCCHOMOSERLYASE-MONOMER	metB
sp|P00936|CYAA_ECOLI	P00936	CYAA_ECOLI	ADENYLATECYC-MONOMER	cyaA
sp|P00944|XYLA_ECOLI	P00944	XYLA_ECOLI	XYLISOM-MONOMER	xylA
sp|P00946|MANA_ECOLI	P00946	MANA_ECOLI	MANNPISOM-MONOMER	manA
sp|P00954|SYW_ECOLI	P00954	SYW_ECOLI	TRPS-MONOMER	trpS
sp|P00956|SYI_ECOLI	P00956	SYI_ECOLI	ILES-MONOMER	ileS
sp|P00957|SYA_ECOLI	P00957	SYA_ECOLI	ALAS-MONOMER	alaS
sp|P00959|SYM_ECOLI	P00959	SYM_ECOLI	METG-MONOMER	metG
sp|P00960|SYGA_ECOLI	P00960	SYGA_ECOLI	GLYQ-MONOMER	glyQ
sp|P00961|SYGB_ECOLI	P00961	SYGB_ECOLI	GLYS-MONOMER	glyS
sp|P00962|SYQ_ECOLI	P00962	SYQ_ECOLI	GLNS-MONOMER	glnS
sp|P00963|ASNA_ECOLI	P00963	ASNA_ECOLI	ASNSYNA-MONOMER	asnA
sp|P00968|CARB_ECOLI	P00968	CARB_ECOLI	CARBPSYN-LARGE	carB
sp|P02358|RS6_ECOLI	P02358	RS6_ECOLI	EG10905-MONOMER	rpsF
sp|P02359|RS7_ECOLI	P02359	RS7_ECOLI	EG10906-MONOMER	rpsG
sp|P02413|RL15_ECOLI	P02413	RL15_ECOLI	EG10876-MONOMER	rplO
sp|P02918|PBPA_ECOLI	P02918	PBPA_ECOLI	EG10748-MONOMER	mrcA
sp|P02919|PBPB_ECOLI	P02919	PBPB_ECOLI	EG10605-MONOMER	mrcB
sp|P02924|ARAF_ECOLI	P02924	ARAF_ECOLI	ARAF-MONOMER	araF
