Protein ID	half_life (units.min)	notes	assignment
sp|P0A9F9|METR_ECOLI	79.15100214	consistent	C-lim12_1
sp|P0A9H1|MUG_ECOLI	773.1446159999999	consistent	C-lim12_1
sp|P0A9H5|BTUR_ECOLI	599.2218933	consistent	C-lim12_1
sp|P0A9H7|CFA_ECOLI	63.31027757999999	consistent	C-lim12_1
sp|P0A9J0|RNG_ECOLI	538.41142944	consistent	C-lim12_1
sp|P0A9J6|RBSK_ECOLI	732.9069588	consistent	C-lim12_1
sp|P0A9K3|PHOL_ECOLI	474.55808598	consistent	C-lim12_1
sp|P0A9K7|PHOU_ECOLI	595.60023918	consistent	C-lim12_1
sp|P0A9K9|SLYD_ECOLI	504.33289974	consistent	C-lim12_1
sp|P0A9L5|PPIC_ECOLI	561.01119306	consistent	C-lim12_1
sp|P0A9M2|HPRT_ECOLI	582.43274574	consistent	C-lim12_1
sp|P0A9M5|XGPT_ECOLI	630.2962146	consistent	C-lim12_1
sp|P0A9M8|PTA_ECOLI	671.2435332	consistent	C-lim12_1
sp|P0A9N4|PFLA_ECOLI	598.14254808	consistent	C-lim12_1
sp|P0A9P4|TRXB_ECOLI	683.55606	consistent	C-lim12_1
sp|P0A9P9|IDNO_ECOLI	475.44037236	consistent	C-lim12_1
sp|P0A9Q1|ARCA_ECOLI	640.447035	consistent	C-lim12_1
sp|P0A9Q7|ADHE_ECOLI	585.03628584	consistent	C-lim12_1
sp|P0A9Q9|DHAS_ECOLI	601.6342596000001	consistent	C-lim12_1
sp|P0A9R4|FER_ECOLI	398.75063526	consistent	C-lim12_1
sp|P0A9R7|FTSE_ECOLI	617.7658308	consistent	C-lim12_1
sp|P0A9S1|FUCO_ECOLI	647.5216356	consistent	C-lim12_1
sp|P0A9T0|SERA_ECOLI	744.3020670000001	consistent	C-lim12_1
sp|P0A9W0|ULAR_ECOLI	709.0388406000001	consistent	C-lim12_1
sp|P0A9W3|ETTA_ECOLI	644.141031	consistent	C-lim12_1
sp|P0A9W6|IBAG_ECOLI	483.81110952	consistent	C-lim12_1
sp|P0A9W9|YRDA_ECOLI	688.149057	consistent	C-lim12_1
sp|P0A9X1|ZNUC_ECOLI	472.30444476	consistent	C-lim12_1
sp|P0A9X4|MREB_ECOLI	756.9021606	consistent	C-lim12_1
sp|P0A9Y6|CSPC_ECOLI	388.3536375	consistent	C-lim12_1
sp|P0A9Z1|GLNB_ECOLI	675.7940556000001	consistent	C-lim12_1
sp|P0AA25|THIO_ECOLI	584.5175293799999	consistent	C-lim12_1
sp|P0AA41|TRUC_ECOLI	715.8811578	consistent	C-lim12_1
sp|P0AA57|YOBA_ECOLI	610.2045696	consistent	C-lim12_1
sp|P0AA84|CLSB_ECOLI	437.17887618	consistent	C-lim12_1
sp|P0AA86|DSBE_ECOLI	851.5950546	consistent	C-lim12_1
sp|P0AA97|YAEQ_ECOLI	596.3076416399999	consistent	C-lim12_1
sp|P0AAB4|UBID_ECOLI	694.7532966	consistent	C-lim12_1
sp|P0AAB8|USPD_ECOLI	598.48508988	consistent	C-lim12_1
sp|P0AAC0|USPE_ECOLI	610.2339936	consistent	C-lim12_1
sp|P0AAC8|ISCA_ECOLI	139.94626943999998	consistent	C-lim12_1
sp|P0AAG0|DPPD_ECOLI	760.6813422	consistent	C-lim12_1
sp|P0AAG8|MGLA_ECOLI	727.7721894	consistent	C-lim12_1
sp|P0AAH0|PSTB_ECOLI	570.95557914	consistent	C-lim12_1
sp|P0AAH4|SAPD_ECOLI	674.1971742000001	consistent	C-lim12_1
sp|P0AAI3|FTSH_ECOLI	672.4545852	consistent	C-lim12_1
sp|P0AAI9|FABD_ECOLI	695.2009524	consistent	C-lim12_1
sp|P0AAN3|HYPB_ECOLI	404.19769428	consistent	C-lim12_1
sp|P0AAN9|IRAP_ECOLI	515.41711344	consistent	C-lim12_1
sp|P0AAP3|FRMR_ECOLI	575.60465274	consistent	C-lim12_1
sp|P0AAS7|YBCJ_ECOLI	285.90289698	consistent	C-lim12_1
sp|P0AAT2|YBDF_ECOLI	682.4087778	consistent	C-lim12_1
sp|P0AAT4|YBDG_ECOLI	843.2667174000001	consistent	C-lim12_1
sp|P0AAT9|YBEL_ECOLI	517.06758024	consistent	C-lim12_1
sp|P0AAV4|YBGJ_ECOLI	693.6629178000001	consistent	C-lim12_1
sp|P0AAX8|YBIS_ECOLI	710.8863054000001	consistent	C-lim12_1
sp|P0AAZ7|YCAR_ECOLI	595.58833704	consistent	C-lim12_1
sp|P0AB12|YCCF_ECOLI	794.1058494	consistent	C-lim12_1
sp|P0AB14|YCCJ_ECOLI	384.26522868	consistent	C-lim12_1
sp|P0AB26|YCEB_ECOLI	774.485508	consistent	C-lim12_1
sp|P0AB28|YCED_ECOLI	449.99757612	consistent	C-lim12_1
sp|P0AB38|LPOB_ECOLI	693.181449	consistent	C-lim12_1
sp|P0AB43|YCGL_ECOLI	505.36447476	consistent	C-lim12_1
sp|P0AB46|YMGD_ECOLI	410.15392092	consistent	C-lim12_1
sp|P0AB58|LAPB_ECOLI	775.568172	consistent	C-lim12_1
sp|P0AB67|PNTB_ECOLI	926.4415896	consistent	C-lim12_1
sp|P0AB71|ALF_ECOLI	597.13757808	consistent	C-lim12_1
sp|P0AB80|ILVE_ECOLI	657.4220406	consistent	C-lim12_1
sp|P0AB83|END3_ECOLI	664.5964769999999	consistent	C-lim12_1
sp|P0AB89|PUR8_ECOLI	668.3235348	consistent	C-lim12_1
sp|P0AB91|AROG_ECOLI	630.0221628	consistent	C-lim12_1
sp|P0AB96|ARSC_ECOLI	586.1392128	consistent	C-lim12_1
sp|P0AB98|ATP6_ECOLI	760.201452	consistent	C-lim12_1
sp|P0ABA0|ATPF_ECOLI	778.197654	consistent	C-lim12_1
sp|P0ABA4|ATPD_ECOLI	758.0248098	consistent	C-lim12_1
sp|P0ABA6|ATPG_ECOLI	748.3521569999999	consistent	C-lim12_1
sp|P0ABB8|ATMA_ECOLI	914.5406946	consistent	C-lim12_1
sp|P0ABC3|HFLC_ECOLI	737.0234256000001	consistent	C-lim12_1
sp|P0ABC7|HFLK_ECOLI	827.303637	consistent	C-lim12_1
sp|P0ABC9|BETT_ECOLI	780.8682719999999	consistent	C-lim12_1
sp|P0ABD5|ACCA_ECOLI	792.2109846000001	consistent	C-lim12_1
sp|P0ABF1|PCNB_ECOLI	412.43932344	consistent	C-lim12_1
sp|P0ABF4|EUTM_ECOLI	750.6367716	consistent	C-lim12_1
sp|P0ABF6|CDD_ECOLI	676.0547196	consistent	C-lim12_1
sp|P0ABH0|FTSA_ECOLI	624.9513479999999	consistent	C-lim12_1
sp|P0ABH7|CISY_ECOLI	661.4261862	consistent	C-lim12_1
sp|P0ABH9|CLPA_ECOLI	80.65639956	consistent	C-lim12_1
sp|P0ABI4|CORA_ECOLI	712.6661742	consistent	C-lim12_1
sp|P0ABI8|CYOB_ECOLI	880.2630894	consistent	C-lim12_1
sp|P0ABJ9|CYDA_ECOLI	860.8884102000001	consistent	C-lim12_1
sp|P0ABP8|DEOD_ECOLI	813.958899	consistent	C-lim12_1
sp|P0ABQ2|GARR_ECOLI	616.9653834	consistent	C-lim12_1
sp|P0ABQ4|DYR_ECOLI	756.2635572	consistent	C-lim12_1
sp|P0ABS5|DNAG_ECOLI	739.337607	consistent	C-lim12_1
sp|P0ABT2|DPS_ECOLI	269.3478165	consistent	C-lim12_1
sp|P0ABT5|DUSB_ECOLI	437.7502035	consistent	C-lim12_1
sp|P0ABU0|MENB_ECOLI	612.4092696	consistent	C-lim12_1
sp|P0ABU2|YCHF_ECOLI	568.451145	consistent	C-lim12_1
sp|P0ABU5|ELBB_ECOLI	666.9004536	consistent	C-lim12_1
sp|P0ABU9|TOLQ_ECOLI	773.6569446000001	consistent	C-lim12_1
sp|P0ABV2|EXBD_ECOLI	144.54365676	consistent	C-lim12_1
sp|P0ABV6|TOLR_ECOLI	745.9680204	consistent	C-lim12_1
sp|P0ABX8|FLIL_ECOLI	189.77738826	consistent	C-lim12_1
sp|P0ABZ4|KDSC_ECOLI	756.704673	consistent	C-lim12_1
sp|P0ABZ6|SURA_ECOLI	739.4855328	consistent	C-lim12_1
sp|P0AC28|5FCL_ECOLI	527.85603348	consistent	C-lim12_1
sp|P0AC33|FUMA_ECOLI	519.03530754	consistent	C-lim12_1
sp|P0AC38|ASPA_ECOLI	421.33786482	consistent	C-lim12_1
sp|P0AC41|SDHA_ECOLI	753.7922472	consistent	C-lim12_1
sp|P0AC53|G6PD_ECOLI	763.7362092	consistent	C-lim12_1
sp|P0AC59|GLRX2_ECOLI	780.6727308	consistent	C-lim12_1
sp|P0AC69|GLRX4_ECOLI	421.860708	consistent	C-lim12_1
sp|P0AC75|KDTA_ECOLI	712.3503833999999	consistent	C-lim12_1
sp|P0AC86|PHSG_ECOLI	631.2868632	consistent	C-lim12_1
sp|P0AC92|GNSA_ECOLI	660.7753044	consistent	C-lim12_1
sp|P0ACA1|YIBF_ECOLI	678.1801601999999	consistent	C-lim12_1
sp|P0ACA3|SSPA_ECOLI	680.1520074	consistent	C-lim12_1
sp|P0ACA7|GSTB_ECOLI	581.0516627999999	consistent	C-lim12_1
sp|P0ACB4|HEMG_ECOLI	593.5204665	consistent	C-lim12_1
sp|P0ACB7|HEMY_ECOLI	829.1355474	consistent	C-lim12_1
sp|P0ACD4|ISCU_ECOLI	151.72780566	consistent	C-lim12_1
sp|P0ACF0|DBHA_ECOLI	609.7443215999999	consistent	C-lim12_1
sp|P0ACH8|MELR_ECOLI	253.786155	consistent	C-lim12_1
sp|P0ACI0|ROB_ECOLI	684.6445452	consistent	C-lim12_1
sp|P0ACI3|XYLR_ECOLI	561.43389444	consistent	C-lim12_1
sp|P0ACJ0|LRP_ECOLI	653.3110752	consistent	C-lim12_1
sp|P0ACJ8|CRP_ECOLI	629.5763526	consistent	C-lim12_1
sp|P0ACK2|AGAR_ECOLI	618.2337246000001	consistent	C-lim12_1
sp|P0ACK8|FUCR_ECOLI	94.68549978	consistent	C-lim12_1
sp|P0ACL5|GLCC_ECOLI	147.71752674	consistent	C-lim12_1
sp|P0ACM2|RSPR_ECOLI	639.5906976	consistent	C-lim12_1
sp|P0ACN4|ALLR_ECOLI	700.625913	consistent	C-lim12_1
sp|P0ACP1|CRA_ECOLI	634.256991	consistent	C-lim12_1
sp|P0ACP7|PURR_ECOLI	674.1237438	consistent	C-lim12_1
sp|P0ACQ4|OXYR_ECOLI	668.7192666	consistent	C-lim12_1
sp|P0ACR7|YFER_ECOLI	818.90346	consistent	C-lim12_1
sp|P0ACR9|MPRA_ECOLI	683.9782338	consistent	C-lim12_1
sp|P0ACS2|SOXR_ECOLI	207.49752552	consistent	C-lim12_1
sp|P0ACS9|ACRR_ECOLI	673.1044428	consistent	C-lim12_1
sp|P0ACU2|RUTR_ECOLI	806.1388032	consistent	C-lim12_1
sp|P0ACU5|FABR_ECOLI	759.7172694	consistent	C-lim12_1
sp|P0ACV6|MPAA_ECOLI	564.8017844999999	consistent	C-lim12_1
sp|P0ACY3|YEAG_ECOLI	305.61614742	consistent	C-lim12_1
sp|P0ACZ8|CUSR_ECOLI	552.3939291600001	consistent	C-lim12_1
sp|P0AD01|DCUR_ECOLI	304.48018836	consistent	C-lim12_1
sp|P0AD10|YECJ_ECOLI	505.76246862	consistent	C-lim12_1
sp|P0AD12|YEEZ_ECOLI	577.85596032	consistent	C-lim12_1
sp|P0AD24|YEJL_ECOLI	636.2124456	consistent	C-lim12_1
sp|P0AD27|YEJM_ECOLI	780.0664800000001	consistent	C-lim12_1
sp|P0AD44|YFHG_ECOLI	812.7377292	consistent	C-lim12_1
sp|P0AD49|YFIA_ECOLI	166.0874313	consistent	C-lim12_1
sp|P0AD57|ISPB_ECOLI	610.1595432	consistent	C-lim12_1
sp|P0AD59|IVY_ECOLI	631.307376	consistent	C-lim12_1
sp|P0AD65|MRDA_ECOLI	741.060438	consistent	C-lim12_1
sp|P0AD68|FTSI_ECOLI	179.54490131999998	consistent	C-lim12_1
sp|P0AD70|AMPH_ECOLI	396.6685488	consistent	C-lim12_1
sp|P0AD96|LIVJ_ECOLI	689.297682	consistent	C-lim12_1
sp|P0ADA5|YAJG_ECOLI	760.6128294	consistent	C-lim12_1
sp|P0ADB1|OSME_ECOLI	695.7639576	consistent	C-lim12_1
sp|P0ADC3|LOLC_ECOLI	761.9182182000001	consistent	C-lim12_1
sp|P0ADC6|LPTG_ECOLI	756.8810507999999	consistent	C-lim12_1
sp|P0ADE6|YGAU_ECOLI	635.8464041999999	consistent	C-lim12_1
sp|P0ADE8|YGFZ_ECOLI	588.26143878	consistent	C-lim12_1
sp|P0ADF8|ILVN_ECOLI	301.90045302	consistent	C-lim12_1
sp|P0ADG7|IMDH_ECOLI	755.4049776	consistent	C-lim12_1
sp|P0ADI4|ENTB_ECOLI	375.13938984	consistent	C-lim12_1
sp|P0ADI7|YECD_ECOLI	696.165201	consistent	C-lim12_1
sp|P0ADK0|YIAF_ECOLI	874.1458404	consistent	C-lim12_1
sp|P0ADK6|YIBA_ECOLI	317.75974278	consistent	C-lim12_1
sp|P0ADM4|YIDQ_ECOLI	588.737307	consistent	C-lim12_1
sp|P0ADM8|YIEE_ECOLI	424.06255782000005	consistent	C-lim12_1
sp|P0ADN0|VIAA_ECOLI	524.12420292	consistent	C-lim12_1
sp|P0ADP0|YIGB_ECOLI	666.1223382000001	consistent	C-lim12_1
sp|P0ADP9|YIHD_ECOLI	516.30829314	consistent	C-lim12_1
sp|P0ADQ7|YGAM_ECOLI	671.0646108000001	consistent	C-lim12_1
sp|P0ADR8|PPNN_ECOLI	689.127762	consistent	C-lim12_1
sp|P0ADS9|YGGN_ECOLI	545.80232106	consistent	C-lim12_1
sp|P0ADT2|YGIB_ECOLI	376.96375974	consistent	C-lim12_1
sp|P0ADT5|YGIC_ECOLI	603.7964676	consistent	C-lim12_1
sp|P0ADT8|YGIM_ECOLI	670.3928513999999	consistent	C-lim12_1
sp|P0ADU5|YGIW_ECOLI	454.29396	consistent	C-lim12_1
sp|P0ADV7|MLAC_ECOLI	519.62190684	consistent	C-lim12_1
sp|P0ADV9|LPTC_ECOLI	750.6865266000001	consistent	C-lim12_1
sp|P0ADX9|RSMD_ECOLI	669.1924349999999	consistent	C-lim12_1
sp|P0AE01|TRMJ_ECOLI	597.9092830200001	consistent	C-lim12_1
sp|P0AE06|ACRA_ECOLI	735.1334766	consistent	C-lim12_1
sp|P0AE08|AHPC_ECOLI	485.77239114	consistent	C-lim12_1
sp|P0AE39|YPDB_ECOLI	557.97904842	consistent	C-lim12_1
sp|P0AE45|YTFL_ECOLI	540.15239976	consistent	C-lim12_1
sp|P0AE67|CHEY_ECOLI	363.95465466	consistent	C-lim12_1
sp|P0AE78|CORC_ECOLI	627.2193594	consistent	C-lim12_1
sp|P0AE82|CPXA_ECOLI	669.5933826	consistent	C-lim12_1
sp|P0AEA8|CYSG_ECOLI	607.8459336000001	consistent	C-lim12_1
sp|P0AEB5|YNAI_ECOLI	716.5969572	consistent	C-lim12_1
sp|P0AEC0|YOAE_ECOLI	778.3801488	consistent	C-lim12_1
sp|P0AEC3|ARCB_ECOLI	661.9101882	consistent	C-lim12_1
sp|P0AEC5|BARA_ECOLI	696.4459836	consistent	C-lim12_1
sp|P0AED0|USPA_ECOLI	712.023342	consistent	C-lim12_1
sp|P0AED5|UVRY_ECOLI	249.56882358	consistent	C-lim12_1
sp|P0AEE3|DEGS_ECOLI	727.2695946	consistent	C-lim12_1
sp|P0AEE5|DGAL_ECOLI	697.389447	consistent	C-lim12_1
sp|P0AEF8|DPPB_ECOLI	846.6922205999999	consistent	C-lim12_1
sp|P0AEG1|DPPC_ECOLI	843.0261594	consistent	C-lim12_1
sp|P0AEG6|DSBC_ECOLI	713.7181326	consistent	C-lim12_1
sp|P0AEH1|RSEP_ECOLI	462.73024338	consistent	C-lim12_1
sp|P0AEH3|ELAA_ECOLI	457.40270934	consistent	C-lim12_1
sp|P0AEH5|ELAB_ECOLI	626.8898561999999	consistent	C-lim12_1
sp|P0AEI1|MIAB_ECOLI	166.50253146	consistent	C-lim12_1
sp|P0AEI6|NUDJ_ECOLI	776.7613212	consistent	C-lim12_1
sp|P0AEJ6|EUTB_ECOLI	701.5184028	consistent	C-lim12_1
sp|P0AEK4|FABI_ECOLI	714.0375612	consistent	C-lim12_1
sp|P0AEM0|FKBX_ECOLI	620.9855988	consistent	C-lim12_1
sp|P0AEN1|FRE_ECOLI	602.7675432	consistent	C-lim12_1
sp|P0AEP3|GALU_ECOLI	694.5335934	consistent	C-lim12_1
sp|P0AEQ1|GLCG_ECOLI	587.70575694	consistent	C-lim12_1
sp|P0AEQ3|GLNH_ECOLI	761.865333	consistent	C-lim12_1
sp|P0AES0|GSP_ECOLI	652.7698326	consistent	C-lim12_1
sp|P0AES2|GUDD_ECOLI	546.69230952	consistent	C-lim12_1
sp|P0AES4|GYRA_ECOLI	508.6378467	consistent	C-lim12_1
sp|P0AES6|GYRB_ECOLI	621.4943094	consistent	C-lim12_1
sp|P0AET8|HDHA_ECOLI	659.3422134	consistent	C-lim12_1
sp|P0AEU0|HISJ_ECOLI	791.898282	consistent	C-lim12_1
sp|P0AEU3|HISM_ECOLI	731.7923592	consistent	C-lim12_1
sp|P0AEU7|SKP_ECOLI	624.431196	consistent	C-lim12_1
sp|P0AEV1|RSSB_ECOLI	543.48723882	consistent	C-lim12_1
sp|P0AEW4|CPDA_ECOLI	753.8249873999999	consistent	C-lim12_1
sp|P0AEW9|K1PF_ECOLI	766.2568938000001	consistent	C-lim12_1
sp|P0AEY1|MARC_ECOLI	688.7869913999999	consistent	C-lim12_1
sp|P0AEY3|MAZG_ECOLI	393.45166692	consistent	C-lim12_1
sp|P0AEY5|MDAB_ECOLI	427.64459424	consistent	C-lim12_1
sp|P0AEZ1|METF_ECOLI	526.3545279599999	consistent	C-lim12_1
sp|P0AEZ9|MOAB_ECOLI	678.0410268	consistent	C-lim12_1
sp|P0AF03|MOG_ECOLI	593.8855568399999	consistent	C-lim12_1
sp|P0AF08|APBC_ECOLI	628.2220758	consistent	C-lim12_1
sp|P0AF12|MTNN_ECOLI	816.7016346	consistent	C-lim12_1
sp|P0AF24|NAGD_ECOLI	743.6555004	consistent	C-lim12_1
sp|P0AF28|NARL_ECOLI	659.5678776000001	consistent	C-lim12_1
sp|P0AF36|ZAPB_ECOLI	563.46562914	consistent	C-lim12_1
sp|P0AF50|YJBR_ECOLI	488.64037152	consistent	C-lim12_1
sp|P0AF63|NSRR_ECOLI	547.43199312	consistent	C-lim12_1
sp|P0AF70|YJEI_ECOLI	674.0120502	consistent	C-lim12_1
sp|P0AF93|RIDA_ECOLI	693.7194252	consistent	C-lim12_1
sp|P0AF96|TABA_ECOLI	496.31195316	consistent	C-lim12_1
sp|P0AFA2|NARX_ECOLI	667.4963874	consistent	C-lim12_1
sp|P0AFB1|NLPI_ECOLI	696.3950795999999	consistent	C-lim12_1
sp|P0AFB5|NTRB_ECOLI	665.7571115999999	consistent	C-lim12_1
sp|P0AFB8|NTRC_ECOLI	483.40490166	consistent	C-lim12_1
sp|P0AFC3|NUOA_ECOLI	798.7758504	consistent	C-lim12_1
sp|P0AFD4|NUOH_ECOLI	910.2941022	consistent	C-lim12_1
sp|P0AFF6|NUSA_ECOLI	716.5661412	consistent	C-lim12_1
sp|P0AFG3|ODO1_ECOLI	521.86757328	consistent	C-lim12_1
sp|P0AFG8|ODP1_ECOLI	751.0810385999999	consistent	C-lim12_1
sp|P0AFH0|OGT_ECOLI	647.7021557999999	consistent	C-lim12_1
sp|P0AFI2|PARC_ECOLI	372.7689021	consistent	C-lim12_1
sp|P0AFI9|PERM_ECOLI	755.0090328	consistent	C-lim12_1
sp|P0AFJ5|PHOB_ECOLI	533.6836632000001	consistent	C-lim12_1
sp|P0AFJ7|PITA_ECOLI	903.9011334	consistent	C-lim12_1
sp|P0AFK0|PMBA_ECOLI	576.4472875800001	consistent	C-lim12_1
sp|P0AFL3|PPIA_ECOLI	556.75651002	consistent	C-lim12_1
sp|P0AFL6|PPX_ECOLI	414.92142948	consistent	C-lim12_1
sp|P0AFM6|PSPA_ECOLI	567.35702748	consistent	C-lim12_1
sp|P0AFP9|YBHR_ECOLI	781.254087	consistent	C-lim12_1
sp|P0AFR0|RSSA_ECOLI	683.92365	consistent	C-lim12_1
sp|P0AFS3|FOLM_ECOLI	733.7181864	consistent	C-lim12_1
sp|P0AFW0|RFAH_ECOLI	445.02381294	consistent	C-lim12_1
sp|P0AFW4|RNK_ECOLI	124.94661216	consistent	C-lim12_1
sp|P0AFW8|ROF_ECOLI	226.45371984	consistent	C-lim12_1
sp|P0AFX0|HPF_ECOLI	510.7792266	consistent	C-lim12_1
sp|P0AFX4|RSD_ECOLI	311.90965631999995	consistent	C-lim12_1
sp|P0AFX9|RSEB_ECOLI	629.8729266	consistent	C-lim12_1
sp|P0AFY2|SANA_ECOLI	688.1517306000001	consistent	C-lim12_1
sp|P0AFY6|SBMA_ECOLI	737.1495762	consistent	C-lim12_1
sp|P0AFZ1|SSEB_ECOLI	416.8087107	consistent	C-lim12_1
sp|P0AFZ3|SSPB_ECOLI	460.3926453	consistent	C-lim12_1
sp|P0AG03|UBIX_ECOLI	734.5394592	consistent	C-lim12_1
sp|P0AG16|PUR1_ECOLI	349.36819884	consistent	C-lim12_1
sp|P0AG18|PURE_ECOLI	602.2223934000001	consistent	C-lim12_1
sp|P0AG20|RELA_ECOLI	500.77479636	consistent	C-lim12_1
sp|P0AG27|YIBN_ECOLI	714.7953114	consistent	C-lim12_1
sp|P0AG30|RHO_ECOLI	699.5350632	consistent	C-lim12_1
sp|P0AG44|RL17_ECOLI	805.983057	consistent	C-lim12_1
sp|P0AG48|RL21_ECOLI	753.1696542	consistent	C-lim12_1
sp|P0AG63|RS17_ECOLI	761.5181784	consistent	C-lim12_1
sp|P0AG67|RS1_ECOLI	617.5164654	consistent	C-lim12_1
sp|P0AG76|SBCD_ECOLI	607.4422559999999	consistent	C-lim12_1
sp|P0AG80|UGPB_ECOLI	804.8908626	consistent	C-lim12_1
sp|P0AG82|PSTS_ECOLI	721.443858	consistent	C-lim12_1
sp|P0AG86|SECB_ECOLI	720.3904134	consistent	C-lim12_1
sp|P0AG90|SECD_ECOLI	841.1287152	consistent	C-lim12_1
sp|P0AGB0|SERB_ECOLI	656.1708732	consistent	C-lim12_1
sp|P0AGD1|SODC_ECOLI	678.1275654	consistent	C-lim12_1
sp|P0AGD3|SODF_ECOLI	710.4399264	consistent	C-lim12_1
sp|P0AGE9|SUCD_ECOLI	644.0927982	consistent	C-lim12_1
sp|P0AGJ5|YFIF_ECOLI	661.4981982	consistent	C-lim12_1
sp|P0AGK1|UBIA_ECOLI	156.76515084	consistent	C-lim12_1
sp|P0AGK8|ISCR_ECOLI	146.61302478000002	consistent	C-lim12_1
sp|P0AGL2|TDCF_ECOLI	661.5345264	consistent	C-lim12_1
sp|P0C018|RL18_ECOLI	615.3820896	consistent	C-lim12_1
sp|P0C054|IBPA_ECOLI	124.9573323	consistent	C-lim12_1
sp|P0C077|RELE_ECOLI	408.41317704	consistent	C-lim12_1
sp|P0C093|SLMA_ECOLI	645.2714046	consistent	C-lim12_1
sp|P0C0K3|SRKA_ECOLI	670.7157108	consistent	C-lim12_1
sp|P0C0L2|OSMC_ECOLI	737.4616391999999	consistent	C-lim12_1
sp|P0C0V0|DEGP_ECOLI	669.4071264	consistent	C-lim12_1
sp|P0C960|EMTA_ECOLI	396.79707534	consistent	C-lim12_1
sp|P0CE48|EFTU2_ECOLI	601.0905846	consistent	C-lim12_1
sp|P0CF93|INSL3_ECOLI	176.86446798	consistent	C-lim12_1
sp|P0DMC7|RCSB_ECOLI	454.58773122	consistent	C-lim12_1
sp|P10121|FTSY_ECOLI	740.530788	consistent	C-lim12_1
sp|P10346|GLNQ_ECOLI	748.9227432	consistent	C-lim12_1
sp|P10384|FADL_ECOLI	666.261426	consistent	C-lim12_1
sp|P10441|LPXB_ECOLI	668.280696	consistent	C-lim12_1
sp|P10443|DPO3A_ECOLI	499.61666004	consistent	C-lim12_1
sp|P11446|ARGC_ECOLI	592.59780114	consistent	C-lim12_1
sp|P11447|ARLY_ECOLI	636.6171918	consistent	C-lim12_1
sp|P11458|NADA_ECOLI	126.8524383	consistent	C-lim12_1
sp|P11557|DAMX_ECOLI	559.8371232000001	consistent	C-lim12_1
sp|P11663|FUME_ECOLI	272.8018824	consistent	C-lim12_1
sp|P11875|SYR_ECOLI	619.1797386	consistent	C-lim12_1
sp|P12008|AROC_ECOLI	756.4615524000001	consistent	C-lim12_1
sp|P12281|MOEA_ECOLI	685.412334	consistent	C-lim12_1
sp|P12758|UDP_ECOLI	910.4916288	consistent	C-lim12_1
sp|P12996|BIOB_ECOLI	108.589866	consistent	C-lim12_1
sp|P12998|BIOF_ECOLI	552.20362986	consistent	C-lim12_1
sp|P13029|KATG_ECOLI	739.9855584000001	consistent	C-lim12_1
sp|P13035|GLPD_ECOLI	322.8819705	consistent	C-lim12_1
sp|P13656|CHIA_ECOLI	735.4480602	consistent	C-lim12_1
sp|P14294|TOP3_ECOLI	220.51130964	consistent	C-lim12_1
sp|P14375|ZRAR_ECOLI	450.8571423	consistent	C-lim12_1
sp|P14407|FUMB_ECOLI	636.822447	consistent	C-lim12_1
sp|P15005|MCRB_ECOLI	502.89920802	consistent	C-lim12_1
sp|P15032|RECE_ECOLI	426.55825296	consistent	C-lim12_1
sp|P15042|DNLJ_ECOLI	600.3854256000001	consistent	C-lim12_1
sp|P15067|GLGX_ECOLI	652.8202992	consistent	C-lim12_1
sp|P15254|PUR4_ECOLI	650.9903178000001	consistent	C-lim12_1
sp|P15288|PEPD_ECOLI	683.628018	consistent	C-lim12_1
sp|P15373|PRLF_ECOLI	357.49955748	consistent	C-lim12_1
sp|P15639|PUR9_ECOLI	594.42747744	consistent	C-lim12_1
sp|P15723|DGTP_ECOLI	717.6681209999999	consistent	C-lim12_1
sp|P15977|MALQ_ECOLI	867.9239508000001	consistent	C-lim12_1
sp|P15993|AROP_ECOLI	715.1810952	consistent	C-lim12_1
sp|P16384|MIAA_ECOLI	555.83771046	consistent	C-lim12_1
sp|P16456|SELD_ECOLI	536.8161843600001	consistent	C-lim12_1
sp|P16525|TUS_ECOLI	706.4469012	consistent	C-lim12_1
sp|P16659|SYP_ECOLI	678.7506666	consistent	C-lim12_1
sp|P16681|PHNB_ECOLI	606.6869502	consistent	C-lim12_1
sp|P16700|CYSP_ECOLI	616.7461092	consistent	C-lim12_1
sp|P17109|MEND_ECOLI	808.359696	consistent	C-lim12_1
sp|P17169|GLMS_ECOLI	619.9853171999999	consistent	C-lim12_1
sp|P17445|BETB_ECOLI	673.717101	consistent	C-lim12_1
sp|P17854|CYSH_ECOLI	255.35594586	consistent	C-lim12_1
sp|P17888|PRIA_ECOLI	625.6512186	consistent	C-lim12_1
sp|P17952|MURC_ECOLI	615.3412079999999	consistent	C-lim12_1
sp|P18133|PNCB_ECOLI	348.51849852000004	consistent	C-lim12_1
sp|P18196|MINC_ECOLI	626.3112623999999	consistent	C-lim12_1
sp|P18335|ARGD_ECOLI	563.14929696	consistent	C-lim12_1
sp|P18811|MALI_ECOLI	525.96972402	consistent	C-lim12_1
sp|P19323|FHLA_ECOLI	468.60273216	consistent	C-lim12_1
sp|P19624|PDXA_ECOLI	614.246091	consistent	C-lim12_1
sp|P19636|EUTC_ECOLI	543.54275316	consistent	C-lim12_1
sp|P19642|PTOCB_ECOLI	162.6610431	consistent	C-lim12_1
sp|P19926|AGP_ECOLI	791.0697882	consistent	C-lim12_1
sp|P20083|PARE_ECOLI	463.34635752	consistent	C-lim12_1
sp|P20605|FIC_ECOLI	688.2199968	consistent	C-lim12_1
