Protein ID	half_life (units.min)	notes	assignment
sp|P20966|PTFBC_ECOLI	832.8161586	consistent	C-lim12_1
sp|P21165|PEPQ_ECOLI	669.1073382	consistent	C-lim12_1
sp|P21179|CATE_ECOLI	656.7879006000001	consistent	C-lim12_1
sp|P21362|YCIF_ECOLI	687.8991252	consistent	C-lim12_1
sp|P21363|YCIE_ECOLI	691.8814044	consistent	C-lim12_1
sp|P21367|YCAC_ECOLI	700.3876032000001	consistent	C-lim12_1
sp|P21369|PNCA_ECOLI	649.5296448	consistent	C-lim12_1
sp|P21513|RNE_ECOLI	632.8276169999999	consistent	C-lim12_1
sp|P21517|MALZ_ECOLI	470.72828562	consistent	C-lim12_1
sp|P21599|KPYK2_ECOLI	720.2384292	consistent	C-lim12_1
sp|P21866|KDPE_ECOLI	627.9170682	consistent	C-lim12_1
sp|P21888|SYC_ECOLI	596.2618862400001	consistent	C-lim12_1
sp|P22106|ASNB_ECOLI	511.69882494	consistent	C-lim12_1
sp|P22188|MURE_ECOLI	559.8890706	consistent	C-lim12_1
sp|P22255|CYSQ_ECOLI	639.168585	consistent	C-lim12_1
sp|P22256|GABT_ECOLI	610.063815	consistent	C-lim12_1
sp|P22259|PCKA_ECOLI	658.6646826	consistent	C-lim12_1
sp|P22523|MUKB_ECOLI	498.59375544	consistent	C-lim12_1
sp|P22729|LIVM_ECOLI	690.8432148	consistent	C-lim12_1
sp|P23200|MGLC_ECOLI	727.8167106	consistent	C-lim12_1
sp|P23256|MALY_ECOLI	696.2879496	consistent	C-lim12_1
sp|P23305|YIGA_ECOLI	183.61598016	consistent	C-lim12_1
sp|P23331|KITH_ECOLI	642.0163722	consistent	C-lim12_1
sp|P23367|MUTL_ECOLI	583.69873668	consistent	C-lim12_1
sp|P23522|GARL_ECOLI	626.0270652	consistent	C-lim12_1
sp|P23538|PPSA_ECOLI	647.6931234	consistent	C-lim12_1
sp|P23827|ECOT_ECOLI	595.0485050999999	consistent	C-lim12_1
sp|P23836|PHOP_ECOLI	564.85187544	consistent	C-lim12_1
sp|P23837|PHOQ_ECOLI	665.7597317999999	consistent	C-lim12_1
sp|P23843|OPPA_ECOLI	841.8474798	consistent	C-lim12_1
sp|P23845|CYSN_ECOLI	134.40387726	consistent	C-lim12_1
sp|P23847|DPPA_ECOLI	938.9546208	consistent	C-lim12_1
sp|P23865|PRC_ECOLI	701.4546197999999	consistent	C-lim12_1
sp|P23869|PPIB_ECOLI	632.691837	consistent	C-lim12_1
sp|P23874|HIPA_ECOLI	654.2834075999999	consistent	C-lim12_1
sp|P23883|PUUC_ECOLI	221.74613094	consistent	C-lim12_1
sp|P23893|GSA_ECOLI	734.440977	consistent	C-lim12_1
sp|P23894|HTPX_ECOLI	598.07784264	consistent	C-lim12_1
sp|P23909|MUTS_ECOLI	610.7173566	consistent	C-lim12_1
sp|P23930|LNT_ECOLI	808.5601878	consistent	C-lim12_1
sp|P24171|DCP_ECOLI	610.528596	consistent	C-lim12_1
sp|P24178|YFFB_ECOLI	640.4947284	consistent	C-lim12_1
sp|P24182|ACCC_ECOLI	700.8264528000001	consistent	C-lim12_1
sp|P24193|HYPE_ECOLI	582.9455877600001	consistent	C-lim12_1
sp|P24202|MRR_ECOLI	631.6443636	consistent	C-lim12_1
sp|P24203|YJIA_ECOLI	526.33666086	consistent	C-lim12_1
sp|P24228|DACB_ECOLI	790.597365	consistent	C-lim12_1
sp|P24232|HMP_ECOLI	376.63037448	consistent	C-lim12_1
sp|P24242|ASCG_ECOLI	508.54233762	consistent	C-lim12_1
sp|P24251|CRL_ECOLI	272.27805264	consistent	C-lim12_1
sp|P24255|RP54_ECOLI	504.07187616	consistent	C-lim12_1
sp|P24554|RADA_ECOLI	589.11376206	consistent	C-lim12_1
sp|P25516|ACNA_ECOLI	620.9067798	consistent	C-lim12_1
sp|P25519|HFLX_ECOLI	380.18153718	consistent	C-lim12_1
sp|P25534|UBIH_ECOLI	418.8101589	consistent	C-lim12_1
sp|P25536|YHDE_ECOLI	549.42701214	consistent	C-lim12_1
sp|P25539|RIBD_ECOLI	624.8565516	consistent	C-lim12_1
sp|P25552|GPPA_ECOLI	590.1172881	consistent	C-lim12_1
sp|P25665|METE_ECOLI	428.45193216	consistent	C-lim12_1
sp|P25666|HTRL_ECOLI	664.42692	consistent	C-lim12_1
sp|P25741|RFAP_ECOLI	704.6573274	consistent	C-lim12_1
sp|P25742|RFAQ_ECOLI	720.0798672	consistent	C-lim12_1
sp|P25745|MNMA_ECOLI	697.951887	consistent	C-lim12_1
sp|P25747|YEIB_ECOLI	673.1258819999999	consistent	C-lim12_1
sp|P26365|AMIB_ECOLI	354.32943954	consistent	C-lim12_1
sp|P26612|AMY2_ECOLI	752.7827814	consistent	C-lim12_1
sp|P26616|MAO1_ECOLI	656.6344482	consistent	C-lim12_1
sp|P26648|FTSP_ECOLI	673.6307634	consistent	C-lim12_1
sp|P27128|RFAI_ECOLI	668.5894986000001	consistent	C-lim12_1
sp|P27129|RFAJ_ECOLI	633.9843972	consistent	C-lim12_1
sp|P27238|YFED_ECOLI	503.12230542	consistent	C-lim12_1
sp|P27240|RFAY_ECOLI	636.0712236	consistent	C-lim12_1
sp|P27241|RFAZ_ECOLI	122.77697304	consistent	C-lim12_1
sp|P27247|PLSX_ECOLI	729.0650574	consistent	C-lim12_1
sp|P27248|GCST_ECOLI	655.013367	consistent	C-lim12_1
sp|P27278|NADR_ECOLI	692.5095785999999	consistent	C-lim12_1
sp|P27431|ROXA_ECOLI	652.0354560000001	consistent	C-lim12_1
sp|P27434|RODZ_ECOLI	703.3641911999999	consistent	C-lim12_1
sp|P27550|ACSA_ECOLI	479.29697022	consistent	C-lim12_1
sp|P27830|RMLB2_ECOLI	779.8092408	consistent	C-lim12_1
sp|P27836|WECG_ECOLI	804.2259456	consistent	C-lim12_1
sp|P27848|YIGL_ECOLI	560.97541362	consistent	C-lim12_1
sp|P27859|TATD_ECOLI	543.48957396	consistent	C-lim12_1
sp|P27896|NARQ_ECOLI	765.2872127999999	consistent	C-lim12_1
sp|P28248|DCD_ECOLI	468.09539838	consistent	C-lim12_1
sp|P28305|PABC_ECOLI	692.8225956	consistent	C-lim12_1
sp|P28306|MLTG_ECOLI	830.1302292	consistent	C-lim12_1
sp|P28630|HOLA_ECOLI	548.24941242	consistent	C-lim12_1
sp|P28634|TRMO_ECOLI	585.18956262	consistent	C-lim12_1
sp|P28635|METQ_ECOLI	718.7863326	consistent	C-lim12_1
sp|P28903|NRDD_ECOLI	187.5246513	consistent	C-lim12_1
sp|P28904|TREC_ECOLI	206.74335648	consistent	C-lim12_1
sp|P29012|ALR2_ECOLI	624.8841972	consistent	C-lim12_1
sp|P29131|FTSN_ECOLI	583.47585186	consistent	C-lim12_1
sp|P29217|YCEH_ECOLI	604.5078108	consistent	C-lim12_1
sp|P29680|DCUP_ECOLI	557.6038178399999	consistent	C-lim12_1
sp|P29744|FLGL_ECOLI	40.25772738	consistent	C-lim12_1
sp|P29745|PEPT_ECOLI	609.3879186	consistent	C-lim12_1
sp|P30011|NADC_ECOLI	529.11167712	consistent	C-lim12_1
sp|P30125|LEU3_ECOLI	593.79520704	consistent	C-lim12_1
sp|P30126|LEUD_ECOLI	237.18028044	consistent	C-lim12_1
sp|P30136|THIC_ECOLI	179.81429394	consistent	C-lim12_1
sp|P30137|THIE_ECOLI	438.4670533200001	consistent	C-lim12_1
sp|P30139|THIG_ECOLI	145.68126456	consistent	C-lim12_1
sp|P30745|MOAA_ECOLI	138.2143488	consistent	C-lim12_1
sp|P30748|MOAD_ECOLI	596.1786914400001	consistent	C-lim12_1
sp|P30749|MOAE_ECOLI	513.27320148	consistent	C-lim12_1
sp|P30843|BASR_ECOLI	585.50182638	consistent	C-lim12_1
sp|P30844|BASS_ECOLI	716.4852648	consistent	C-lim12_1
sp|P30845|EPTA_ECOLI	710.2026558	consistent	C-lim12_1
sp|P30860|ARTJ_ECOLI	609.5801718	consistent	C-lim12_1
sp|P30871|3PASE_ECOLI	685.3982844000001	consistent	C-lim12_1
sp|P31060|MODF_ECOLI	572.3628258599999	consistent	C-lim12_1
sp|P31064|YEDE_ECOLI	467.6086959	consistent	C-lim12_1
sp|P31119|AAS_ECOLI	835.5894102	consistent	C-lim12_1
sp|P31142|THTM_ECOLI	598.0103508	consistent	C-lim12_1
sp|P31433|YICH_ECOLI	727.4750058	consistent	C-lim12_1
sp|P31435|YICJ_ECOLI	564.16795908	consistent	C-lim12_1
sp|P31441|ADEC_ECOLI	259.58544858	consistent	C-lim12_1
sp|P31455|YIDR_ECOLI	728.443212	consistent	C-lim12_1
sp|P31548|THIQ_ECOLI	673.5868686	consistent	C-lim12_1
sp|P31550|THIB_ECOLI	697.096596	consistent	C-lim12_1
sp|P31600|NFRA_ECOLI	682.1133048	consistent	C-lim12_1
sp|P31658|HCHA_ECOLI	647.6565558	consistent	C-lim12_1
sp|P31802|NARP_ECOLI	384.98543028	consistent	C-lim12_1
sp|P31808|YCIK_ECOLI	643.171665	consistent	C-lim12_1
sp|P31826|YDDA_ECOLI	734.7465108	consistent	C-lim12_1
sp|P31827|YDDB_ECOLI	595.68872496	consistent	C-lim12_1
sp|P31828|PQQL_ECOLI	648.6026796000001	consistent	C-lim12_1
sp|P32131|HEMN_ECOLI	398.3441589	consistent	C-lim12_1
sp|P32134|YIHM_ECOLI	273.59494908	consistent	C-lim12_1
sp|P32141|SQUT_ECOLI	579.66287406	consistent	C-lim12_1
sp|P32144|YIHW_ECOLI	677.621958	consistent	C-lim12_1
sp|P32157|YIIM_ECOLI	553.17616056	consistent	C-lim12_1
sp|P32177|FDHD_ECOLI	553.7345935200001	consistent	C-lim12_1
sp|P32662|GPH_ECOLI	543.40596678	consistent	C-lim12_1
sp|P32664|NUDC_ECOLI	693.3411930000001	consistent	C-lim12_1
sp|P32669|FSAB_ECOLI	596.14998066	consistent	C-lim12_1
sp|P32684|RLUF_ECOLI	395.41511838	consistent	C-lim12_1
sp|P32695|DUSA_ECOLI	649.0528206	consistent	C-lim12_1
sp|P32703|YJCE_ECOLI	755.4151722	consistent	C-lim12_1
sp|P32705|ACTP_ECOLI	836.9875134	consistent	C-lim12_1
sp|P33011|YEEA_ECOLI	703.504203	consistent	C-lim12_1
sp|P33025|PSUG_ECOLI	414.0221754	consistent	C-lim12_1
sp|P33030|YEIR_ECOLI	579.87075294	consistent	C-lim12_1
sp|P33219|YEBF_ECOLI	380.62699926	consistent	C-lim12_1
sp|P33221|PURT_ECOLI	639.7667663999999	consistent	C-lim12_1
sp|P33228|RECT_ECOLI	467.3617713	consistent	C-lim12_1
sp|P33232|LLDD_ECOLI	338.78837472	consistent	C-lim12_1
sp|P33235|FLGK_ECOLI	62.11703208	consistent	C-lim12_1
sp|P33360|YEHX_ECOLI	505.54461168	consistent	C-lim12_1
sp|P33362|YEHZ_ECOLI	671.1514962	consistent	C-lim12_1
sp|P33363|BGLX_ECOLI	901.7092326	consistent	C-lim12_1
sp|P33570|TKT2_ECOLI	675.9528048000001	consistent	C-lim12_1
sp|P33599|NUOCD_ECOLI	686.140398	consistent	C-lim12_1
sp|P33634|YFIE_ECOLI	498.81526955999993	consistent	C-lim12_1
sp|P33643|RLUD_ECOLI	654.734769	consistent	C-lim12_1
sp|P33650|FEOB_ECOLI	103.00272696	consistent	C-lim12_1
sp|P33667|SELU_ECOLI	678.165984	consistent	C-lim12_1
sp|P33916|YEJF_ECOLI	818.2497168	consistent	C-lim12_1
sp|P33919|RADD_ECOLI	484.71822906000006	consistent	C-lim12_1
sp|P35340|AHPF_ECOLI	452.34067548	consistent	C-lim12_1
sp|P36548|AMIA_ECOLI	308.5833903	consistent	C-lim12_1
sp|P36561|COBS_ECOLI	819.5292522	consistent	C-lim12_1
sp|P36562|COBT_ECOLI	488.69450688000006	consistent	C-lim12_1
sp|P36683|ACNB_ECOLI	440.51311764	consistent	C-lim12_1
sp|P36767|RDGC_ECOLI	606.1054362	consistent	C-lim12_1
sp|P36879|YADG_ECOLI	778.7428308	consistent	C-lim12_1
sp|P36929|RSMB_ECOLI	772.1367743999999	consistent	C-lim12_1
sp|P36930|GATR_ECOLI	832.187166	consistent	C-lim12_1
sp|P36938|PGM_ECOLI	586.66434462	consistent	C-lim12_1
sp|P36979|RLMN_ECOLI	147.55061028	consistent	C-lim12_1
sp|P37005|LAST_ECOLI	476.51043564	consistent	C-lim12_1
sp|P37051|PURU_ECOLI	664.5241734	consistent	C-lim12_1
sp|P37147|FXSA_ECOLI	775.8313661999999	consistent	C-lim12_1
sp|P37313|DPPF_ECOLI	706.7019564	consistent	C-lim12_1
sp|P37326|INTS_ECOLI	630.8870736	consistent	C-lim12_1
sp|P37330|MASZ_ECOLI	571.75029282	consistent	C-lim12_1
sp|P37338|CSIR_ECOLI	322.67996034	consistent	C-lim12_1
sp|P37348|YECE_ECOLI	521.65449648	consistent	C-lim12_1
sp|P37351|RPIB_ECOLI	615.0420959999999	consistent	C-lim12_1
sp|P37387|XYLF_ECOLI	555.59557902	consistent	C-lim12_1
sp|P37440|UCPA_ECOLI	662.0720976	consistent	C-lim12_1
sp|P37590|PMRD_ECOLI	519.43463454	consistent	C-lim12_1
sp|P37610|TAUD_ECOLI	342.0881949	consistent	C-lim12_1
sp|P37615|YHHM_ECOLI	724.8415566	consistent	C-lim12_1
sp|P37623|ACPT_ECOLI	500.0970534	consistent	C-lim12_1
sp|P37626|YHII_ECOLI	822.2110278	consistent	C-lim12_1
sp|P37634|RLMJ_ECOLI	653.4109962	consistent	C-lim12_1
sp|P37642|YHJD_ECOLI	491.4346485	consistent	C-lim12_1
sp|P37643|YHJE_ECOLI	159.11250629999998	consistent	C-lim12_1
sp|P37645|YHJG_ECOLI	701.5366188	consistent	C-lim12_1
sp|P37647|KDGK_ECOLI	675.9304026	consistent	C-lim12_1
sp|P37648|YHJJ_ECOLI	623.9562473999999	consistent	C-lim12_1
sp|P37650|BCSC_ECOLI	718.4803266	consistent	C-lim12_1
sp|P37652|BCSB_ECOLI	693.835857	consistent	C-lim12_1
sp|P37659|BCSG_ECOLI	520.2495801599999	consistent	C-lim12_1
sp|P37661|EPTB_ECOLI	482.74665144	consistent	C-lim12_1
sp|P37666|GHRB_ECOLI	548.3411937000001	consistent	C-lim12_1
sp|P37685|ALDB_ECOLI	472.96664502	consistent	C-lim12_1
sp|P37690|ENVC_ECOLI	699.6832019999999	consistent	C-lim12_1
sp|P37691|YIBQ_ECOLI	728.4032106	consistent	C-lim12_1
sp|P37765|RLUB_ECOLI	714.947736	consistent	C-lim12_1
sp|P37766|YDIF_ECOLI	689.1619493999999	consistent	C-lim12_1
sp|P37767|YFHH_ECOLI	384.59374842	consistent	C-lim12_1
sp|P37769|KDUD_ECOLI	449.85340488	consistent	C-lim12_1
sp|P37794|CHBG_ECOLI	495.5799636	consistent	C-lim12_1
sp|P37902|GLTI_ECOLI	690.3430146000001	consistent	C-lim12_1
sp|P37903|USPF_ECOLI	662.5947204	consistent	C-lim12_1
sp|P38038|CYSJ_ECOLI	544.9112169	consistent	C-lim12_1
sp|P38489|NFSB_ECOLI	371.7027501	consistent	C-lim12_1
sp|P38506|XNI_ECOLI	679.8339252	consistent	C-lim12_1
sp|P38684|TORR_ECOLI	580.22800614	consistent	C-lim12_1
sp|P39099|DEGQ_ECOLI	612.9525983999999	consistent	C-lim12_1
sp|P39161|UXUR_ECOLI	357.60045372	consistent	C-lim12_1
sp|P39172|ZNUA_ECOLI	638.1297006	consistent	C-lim12_1
sp|P39173|YEAD_ECOLI	847.1659356	consistent	C-lim12_1
sp|P39176|ERFK_ECOLI	608.0332644	consistent	C-lim12_1
sp|P39187|YTFJ_ECOLI	507.64789314000006	consistent	C-lim12_1
sp|P39280|EPMB_ECOLI	268.35855978	consistent	C-lim12_1
sp|P39285|MSCM_ECOLI	845.3054646	consistent	C-lim12_1
sp|P39286|RSGA_ECOLI	622.2007992	consistent	C-lim12_1
sp|P39297|BSMA_ECOLI	755.3851721999999	consistent	C-lim12_1
sp|P39304|ULAD_ECOLI	411.55751952	consistent	C-lim12_1
sp|P39310|YTFB_ECOLI	566.3744985	consistent	C-lim12_1
sp|P39321|TAMB_ECOLI	752.8773558	consistent	C-lim12_1
sp|P39325|YTFQ_ECOLI	790.4187888	consistent	C-lim12_1
sp|P39337|YJGM_ECOLI	417.04239108	consistent	C-lim12_1
sp|P39342|YJGR_ECOLI	620.3386476000001	consistent	C-lim12_1
sp|P39353|YJHC_ECOLI	741.9268566000001	consistent	C-lim12_1
sp|P39377|IADA_ECOLI	795.6097164	consistent	C-lim12_1
sp|P39382|YJIK_ECOLI	614.7249558	consistent	C-lim12_1
sp|P39384|YJIM_ECOLI	154.25112732	consistent	C-lim12_1
sp|P39389|YJIR_ECOLI	486.88679046	consistent	C-lim12_1
sp|P39401|OPGB_ECOLI	271.22603784	consistent	C-lim12_1
sp|P39406|RSMC_ECOLI	710.6620176	consistent	C-lim12_1
sp|P39410|YJJJ_ECOLI	669.8581121999999	consistent	C-lim12_1
sp|P39452|RIR3_ECOLI	234.4702203	consistent	C-lim12_1
sp|P39831|YDFG_ECOLI	683.5723812	consistent	C-lim12_1
sp|P40120|OPGD_ECOLI	802.1807574000001	consistent	C-lim12_1
sp|P41407|AZOR_ECOLI	364.33592178	consistent	C-lim12_1
sp|P41409|RIHA_ECOLI	661.3181867999999	consistent	C-lim12_1
sp|P42588|PAT_ECOLI	82.40402004	consistent	C-lim12_1
sp|P42593|FADH_ECOLI	666.2807292	consistent	C-lim12_1
sp|P42599|YGJR_ECOLI	628.4342657999999	consistent	C-lim12_1
sp|P42604|UXAA_ECOLI	295.1453811	consistent	C-lim12_1
sp|P42632|TDCE_ECOLI	266.01079818	consistent	C-lim12_1
sp|P42641|OBG_ECOLI	351.68225946	consistent	C-lim12_1
sp|P42909|PTPB1_ECOLI	431.40257874	consistent	C-lim12_1
sp|P43337|NUDL_ECOLI	495.54695172	consistent	C-lim12_1
sp|P43340|YCAK_ECOLI	624.4742123999999	consistent	C-lim12_1
sp|P43341|LPXH_ECOLI	805.3934916	consistent	C-lim12_1
sp|P43671|PQIB_ECOLI	809.946156	consistent	C-lim12_1
sp|P43672|UUP_ECOLI	688.9257156	consistent	C-lim12_1
sp|P45425|NANK_ECOLI	559.15994406	consistent	C-lim12_1
sp|P45464|LPOA_ECOLI	715.992075	consistent	C-lim12_1
sp|P45523|FKBA_ECOLI	715.7629998	consistent	C-lim12_1
sp|P45544|FRLR_ECOLI	587.83066584	consistent	C-lim12_1
sp|P45577|PROQ_ECOLI	432.25777062	consistent	C-lim12_1
sp|P45578|LUXS_ECOLI	452.63766318	consistent	C-lim12_1
sp|P45579|HCXA_ECOLI	616.1703228	consistent	C-lim12_1
sp|P45748|TSAC_ECOLI	560.72696814	consistent	C-lim12_1
sp|P45799|NUDE_ECOLI	634.2423912	consistent	C-lim12_1
sp|P45955|CPOB_ECOLI	606.555486	consistent	C-lim12_1
sp|P46022|MTGA_ECOLI	699.2475858	consistent	C-lim12_1
sp|P46125|YEDI_ECOLI	670.522668	consistent	C-lim12_1
sp|P46130|YBHC_ECOLI	739.1134320000001	consistent	C-lim12_1
sp|P46474|YHDP_ECOLI	788.1451632	consistent	C-lim12_1
sp|P46849|RTCA_ECOLI	750.8358959999999	consistent	C-lim12_1
sp|P46850|RTCB_ECOLI	193.4404311	consistent	C-lim12_1
sp|P46854|AAAT_ECOLI	659.950023	consistent	C-lim12_1
sp|P46889|FTSK_ECOLI	117.7059324	consistent	C-lim12_1
sp|P50456|MLC_ECOLI	600.8762142	consistent	C-lim12_1
sp|P50457|PUUE_ECOLI	278.74151934	consistent	C-lim12_1
sp|P51981|AEEP_ECOLI	561.05842512	consistent	C-lim12_1
sp|P52007|YECM_ECOLI	327.47915898	consistent	C-lim12_1
sp|P52062|YGGW_ECOLI	555.00755382	consistent	C-lim12_1
sp|P52076|QSEB_ECOLI	728.2764377999999	consistent	C-lim12_1
sp|P52097|TILS_ECOLI	697.0312260000001	consistent	C-lim12_1
sp|P52108|RSTA_ECOLI	465.23336454	consistent	C-lim12_1
sp|P52598|YGBI_ECOLI	555.8923299	consistent	C-lim12_1
sp|P52643|LDHD_ECOLI	683.6079096	consistent	C-lim12_1
sp|P52645|YDBH_ECOLI	653.8007862000001	consistent	C-lim12_1
sp|P52647|NIFJ_ECOLI	314.92891104	consistent	C-lim12_1
sp|P55135|RLMD_ECOLI	550.7245881	consistent	C-lim12_1
sp|P56258|WECF_ECOLI	727.4424264	consistent	C-lim12_1
sp|P60340|TRUB_ECOLI	600.840432	consistent	C-lim12_1
sp|P60390|RSMH_ECOLI	581.69876034	consistent	C-lim12_1
sp|P60438|RL3_ECOLI	755.5142262	consistent	C-lim12_1
sp|P60584|CAIA_ECOLI	506.45959662	consistent	C-lim12_1
sp|P60595|HIS5_ECOLI	660.1335948	consistent	C-lim12_1
sp|P60651|SPEB_ECOLI	727.3422984	consistent	C-lim12_1
sp|P60664|HIS6_ECOLI	578.0715018000001	consistent	C-lim12_1
sp|P60716|LIPA_ECOLI	156.82661142	consistent	C-lim12_1
sp|P60723|RL4_ECOLI	707.0911596	consistent	C-lim12_1
sp|P60757|HIS1_ECOLI	467.64577032	consistent	C-lim12_1
sp|P60785|LEPA_ECOLI	644.5041792	consistent	C-lim12_1
sp|P60906|SYH_ECOLI	657.2179728000001	consistent	C-lim12_1
sp|P61316|LOLA_ECOLI	561.52155606	consistent	C-lim12_1
sp|P61320|LOLB_ECOLI	746.1601248	consistent	C-lim12_1
sp|P61517|CAN_ECOLI	554.28509982	consistent	C-lim12_1
sp|P61889|MDH_ECOLI	612.4966764000001	consistent	C-lim12_1
sp|P62399|RL5_ECOLI	643.4198712	consistent	C-lim12_1
sp|P62620|ISPG_ECOLI	494.30079336	consistent	C-lim12_1
sp|P62623|ISPH_ECOLI	320.65589028	consistent	C-lim12_1
sp|P62672|APAG_ECOLI	200.1320922	consistent	C-lim12_1
sp|P62707|GPMA_ECOLI	634.3993608000001	consistent	C-lim12_1
sp|P62768|YAEH_ECOLI	522.8632039199999	consistent	C-lim12_1
sp|P63020|NFUA_ECOLI	308.96453298	consistent	C-lim12_1
sp|P63183|KUP_ECOLI	907.90959	consistent	C-lim12_1
sp|P63284|CLPB_ECOLI	713.9658714	consistent	C-lim12_1
sp|P63284-2|CLPB_ECOLI	670.5449742000001	consistent	C-lim12_2
sp|P63389|YHES_ECOLI	392.18553042	consistent	C-lim12_1
sp|P63417|YHBS_ECOLI	627.7678716	consistent	C-lim12_1
sp|P63883|AMIC_ECOLI	585.2100881399999	consistent	C-lim12_1
sp|P64423|ZNTB_ECOLI	701.3049983999999	consistent	C-lim12_1
sp|P64451|YDCL_ECOLI	657.9676956	consistent	C-lim12_1
sp|P64463|YDFZ_ECOLI	341.40634242	consistent	C-lim12_1
sp|P64483|YEAK_ECOLI	525.0567598800001	consistent	C-lim12_1
sp|P64534|RCNB_ECOLI	556.44279252	consistent	C-lim12_1
sp|P64540|YFCL_ECOLI	302.65870362	consistent	C-lim12_1
sp|P64554|QUEE_ECOLI	436.26899694	consistent	C-lim12_1
sp|P64581|YQJD_ECOLI	609.9554448	consistent	C-lim12_1
sp|P64585|YQJE_ECOLI	701.2582758	consistent	C-lim12_1
sp|P64596|YRAP_ECOLI	703.694202	consistent	C-lim12_1
sp|P64612|ZAPE_ECOLI	639.7256826	consistent	C-lim12_1
sp|P64616|YHCO_ECOLI	571.98537828	consistent	C-lim12_1
sp|P65294|YGDR_ECOLI	487.09161582	consistent	C-lim12_1
sp|P65870|QUED_ECOLI	796.7146068	consistent	C-lim12_1
sp|P66817|DIAA_ECOLI	667.069452	consistent	C-lim12_1
sp|P67080|PLPHP_ECOLI	570.1509728999999	consistent	C-lim12_1
sp|P67244|YQHA_ECOLI	785.808522	consistent	C-lim12_1
sp|P67553|YNFC_ECOLI	192.63181914	consistent	C-lim12_1
sp|P67762|YHBP_ECOLI	864.723489	consistent	C-lim12_1
sp|P67826|CUTC_ECOLI	587.55941832	consistent	C-lim12_1
sp|P67910|HLDD_ECOLI	692.6180394	consistent	C-lim12_1
sp|P68066|GRCA_ECOLI	187.92195612	consistent	C-lim12_1
sp|P68699|ATPL_ECOLI	756.8190089999999	consistent	C-lim12_1
sp|P68767|AMPA_ECOLI	745.636089	consistent	C-lim12_1
sp|P68919|RL25_ECOLI	570.94813116	consistent	C-lim12_1
sp|P69222|IF1_ECOLI	530.50366254	consistent	C-lim12_1
sp|P69346|YEFM_ECOLI	183.82331148	consistent	C-lim12_1
sp|P69425|TATB_ECOLI	467.30286648	consistent	C-lim12_1
sp|P69428|TATA_ECOLI	576.27371664	consistent	C-lim12_1
sp|P69451|LCFA_ECOLI	414.99949548	consistent	C-lim12_1
sp|P69783|PTGA_ECOLI	706.8800202	consistent	C-lim12_1
sp|P69797|PTNAB_ECOLI	816.7536684	consistent	C-lim12_1
sp|P69811|PTFAH_ECOLI	786.3586176	consistent	C-lim12_1
sp|P69822|ULAB_ECOLI	317.46188904	consistent	C-lim12_1
sp|P69874|POTA_ECOLI	727.7592684	consistent	C-lim12_1
sp|P69913|CSRA_ECOLI	518.0785098	consistent	C-lim12_1
sp|P69922|FUCI_ECOLI	614.4304896	consistent	C-lim12_1
sp|P69931|HDA_ECOLI	650.6381538	consistent	C-lim12_1
sp|P75691|YAHK_ECOLI	696.0200682	consistent	C-lim12_1
sp|P75694|YAHO_ECOLI	373.2580338	consistent	C-lim12_1
sp|P75767|GNGF_ECOLI	688.1278361999999	consistent	C-lim12_1
sp|P75777|YBHG_ECOLI	753.5058534	consistent	C-lim12_1
sp|P75792|SUPH_ECOLI	745.8998424	consistent	C-lim12_1
sp|P75796|GSIA_ECOLI	384.86089524	consistent	C-lim12_1
sp|P75797|GSIB_ECOLI	817.8293891999999	consistent	C-lim12_1
sp|P75798|GSIC_ECOLI	734.9073084	consistent	C-lim12_1
sp|P75809|YBJI_ECOLI	420.64627236	consistent	C-lim12_1
sp|P75818|YBJP_ECOLI	816.4442424	consistent	C-lim12_1
sp|P75823|LTAE_ECOLI	666.7026204	consistent	C-lim12_1
sp|P75830|MACA_ECOLI	756.650127	consistent	C-lim12_1
sp|P75831|MACB_ECOLI	756.1557522	consistent	C-lim12_1
sp|P75838|YCAO_ECOLI	632.1320675999999	consistent	C-lim12_1
sp|P75849|GLO22_ECOLI	630.4202160000001	consistent	C-lim12_1
sp|P75863|YCBX_ECOLI	640.2675396	consistent	C-lim12_1
sp|P75876|RLMI_ECOLI	682.4525172	consistent	C-lim12_1
sp|P75913|GHRA_ECOLI	676.8749004	consistent	C-lim12_1
sp|P75931|YCEM_ECOLI	673.2167105999999	consistent	C-lim12_1
sp|P75946|YCFL_ECOLI	594.65489442	consistent	C-lim12_1
sp|P75952|COMR_ECOLI	300.94605078	consistent	C-lim12_1
sp|P75954|YCFS_ECOLI	276.97889136	consistent	C-lim12_1
sp|P75968|YMFE_ECOLI	671.0419002	consistent	C-lim12_1
sp|P75974|COHE_ECOLI	617.3314115999999	consistent	C-lim12_1
sp|P75989|BLUR_ECOLI	280.00340346	consistent	C-lim12_1
sp|P76004|YCGM_ECOLI	673.315953	consistent	C-lim12_1
sp|P76008|LDCA_ECOLI	608.5167726	consistent	C-lim12_1
sp|P76010|YCGR_ECOLI	195.01558248	consistent	C-lim12_1
sp|P76014|DHAL_ECOLI	594.99172386	consistent	C-lim12_1
sp|P76015|DHAK_ECOLI	656.837379	consistent	C-lim12_1
sp|P76027|OPPD_ECOLI	761.6287536	consistent	C-lim12_1
sp|P76035|YCIW_ECOLI	121.51097562	consistent	C-lim12_1
sp|P76055|TTCA_ECOLI	185.7558687	consistent	C-lim12_1
