transcription_units,monomers_to_remove
"['EG10752', 'EG10751', 'EG10750', 'EG10749']","['EG10752', 'EG10751', 'EG10750', 'EG10749']"
"['EG11629', 'EG11630', 'EG11631', 'EG11632']","['EG11629', 'EG11630', 'EG11631', 'EG11632']"
"['EG11632', 'EG11631', 'EG11630', 'EG11629']","['EG11632', 'EG11631', 'EG11630', 'EG11629']"
"['EG10754', 'G6456', 'G6457']","['EG10754', 'G6456', 'G6457']"
"['EG10754', 'G6455', 'G6454']","['EG10754', 'G6455', 'G6454']"
"['EG12081', 'EG11156', 'EG11155', 'EG11154', 'EG10825']","['EG12081', 'EG11156', 'EG11155', 'EG11154', 'EG10825']"
"['EG12107', 'EG12106', 'EG11798']","['EG12107', 'EG12106', 'EG11798']"
"['EG10758', 'EG12666']","['EG10758', 'EG12666']"
"['EG11403', 'EG11510']","['EG11403', 'EG11510']"
"['G6492', 'G6491', 'G6490']","['G6492', 'G6491', 'G6490']"
"['EG11289', 'G7145']","['EG11289', 'G7145']"
"['EG10762', 'EG10830', 'EG11070']","['EG10762', 'EG10830', 'EG11070']"
"['EG10765', 'EG12830']","['EG10765', 'EG12830']"
"['EG11441', 'EG12233']","['EG11441', 'EG12233']"
"['EG12449', 'EG10075', 'EG10580', 'EG11144', 'G7201', 'G7200']","['EG12449', 'EG10075', 'EG10580', 'EG11144', 'G7201', 'G7200']"
"['EG12424', 'EG10761', 'EG10427']","['EG12424', 'EG10761', 'EG10427']"
"['EG10768', 'EG10767']","['EG10768', 'EG10767']"
"['EG12866', 'EG10760']","['EG12866', 'EG10760']"
"['EG10773', 'EG30067', 'EG10772', 'EG30066', 'EG10771']","['EG10773', 'EG30067', 'EG10772', 'EG30066', 'EG10771']"
"['G6233', 'EG12168']","['G6233', 'EG12168']"
"['G6200', 'G6199', 'G6198', 'G7415', 'G6196']","['G6200', 'G6199', 'G6198', 'G7415', 'G6196']"
"['EG10774', 'EG11294', 'EG11293']","['EG10774', 'EG11294', 'EG11293']"
"['EG10776', 'EG10777', 'EG10778', 'EG10779', 'EG10780']","['EG10776', 'EG10777', 'EG10778', 'EG10779', 'EG10780']"
"['EG10780', 'EG10779', 'EG10778', 'EG10777']","['EG10780', 'EG10779', 'EG10778', 'EG10777']"
"['EG10782', 'EG10784', 'EG10734']","['EG10782', 'EG10784', 'EG10734']"
"['EG11646', 'EG12033']","['EG11646', 'EG12033']"
"['EG20173', 'EG10027']","['EG20173', 'EG10027']"
"['EG10786', 'EG10824', 'EG10826']","['EG10786', 'EG10824', 'EG10826']"
"['EG11906', 'EG11905', 'EG11904']","['EG11906', 'EG11905', 'EG11904']"
"['EG10788', 'EG10789', 'EG10165']","['EG10788', 'EG10789', 'EG10165']"
"['EG11314', 'EG11345']","['EG11314', 'EG11345']"
"['EG10791', 'EG10794']","['EG10791', 'EG10794']"
"['EG10792', 'EG10795']","['EG10792', 'EG10795']"
"['EG10796', 'EG10793', 'EG10796']","['EG10796', 'EG10793', 'EG10796']"
"['EG10798', 'EG10799']","['EG10798', 'EG10799']"
"['G6646', 'EG11822', 'EG10036']","['G6646', 'EG11822', 'EG10036']"
"['G6646', 'EG11822', 'EG10036', 'EG12431', 'G6645']","['G6646', 'EG11822', 'EG10036', 'EG12431', 'G6645']"
"['G6382', 'G6383', 'G6381', 'G6380', 'G6379']","['G6382', 'G6383', 'G6381', 'G6380', 'G6379']"
"['EG10808', 'EG11279', 'EG10863']","['EG10808', 'EG11279', 'EG10863']"
"['EG11279', 'EG10811', 'EG10805']","['EG11279', 'EG10811', 'EG10805']"
"['G6265', 'G6264']","['G6265', 'G6264']"
"['EG12658', 'G7575']","['EG12658', 'G7575']"
"['EG11296', 'EG10945']","['EG11296', 'EG10945']"
"['EG12146', 'EG10635', 'EG11682', 'EG11681', 'EG10898', 'EG11680']","['EG12146', 'EG10635', 'EG11682', 'EG11681', 'EG10898', 'EG11680']"
"['EG12690', 'G6465']","['EG12690', 'G6465']"
"['G7358', 'G7357']","['G7358', 'G7357']"
"['EG11731', 'EG11730']","['EG11731', 'EG11730']"
"['G7175', 'EG11851']","['G7175', 'EG11851']"
"['EG10819', 'EG10817', 'EG10814', 'EG10816', 'EG10815', 'EG10818']","['EG10819', 'EG10817', 'EG10814', 'EG10816', 'EG10815', 'EG10818']"
"['G6173', 'G6171']","['G6173', 'G6171']"
"['G6171', 'G6173', 'G6174']","['G6171', 'G6173', 'G6174']"
"['G7139', 'G7138']","['G7139', 'G7138']"
"['EG10821', 'EG12385']","['EG10821', 'EG12385']"
"['EG11502', 'EG11503']","['EG11502', 'EG11503']"
"['G7823', 'EG11210']","['G7823', 'EG11210']"
"['EG10827', 'EG11899', 'EG11900', 'EG11901', 'G6677', 'G6676']","['EG10827', 'EG11899', 'EG11900', 'EG11901', 'G6677', 'G6676']"
"['EG10828', 'EG10242']","['EG10828', 'EG10242']"
"['EG10828', 'EG10242', 'EG10235']","['EG10828', 'EG10242', 'EG10235']"
"['EG10830', 'EG11070', 'EG11071']","['EG10830', 'EG11070', 'EG11071']"
"['EG10834', 'EG11100']","['EG10834', 'EG11100']"
"['EG12080', 'EG10823']","['EG12080', 'EG10823']"
"['EG10836', 'EG11131']","['EG10836', 'EG11131']"
"['EG10838', 'EG12210', 'EG11189', 'EG11424']","['EG10838', 'EG12210', 'EG11189', 'EG11424']"
"['EG11980', 'EG11979', 'EG11978']","['EG11980', 'EG11979', 'EG11978']"
"['EG11980', 'EG11979', 'EG11978', 'EG11979', 'EG12411', 'EG12412']","['EG11980', 'EG11979', 'EG11978', 'EG11979', 'EG12411', 'EG12412']"
"['EG11458', 'EG11457', 'G7800', 'EG11486', 'EG11456', 'EG11455', 'EG11454', 'EG11453', 'EG11452', 'EG11451', 'EG11295', 'EG10840']","['EG11458', 'EG11457', 'G7800', 'EG11486', 'EG11456', 'EG11455', 'EG11454', 'EG11453', 'EG11452', 'EG11451', 'EG11295', 'EG10840']"
"['EG11866', 'EG11867', 'EG11868']","['EG11866', 'EG11867', 'EG11868']"
"['EG10843', 'EG10842']","['EG10843', 'EG10842']"
"['EG12428', 'EG10845', 'EG12428']","['EG12428', 'EG10845', 'EG12428']"
"['EG11079', 'EG10492', 'EG10548', 'EG11080', 'EG11081']","['EG11079', 'EG10492', 'EG10548', 'EG11080', 'EG11081']"
"['EG11179', 'EG10505', 'EG10665']","['EG11179', 'EG10505', 'EG10665']"
"['G0-16662', 'EG11423', 'EG11426', 'EG11425', 'EG11353', 'EG11352', 'EG11351', 'EG11350', 'EG11340', 'EG11339', 'EG11341']","['G0-16662', 'EG11423', 'EG11426', 'EG11425', 'EG11353', 'EG11352', 'EG11351', 'EG11350', 'EG11340', 'EG11339', 'EG11341']"
"['G6449', 'G6448']","['G6449', 'G6448']"
"['G6488', 'G6489']","['G6488', 'G6489']"
"['EG12609', 'EG11083']","['EG12609', 'EG11083']"
"['EG12098', 'EG12097']","['EG12098', 'EG12097']"
"['G6581', 'G6580']","['G6581', 'G6580']"
"['G7366', 'G7365']","['G7366', 'G7365']"
"['EG10862', 'EG10892']","['EG10862', 'EG10892']"
"['EG30069', 'EG11175', 'EG11176', 'EG10016', 'EG12760']","['EG30069', 'EG11175', 'EG11176', 'EG10016', 'EG12760']"
"['EG11547', 'EG11548']","['EG11547', 'EG11548']"
"['EG10871', 'EG10873', 'EG10894', 'EG10895']","['EG10871', 'EG10873', 'EG10894', 'EG10895']"
"['EG10878', 'EG10893', 'EG10903', 'EG10910', 'EG10912']","['EG10878', 'EG10893', 'EG10903', 'EG10910', 'EG10912']"
"['EG10880', 'EG11023', 'EG11153', 'EG10915']","['EG10880', 'EG11023', 'EG11153', 'EG10915']"
"['EG10881', 'EG11231']","['EG10881', 'EG11231']"
"['EG10881', 'EG11231', 'EG10506']","['EG10881', 'EG11231', 'EG10506']"
"['EG50002', 'EG50001']","['EG50002', 'EG50001']"
"['EG10890', 'EG11119']","['EG10890', 'EG11119']"
"['EG10891', 'EG10886']","['EG10891', 'EG10886']"
"['EG10891', 'EG10886', 'EG11312']","['EG10891', 'EG10886', 'EG11312']"
"['EG10892', 'EG10862']","['EG10892', 'EG10862']"
"['EG11232', 'EG10766', 'EG10876', 'EG10888', 'EG10904', 'EG10879', 'EG10869', 'EG10907', 'EG10913', 'EG10868', 'EG10884', 'EG10875']","['EG11232', 'EG10766', 'EG10876', 'EG10888', 'EG10904', 'EG10879', 'EG10869', 'EG10907', 'EG10913', 'EG10868', 'EG10884', 'EG10875']"
"['EG10895', 'EG10894']","['EG10895', 'EG10894']"
"['EG10895', 'EG10894', 'EG10873', 'EG10871', 'EG10864', 'EG10872']","['EG10895', 'EG10894', 'EG10873', 'EG10871', 'EG10864', 'EG10872']"
"['EG10898', 'EG11681', 'EG10635', 'EG11682', 'EG12146', 'EG12147']","['EG10898', 'EG11681', 'EG10635', 'EG11682', 'EG12146', 'EG12147']"
"['EG10510', 'EG12111']","['EG10510', 'EG12111']"
"['EG10899', 'EG10966', 'EG10967', 'EG10829']","['EG10899', 'EG10966', 'EG10967', 'EG10829']"
"['G7459', 'EG10568', 'EG12188']","['G7459', 'EG10568', 'EG12188']"
"['EG10900', 'EG11265']","['EG10900', 'EG11265']"
"['EG10905', 'EG10764', 'EG10917', 'EG10870']","['EG10905', 'EG10764', 'EG10917', 'EG10870']"
"['EG10908', 'EG10874']","['EG10908', 'EG10874']"
"['EG10910', 'EG10903', 'EG10893', 'EG10878', 'EG10912']","['EG10910', 'EG10903', 'EG10893', 'EG10878', 'EG10912']"
"['EG10916', 'EG10887', 'EG10877', 'EG10902', 'EG10882', 'EG10918', 'EG10865', 'EG10883', 'EG10867', 'EG10866', 'EG10909']","['EG10916', 'EG10887', 'EG10877', 'EG10902', 'EG10882', 'EG10918', 'EG10865', 'EG10883', 'EG10867', 'EG10866', 'EG10909']"
"['EG10920', 'EG10239', 'EG10896']","['EG10920', 'EG10239', 'EG10896']"
"['EG11879', 'EG11880']","['EG11879', 'EG11880']"
"['EG30070', 'EG30077']","['EG30070', 'EG30077']"
"['EG30070', 'EG30077', 'EG30008', 'EG30043', 'EG30084']","['EG30070', 'EG30077', 'EG30008', 'EG30043', 'EG30084']"
"['EG30071', 'EG30078']","['EG30071', 'EG30078']"
"['EG30071', 'EG30078', 'EG30032', 'EG30085']","['EG30071', 'EG30078', 'EG30032', 'EG30085']"
"['EG30072', 'EG30079', 'EG30033', 'EG30086']","['EG30072', 'EG30079', 'EG30033', 'EG30086']"
"['EG30074', 'EG30081']","['EG30074', 'EG30081']"
"['EG30074', 'EG30081', 'EG30034', 'EG30088']","['EG30074', 'EG30081', 'EG30034', 'EG30088']"
"['EG30091', 'EG30103', 'EG30073', 'EG30091', 'EG30080', 'EG30009', 'EG30044', 'EG30087']","['EG30091', 'EG30103', 'EG30073', 'EG30091', 'EG30080', 'EG30009', 'EG30044', 'EG30087']"
"['EG30075', 'EG30082', 'EG30035', 'EG30089']","['EG30075', 'EG30082', 'EG30035', 'EG30089']"
"['EG30076', 'EG30083']","['EG30076', 'EG30083']"
"['EG30076', 'EG30083', 'EG30010', 'EG30045', 'EG30090']","['EG30076', 'EG30083', 'EG30010', 'EG30045', 'EG30090']"
"['G7347', 'G7348', 'EG12341']","['G7347', 'G7348', 'EG12341']"
"['G7347', 'G7348', 'EG12341', 'EG11897']","['G7347', 'G7348', 'EG12341', 'EG11897']"
"['G0-16690', 'G7347', 'G7348', 'EG12341', 'EG11897']","['G0-16690', 'G7347', 'G7348', 'EG12341', 'EG11897']"
"['EG11255', 'EG11254', 'EG10606', 'EG10607', 'EG10854']","['EG11255', 'EG11254', 'EG10606', 'EG10607', 'EG10854']"
"['EG10921', 'G7841']","['EG10921', 'G7841']"
"['EG10523', 'EG10691']","['EG10523', 'EG10691']"
"['G6839', 'G6838']","['G6839', 'G6838']"
"['EG12121', 'EG12120']","['EG12121', 'EG12120']"
"['EG11233', 'G6864']","['EG11233', 'G6864']"
"['G7750', 'G7751']","['G7750', 'G7751']"
"['G6523', 'G6522', 'G6521', 'G6520', 'G6519', 'G6518', 'G6517']","['G6523', 'G6522', 'G6521', 'G6520', 'G6519', 'G6518', 'G6517']"
"['RUVB', 'RUVA']","['RUVB', 'RUVA']"
"['EG10925', 'EG11137']","['EG10925', 'EG11137']"
"['EG10925', 'EG11137', 'EG11138']","['EG10925', 'EG11137', 'EG11138']"
"['G0-8881', 'G0-10715']","['G0-8881', 'G0-10715']"
"['G6311', 'G6310', 'G6309']","['G6311', 'G6310', 'G6309']"
"['G6686', 'G6685', 'G6684', 'G6683', 'G6682', 'G6681']","['G6686', 'G6685', 'G6684', 'G6683', 'G6682', 'G6681']"
"['G2002', 'G2001', 'G2000', 'EG12304', 'EG12305']","['G2002', 'G2001', 'G2000', 'EG12304', 'EG12305']"
"['EG11094', 'EG10927']","['EG11094', 'EG10927']"
"['G7517', 'G7516', 'EG11445', 'EG11444']","['G7517', 'G7516', 'EG11445', 'EG11444']"
"['EG12142', 'EG11623']","['EG12142', 'EG11623']"
"['EG10932', 'EG10931', 'EG10934']","['EG10932', 'EG10931', 'EG10934']"
"['G7510', 'G7509']","['G7510', 'G7509']"
"['EG10933', 'EG10934', 'EG10931', 'EG10932', 'EG10979', 'EG10980', 'EG10981', 'EG10982']","['EG10933', 'EG10934', 'EG10931', 'EG10932', 'EG10979', 'EG10980', 'EG10981', 'EG10982']"
"['EG11954', 'G0-8883']","['EG11954', 'G0-8883']"
"['EG11954', 'G0-8883', 'G7011']","['EG11954', 'G0-8883', 'G7011']"
"['EG10937', 'EG20091']","['EG10937', 'EG20091']"
"['EG10939', 'EG10667']","['EG10939', 'EG10667']"
"['EG10940', 'EG10938', 'EG11096']","['EG10940', 'EG10938', 'EG11096']"
"['EG10942', 'EG10941']","['EG10942', 'EG10941']"
"['EG10946', 'EG10073']","['EG10946', 'EG10073']"
"['G6292', 'G6291']","['G6292', 'G6291']"
"['EG12388', 'G6293']","['EG12388', 'G6293']"
"['EG12287', 'EG12286', 'EG12285', 'EG12284', 'EG12283', 'EG12282', 'EG12281', 'EG12280', 'EG12279']","['EG12287', 'EG12286', 'EG12285', 'EG12284', 'EG12283', 'EG12282', 'EG12281', 'EG12280', 'EG12279']"
"['EG12557', 'G0-10241', 'EG12556', 'G7915', 'EG12554', 'G7914', 'G7913']","['EG12557', 'G0-10241', 'EG12556', 'G7915', 'EG12554', 'G7914', 'G7913']"
"['EG12094', 'G0-9381', 'EG11574', 'EG11589', 'EG11590', 'EG11573', 'EG11572']","['EG12094', 'G0-9381', 'EG11574', 'EG11589', 'EG11590', 'EG11573', 'EG11572']"
"['G0-10617', 'EG11754', 'G0-9941']","['G0-10617', 'EG11754', 'G0-9941']"
"['EG11191', 'EG10251']","['EG11191', 'EG10251']"
"['G6622', 'G7410', 'EG10950']","['G6622', 'G7410', 'EG10950']"
"['G6556', 'G6555']","['G6556', 'G6555']"
"['EG10960', 'EG10959']","['EG10960', 'EG10959']"
"['EG10753', 'EG10964']","['EG10753', 'EG10964']"
"['G6842', 'G6841']","['G6842', 'G6841']"
"['G0-8871', 'G0-8874', 'G0-8873', 'G0-8866', 'G0-8868', 'G0-8865', 'G0-8872', 'G0-8875', 'EG11508', 'G0-8861', 'G0-8862', 'G0-8870']","['G0-8871', 'G0-8874', 'G0-8873', 'G0-8866', 'G0-8868', 'G0-8865', 'G0-8872', 'G0-8875', 'EG11508', 'G0-8861', 'G0-8862', 'G0-8870']"
"['G0-8871', 'G0-8874', 'G0-8873', 'G0-8866', 'G0-8868', 'G0-8865', 'G0-8872', 'G0-8875', 'EG11508', 'G0-8861', 'G0-8862', 'G0-8870', 'G6776']","['G0-8871', 'G0-8874', 'G0-8873', 'G0-8866', 'G0-8868', 'G0-8865', 'G0-8872', 'G0-8875', 'EG11508', 'G0-8861', 'G0-8862', 'G0-8870', 'G6776']"
"['G8210', 'EG10969', 'EG10969', 'EG10970', 'EG10971', 'EG10972', 'EG10974', 'EG10973']","['G8210', 'EG10969', 'EG10969', 'EG10970', 'EG10971', 'EG10972', 'EG10974', 'EG10973']"
"['G0-9383', 'EG12663', 'EG12662', 'EG12661', 'G6359']","['G0-9383', 'EG12663', 'EG12662', 'EG12661', 'G6359']"
"['G0-9384', 'EG11530']","['G0-9384', 'EG11530']"
"['G7498', 'G7497']","['G7498', 'G7497']"
"['EG10978', 'EG10977']","['EG10978', 'EG10977']"
"['EG12358', 'G6476', 'G6477', 'G6478', 'G6479']","['EG12358', 'G6476', 'G6477', 'G6478', 'G6479']"
"['G6599', 'EG11120']","['G6599', 'EG11120']"
"['EG10979', 'EG10980', 'EG10981', 'EG10982']","['EG10979', 'EG10980', 'EG10981', 'EG10982']"
"['EG10980', 'EG10979']","['EG10980', 'EG10979']"
"['G6905', 'G6906', 'EG30037', 'G6907', 'G6908', 'G6909', 'EG11378']","['G6905', 'G6906', 'EG30037', 'G6907', 'G6908', 'G6909', 'EG11378']"
"['EG30008', 'EG11797']","['EG30008', 'EG11797']"
"['G6806', 'G7874', 'G7875']","['G6806', 'G7874', 'G7875']"
"['G6806', 'G7874', 'G7875', 'G6805', 'G6804', 'G6803', 'G6802', 'G6801', 'G6800']","['G6806', 'G7874', 'G7875', 'G6805', 'G6804', 'G6803', 'G6802', 'G6801', 'G6800']"
"['EG30023', 'G7462']","['EG30023', 'G7462']"
"['EG11479', 'G7808', 'G7806']","['EG11479', 'G7808', 'G7806']"
"['EG11481', 'EG11479', 'G7808', 'G7806']","['EG11481', 'EG11479', 'G7808', 'G7806']"
"['EG12423', 'G6219', 'G6218', 'G6217']","['EG12423', 'G6219', 'G6218', 'G6217']"
"['G7039', 'EG11356', 'EG11355']","['G7039', 'EG11356', 'EG11355']"
"['G7624', 'G7626', 'G7627', 'EG11172', 'EG10991', 'EG10990']","['G7624', 'G7626', 'G7627', 'EG11172', 'EG10991', 'EG10990']"
"['G7624', 'G7626', 'G7627', 'EG11172', 'EG10991', 'EG10990', 'EG10989']","['G7624', 'G7626', 'G7627', 'EG11172', 'EG10991', 'EG10990', 'EG10989']"
"['EG10993', 'EG10512']","['EG10993', 'EG10512']"
"['EG11883', 'EG11884']","['EG11883', 'EG11884']"
"['G6598', 'EG12877', 'G6597', 'G6596', 'G6595', 'G6594', 'G6593', 'G6592', 'G6591', 'G6590']","['G6598', 'EG12877', 'G6597', 'G6596', 'G6595', 'G6594', 'G6593', 'G6592', 'G6591', 'G6590']"
"['G6820', 'G6821', 'EG11634']","['G6820', 'G6821', 'EG11634']"
"['G6696', 'G6695']","['G6696', 'G6695']"
"['G0-8895', 'EG10901', 'EG11033']","['G0-8895', 'EG10901', 'EG11033']"
"['M007', 'G7135']","['M007', 'G7135']"
"['G1', 'EG11590', 'EG11589', 'G1', 'EG11587', 'EG11586', 'EG11585']","['G1', 'EG11590', 'EG11589', 'G1', 'EG11587', 'EG11586', 'EG11585']"
"['EG11277', 'EG10998', 'EG10999', 'EG11000']","['EG11277', 'EG10998', 'EG10999', 'EG11000']"
"['EG11002', 'EG12128']","['EG11002', 'EG12128']"
"['EG12100', 'EG30008', 'EG11797']","['EG12100', 'EG30008', 'EG11797']"
"['EG11276', 'EG11005', 'EG11006']","['EG11276', 'EG11005', 'EG11006']"
"['EG11007', 'EG11011', 'EG11010', 'EG11110']","['EG11007', 'EG11011', 'EG11010', 'EG11110']"
"['EG12429', 'EG10439']","['EG12429', 'EG10439']"
"['EG11013', 'G0-10473']","['EG11013', 'G0-10473']"
"['G0-10473', 'G7917']","['G0-10473', 'G7917']"
"['EG11014', 'EG10943']","['EG11014', 'EG10943']"
"['EG11014', 'EG11134', 'EG10943']","['EG11014', 'EG11134', 'EG10943']"
"['EG11815', 'EG11814', 'EG12195']","['EG11815', 'EG11814', 'EG12195']"
"['G7022', 'G7023']","['G7022', 'G7023']"
"['EG10241', 'EG10240']","['EG10241', 'EG10240']"
"['EG11016', 'EG30108']","['EG11016', 'EG30108']"
"['EG11016', 'EG30108', 'EG30106', 'EG30108']","['EG11016', 'EG30108', 'EG30106', 'EG30108']"
"['EG11384', 'G6660']","['EG11384', 'G6660']"
"['EG11402', 'EG12127']","['EG11402', 'EG12127']"
"['EG12633', 'EG11018']","['EG12633', 'EG11018']"
"['EG11779', 'EG12443']","['EG11779', 'EG12443']"
"['EG11024', 'EG11025', 'EG11026']","['EG11024', 'EG11025', 'EG11026']"
"['EG11024', 'EG11025', 'EG11026', 'EG11027', 'EG11028', 'EG11274', 'EG11274']","['EG11024', 'EG11025', 'EG11026', 'EG11027', 'EG11028', 'EG11274', 'EG11274']"
"['EG11030', 'EG11871', 'M004']","['EG11030', 'EG11871', 'M004']"
"['EG11030', 'EG11871', 'M004', 'EG10204', 'EG11183']","['EG11030', 'EG11871', 'M004', 'EG10204', 'EG11183']"
"['EG11030', 'EG11871', 'M004', 'EG10204', 'EG11183', 'EG11183']","['EG11030', 'EG11871', 'M004', 'EG10204', 'EG11183', 'EG11183']"
"['EG11030', 'EG11871', 'M004', 'EG10204', 'EG11183', 'EG11183', 'EG10074', 'EG10081']","['EG11030', 'EG11871', 'M004', 'EG10204', 'EG11183', 'EG11183', 'EG10074', 'EG10081']"
"['G6991', 'G6990']","['G6991', 'G6990']"
"['EG11757', 'EG11758', 'EG11363', 'EG11281', 'EG10595', 'EG10438', 'EG10437', 'EG10436', 'EG10435']","['EG11757', 'EG11758', 'EG11363', 'EG11281', 'EG10595', 'EG10438', 'EG10437', 'EG10436', 'EG10435']"
"['EG12393', 'EG11168', 'EG11169']","['EG12393', 'EG11168', 'EG11169']"
"['EG11036', 'EG10360']","['EG11036', 'EG10360']"
"['EG11036', 'EG10360', 'EG10906', 'EG10911']","['EG11036', 'EG10360', 'EG10906', 'EG10911']"
"['EG11037', 'EG30102', 'EG30107', 'EG30036', 'EG30101']","['EG11037', 'EG30102', 'EG30107', 'EG30036', 'EG30101']"
"['EG11038', 'EG12216', 'G7712', 'G7713', 'G7714', 'EG12876']","['EG11038', 'EG12216', 'G7712', 'G7713', 'G7714', 'EG12876']"
"['G7712', 'G7713', 'G7714', 'G7715']","['G7712', 'G7713', 'G7714', 'G7715']"
"['EG11039', 'EG10078']","['EG11039', 'EG10078']"
"['EG11042', 'EG12870', 'G6659']","['EG11042', 'EG12870', 'G6659']"
"['EG11476', 'EG11474', 'EG11473']","['EG11476', 'EG11474', 'EG11473']"
"['EG11369', 'EG11370']","['EG11369', 'EG11370']"
"['EG11474', 'EG11476', 'EG11473']","['EG11474', 'EG11476', 'EG11473']"
"['G7651', 'G7650']","['G7651', 'G7650']"
"['G7653', 'G7652']","['G7653', 'G7652']"
"['EG11044', 'EG10794', 'EG10169']","['EG11044', 'EG10794', 'EG10169']"
"['EG11050', 'EG11048', 'EG11049', 'EG11046', 'EG11047']","['EG11050', 'EG11048', 'EG11049', 'EG11046', 'EG11047']"
"['EG11053', 'EG11052', 'EG11051']","['EG11053', 'EG11052', 'EG11051']"
"['EG11053', 'EG11052', 'EG11051', 'EG10502', 'EG10494', 'EG11275']","['EG11053', 'EG11052', 'EG11051', 'EG10502', 'EG10494', 'EG11275']"
"['G6866', 'EG11658', 'EG11055']","['G6866', 'EG11658', 'EG11055']"
"['G7860', 'G7859', 'G7858', 'EG12495', 'EG12494', 'G7856']","['G7860', 'G7859', 'G7858', 'EG12495', 'EG12494', 'G7856']"
"['EG10634', 'EG10636', 'EG10632', 'EG10633']","['EG10634', 'EG10636', 'EG10632', 'EG10633']"
"['EG11057', 'EG11056']","['EG11057', 'EG11056']"
"['G0-10580', 'EG10359']","['G0-10580', 'EG10359']"
"['G0-10580', 'EG10359', 'EG10318']","['G0-10580', 'EG10359', 'EG10318']"
"['EG12129', 'EG11665', 'G6092', 'EG11332']","['EG12129', 'EG11665', 'G6092', 'EG11332']"
"['EG11877', 'EG11876']","['EG11877', 'EG11876']"
"['EG11063', 'EG11140']","['EG11063', 'EG11140']"
"['EG12734', 'G81']","['EG12734', 'G81']"
"['EG20248', 'EG11066']","['EG20248', 'EG11066']"
"['EG11067', 'EG11413']","['EG11067', 'EG11413']"
"['EG30110', 'EG30113', 'EG30114', 'EG30113', 'EG30114', 'EG30056']","['EG30110', 'EG30113', 'EG30114', 'EG30113', 'EG30114', 'EG30056']"
"['EG30111', 'EG30112']","['EG30111', 'EG30112']"
"['EG11068', 'EG10211']","['EG11068', 'EG10211']"
"['EG10520', 'EG11190']","['EG10520', 'EG11190']"
"['EG11424', 'EG11189', 'EG12210', 'EG10838']","['EG11424', 'EG11189', 'EG12210', 'EG10838']"
"['EG11423', 'EG11426']","['EG11423', 'EG11426']"
"['EG11423', 'EG11426', 'EG11425', 'EG11353', 'EG11352', 'EG11351', 'EG11350', 'EG11340', 'EG11339', 'EG11341']","['EG11423', 'EG11426', 'EG11425', 'EG11353', 'EG11352', 'EG11351', 'EG11350', 'EG11340', 'EG11339', 'EG11341']"
"['EG11426', 'EG11425']","['EG11426', 'EG11425']"
"['EG11982', 'EG11981']","['EG11982', 'EG11981']"
"['EG11985', 'EG11984', 'EG11983']","['EG11985', 'EG11984', 'EG11983']"
"['G7103', 'G7104', 'G7105', 'G7106', 'G7107']","['G7103', 'G7104', 'G7105', 'G7106', 'G7107']"
"['G7102', 'G7101', 'G7100', 'G7099', 'EG11787', 'EG11788', 'EG11789', 'EG11790', 'EG10161', 'EG10162', 'G7098', 'G7097']","['G7102', 'G7101', 'G7100', 'G7099', 'EG11787', 'EG11788', 'EG11789', 'EG11790', 'EG10161', 'EG10162', 'G7098', 'G7097']"
"['G7096', 'G7095', 'G7094']","['G7096', 'G7095', 'G7094']"
"['EG11540', 'EG12703']","['EG11540', 'EG12703']"
"['G7107', 'G7105', 'G7106']","['G7107', 'G7105', 'G7106']"
"['EG13159', 'G85']","['EG13159', 'G85']"
"['G7486', 'G7487', 'G7485']","['G7486', 'G7487', 'G7485']"
"['G7487', 'G7486', 'G7485']","['G7487', 'G7486', 'G7485']"
"['G7500', 'G7499']","['G7500', 'G7499']"
"['EG11075', 'EG11074']","['EG11075', 'EG11074']"
"['EG20252', 'EG12275', 'EG12276', 'EG20253']","['EG20252', 'EG12275', 'EG12276', 'EG20253']"
"['EG12611', 'EG12610']","['EG12611', 'EG12610']"
"['EG11089', 'EG10962', 'EG10963']","['EG11089', 'EG10962', 'EG10963']"
"['EG11678', 'EG12325', 'EG12326', 'EG12327']","['EG11678', 'EG12325', 'EG12326', 'EG12327']"
"['EG12321', 'EG12320']","['EG12321', 'EG12320']"
"['G372', 'G6097']","['G372', 'G6097']"
"['EG11651', 'EG11650']","['EG11651', 'EG11650']"
"['G6118', 'G6117', 'G6116']","['G6118', 'G6117', 'G6116']"
"['G6118', 'G6117', 'G6116', 'G6115']","['G6118', 'G6117', 'G6116', 'G6115']"
"['G6126', 'G6125', 'G6124', 'G6123', 'G6122', 'G0-10432', 'G6121', 'G6120']","['G6126', 'G6125', 'G6124', 'G6123', 'G6122', 'G0-10432', 'G6121', 'G6120']"
"['EG12338', 'EG12339', 'G0-10433']","['EG12338', 'EG12339', 'G0-10433']"
"['G6141', 'G6140']","['G6141', 'G6140']"
"['G6143', 'G6142']","['G6143', 'G6142']"
"['G6150', 'G6149']","['G6150', 'G6149']"
"['G6186', 'G6185', 'G6184', 'G6183']","['G6186', 'G6185', 'G6184', 'G6183']"
"['G6189', 'G6188']","['G6189', 'G6188']"
"['G6227', 'EG10928']","['G6227', 'EG10928']"
"['G6214', 'G6211']","['G6214', 'G6211']"
"['EG11096', 'EG30032', 'EG30033', 'EG30034', 'EG10996']","['EG11096', 'EG30032', 'EG30033', 'EG30034', 'EG10996']"
"['G6236', 'G6237', 'EG10508', 'EG11098']","['G6236', 'G6237', 'EG10508', 'EG11098']"
"['EG11321', 'EG13217']","['EG11321', 'EG13217']"
