boundary,bulk_molecules_report,TRANS-CPLX-201[s]
boundary,bulk_molecules_report,EG10040-MONOMER[p]
boundary,bulk_molecules_report,XAPB-MONOMER[i]
boundary,bulk_molecules_report,EG10011-MONOMER[c]
boundary,bulk_molecules_report,EG11511-MONOMER[c]
boundary,bulk_molecules_report,EG10241-MONOMER[c]
boundary,bulk_molecules_report,EG10240-MONOMER[c]
boundary,bulk_molecules_report,EG11081-MONOMER[c]
boundary,bulk_molecules_report,EG11563-MONOMER[c]
boundary,bulk_molecules_report,EG11564-MONOMER[c]
boundary,bulk_molecules_report,EG10047-MONOMER[c]
boundary,bulk_molecules_report,EG10985-MONOMER[p]
boundary,bulk_molecules_report,EG12609-MONOMER[c]
boundary,bulk_molecules_report,EG11083-MONOMER[c]
boundary,bulk_molecules_report,EG11084-MONOMER[c]
boundary,bulk_molecules_report,EG11085-MONOMER[c]
boundary,bulk_molecules_report,EG10339-MONOMER[c]
boundary,bulk_molecules_report,EG10626-MONOMER[c]
boundary,bulk_molecules_report,EG12314-MONOMER[c]
boundary,bulk_molecules_report,EG12106-MONOMER[c]
boundary,bulk_molecules_report,EG12605-MONOMER[c]
boundary,bulk_molecules_report,EG12318-MONOMER[p]
boundary,bulk_molecules_report,EG11749-MONOMER[p]
boundary,bulk_molecules_report,EG11972-MONOMER[o]
boundary,bulk_molecules_report,EG10690-MONOMER[c]
boundary,bulk_molecules_report,EG11362-MONOMER[c]
boundary,bulk_molecules_report,EG12330-MONOMER[c]
boundary,bulk_molecules_report,EG10605-MONOMER[i]
boundary,bulk_molecules_report,EG10302-MONOMER[e]
boundary,bulk_molecules_report,EG12332-MONOMER[c]
boundary,bulk_molecules_report,EG12335-MONOMER[c]
boundary,bulk_molecules_report,EG12336-MONOMER[c]
boundary,bulk_molecules_report,EG10570-MONOMER[c]
boundary,bulk_molecules_report,EG11033-MONOMER[c]
boundary,bulk_molecules_report,EG10335-MONOMER[c]
boundary,bulk_molecules_report,EG10455-MONOMER[e]
boundary,bulk_molecules_report,EG10238-MONOMER[c]
boundary,bulk_molecules_report,G6095-MONOMER[c]
boundary,bulk_molecules_report,G6098-MONOMER[c]
boundary,bulk_molecules_report,EG12354-MONOMER[c]
boundary,bulk_molecules_report,EG11649-MONOMER[c]
boundary,bulk_molecules_report,EG11650-MONOMER[c]
boundary,bulk_molecules_report,EG10246-MONOMER[e]
boundary,bulk_molecules_report,G6103-MONOMER[c]
boundary,bulk_molecules_report,G6110-MONOMER[c]
boundary,bulk_molecules_report,G6112-MONOMER[c]
boundary,bulk_molecules_report,G6117-MONOMER[c]
boundary,bulk_molecules_report,EG10695-MONOMER[c]
boundary,bulk_molecules_report,EG11091-MONOMER[c]
boundary,bulk_molecules_report,G6209-MONOMER[c]
boundary,bulk_molecules_report,G6230-MONOMER[c]
boundary,bulk_molecules_report,EG11093-MONOMER[c]
boundary,bulk_molecules_report,EG12159-MONOMER[c]
boundary,bulk_molecules_report,EG10927-MONOMER[c]
boundary,bulk_molecules_report,EG11096-MONOMER[i]
boundary,bulk_molecules_report,G6240-MONOMER[c]
boundary,bulk_molecules_report,EG12182-MONOMER[p]
boundary,bulk_molecules_report,EG10125-MONOMER[c]
boundary,bulk_molecules_report,EG11003-MONOMER[c]
boundary,bulk_molecules_report,EG10158-MONOMER[c]
boundary,bulk_molecules_report,EG10542-MONOMER[c]
boundary,bulk_molecules_report,EG10467-MONOMER[c]
boundary,bulk_molecules_report,G6245-MONOMER[c]
boundary,bulk_molecules_report,EG13217-MONOMER[p]
boundary,bulk_molecules_report,G6251-MONOMER[c]
boundary,bulk_molecules_report,EG11099-MONOMER[c]
boundary,bulk_molecules_report,EG12429-MONOMER[c]
boundary,bulk_molecules_report,EG11100-MONOMER[c]
boundary,bulk_molecules_report,EG12454-MONOMER[c]
boundary,bulk_molecules_report,G6258-MONOMER[c]
boundary,bulk_molecules_report,G6261-MONOMER[c]
boundary,bulk_molecules_report,G6268-MONOMER[c]
boundary,bulk_molecules_report,G6269-MONOMER[c]
boundary,bulk_molecules_report,G6273-MONOMER[c]
