gene_name	cistron_name	monomer_name	prob_monomer_expressed
G6681	G6681_RNA	G6681-MONOMER[c]	0.7205128205128205
G6682	G6682_RNA	G6682-MONOMER[c]	0.7307692307692307
G6683	G6683_RNA	G6683-MONOMER[c]	0.6794871794871795
G6684	G6684_RNA	G6684-MONOMER[c]	0.6641025641025641
G6685	G6685_RNA	G6685-MONOMER[c]	0.6435897435897436
G6688	G6688_RNA	G6688-MONOMER[c]	0.7282051282051282
G6689	G6689_RNA	G6689-MONOMER[c]	0.717948717948718
G6691	G6691_RNA	G6691-MONOMER[c]	0.7025641025641025
G6693	G6693_RNA	G6693-MONOMER[c]	0.9512820512820512
G6695	G6695_RNA	G6695-MONOMER[e]	0.5461538461538461
G6696	G6696_RNA	G6696-MONOMER[c]	0.5512820512820513
G6697	G6697_RNA	G6697-MONOMER[c]	0.8282051282051283
G6698	G6698_RNA	G6698-MONOMER[c]	0.9641025641025641
G6699	G6699_RNA	G6699-MONOMER[c]	1.0
G6700	G6700_RNA	G6700-MONOMER[m]	0.27692307692307694
G6701	G6701_RNA	G6701-MONOMER[i]	1.0
G6702	G6702_RNA	G6702-MONOMER[m]	1.0
G6703	G6703_RNA	G6703-MONOMER[i]	0.9846153846153847
G6704	G6704_RNA	G6704-MONOMER[c]	0.9897435897435898
G6705	G6705_RNA	G6705-MONOMER[p]	0.9923076923076923
G6706	G6706_RNA	G6706-MONOMER[c]	0.9769230769230769
G6708	G6708_RNA	G6708-MONOMER[c]	0.18717948717948718
G6709	G6709_RNA	G6709-MONOMER[c]	0.5307692307692308
G6710	G6710_RNA	G6710-MONOMER[c]	0.5358974358974359
G6711	G6711_RNA	G6711-MONOMER[c]	0.5282051282051282
G6712	G6712_RNA	G6712-MONOMER[c]	0.5384615384615384
G6713	G6713_RNA	G6713-MONOMER[c]	0.5076923076923077
G6714	G6714_RNA	G6714-MONOMER[c]	0.4230769230769231
G6715	G6715_RNA	G6715-MONOMER[c]	0.4358974358974359
G6716	G6716_RNA	G6716-MONOMER[c]	0.45384615384615384
G6717	G6717_RNA	G6717-MONOMER[c]	0.4025641025641026
G6718	G6718_RNA	G6718-MONOMER[c]	0.9307692307692308
G6719	G6719_RNA	G6719-MONOMER[c]	0.4205128205128205
G6720	G6720_RNA	G6720-MONOMER[c]	0.9897435897435898
G6721	G6721_RNA	G6721-MONOMER[c]	0.9897435897435898
G6725	G6725_RNA	G6725-MONOMER[c]	0.9974358974358974
G6727	G6727_RNA	G6727-MONOMER[i]	0.36666666666666664
G6728	G6728_RNA	G6728-MONOMER[i]	0.4256410256410256
G6729	G6729_RNA	G6729-MONOMER[c]	0.4307692307692308
G6730	G6730_RNA	G6730-MONOMER[i]	0.37435897435897436
G6731	G6731_RNA	G6731-MONOMER[c]	1.0
G6732	G6732_RNA	G6732-MONOMER[c]	1.0
G6736	G6736_RNA	G6736-MONOMER[c]	1.0
G6737	G6737_RNA	G6737-MONOMER[c]	1.0
G6738	G6738_RNA	G6738-MONOMER[c]	0.8102564102564103
G6741	G6741_RNA	G6741-MONOMER[c]	0.9256410256410257
G6742	G6742_RNA	G6742-MONOMER[i]	0.9871794871794872
G6743	G6743_RNA	G6743-MONOMER[c]	1.0
G6745	G6745_RNA	G6745-MONOMER[c]	0.9333333333333333
G6746	G6746_RNA	G6746-MONOMER[c]	1.0
G6747	G6747_RNA	G6747-MONOMER[c]	0.6051282051282051
G6749	G6749_RNA	G6749-MONOMER[c]	1.0
G6750	G6750_RNA	G6750-MONOMER[c]	1.0
G6755	G6755_RNA	G6755-MONOMER[c]	0.8256410256410256
G6756	G6756_RNA	G6756-MONOMER[i]	1.0
G6757	G6757_RNA	G6757-MONOMER[c]	1.0
G6758	G6758_RNA	G6758-MONOMER[i]	1.0
G6759	G6759_RNA	G6759-MONOMER[c]	1.0
G6760	G6760_RNA	G6760-MONOMER[c]	0.9333333333333333
G6761	G6761_RNA	G6761-MONOMER[c]	0.9435897435897436
G6762	G6762_RNA	G6762-MONOMER[o]	1.0
G6763	G6763_RNA	G6763-MONOMER[p]	1.0
G6765	G6765_RNA	G6765-MONOMER[c]	0.882051282051282
G6766	G6766_RNA	G6766-MONOMER[m]	0.16923076923076924
G6769	G6769_RNA	G6769-MONOMER[c]	0.823076923076923
G6770	G6770_RNA	G6770-MONOMER[c]	0.9512820512820512
G6772	G6772_RNA	G6772-MONOMER[e]	0.03076923076923077
G6773	G6773_RNA	G6773-MONOMER[o]	0.05384615384615385
G6774	G6774_RNA	G6774-MONOMER[c]	1.0
G6776	G6776_RNA	G6776-MONOMER[c]	0.9974358974358974
G6782	G6782_RNA	G6782-MONOMER[c]	0.676923076923077
G6783	G6783_RNA	G6783-MONOMER[i]	1.0
G6784	G6784_RNA	G6784-MONOMER[i]	1.0
G6785	G6785_RNA	G6785-MONOMER[o]	1.0
G6787	G6787_RNA	G6787-MONOMER[c]	0.2153846153846154
G6788	G6788_RNA	G6788-MONOMER[p]	0.9
G6789	G6789_RNA	G6789-MONOMER[c]	0.07435897435897436
G6791	G6791_RNA	G6791-MONOMER[m]	0.18717948717948718
G6792	G6792_RNA	G6792-MONOMER[l]	0.1564102564102564
G6793	G6793_RNA	G6793-MONOMER[l]	0.28717948717948716
G6794	G6794_RNA	G6794-MONOMER[l]	0.23333333333333334
G6795	G6795_RNA	G6795-MONOMER[m]	0.23846153846153847
G6798	G6798_RNA	G6798-MONOMER[c]	0.9205128205128205
G6799	G6799_RNA	G6799-MONOMER[c]	0.8512820512820513
G6804	G6804_RNA	G6804-MONOMER[c]	0.5974358974358974
G6805	G6805_RNA	G6805-MONOMER[c]	0.7923076923076923
G6806	G6806_RNA	G6806-MONOMER[c]	0.9974358974358974
G6807	G6807_RNA	G6807-MONOMER[i]	1.0
G6808	G6808_RNA	G6808-MONOMER[i]	0.35128205128205126
G6809	G6809_RNA	G6809-MONOMER[c]	1.0
G6810	G6810_RNA	G6810-MONOMER[i]	1.0
G6811	G6811_RNA	G6811-MONOMER[c]	0.658974358974359
G6812	G6812_RNA	G6812-MONOMER[c]	0.958974358974359
G6813	G6813_RNA	G6813-MONOMER[c]	0.3641025641025641
G6814	G6814_RNA	G6814-MONOMER[c]	1.0
G6815	G6815_RNA	G6815-MONOMER[c]	1.0
G6816	G6816_RNA	G6816-MONOMER[c]	0.5051282051282051
G6818	G6818_RNA	G6818-MONOMER[c]	0.6307692307692307
G6819	G6819_RNA	G6819-MONOMER[c]	0.6282051282051282
G6820	G6820_RNA	G6820-MONOMER[c]	0.46923076923076923
G6821	G6821_RNA	G6821-MONOMER[e]	0.47435897435897434
G6822	G6822_RNA	G6822-MONOMER[c]	0.24871794871794872
G6823	G6823_RNA	G6823-MONOMER[c]	1.0
G6824	G6824_RNA	G6824-MONOMER[c]	0.0
G6825	G6825_RNA	G6825-MONOMER[c]	0.18205128205128204
G6826	G6826_RNA	G6826-MONOMER[c]	0.41025641025641024
G6827	G6827_RNA	G6827-MONOMER[c]	0.4307692307692308
G6828	G6828_RNA	G6828-MONOMER[c]	0.39487179487179486
G6829	G6829_RNA	G6829-MONOMER[i]	0.4358974358974359
G6830	G6830_RNA	G6830-MONOMER[c]	0.6025641025641025
G6831	G6831_RNA	G6831-MONOMER[c]	0.6333333333333333
G6832	G6832_RNA	G6832-MONOMER[m]	1.0
G6833	G6833_RNA	G6833-MONOMER[c]	1.0
G6834	G6834_RNA	G6834-MONOMER[c]	0.8717948717948718
G6835	G6835_RNA	G6835-MONOMER[c]	0.8897435897435897
G6838	G6838_RNA	G6838-MONOMER[c]	0.8307692307692308
G6839	G6839_RNA	G6839-MONOMER[c]	0.8461538461538461
G6840	G6840_RNA	G6840-MONOMER[i]	1.0
G6841	G6841_RNA	G6841-MONOMER[o]	1.0
G6843	G6843_RNA	G6843-MONOMER[c]	1.0
G6844	G6844_RNA	G6844-MONOMER[e]	1.0
G6845	G6845_RNA	G6845-MONOMER[i]	0.9666666666666667
G6846	G6846_RNA	G6846-MONOMER[i]	0.9487179487179487
G6847	G6847_RNA	G6847-MONOMER[c]	0.941025641025641
G6848	G6848_RNA	G6848-MONOMER[i]	0.7589743589743589
G6849	G6849_RNA	G6849-MONOMER[c]	0.9538461538461539
G6851	G6851_RNA	G6851-MONOMER[c]	0.9666666666666667
G6853	G6853_RNA	G6853-MONOMER[c]	0.8794871794871795
G6855	G6855_RNA	G6855-MONOMER[p]	0.9948717948717949
G6856	G6856_RNA	G6856-MONOMER[c]	1.0
G6859	G6859_RNA	G6859-MONOMER[m]	0.8615384615384616
G6860	G6860_RNA	G6860-MONOMER[c]	1.0
G6862	G6862_RNA	G6862-MONOMER[c]	0.9025641025641026
G6863	G6863_RNA	G6863-MONOMER[i]	1.0
G6865	G6865_RNA	G6865-MONOMER[i]	1.0
G6866	G6866_RNA	G6866-MONOMER[o]	0.13846153846153847
G6867	G6867_RNA	G6867-MONOMER[c]	1.0
G6868	G6868_RNA	G6868-MONOMER[c]	1.0
G6869	G6869_RNA	G6869-MONOMER[c]	0.9974358974358974
G6870	G6870_RNA	G6870-MONOMER[i]	1.0
G6871	G6871_RNA	G6871-MONOMER[i]	1.0
G6872	G6872_RNA	G6872-MONOMER[i]	1.0
G6873	G6873_RNA	G6873-MONOMER[c]	1.0
G6874	G6874_RNA	G6874-MONOMER[i]	1.0
G6875	G6875_RNA	G6875-MONOMER[i]	1.0
G6876	G6876_RNA	G6876-MONOMER[i]	1.0
G6880	G6880_RNA	G6880-MONOMER[i]	1.0
G6881	G6881_RNA	G6881-MONOMER[o]	1.0
G6882	G6882_RNA	G6882-MONOMER[c]	1.0
G6883	G6883_RNA	G6883-MONOMER[i]	0.9871794871794872
G6884	G6884_RNA	G6884-MONOMER[m]	0.9948717948717949
G6885	G6885_RNA	G6885-MONOMER[i]	0.9512820512820512
G6886	G6886_RNA	G6886-MONOMER[p]	0.9923076923076923
G6887	G6887_RNA	G6887-MONOMER[c]	1.0
G6888	G6888_RNA	G6888-MONOMER[c]	1.0
G6889	G6889_RNA	G6889-MONOMER[c]	0.9897435897435898
G6890	G6890_RNA	G6890-MONOMER[c]	1.0
G6892	G6892_RNA	G6892-MONOMER[p]	1.0
G6894	G6894_RNA	G6894-MONOMER[m]	0.9769230769230769
G6895	G6895_RNA	G6895-MONOMER[c]	1.0
G6896	G6896_RNA	G6896-MONOMER[c]	1.0
G6897	G6897_RNA	G6897-MONOMER[c]	0.7435897435897436
G6898	G6898_RNA	G6898-MONOMER[i]	0.7666666666666667
G6899	G6899_RNA	G6899-MONOMER[p]	0.782051282051282
G6900	G6900_RNA	G6900-MONOMER[c]	0.4230769230769231
G6901	G6901_RNA	G6901-MONOMER[c]	0.4256410256410256
G6902	G6902_RNA	G6902-MONOMER[c]	0.43846153846153846
G6903	G6903_RNA	G6903-MONOMER[c]	1.0
G6904	G6904_RNA	G6904-MONOMER[p]	1.0
G6905	G6905_RNA	G6905-MONOMER[c]	1.0
G6906	G6906_RNA	G6906-MONOMER[c]	1.0
G6907	G6907_RNA	G6907-MONOMER[c]	1.0
G6908	G6908_RNA	G6908-MONOMER[c]	1.0
G6909	G6909_RNA	G6909-MONOMER[c]	1.0
G6911	G6911_RNA	G6911-MONOMER[c]	1.0
G6912	G6912_RNA	G6912-MONOMER[c]	1.0
G6913	G6913_RNA	G6913-MONOMER[c]	1.0
G6914	G6914_RNA	G6914-MONOMER[i]	1.0
G6915	G6915_RNA	G6915-MONOMER[c]	0.23076923076923078
G6918	G6918_RNA	G6918-MONOMER[c]	0.49743589743589745
G6919	G6919_RNA	G6919-MONOMER[c]	0.9179487179487179
G6920	G6920_RNA	G6920-MONOMER[c]	0.4897435897435897
G6921	G6921_RNA	G6921-MONOMER[i]	0.5
G6922	G6922_RNA	G6922-MONOMER[c]	0.4461538461538462
G6923	G6923_RNA	G6923-MONOMER[c]	0.4230769230769231
G6924	G6924_RNA	G6924-MONOMER[c]	1.0
G6925	G6925_RNA	G6925-MONOMER[i]	0.9794871794871794
G6928	G6928_RNA	G6928-MONOMER[o]	1.0
G6929	G6929_RNA	G6929-MONOMER[c]	1.0
G6930	G6930_RNA	G6930-MONOMER[c]	0.9974358974358974
G6931	G6931_RNA	G6931-MONOMER[i]	1.0
G6932	G6932_RNA	G6932-MONOMER[c]	1.0
G6933	G6933_RNA	G6933-MONOMER[i]	0.382051282051282
G6934	G6934_RNA	G6934-MONOMER[i]	1.0
G6935	G6935_RNA	G6935-MONOMER[c]	0.9974358974358974
G6936	G6936_RNA	G6936-MONOMER[c]	0.9923076923076923
G6937	G6937_RNA	G6937-MONOMER[c]	0.11025641025641025
G6938	G6938_RNA	G6938-MONOMER[c]	1.0
G6939	G6939_RNA	G6939-MONOMER[p]	1.0
G6945	G6945_RNA	G6945-MONOMER[i]	0.9282051282051282
G6946	G6946_RNA	G6946-MONOMER[c]	0.9282051282051282
G6947	G6947_RNA	G6947-MONOMER[i]	0.941025641025641
G6948	G6948_RNA	G6948-MONOMER[i]	0.9025641025641026
G6949	G6949_RNA	G6949-MONOMER[p]	0.9051282051282051
G6952	G6952_RNA	G6952-MONOMER[p]	0.9923076923076923
G6953	G6953_RNA	G6953-MONOMER[i]	0.9641025641025641
G6954	G6954_RNA	G6954-MONOMER[c]	1.0
G6955	G6955_RNA	G6955-MONOMER[i]	1.0
G6956	G6956_RNA	G6956-MONOMER[i]	1.0
G6957	G6957_RNA	G6957-MONOMER[c]	0.9794871794871794
G6958	G6958_RNA	G6958-MONOMER[c]	0.28974358974358977
G6959	G6959_RNA	G6959-MONOMER[c]	0.2692307692307692
G6960	G6960_RNA	G6960-MONOMER[c]	0.26153846153846155
G6961	G6961_RNA	G6961-MONOMER[c]	0.3487179487179487
G6963	G6963_RNA	G6963-MONOMER[c]	0.37435897435897436
G6964	G6964_RNA	G6964-MONOMER[c]	1.0
G6966	G6966_RNA	G6966-MONOMER[c]	1.0
G6967	G6967_RNA	G6967-MONOMER[c]	1.0
G6968	G6968_RNA	G6968-MONOMER[o]	1.0
G6969	G6969_RNA	G6969-MONOMER[c]	1.0
G6970	G6970_RNA	G6970-MONOMER[c]	1.0
G6971	G6971_RNA	G6971-MONOMER[i]	0.14102564102564102
G6972	G6972_RNA	G6972-MONOMER[i]	0.7974358974358975
G6973	G6973_RNA	G6973-MONOMER[c]	1.0
G6974	G6974_RNA	G6974-MONOMER[i]	0.0
G6975	G6975_RNA	G6975-MONOMER[i]	1.0
G6976	G6976_RNA	G6976-MONOMER[c]	0.9743589743589743
G6978	G6978_RNA	G6978-MONOMER[c]	1.0
G6979	G6979_RNA	G6979-MONOMER[c]	1.0
G6980	G6980_RNA	G6980-MONOMER[i]	1.0
G6981	G6981_RNA	G6981-MONOMER[m]	1.0
G6982	G6982_RNA	G6982-MONOMER[c]	0.5153846153846153
G6983	G6983_RNA	G6983-MONOMER[c]	0.5153846153846153
G6984	G6984_RNA	G6984-MONOMER[i]	0.49230769230769234
G6985	G6985_RNA	G6985-MONOMER[c]	1.0
G6986	G6986_RNA	G6986-MONOMER[c]	0.9487179487179487
G6988	G6988_RNA	G6988-MONOMER[c]	0.24871794871794872
G6989	G6989_RNA	G6989-MONOMER[c]	0.48717948717948717
G6990	G6990_RNA	G6990-MONOMER[o]	1.0
G6991	G6991_RNA	G6991-MONOMER[c]	1.0
G6992	G6992_RNA	G6992-MONOMER[c]	1.0
G6993	G6993_RNA	G6993-MONOMER[c]	1.0
G6994	G6994_RNA	G6994-MONOMER[c]	1.0
G6995	G6995_RNA	G6995-MONOMER[c]	0.9794871794871794
G6996	G6996_RNA	G6996-MONOMER[p]	0.7589743589743589
G6997	G6997_RNA	G6997-MONOMER[m]	1.0
G6998	G6998_RNA	G6998-MONOMER[i]	1.0
G6999	G6999_RNA	G6999-MONOMER[i]	0.5948717948717949
G7000	G7000_RNA	G7000-MONOMER[m]	1.0
G7001	G7001_RNA	G7001-MONOMER[i]	1.0
G7002	G7002_RNA	G7002-MONOMER[i]	1.0
G7003	G7003_RNA	G7003-MONOMER[c]	1.0
G7005	G7005_RNA	G7005-MONOMER[c]	1.0
G7006	G7006_RNA	G7006-MONOMER[i]	0.9923076923076923
G7007	G7007_RNA	G7007-MONOMER[i]	0.982051282051282
G7008	G7008_RNA	G7008-MONOMER[c]	1.0
G7009	G7009_RNA	G7009-MONOMER[c]	1.0
G7010	G7010_RNA	G7010-MONOMER[m]	1.0
G7011	G7011_RNA	G7011-MONOMER[c]	0.9666666666666667
G7012	G7012_RNA	G7012-MONOMER[p]	1.0
G7013	G7013_RNA	G7013-MONOMER[i]	1.0
G7014	G7014_RNA	G7014-MONOMER[p]	1.0
G7015	G7015_RNA	G7015-MONOMER[i]	1.0
G7016	G7016_RNA	G7016-MONOMER[c]	1.0
G7019	G7019_RNA	G7019-MONOMER[i]	1.0
G7020	G7020_RNA	G7020-MONOMER[c]	1.0
G7021	G7021_RNA	G7021-MONOMER[c]	1.0
G7022	G7022_RNA	G7022-MONOMER[p]	0.5923076923076923
G7023	G7023_RNA	G7023-MONOMER[m]	0.6025641025641025
G7024	G7024_RNA	G7024-MONOMER[c]	1.0
G7025	G7025_RNA	G7025-MONOMER[c]	1.0
G7026	G7026_RNA	G7026-MONOMER[c]	1.0
G7027	G7027_RNA	G7027-MONOMER[j]	1.0
G7028	G7028_RNA	G7028-MONOMER[i]	1.0
G7031	G7031_RNA	G7031-MONOMER[c]	0.8615384615384616
G7033	G7033_RNA	G7033-MONOMER[c]	1.0
G7035	G7035_RNA	G7035-MONOMER[c]	1.0
G7036	G7036_RNA	G7036-MONOMER[c]	0.8666666666666667
G7037	G7037_RNA	G7037-MONOMER[i]	1.0
G7039	G7039_RNA	G7039-MONOMER[p]	1.0
G7040	G7040_RNA	G7040-MONOMER[c]	1.0
G7045	G7045_RNA	G7045-MONOMER[c]	1.0
G7046	G7046_RNA	G7046-MONOMER[c]	1.0
G7048	G7048_RNA	G7048-MONOMER[c]	0.9974358974358974
G7049	G7049_RNA	G7049-MONOMER[i]	0.9487179487179487
G7050	G7050_RNA	G7050-MONOMER[c]	1.0
G7051	G7051_RNA	G7051-MONOMER[i]	1.0
G7055	G7055_RNA	G7055-MONOMER[c]	0.9512820512820512
G7056	G7056_RNA	G7056-MONOMER[m]	1.0
G7057	G7057_RNA	G7057-MONOMER[c]	1.0
G7058	G7058_RNA	G7058-MONOMER[p]	0.8051282051282052
G7059	G7059_RNA	G7059-MONOMER[p]	0.9128205128205128
G7060	G7060_RNA	G7060-MONOMER[i]	0.9128205128205128
G7061	G7061_RNA	G7061-MONOMER[c]	0.8743589743589744
G7062	G7062_RNA	G7062-MONOMER[i]	0.9025641025641026
G7063	G7063_RNA	G7063-MONOMER[c]	1.0
G7064	G7064_RNA	G7064-MONOMER[o]	0.6153846153846154
G7068	G7068_RNA	G7068-MONOMER[c]	1.0
G7071	G7071_RNA	G7071-MONOMER[c]	1.0
G7072	G7072_RNA	G7072-MONOMER[c]	0.558974358974359
G7073	G7073_RNA	G7073-MONOMER[p]	1.0
G7074	G7074_RNA	G7074-MONOMER[c]	0.9717948717948718
G7080	G7080_RNA	G7080-MONOMER[o]	0.9974358974358974
G7081	G7081_RNA	G7081-MONOMER[i]	0.8076923076923077
G7082	G7082_RNA	G7082-MONOMER[c]	0.8076923076923077
G7083	G7083_RNA	G7083-MONOMER[c]	0.7717948717948718
G7084	G7084_RNA	G7084-MONOMER[c]	0.7846153846153846
G7085	G7085_RNA	G7085-MONOMER[c]	0.7871794871794872
G7086	G7086_RNA	G7086-MONOMER[c]	0.7589743589743589
G7087	G7087_RNA	G7087-MONOMER[c]	1.0
G7088	G7088_RNA	G7088-MONOMER[c]	0.764102564102564
G7089	G7089_RNA	G7089-MONOMER[c]	1.0
G7090	G7090_RNA	G7090-MONOMER[m]	1.0
G7093	G7093_RNA	G7093-MONOMER[c]	1.0
G7094	G7094_RNA	G7094-MONOMER[c]	0.6307692307692307
G7095	G7095_RNA	G7095-MONOMER[c]	0.6410256410256411
G7096	G7096_RNA	G7096-MONOMER[c]	0.6461538461538462
G7097	G7097_RNA	G7097-MONOMER[i]	0.18974358974358974
G7098	G7098_RNA	G7098-MONOMER[i]	0.2153846153846154
G7099	G7099_RNA	G7099-MONOMER[c]	0.2358974358974359
G7100	G7100_RNA	G7100-MONOMER[c]	0.2564102564102564
G7101	G7101_RNA	G7101-MONOMER[i]	0.2692307692307692
G7102	G7102_RNA	G7102-MONOMER[c]	0.27692307692307694
G7103	G7103_RNA	G7103-MONOMER[c]	0.3435897435897436
G7104	G7104_RNA	G7104-MONOMER[c]	0.3923076923076923
G7105	G7105_RNA	G7105-MONOMER[i]	0.36153846153846153
G7106	G7106_RNA	G7106-MONOMER[c]	0.3871794871794872
G7107	G7107_RNA	G7107-MONOMER[o]	0.3282051282051282
G7108	G7108_RNA	G7108-MONOMER[i]	1.0
G7109	G7109_RNA	G7109-MONOMER[c]	0.5948717948717949
G7110	G7110_RNA	G7110-MONOMER[c]	0.46153846153846156
G7111	G7111_RNA	G7111-MONOMER[i]	0.3076923076923077
G7112	G7112_RNA	G7112-MONOMER[c]	0.33589743589743587
G7117	G7117_RNA	G7117-MONOMER[c]	1.0
G7118	G7118_RNA	G7118-MONOMER[c]	1.0
G7119	G7119_RNA	G7119-MONOMER[c]	1.0
G7122	G7122_RNA	G7122-MONOMER[c]	0.5487179487179488
G7123	G7123_RNA	G7123-MONOMER[c]	0.9923076923076923
G6169	G6169_RNA	G7126-MONOMER[c]	0.9743589743589743
G7128	G7128_RNA	G7128-MONOMER[i]	1.0
G7131	G7131_RNA	G7131-MONOMER[c]	0.8435897435897436
G7132	G7132_RNA	G7132-MONOMER[c]	0.8205128205128205
G7133	G7133_RNA	G7133-MONOMER[c]	0.982051282051282
G7134	G7134_RNA	G7134-MONOMER[c]	0.9897435897435898
G7137	G7137_RNA	G7137-MONOMER[c]	1.0
G7138	G7138_RNA	G7138-MONOMER[i]	0.8666666666666667
G7139	G7139_RNA	G7139-MONOMER[c]	1.0
G7144	G7144_RNA	G7144-MONOMER[m]	0.9871794871794872
G7145	G7145_RNA	G7145-MONOMER[c]	0.6333333333333333
G7146	G7146_RNA	G7146-MONOMER[i]	1.0
G7147	G7147_RNA	G7147-MONOMER[o]	1.0
G7148	G7148_RNA	G7148-MONOMER[i]	0.9974358974358974
G7152	G7152_RNA	G7152-MONOMER[c]	0.11025641025641025
G7153	G7153_RNA	G7153-MONOMER[c]	0.14102564102564102
G7156	G7156_RNA	G7156-MONOMER[i]	0.16923076923076924
G7158	G7158_RNA	G7158-MONOMER[c]	0.6153846153846154
G7160	G7160_RNA	G7160-MONOMER[c]	0.358974358974359
G7161	G7161_RNA	G7161-MONOMER[c]	0.4897435897435897
G7162	G7162_RNA	G7162-MONOMER[c]	1.0
G7163	G7163_RNA	G7163-MONOMER[o]	0.9923076923076923
G7164	G7164_RNA	G7164-MONOMER[c]	0.9974358974358974
G7165	G7165_RNA	G7165-MONOMER[p]	0.7051282051282052
G7166	G7166_RNA	G7166-MONOMER[m]	0.9256410256410257
G7167	G7167_RNA	G7167-MONOMER[i]	0.941025641025641
G7168	G7168_RNA	G7168-MONOMER[m]	0.7948717948717948
G7169	G7169_RNA	G7169-MONOMER[m]	0.8923076923076924
G7170	G7170_RNA	G7170-MONOMER[i]	0.8692307692307693
G7171	G7171_RNA	G7171-MONOMER[i]	0.8717948717948718
G7172	G7172_RNA	G7172-MONOMER[c]	1.0
G7173	G7173_RNA	G7173-MONOMER[c]	1.0
G7174	G7174_RNA	G7174-MONOMER[c]	1.0
G7175	G7175_RNA	G7175-MONOMER[c]	1.0
G7176	G7176_RNA	G7176-MONOMER[c]	0.45384615384615384
G7177	G7177_RNA	G7177-MONOMER[c]	0.3769230769230769
G7178	G7178_RNA	G7178-MONOMER[i]	0.09743589743589744
G7179	G7179_RNA	G7179-MONOMER[c]	0.3333333333333333
G7180	G7180_RNA	G7180-MONOMER[c]	0.04871794871794872
G7181	G7181_RNA	G7181-MONOMER[c]	0.7230769230769231
G7182	G7182_RNA	G7182-MONOMER[c]	0.8615384615384616
G7184	G7184_RNA	G7184-MONOMER[c]	0.9794871794871794
G7185	G7185_RNA	G7185-MONOMER[c]	0.8794871794871795
G7186	G7186_RNA	G7186-MONOMER[i]	0.7487179487179487
G7187	G7187_RNA	G7187-MONOMER[c]	1.0
G7188	G7188_RNA	G7188-MONOMER[c]	1.0
G7189	G7189_RNA	G7189-MONOMER[i]	1.0
G7190	G7190_RNA	G7190-MONOMER[i]	0.3128205128205128
G7191	G7191_RNA	G7191-MONOMER[c]	1.0
G7192	G7192_RNA	G7192-MONOMER[c]	1.0
G7193	G7193_RNA	G7193-MONOMER[c]	1.0
G7194	G7194_RNA	G7194-MONOMER[c]	0.9769230769230769
G7196	G7196_RNA	G7196-MONOMER[c]	1.0
G7197	G7197_RNA	G7197-MONOMER[c]	0.9358974358974359
G7199	G7199_RNA	G7199-MONOMER[c]	0.9743589743589743
G7200	G7200_RNA	G7200-MONOMER[c]	1.0
G7201	G7201_RNA	G7201-MONOMER[c]	1.0
G7202	G7202_RNA	G7202-MONOMER[c]	1.0
G7203	G7203_RNA	G7203-MONOMER[c]	0.8384615384615385
G7204	G7204_RNA	G7204-MONOMER[e]	0.9051282051282051
G7205	G7205_RNA	G7205-MONOMER[l]	0.9230769230769231
G7206	G7206_RNA	G7206-MONOMER[e]	0.9025641025641026
G7207	G7207_RNA	G7207-MONOMER[p]	0.9256410256410257
G7210	G7210_RNA	G7210-MONOMER[e]	0.07179487179487179
G7211	G7211_RNA	G7211-MONOMER[c]	1.0
G7212	G7212_RNA	G7212-MONOMER[c]	0.882051282051282
G7213	G7213_RNA	G7213-MONOMER[c]	0.9384615384615385
G7214	G7214_RNA	G7214-MONOMER[c]	1.0
G7215	G7215_RNA	G7215-MONOMER[c]	0.46153846153846156
G7216	G7216_RNA	G7216-MONOMER[m]	1.0
G7217	G7217_RNA	G7217-MONOMER[m]	0.9435897435897436
G7218	G7218_RNA	G7218-MONOMER[c]	0.958974358974359
G7219	G7219_RNA	G7219-MONOMER[i]	1.0
G7220	G7220_RNA	G7220-MONOMER[i]	1.0
G7221	G7221_RNA	G7221-MONOMER[i]	1.0
G7223	G7223_RNA	G7223-MONOMER[c]	0.5205128205128206
G7225	G7225_RNA	G7225-MONOMER[c]	0.541025641025641
G7226	G7226_RNA	G7226-MONOMER[c]	0.5461538461538461
G7227	G7227_RNA	G7227-MONOMER[c]	0.5461538461538461
G7228	G7228_RNA	G7228-MONOMER[c]	0.782051282051282
G7229	G7229_RNA	G7229-MONOMER[c]	0.7538461538461538
G7230	G7230_RNA	G7230-MONOMER[c]	0.6307692307692307
G7231	G7231_RNA	G7231-MONOMER[c]	0.6435897435897436
G7232	G7232_RNA	G7232-MONOMER[c]	0.6333333333333333
G7233	G7233_RNA	G7233-MONOMER[i]	0.2128205128205128
G7234	G7234_RNA	G7234-MONOMER[c]	0.2153846153846154
G7236	G7236_RNA	G7236-MONOMER[c]	0.17435897435897435
G7237	G7237_RNA	G7237-MONOMER[c]	0.19743589743589743
G7238	G7238_RNA	G7238-MONOMER[p]	0.24358974358974358
G7239	G7239_RNA	G7239-MONOMER[i]	0.8179487179487179
G7240	G7240_RNA	G7240-MONOMER[i]	0.8179487179487179
G7242	G7242_RNA	G7242-MONOMER[c]	1.0
G7243	G7243_RNA	G7243-MONOMER[i]	0.9769230769230769
G7244	G7244_RNA	G7244-MONOMER[c]	0.9897435897435898
G7245	G7245_RNA	G7245-MONOMER[c]	0.9871794871794872
G7246	G7246_RNA	G7246-MONOMER[m]	0.34615384615384615
G7247	G7247_RNA	G7247-MONOMER[c]	0.34102564102564104
G7248	G7248_RNA	G7248-MONOMER[c]	0.3435897435897436
