	Uniprot accession	Protein name	Gene name	MinimalMedia_1	MinimalMedia_2	MinimalMedia_mean
1382	P23908	ARGE_ECOLI	argE	0.6261192202612957	0.9002486458624084	0.7631839330618521
1383	P23909	MUTS_ECOLI	mutS	0.9393082711064752	0.8409623174405153	0.8901352942734952
1384	P23917	MAK_ECOLI	mak	0.7673150388062349	0.7445655484502625	0.7559402936282487
1385	P23930	LNT_ECOLI	lnt	0.8754880183511571	0.6709249301775776	0.7732064742643674
1386	P24171	DCP_ECOLI	dcp	0.739601991738526	0.7618276939355639	0.7507148428370449
1387	P24173	RFAC_ECOLI	rfaC	1.651619973120047	0.7646723140490956	1.208146143584572
1388	P24177	ACRD_ECOLI	acrD	0.536881980841656	0.7622029890372349	0.6495424849394454
1389	P24178	YFFB_ECOLI	yffB	0.6536616944206248	1.099562288842828	0.8766119916317263
1390	P24180	ACRE_ECOLI	acrE	0.7911995433461221		0.7911995433461221
1391	P24182	ACCC_ECOLI	accC	0.8023568468109725	0.6602526667783635	0.731304756794668
1392	P24186	FOLD_ECOLI	folD	0.6307462998384982	1.187132038664623	0.9089391692515604
1393	P24188	YCEA_ECOLI	yceA	1.061491449166996	0.238278893756784	0.6498851714618897
1394	P24192	HYPD_ECOLI	hypD	0.7853521406938758	0.5483275890483748	0.6668398648711253
1395	P24193	HYPE_ECOLI	hypE	0.7963551229733116	0.4417446488911727	0.6190498859322422
1396	P24197	YGID_ECOLI	ygiD	0.8660371724392238		0.8660371724392238
1397	P24200	MCRA_ECOLI	mcrA	0.6104166717633998		0.6104166717633998
1398	P24202	MRR_ECOLI	mrr	1.342347167651618	0.779257575198345	1.060802371424982
1399	P24203	YJIA_ECOLI	yjiA	0.8132252993914092	0.6564343103046022	0.7348298048480058
1400	P24205	LPXM_ECOLI	lpxM	0.6879494200828973	0.7188639818843684	0.7034067009836329
1401	P24207	PHEP_ECOLI	pheP	0.7114743921331911	0.4807384262545112	0.5961064091938512
1402	P24215	UXUA_ECOLI	uxuA	0.6905238655877234	1.075807565652812	0.8831657156202679
1403	P24216	FLID_ECOLI	fliD	0.207850814450809	0.1018742937112033	0.1548625540810061
1404	P24224	ACPS_ECOLI	acpS	0.742700568802906	0.7559042640105617	0.7493024164067339
1405	P24228	DACB_ECOLI	dacB	0.8344410317253393	0.692508465294758	0.7634747485100486
1406	P24230	RECG_ECOLI	recG	0.6339338681961741	0.7465792100910831	0.6902565391436286
1407	P24232	HMP_ECOLI	hmp	0.8752526142994778	0.6990438741888667	0.7871482442441722
1408	P24240	ASCB_ECOLI	ascB	1.075032463061796		1.075032463061796
1409	P24242	ASCG_ECOLI	ascG	0.5932936282367877	0.7198387993399493	0.6565662137883685
1410	P24251	CRL_ECOLI	crl	0.5844286519673052	0.7784318532578879	0.6814302526125966
1411	P24252	YBGA_ECOLI	ybgA	0.6508470195310608		0.6508470195310608
1412	P24255	RP54_ECOLI	rpoN	0.6758354662914604	0.7760611763240591	0.7259483213077598
1413	P24554	RADA_ECOLI	radA	0.5708214203520833	0.7099757181505655	0.6403985692513243
1414	P24555	PTRB_ECOLI	ptrB	0.5702070485807218	0.5426828952545897	0.5564449719176557
1415	P25397	TEHB_ECOLI	tehB	0.7565387599476708	0.7601913641099928	0.7583650620288318
1416	P25437	FRMA_ECOLI	frmA	0.7271786006390303	0.7660269410478011	0.7466027708434158
1417	P25516	ACNA_ECOLI	acnA	0.8697151735752418	0.7344035928049408	0.8020593831900913
1418	P25519	HFLX_ECOLI	hflX	0.635909754182672	0.698044924968092	0.666977339575382
1419	P25522	MNME_ECOLI	mnmE	0.6453243135036462	0.6914083160875817	0.6683663147956139
1420	P25524	CODA_ECOLI	codA	2	0.7813275997201573	1.390663799860079
1421	P25526	GABD_ECOLI	gabD	0.740493405873336	0.6719544467700824	0.7062239263217092
1422	P25534	UBIH_ECOLI	ubiH	0.6997471999487492	0.7605364891969707	0.73014184457286
1423	P25535	UBII_ECOLI	ubiI	0.674379172916759	0.6980485756910351	0.686213874303897
1424	P25536	YHDE_ECOLI	yhdE	0.7003245716658022	0.6282726962471308	0.6642986339564665
1425	P25539	RIBD_ECOLI	ribD	0.7384303965285696	1.899886727732772	1.319158562130671
1426	P25552	GPPA_ECOLI	gppA	0.672044224397095	0.6754252224279842	0.6737347234125396
1427	P25553	ALDA_ECOLI	aldA	0.7403020192300283	0.7336506483164823	0.7369763337732553
1428	P25665	METE_ECOLI	metE	0.9100485050361138	0.7469429191432876	0.8284957120897007
1429	P25666	HTRL_ECOLI	htrL	1.002122551795096	0.7310518306819638	0.8665871912385301
1430	P25714	YIDC_ECOLI	yidC	0.6759141941304944	0.6738376519649854	0.6748759230477399
1431	P25736	END1_ECOLI	endA	2	0.8999752724365365	1.449987636218268
1432	P25737	LYSP_ECOLI	lysP	0.6685181393229896	0.6901433123822611	0.6793307258526253
1433	P25740	RFAG_ECOLI	rfaG	0.9704180116295296	0.6498103752812426	0.8101141934553862
1434	P25741	RFAP_ECOLI	rfaP	0.9148766136643184	0.6879938872766578	0.801435250470488
1435	P25742	RFAQ_ECOLI	rfaQ	0.6788866637130494	0.7398837256282623	0.7093851946706559
1436	P25745	MNMA_ECOLI	mnmA	0.6747648147585537	0.7045368808081498	0.6896508477833517
1437	P25746	HFLD_ECOLI	hflD	0.7992248965268305	0.6110551864867282	0.7051400415067793
1438	P25747	YEIB_ECOLI	yeiB	1.19355327720017	0.7627191564640854	0.9781362168321276
1439	P25748	GALS_ECOLI	galS	0.8929783836428071	0.4315491033864903	0.6622637435146487
1440	P25798	FLIF_ECOLI	fliF	0.6312906156057237	0.6305025741982982	0.630896594902011
1441	P25888	RHLE_ECOLI	rhlE	0.5635189372968654	0.5379987494098686	0.550758843353367
1442	P25894	LOIP_ECOLI	loiP	0.8734669786284835	0.803328263771692	0.8383976212000878
1443	P26281	HPPK_ECOLI	folK	0.7122122740619048		0.7122122740619048
1444	P26365	AMIB_ECOLI	amiB	0.6121031457961716	0.6705744394251028	0.6413387926106372
1445	P26602	UBIC_ECOLI	ubiC	0.6583443987399055	0.5659535097850601	0.6121489542624827
1446	P26608	FLIS_ECOLI	fliS	0.1756452034388135	0.1306049802146016	0.1531250918267075
1447	P26612	AMY2_ECOLI	amyA	0.7361661674920706	0.741254014680009	0.7387100910860398
1448	P26616	MAO1_ECOLI	maeA	1.048029529631811	0.7510378964888865	0.8995337130603485
1449	P26646	ACUI_ECOLI	acuI	0.7126293320554035	0.7474582049577355	0.7300437685065695
1450	P26647	PLSC_ECOLI	plsC	0.8215893541134349		0.8215893541134349
1451	P26648	FTSP_ECOLI	ftsP	0.7174434746594274	1.684689863306553	1.20106666898299
1452	P27111	CYNR_ECOLI	cynR	0.5136012170363042	0.5320149005219357	0.52280805877912
1453	P27126	RFAS_ECOLI	rfaS	0.5787870358382036	0.6897062018830826	0.634246618860643
1454	P27127	RFAB_ECOLI	rfaB	0.6837918095408589	0.813138218982331	0.748465014261595
1455	P27128	RFAI_ECOLI	rfaI	0.8818680830358027	0.51664452468065	0.6992563038582263
1456	P27129	RFAJ_ECOLI	rfaJ	0.7256069481121942	0.646138340676499	0.6858726443943466
1457	P27238	YFED_ECOLI	yfeD	0.6217401412185467		0.6217401412185467
1458	P27240	RFAY_ECOLI	rfaY	0.6942149682384081	0.6738200558906778	0.684017512064543
1459	P27241	RFAZ_ECOLI	rfaZ	0.6010918157485289	0.632243218174413	0.6166675169614709
1460	P27242	WAAU_ECOLI	waaU	0.8777903915174797	1.013607633413259	0.9456990124653696
1461	P27245	MARR_ECOLI	marR	0.7453157514994042	0.7295538881218693	0.7374348198106367
1462	P27247	PLSX_ECOLI	plsX	2	1.06106842087576	1.53053421043788
1463	P27248	GCST_ECOLI	gcvT	0.6620884427289021	0.7897459357012477	0.7259171892150749
1464	P27249	GLND_ECOLI	glnD	0.8494831710629488	0.6394208339094986	0.7444520024862237
1465	P27250	AHR_ECOLI	ahr	0.862592199131198	0.5738724296036154	0.7182323143674068
1466	P27278	NADR_ECOLI	nadR	0.6931179843668571	0.6624409914113313	0.6777794878890941
1467	P27294	INAA_ECOLI	inaA	0.2624622898972129	0.3941231130450174	0.3282927014711151
1468	P27296	DING_ECOLI	dinG	0.5665407539249434	0.8331422263531227	0.6998414901390331
1469	P27298	OPDA_ECOLI	prlC	0.64892001271873	0.701423438876468	0.675171725797599
1470	P27300	LPXK_ECOLI	lpxK	0.7133764552759174	2	1.356688227637959
1471	P27302	TKT1_ECOLI	tktA	0.7853279599443639	0.7518436115726509	0.7685857857585074
1472	P27303	EMRA_ECOLI	emrA	0.7368205500669152	0.6321434354791128	0.6844819927730139
1473	P27305	GLUQ_ECOLI	gluQ	0.8404483061427125		0.8404483061427125
1474	P27306	STHA_ECOLI	sthA		1.067877848470483	1.067877848470483
1475	P27431	ROXA_ECOLI	roxA	0.9436640539607046	0.8612256478131258	0.9024448508869152
1476	P27434	RODZ_ECOLI	rodZ	0.6093783606993626	0.7083226546089314	0.658850507654147
1477	P27550	ACSA_ECOLI	acs	0.6475992377064382	0.8594038967043912	0.7535015672054147
1478	P27828	WECB_ECOLI	wecB	0.8138662070504334	0.9357190183097456	0.8747926126800896
1479	P27829	WECC_ECOLI	wecC	0.655322781362933	0.7236937382932671	0.6895082598281
1480	P27830	RMLB2_ECOLI	rffG	0.6618093122682797	0.7484851570125998	0.7051472346404397
1481	P27832	WECD_ECOLI	wecD	0.8164654802553591	0.8341584594128392	0.8253119698340992
1482	P27833	WECE_ECOLI	wecE	0.7722182518193319	0.6836621268242121	0.7279401893217721
1483	P27836	WECG_ECOLI	wecG	0.7329328305703556	0.7507113502752404	0.741822090422798
1484	P27837	YIFK_ECOLI	yifK	0.6174354675988595	2	1.30871773379943
1485	P27838	CYAY_ECOLI	cyaY	1.165124507673833	0.7997955763987944	0.9824600420363137
1486	P27848	YIGL_ECOLI	yigL	0.7293715875218965	0.7069498995676977	0.7181607435447971
1487	P27859	TATD_ECOLI	tatD	0.8504209995728085	0.6755034775581366	0.7629622385654725
1488	P27862	YIGZ_ECOLI	yigZ	0.6808753736789355	0.6933260166639845	0.68710069517146
1489	P27896	NARQ_ECOLI	narQ	0.6707945598301236	0.751151024168491	0.7109727919993073
1490	P28224	MLIC_ECOLI	mliC	0.6288750758331915	0.7075	0.6681875379165958
1491	P28248	DCD_ECOLI	dcd	0.7672962376043936	0.6254544013404674	0.6963753194724305
1492	P28249	ASMA_ECOLI	asmA	0.8439944897868492	0.9909496296422357	0.9174720597145424
1493	P28304	QOR1_ECOLI	qorA	0.6624177201143099	0.6261241453070852	0.6442709327106975
1494	P28305	PABC_ECOLI	pabC	0.6176468985186122	2	1.308823449259306
1495	P28306	MLTG_ECOLI	mltG	0.7293212509724598	0.686162523843312	0.7077418874078859
1496	P28630	HOLA_ECOLI	holA	0.7573583908153854	0.682445838752741	0.7199021147840632
1497	P28631	HOLB_ECOLI	holB	0.7494854030932963	2	1.374742701546648
1498	P28634	TRMO_ECOLI	trmO	0.6376930609047186	0.6766982559714216	0.65719565843807
1499	P28635	METQ_ECOLI	metQ	0.841006300729222	0.8571816071329188	0.8490939539310705
1500	P28721	GLTF_ECOLI	gltF	0.1968695882072524		0.1968695882072524
1501	P28861	FENR_ECOLI	fpr	0.8024949786688249	0.7024657393587604	0.7524803590137927
1502	P28903	NRDD_ECOLI	nrdD	1.193416551127446	0.9636970092172166	1.078556780172332
1503	P28904	TREC_ECOLI	treC	1.035567120844263	0.8000071465537233	0.9177871336989932
1504	P28905	HOLC_ECOLI	holC	0.6652492449749895	0.8047152408618474	0.7349822429184185
1505	P29012	ALR2_ECOLI	dadX	0.7475063130104551	0.6221740415288312	0.6848401772696431
1506	P29018	CYDD_ECOLI	cydD	0.6976422652861468	1.228645795225965	0.963144030256056
1507	P29131	FTSN_ECOLI	ftsN	0.7223395661550213	0.808656201539778	0.7654978838473996
1508	P29208	MENC_ECOLI	menC	0.6897584619968725	0.7401376868013517	0.7149480743991121
1509	P29217	YCEH_ECOLI	yceH	0.7568831069787973	0.9504196037125948	0.8536513553456961
1510	P29680	DCUP_ECOLI	hemE	0.8163205925523404	0.672667690651513	0.7444941416019266
1511	P29744	FLGL_ECOLI	flgL	0.1807784093023175	0.1722894029556624	0.1765339061289899
1512	P29745	PEPT_ECOLI	pepT	0.7854562074367646	0.817829683253053	0.8016429453449088
1513	P30011	NADC_ECOLI	nadC	0.7399351467133485	0.7271012499632773	0.7335181983383129
1514	P30014	RNT_ECOLI	rnt	0.7178662518253266	0.7026245890435104	0.7102454204344185
1515	P30125	LEU3_ECOLI	leuB	0.926010290983664	0.8065676842338153	0.8662889876087396
1516	P30126	LEUD_ECOLI	leuD	0.6567469608848183	1.180228048712236	0.9184875047985273
1517	P30128	GREB_ECOLI	greB	0.6190561508157992	0.4477279643585766	0.5333920575871879
1518	P30130	FIMD_ECOLI	fimD	0.7040857387539028		0.7040857387539028
1519	P30136	THIC_ECOLI	thiC	0.6217473935507335	0.5701576941986083	0.5959525438746709
1520	P30137	THIE_ECOLI	thiE	0.7348604239142823	0.5876442245054644	0.6612523242098733
1521	P30138	THIF_ECOLI	thiF	2	0.6669143510813961	1.333457175540698
1522	P30139	THIG_ECOLI	thiG	0.6611486465489066	0.9078633916783232	0.7845060191136148
1523	P30140	THIH_ECOLI	thiH	0.4562292249181691	0.3924252137821255	0.4243272193501473
1524	P30177	YBIB_ECOLI	ybiB	0.7443019862708462	0.7052860072037276	0.724793996737287
1525	P30178	HCXB_ECOLI	hcxB	1.069393131180998	0.7023705388678273	0.8858818350244126
1526	P30744	SDHM_ECOLI	sdaB	0.3192132229288647	0.3838369337381261	0.3515250783334954
1527	P30745	MOAA_ECOLI	moaA	0.3369607228105117	0.325314471627874	0.3311375972191929
1528	P30748	MOAD_ECOLI	moaD	0.566829995762075	0.8087955356573654	0.6878127657097202
1529	P30749	MOAE_ECOLI	moaE	0.8354488205260358	0.7922523290166671	0.8138505747713514
1530	P30750	METN_ECOLI	metN	0.987089481831964	0.7382037536813083	0.8626466177566361
1531	P30843	BASR_ECOLI	basR	0.7044977827447041	0.7075	0.705998891372352
1532	P30844	BASS_ECOLI	basS	0.6819986201897883		0.6819986201897883
1533	P30845	EPTA_ECOLI	eptA	0.7073542563860428		0.7073542563860428
1534	P30847	BAES_ECOLI	baeS	0.8810438622332033	0.6754986594719969	0.7782712608526001
1535	P30850	RNB_ECOLI	rnb	0.7994214730368601	0.9546191535608024	0.8770203132988312
1536	P30859	ARTI_ECOLI	artI	0.7753781365393457	0.8791178772449556	0.8272480068921506
1537	P30860	ARTJ_ECOLI	artJ	0.8030646092988193	0.7784687543064658	0.7907666818026425
1538	P30863	DKGB_ECOLI	dkgB	1.698539271824288	0.7271552369902111	1.212847254407249
1539	P30864	YAFC_ECOLI	yafC	0.7061550602515961	0.680238546326245	0.6931968032889206
1540	P30870	GLNE_ECOLI	glnE	1.706542180461228	1.058384071406188	1.382463125933708
1541	P30871	3PASE_ECOLI	ygiF	0.9688025244068532	0.6672960831628406	0.8180493037848469
1542	P30958	MFD_ECOLI	mfd	0.7373046473226791	0.7754287691007324	0.7563667082117058
1543	P31057	PANB_ECOLI	panB	0.8042611001531804	0.7458526111530633	0.7750568556531219
1544	P31060	MODF_ECOLI	modF	0.5863641671673816	1.0502823518565	0.8183232595119406
1545	P31063	YEDD_ECOLI	yedD	0.9980775499594357	0.5995872888259227	0.7988324193926792
1546	P31064	YEDE_ECOLI	yedE	0.5736591130638491	0.915134022448748	0.7443965677562985
1547	P31068	FLIH_ECOLI	fliH	0.7312986552160916	0.5793571390522085	0.6553278971341501
1548	P31069	KCH_ECOLI	kch	0.669580590056432	0.7171021873648479	0.6933413887106399
1549	P31119	AAS_ECOLI	aas	0.667370943919786	0.8620986452832238	0.7647347946015048
1550	P31120	GLMM_ECOLI	glmM	0.8530514871366702	0.9007407136457064	0.8768961003911884
1551	P31131	YDEJ_ECOLI	ydeJ	0.5919370241267287		0.5919370241267287
1552	P31133	POTF_ECOLI	potF	0.7373136799637282	0.7033593475373328	0.7203365137505304
1553	P31134	POTG_ECOLI	potG	0.6658798191590891	0.7262910749724453	0.6960854470657671
1554	P31142	THTM_ECOLI	sseA	0.6495937606324279	0.7072568384475793	0.6784252995400035
1555	P31224	ACRB_ECOLI	acrB		0.9027419236817252	0.9027419236817252
1556	P31433	YICH_ECOLI	yicH	0.6719393670659304	0.691182967527506	0.6815611672967181
1557	P31435	YICJ_ECOLI	yicJ	0.7240198475655252	0.6332789691858147	0.67864940837567
1558	P31441	ADEC_ECOLI	ade	0.6952872115249381	0.6291476252102837	0.6622174183676108
1559	P31455	YIDR_ECOLI	yidR	0.6958847746214238	2	1.347942387310712
1560	P31460	DGOR_ECOLI	dgoR	0.7284133905254745	0.7243522624438008	0.7263828264846377
1561	P31466	ADEP_ECOLI	adeP	1.021956207186662	0.797849870286854	0.9099030387367578
1562	P31467	YIEH_ECOLI	yieH	0.5891206241554175		0.5891206241554175
1563	P31470	YIEK_ECOLI	yieK	0.7403934626220535	0.537621327104276	0.6390073948631647
1564	P31473	RAVA_ECOLI	ravA	0.6864437193386674	0.7232782157711757	0.7048609675549216
1565	P31545	EFEB_ECOLI	efeB	0.7905946257956931	0.8929581443808055	0.8417763850882493
1566	P31547	METI_ECOLI	metI	0.6402044612133192	0.6054097282316978	0.6228070947225085
1567	P31548	THIQ_ECOLI	thiQ	0.6928233667006541	0.6955949894684165	0.6942091780845353
1568	P31550	THIB_ECOLI	thiB	0.6465750209141834	0.7420467195983798	0.6943108702562816
1569	P31552	CAIC_ECOLI	caiC	0.6557859218747026		0.6557859218747026
1570	P31554	LPTD_ECOLI	lptD	0.7573698579860336	0.918071689403984	0.8377207736950087
1571	P31572	CAIB_ECOLI	caiB	0.4915914581310361		0.4915914581310361
1572	P31600	NFRA_ECOLI	nfrA	0.7333007080370397	0.6896283281995016	0.7114645181182706
1573	P31658	HCHA_ECOLI	hchA	0.7510604295501289	0.6832941029202169	0.7171772662351729
1574	P31663	PANC_ECOLI	panC	0.6815575282049494	0.6587828535245281	0.6701701908647388
1575	P31666	YADE_ECOLI	yadE	0.6941768718410483		0.6941768718410483
1576	P31677	OTSA_ECOLI	otsA	0.8853883078281171	0.7132844418522505	0.7993363748401838
1577	P31680	DJLA_ECOLI	djlA	0.6942812439900309	0.7406554285570047	0.7174683362735178
1578	P31697	FIMC_ECOLI	fimC	0.7788684556730654		0.7788684556730654
1579	P31802	NARP_ECOLI	narP	0.6219127722839688	0.5292493333233582	0.5755810528036636
1580	P31806	NNR_ECOLI	nnr	0.6375525688918888	0.7032447961030791	0.6703986824974839
1581	P31808	YCIK_ECOLI	yciK	0.6751948792652082	0.7079053241799084	0.6915501017225583
1582	P31826	YDDA_ECOLI	yddA	0.636919154783548	0.6494272454998132	0.6431732001416806
1583	P31827	YDDB_ECOLI	yddB	0.7411741462068259	0.7767835222941917	0.7589788342505088
1584	P31828	PQQL_ECOLI	pqqL	0.8015667149310495	0.6700295780530554	0.7357981464920524
1585	P31979	NUOF_ECOLI	nuoF	0.8552673241271199	0.6533365359543457	0.7543019300407328
1586	P32053	INTA_ECOLI	intA	0.4877075518785682	2	1.243853775939284
1587	P32099	LPLA_ECOLI	lplA	0.6526255085922551	0.6997470106537305	0.6761862596229928
1588	P32125	MOBB_ECOLI	mobB	0.7229231250526813	0.7364464034129254	0.7296847642328034
1589	P32128	YIHF_ECOLI	yihF	0.5554130767848513	0.8266470676811276	0.6910300722329894
1590	P32131	HEMN_ECOLI	hemN	0.985851461264415	0.6544586740497217	0.8201550676570684
1591	P32132	TYPA_ECOLI	bipA	0.875020907049965	0.8362352982788828	0.8556281026644239
1592	P32134	YIHM_ECOLI	yihM	0.6298103186391083	0.6031338496533857	0.616472084146247
1593	P32141	SQUT_ECOLI	yihT	0.6745328139187766	0.8832519570724475	0.778892385495612
1594	P32144	YIHW_ECOLI	yihW	0.6850098673044275	0.7611287781267545	0.723069322715591
1595	P32151	YIIG_ECOLI	yiiG	0.4815547158780568		0.4815547158780568
1596	P32157	YIIM_ECOLI	yiiM	0.7051681992274793	1.057948104648103	0.8815581519377911
1597	P32160	YIIQ_ECOLI	yiiQ	0.5322748529336494	0.8651324572524963	0.6987036550930729
1598	P32166	MENA_ECOLI	menA	0.6001813790693297	0.7305426667690701	0.6653620229191999
1599	P32173	MOBA_ECOLI	mobA	0.7773163159121617	0.6990839810454337	0.7382001484787977
1600	P32177	FDHD_ECOLI	fdhD	0.0157760119068051	0.7030008006543546	0.3593884062805798
1601	P32662	GPH_ECOLI	gph	0.6877942714629317	0.7003678958879455	0.6940810836754385
1602	P32664	NUDC_ECOLI	nudC	1.197886963923764	0.696097280369299	0.9469921221465314
1603	P32669	FSAB_ECOLI	fsaB	0.6016659034809516	0.8064185415598193	0.7040422225203855
1604	P32680	YJAG_ECOLI	yjaG	0.8661696981743372	0.7290066334749167	0.7975881658246269
1605	P32681	YJAH_ECOLI	yjaH	0.7033641707154515	1.609335457134291	1.156349813924871
1606	P32684	RLUF_ECOLI	rluF	0.564098535436736	0.6637953239337684	0.6139469296852522
1607	P32695	DUSA_ECOLI	dusA	1.541638924717914	0.7275011236188804	1.134570024168397
1608	P32703	YJCE_ECOLI	yjcE	0.6439122320948034	0.61643427845449	0.6301732552746466
1609	P32705	ACTP_ECOLI	actP	0.555102433943613	0.5454067135463441	0.5502545737449785
1610	P32718	ALSK_ECOLI	alsK	0.7075		0.7075
1611	P33011	YEEA_ECOLI	yeeA	0.6551889059686326	0.6690152385028205	0.6621020722357265
1612	P33012	SBMC_ECOLI	sbmC	0.5943591246979335	0.7075	0.6509295623489668
1613	P33018	SFGH2_ECOLI	yeiG	0.8678238000617515	0.7551379509292002	0.8114808754954759
1614	P33025	PSUG_ECOLI	psuG	0.6990105939557968	0.6456639817883513	0.672337287872074
1615	P33029	YEIQ_ECOLI	yeiQ	0.3003097380365328	0.5864098369899692	0.443359787513251
1616	P33030	YEIR_ECOLI	yeiR	0.4563236869688286	0.9052265345990912	0.6807751107839599
1617	P33136	OPGG_ECOLI	opgG	0.7211209863368137	0.7094763010723025	0.7152986437045581
1618	P33195	GCSP_ECOLI	gcvP	0.7543709989825516	0.7368973305794191	0.7456341647809853
1619	P33218	YEBE_ECOLI	yebE	0.623483513035395	0.651170144874626	0.6373268289550105
1620	P33219	YEBF_ECOLI	yebF	0.4720921845574574	0.7084988764840952	0.5902955305207762
1621	P33221	PURT_ECOLI	purT	0.6918944945643143	0.705777602520433	0.6988360485423737
1622	P33228	RECT_ECOLI	recT	0.5508989581779564	0.499243420606469	0.5250711893922126
1623	P33232	LLDD_ECOLI	lldD	0.8496067075648981	0.6624468484173514	0.7560267779911247
1624	P33235	FLGK_ECOLI	flgK	0.1968612510237831	0.3685997250548548	0.2827304880393189
1625	P33343	YEHD_ECOLI	yehD	0.5446530594181701		0.5446530594181701
1626	P33354	YEHR_ECOLI	yehR	0.7189611696511761		0.7189611696511761
1627	P33355	YEHS_ECOLI	yehS	0.658059743249649	0.8776393806670578	0.7678495619583534
1628	P33360	YEHX_ECOLI	yehX	0.8132897242063815	0.6420634659890244	0.7276765950977029
1629	P33362	YEHZ_ECOLI	yehZ	1.149212893411626	0.728818029784865	0.9390154615982456
1630	P33363	BGLX_ECOLI	bglX	0.7674816773337926	0.7573382140920406	0.7624099457129165
1631	P33371	DUSC_ECOLI	dusC	0.7086800893505882	0.8231836914674927	0.7659318904090404
1632	P33570	TKT2_ECOLI	tktB	0.6574870745876251	0.6061704975699641	0.6318287860787946
1633	P33590	NIKA_ECOLI	nikA	0.7141262409242108	0.7779527685738831	0.7460395047490469
1634	P33595	SGRR_ECOLI	sgrR	0.6881469724336841		0.6881469724336841
1635	P33596	RECX_ECOLI	recX	0.7793574367867875		0.7793574367867875
1636	P33599	NUOCD_ECOLI	nuoC	0.6428666320456042	0.8808913607070087	0.7618789963763064
1637	P33602	NUOG_ECOLI	nuoG	0.6738488262056367	0.765168389362355	0.7195086077839958
1638	P33634	YFIE_ECOLI	yfiE	0.702731852488657	0.7664695954246549	0.7346007239566559
1639	P33643	RLUD_ECOLI	rluD	0.6994831365025704	1.449640187233066	1.074561661867818
1640	P33644	POLOX_ECOLI	yfiH	0.7358888325055362	0.6656365784470613	0.7007627054762987
1641	P33650	FEOB_ECOLI	feoB	0.4585643882799506	0.4481322493208918	0.4533483188004212
1642	P33667	SELU_ECOLI	selU	1.320791160704583	0.92393700560038	1.122364083152482
1643	P33913	YEJA_ECOLI	yejA	0.6595510074545474	2	1.329775503727274
1644	P33915	YEJE_ECOLI	yejE	0.940530661127972		0.940530661127972
1645	P33916	YEJF_ECOLI	yejF	0.6684976624904938	0.726165237593172	0.6973314500418328
1646	P33919	RADD_ECOLI	radD	0.6178329045817234	0.8254740575730436	0.7216534810773835
1647	P33920	NDPA_ECOLI	yejK	0.6721455689053083	0.961796150033317	0.8169708594693126
1648	P33937	NAPA_ECOLI	napA	0.8312838878366757	0.7232627278540489	0.7772733078453623
1649	P33940	MQO_ECOLI	mqo	0.4242968395748462	0.4110359739439683	0.4176664067594072
1650	P33941	YOJI_ECOLI	yojI	0.5714394227969577	0.6206878817400341	0.5960636522684959
1651	P35340	AHPF_ECOLI	ahpF	0.6866703980801945	0.9226172637779294	0.804643830929062
1652	P36548	AMIA_ECOLI	amiA	0.629878688471565	1.272570489389803	0.951224588930684
1653	P36553	HEM6_ECOLI	hemF	0.7851269497414272	0.7723557134936611	0.7787413316175441
1654	P36561	COBS_ECOLI	cobS	0.651860245755509	0.7257598234912752	0.6888100346233921
1655	P36562	COBT_ECOLI	cobT	0.9114545258980395	0.6479787137054146	0.7797166198017271
1656	P36566	CMOM_ECOLI	cmoM	1.060931059108264	0.7420486293249415	0.9014898442166028
1657	P36649	CUEO_ECOLI	cueO	0.7788526541931264	2	1.389426327096563
1658	P36655	DSBD_ECOLI	dsbD	0.4934735044704935	0.8690916839232019	0.6812825941968477
1659	P36659	CBPA_ECOLI	cbpA	0.8573191924973087	0.9078379467422724	0.8825785696197905
1660	P36672	PTTBC_ECOLI	treB	0.7659859308056441	0.6646249144202119	0.7153054226129281
1661	P36673	TRER_ECOLI	treR	0.6947068998609927	0.7481823274372794	0.721444613649136
1662	P36680	ZAPD_ECOLI	zapD	0.7801225390791083	1.399068160138202	1.089595349608656
1663	P36683	ACNB_ECOLI	acnB	0.6538549675584266	0.7083253639060486	0.6810901657322377
1664	P36767	RDGC_ECOLI	rdgC	0.7748870767308415	0.6956067014351489	0.7352468890829952
1665	P36771	LRHA_ECOLI	lrhA	0.7325923144762237	0.6369835296670797	0.6847879220716517
1666	P36879	YADG_ECOLI	yadG	0.7474819035927681	0.7106459710520187	0.7290639373223934
1667	P36928	YEGD_ECOLI	yegD	0.6963664460175704	0.7058562524047318	0.7011113492111511
1668	P36929	RSMB_ECOLI	rsmB	0.7624615075105783	0.737915839767686	0.7501886736391321
1669	P36930	GATR_ECOLI	gatR	0.7852870010906227	0.6493018983928818	0.7172944497417522
1670	P36938	PGM_ECOLI	pgm	0.712634740848293	0.739568663813159	0.726101702330726
1671	P36979	RLMN_ECOLI	rlmN	0.7495820639404046	0.5428096727001105	0.6461958683202575
1672	P36999	RLMA_ECOLI	rlmA	0.6015548844762282	0.6796693648101332	0.6406121246431806
1673	P37005	LAST_ECOLI	lasT	0.6567256348778069	0.6922077124030134	0.6744666736404101
1674	P37013	NORR_ECOLI	norR	0.7027760013971478	0.6026325668860928	0.6527042841416203
1675	P37019	CLCA_ECOLI	clcA	0.6645873368769969	0.6624251037860299	0.6635062203315134
1676	P37024	HRPB_ECOLI	hrpB	0.7114608368836809	0.7439454265433171	0.727703131713499
1677	P37025	THPR_ECOLI	thpR	0.7075	0.9691263192121528	0.8383131596060764
