Gene id	half_life (units.min)
aroE	325.6764001816321
gcd	720.0
malQ	720.0
sdaA	91.40717170818509
miaA	328.18851188134386
selD	296.9974854153322
tus	332.61923997203985
iclR	325.93280646340685
proS	654.6099775613136
cysA	214.98359644592608
phnB	317.4333211348322
cysP	601.0196142450528
cysM	614.4177987235992
fhuE	720.0
mreC	334.33865519809297
menD	720.0
gutQ	320.2530376207452
nfsA	287.9573938644746
glmS	322.4731241889535
cirA	720.0
murG	652.3109068641403
betB	312.77284320939026
cysI	249.80524598447917
cysH	126.88047508310844
priA	350.7785154664219
murC	335.36403937059316
ubiG	297.5254374635905
pncB	242.26387486304705
minC	343.38441504473633
argD	550.8436221868011
malI	314.9694306131305
nadE	663.6107120493438
ggt	720.0
fhlA	320.06564200267644
pdxA	332.43841729327005
eutC	325.73595048490074
malX	245.84093491606234
agp	718.3388281763658
tolA	694.6875460971906
parE	286.7204346829861
bisC	273.9683287394627
fic	609.0226538751126
fruA	720.0
fadA	300.20236922308186
cysD	94.61823318503436
pepQ	343.3943134909099
speC	311.0302308935183
speA	325.5663928697345
fadB	293.1399197671982
katE	345.7426144608905
rna	720.0
yciF	302.60687145305803
yciE	313.42382696319794
ycaC	618.4499702580804
pncA	607.3307022316765
rnr	720.0
srmB	328.1081941865627
rne	341.1579862364377
yahA	303.64318974088536
malZ	231.4915063004433
pykA	359.35807134693266
lpxD	720.0
ybhA	209.0973569682084
kdpD	720.0
kdpE	321.14666005435475
cysS	324.44732971256406
aspS	720.0
recJ	219.84075500706575
asnB	298.3811582471412
mraZ	720.0
murE	347.7868819690498
cysQ	341.6474922499656
gabT	291.33214570267853
pckA	628.9835793159912
add	635.2935308681748
mukB	309.4162032987149
mukE	350.73493013371416
ycbB	720.0
rihC	337.4091646788281
murI	720.0
livM	347.43348625577187
livF	720.0
ispA	350.95734087130745
trmA	720.0
mglC	719.1429250468566
malY	315.65703184495345
yigA	83.80167000529963
tdk	298.90022674523124
mutL	336.81735247297075
garL	307.41011986839584
ppsA	346.4707347946461
serC	342.80003722244015
pssA	338.24484666177136
phoP	302.1731391668238
phoQ	356.1404857017931
yicC	341.1452956309252
yfeA	720.0
oppA	720.0
cysN	94.91860973312339
dppA	720.0
priC	221.1135120529574
prc	339.746427066949
ppiB	595.1958262187036
hemH	632.6487655748863
aes	320.932891050456
hipA	338.8353387051362
fmt	354.81115742176365
puuC	161.06109101984293
cydC	720.0
hemL	680.2232530227805
htpX	289.653416069754
argE	327.7872153937823
mutS	297.87873986392054
mak	347.8618648331782
lnt	720.0
dcp	340.32606747786406
rfaC	720.0
acrD	719.0232481782648
yffB	587.097763210146
accC	676.7488826189244
folD	720.0
hypD	236.66340951852996
hypE	548.5524771374826
mrr	292.6759124044701
yjiA	308.36647117919716
lpxM	655.07391148065
uxuA	307.751763882937
fliD	84.1399769767989
acpS	720.0
dacB	720.0
recG	632.6702182794816
hmp	217.42836483978257
ascG	294.46458266888794
