Gene id	half_life (units.min)
lepA	644.5041792
hisS	657.2179728000001
lolA	561.52155606
lolB	746.1601248
can	554.28509982
mdh	612.4966764000001
rplE	643.4198712
ispG	494.30079336
ispH	320.65589028
apaG	200.1320922
gpmA	634.3993608000001
yaeH	522.8632039199999
nfuA	308.96453298
kup	907.9095900000001
clpB	713.9658714
yheS	392.18553041999996
yhbS	627.7678716
amiC	585.2100881399999
zntB	701.3049983999999
ydcL	657.9676956
ydfZ	341.40634242
yeaK	525.0567598800001
rcnB	556.44279252
yfcL	302.65870362
queE	436.26899693999997
yqjD	609.9554448
yqjE	701.2582758
yraP	703.694202
zapE	639.7256826
yhcO	571.98537828
ygdR	487.09161581999996
queD	796.7146068
diaA	667.069452
yggS	570.1509728999999
yqhA	785.808522
ynfC	192.63181914
yhbP	864.723489
cutC	587.55941832
rfaD	692.6180394
grcA	187.92195612
atpE	756.8190089999999
pepA	745.636089
rplY	570.94813116
infA	530.50366254
yefM	183.82331148
tatB	467.30286648000003
tatA	576.27371664
fadD	414.99949548
crr	706.8800202
manX	816.7536684
fruB	786.3586176
ulaB	317.46188904
potA	727.7592684
csrA	518.0785098
fucI	614.4304896
hda	650.6381538
yahK	696.0200682
yahO	373.2580338
ybhK	688.1278361999999
ybhG	753.5058534
ybiV	745.8998424
gsiA	384.86089524
gsiB	817.8293891999999
gsiC	734.9073084
ybjI	420.64627236
ybjP	816.4442424
ltaE	666.7026204
macA	756.650127
macB	756.1557522
ycaO	632.1320675999999
gloC	630.4202160000001
ycbX	640.2675396
rlmI	682.4525172
ghrA	676.8749004
yceM	673.2167105999999
ycfL	594.65489442
comR	300.94605078
ycfS	276.97889136
ymfE	671.0419002
cohE	617.3314115999999
bluR	280.00340345999996
ycgM	673.315953
ldcA	608.5167726
ycgR	195.01558248
dhaL	594.99172386
dhaK	656.837379
oppD	761.6287536
yciW	121.51097562
ttcA	185.7558687
paaX	509.18784546
ydcP	202.4160933
ydcS	841.6484382000001
mnaT	610.0690751999999
curA	662.4300078
yncD	858.9003054
yncE	778.3473984000001
ddpA	497.27540934
tam	672.5183897999999
sad	502.89588431999994
sufE	578.5706838
yniB	844.4024856
astD	606.9207126
ynjA	747.9839472
yeaE	577.69432692
dmlA	501.32371181999997
cmoA	440.09679792000003
hiuH	560.81644722
msrP	519.8845111200001
mtfA	136.51376328
wzzB	719.8477002
mdtA	750.6343092
yegP	702.6861419999999
yegQ	370.66213902
yegR	682.5716213999999
yegS	568.4950749000001
rtn	637.8714786
rhmA	436.98212567999997
arnD	441.83464884
sixA	111.53970426000001
fadI	813.8973503999999
mlaA	857.4734376
yfdQ	626.1553206
maeB	652.1487354000001
yfgM	661.1944451999999
guaD	626.0879160000001
hldE	662.3895102
ydhS	553.2839605199999
mnmC	605.5023659999999
dsbG	734.6431709999999
rclA	670.53537
ybdK	582.40509
ykgE	490.1346795
nemA	214.01809386000002
mppA	615.331089
glxK	677.1201305999999
ybbN	682.7602626
arnA	678.7928874
fadJ	724.0539888
allC	494.03447916
alaC	517.3751921400001
sufS	529.57663476
cusS	797.3073126
dxs	701.8770528
ydjH	618.779859
sufC	629.7907092
sufB	335.59901862
ydjN	766.7681268
ydhQ	174.19147062000002
yahJ	623.4127032
ynfL	719.3136366
ydeP	234.85155791999998
mhpR	239.74495302000003
anmK	606.0166812
astC	447.25421574
yfeW	677.035407
hxpA	622.1212661999999
sutR	629.219649
ybcM	442.30980978
ydiU	542.52222288
prr	525.1382968800001
sufD	351.87539952
arnB	600.9487032000001
ecpD	629.406069
fadM	498.96840108000004
thiI	462.61616724
ydcR	660.8219148
yajO	558.4500965999999
oppF	622.450689
yniA	597.97150506
maa	396.46057188
ydgA	759.8999454
yfaY	639.9049932
gpr	741.1241598
yqhD	732.7919394
dkgA	781.1966268
yqhG	686.2906008
ygiS	688.0113630000001
ispD	686.5777428
queF	572.35101666
tcdA	608.876601
kduI	643.2629969999999
yqeF	230.92027602
yajL	591.8131845
fadE	195.40524023999998
yafJ	823.3777758
sapA	664.3698684
mmuP	442.59210138
copA	602.3702304
dgoD	384.46853586
lacZ	635.176419
lysR	708.6911634
araG	391.3818228
ybbJ	706.7090195999999
flgC	129.84679104
trkH	840.7414547999999
paaJ	310.44810204
garK	571.81005852
pspE	221.95575498
msyB	451.42278606
caiD	544.0805415
yijO	511.47923045999994
ydcF	711.0370272
ygjH	548.6863540200001
yhfK	819.4299983999999
ybaE	283.38148284
lsrB	609.9988686
ugd	405.92612766
hlyE	447.31042866
yajR	754.0368923999999
ygeV	184.66553148
yqeA	438.70958496
uidA	589.2749208600001
pldB	753.8537699999999
glpT	763.0336794
araB	386.46613812
ybbA	746.3184246
exuT	596.57062248
fucA	475.46049311999997
flgM	59.67068868
glcD	346.23702972
yjcH	558.3020472000001
yejB	906.9256356000001
xylH	568.92813972
yhhT	707.5333523999999
kbaZ	356.64424452000003
aceK	649.7231256
fucP	277.35186678
chbF	613.3606632
polB	527.1834065999999
pdxI	680.2031664
ycgB	137.25791256
ydeI	466.84605078
prpC	257.11142034
dlgD	645.0524556
lyx	483.79662486000007
sgcA	408.33381815999996
yjhP	642.4119156
yrdD	524.49264996
lsrG	246.9580152
ygeY	568.67310258
sra	131.83212605999998
paaK	78.5233131
ydcJ	306.04418154
yeaH	136.4768004
arnT	839.8158335999999
eutQ	372.80569176
ypfG	708.9931086
rhmD	496.14153869999996
lsrA	370.6042683
yfcG	615.6140868
prpB	374.2108722
lsrC	504.84665106
prpR	371.43439242
ydcT	612.7835808
xdhA	271.65413646
xdhC	224.19263424
