Protein ID	HL_value
sp|A5A614|YCIZ_ECOLI	10.121036455108753
sp|O32583|THIS_ECOLI	7.122697187585976
sp|P00350|6PGD_ECOLI	31.9120841995294
sp|P00363|FRDA_ECOLI	31.9120841995294
sp|P00370|DHE4_ECOLI	18.54774772183147
sp|P00393|DHNA_ECOLI	31.9120841995294
sp|P00448|SODM_ECOLI	31.9120841995294
sp|P00452|RIR1_ECOLI	31.9120841995294
sp|P00490|PHSM_ECOLI	31.9120841995294
sp|P00509|AAT_ECOLI	31.9120841995294
sp|P00547|KHSE_ECOLI	30.145081195967823
sp|P00550|PTM3C_ECOLI	31.9120841995294
sp|P00561|AK1H_ECOLI	31.9120841995294
sp|P00562|AK2H_ECOLI	31.9120841995294
sp|P00579|RPOD_ECOLI	23.84905094787183
sp|P00582|DPO1_ECOLI	31.9120841995294
sp|P00634|PPB_ECOLI	31.9120841995294
sp|P00803|LEP_ECOLI	31.9120841995294
sp|P00805|ASPG2_ECOLI	31.9120841995294
sp|P00811|AMPC_ECOLI	31.9120841995294
sp|P00861|DCDA_ECOLI	24.787261240960405
sp|P00864|CAPP_ECOLI	31.9120841995294
sp|P00887|AROH_ECOLI	31.9120841995294
sp|P00888|AROF_ECOLI	5.197486385270238
sp|P00893|ILVI_ECOLI	31.9120841995294
sp|P00894|ILVH_ECOLI	31.9120841995294
sp|P00895|TRPE_ECOLI	31.9120841995294
sp|P00903|PABA_ECOLI	31.9120841995294
sp|P00904|TRPGD_ECOLI	31.9120841995294
sp|P00909|TRPC_ECOLI	21.590354914195952
sp|P00914|PHR_ECOLI	31.9120841995294
sp|P00926|SDHD_ECOLI	31.9120841995294
sp|P00934|THRC_ECOLI	31.9120841995294
sp|P00935|METB_ECOLI	31.9120841995294
sp|P00936|CYAA_ECOLI	1.1760153885832987
sp|P00944|XYLA_ECOLI	30.770566377542064
sp|P00946|MANA_ECOLI	31.9120841995294
sp|P00954|SYW_ECOLI	31.9120841995294
sp|P00956|SYI_ECOLI	31.9120841995294
sp|P00957|SYA_ECOLI	31.9120841995294
sp|P00959|SYM_ECOLI	31.9120841995294
sp|P00960|SYGA_ECOLI	31.9120841995294
sp|P00961|SYGB_ECOLI	31.9120841995294
sp|P00962|SYQ_ECOLI	31.9120841995294
sp|P00963|ASNA_ECOLI	5.600830045512416
sp|P00968|CARB_ECOLI	31.9120841995294
sp|P02358|RS6_ECOLI	31.9120841995294
sp|P02359|RS7_ECOLI	31.9120841995294
sp|P02413|RL15_ECOLI	31.9120841995294
sp|P02918|PBPA_ECOLI	31.9120841995294
sp|P02919|PBPB_ECOLI	31.9120841995294
sp|P02924|ARAF_ECOLI	31.9120841995294
sp|P02925|RBSB_ECOLI	31.9120841995294
sp|P02929|TONB_ECOLI	5.4266046266827015
sp|P02930|TOLC_ECOLI	31.9120841995294
sp|P02931|OMPF_ECOLI	31.9120841995294
sp|P02932|PHOE_ECOLI	31.9120841995294
sp|P02942|MCP1_ECOLI	16.98372574487174
sp|P03004|DNAA_ECOLI	8.023209270973146
sp|P03007|DPO3E_ECOLI	1.1793649880360035
sp|P03018|UVRD_ECOLI	24.24901957714129
sp|P03023|LACI_ECOLI	20.98838126429271
sp|P03024|GALR_ECOLI	9.621164653139344
sp|P03813|YGEA_ECOLI	9.390818824813996
sp|P03817|MIOC_ECOLI	31.9120841995294
sp|P03819|KEFC_ECOLI	31.9120841995294
sp|P03835|INSG_ECOLI	27.651896441714808
sp|P03841|MALM_ECOLI	31.9120841995294
sp|P04036|DAPB_ECOLI	31.9120841995294
sp|P04079|GUAA_ECOLI	31.9120841995294
sp|P04335|FRSA_ECOLI	8.508610298167383
sp|P04391|OTC1_ECOLI	19.441952052841515
sp|P04395|3MG2_ECOLI	5.42759999187688
sp|P04425|GSHB_ECOLI	31.9120841995294
sp|P04693|TYRB_ECOLI	19.80931946214281
sp|P04805|SYE_ECOLI	31.9120841995294
sp|P04816|LIVK_ECOLI	31.9120841995294
sp|P04825|AMPN_ECOLI	31.9120841995294
sp|P04846|NLPA_ECOLI	31.9120841995294
sp|P04949|FLIC_ECOLI	0.8227739999353746
sp|P04951|KDSB_ECOLI	31.9120841995294
sp|P04968|ILVA_ECOLI	25.31810445967725
sp|P04982|RBSD_ECOLI	31.9120841995294
sp|P04983|RBSA_ECOLI	31.9120841995294
sp|P04993|RECD_ECOLI	16.42096873369067
sp|P04994|EX7L_ECOLI	31.9120841995294
sp|P04995|EX1_ECOLI	31.9120841995294
sp|P05020|PYRC_ECOLI	25.84322834433583
sp|P05041|PABB_ECOLI	31.9120841995294
sp|P05042|FUMC_ECOLI	31.9120841995294
sp|P05052|APPY_ECOLI	9.390609879282712
sp|P05055|PNP_ECOLI	31.9120841995294
sp|P05100|3MG1_ECOLI	2.3316989606500624
sp|P05194|AROD_ECOLI	31.9120841995294
sp|P05458|PTRA_ECOLI	31.9120841995294
sp|P05459|PDXB_ECOLI	31.9120841995294
sp|P05523|FPG_ECOLI	31.9120841995294
sp|P05637|APAH_ECOLI	16.732207689131926
sp|P05704|MCP3_ECOLI	13.532464251294883
sp|P05719|T1SK_ECOLI	31.9120841995294
sp|P05791|ILVD_ECOLI	31.9120841995294
sp|P05793|ILVC_ECOLI	31.9120841995294
sp|P05825|FEPA_ECOLI	31.9120841995294
sp|P05827|ILVY_ECOLI	31.9120841995294
sp|P05852|TSAD_ECOLI	22.057616903625892
sp|P06129|BTUB_ECOLI	31.9120841995294
sp|P06136|FTSQ_ECOLI	5.844056302604839
sp|P06149|DLD_ECOLI	5.758310259435204
sp|P06282|CDH_ECOLI	31.9120841995294
sp|P06610|BTUE_ECOLI	22.89373628629366
sp|P06611|BTUD_ECOLI	7.286864639334967
sp|P06612|TOP1_ECOLI	31.9120841995294
sp|P06616|ERA_ECOLI	11.927525618559876
sp|P06709|BIRA_ECOLI	21.479074623102587
sp|P06710|DPO3X_ECOLI	15.64263687201161
sp|P06715|GSHR_ECOLI	31.9120841995294
sp|P06720|AGAL_ECOLI	14.532483682732558
sp|P06721|METC_ECOLI	31.9120841995294
sp|P06722|MUTH_ECOLI	31.865820412580035
sp|P06846|EBGR_ECOLI	31.9120841995294
sp|P06959|ODP2_ECOLI	31.9120841995294
sp|P06961|CCA_ECOLI	27.65398413149912
sp|P06966|DICA_ECOLI	16.592652188004564
sp|P06968|DUT_ECOLI	31.9120841995294
sp|P06971|FHUA_ECOLI	31.9120841995294
sp|P06974|FLIM_ECOLI	7.786698225597309
sp|P06983|HEM3_ECOLI	31.9120841995294
sp|P06986|HIS8_ECOLI	31.9120841995294
sp|P06987|HIS7_ECOLI	31.9120841995294
sp|P06988|HISX_ECOLI	31.9120841995294
sp|P06989|HIS2_ECOLI	31.9120841995294
sp|P06992|RSMA_ECOLI	31.9120841995294
sp|P06993|MALT_ECOLI	0.7658453426805565
sp|P06996|OMPC_ECOLI	31.9120841995294
sp|P06999|PFKB_ECOLI	31.9120841995294
sp|P07001|PNTA_ECOLI	31.9120841995294
sp|P07003|POXB_ECOLI	31.9120841995294
sp|P07004|PROA_ECOLI	31.9120841995294
sp|P07012|RF2_ECOLI	27.691517301511517
sp|P07014|SDHB_ECOLI	31.9120841995294
sp|P07017|MCP2_ECOLI	11.265506178500756
sp|P07018|MCP4_ECOLI	4.943445853492734
sp|P07021|YFIB_ECOLI	1.4274107217805563
sp|P07023|TYRA_ECOLI	20.578022805568644
sp|P07024|USHA_ECOLI	31.9120841995294
sp|P07102|PPA_ECOLI	31.9120841995294
sp|P07109|HISP_ECOLI	31.9120841995294
sp|P07117|PUTP_ECOLI	31.9120841995294
sp|P07118|SYV_ECOLI	31.9120841995294
sp|P07330|CHEB_ECOLI	6.864018688093617
sp|P07363-2|CHEA_ECOLI	2.0370532211097654
sp|P07363|CHEA_ECOLI	2.081792091150402
sp|P07364|CHER_ECOLI	2.4086953669919575
sp|P07395|SYFB_ECOLI	31.9120841995294
sp|P07604|TYRR_ECOLI	25.944634460802007
sp|P07623|METAS_ECOLI	7.166256604275231
sp|P07639|AROB_ECOLI	31.9120841995294
sp|P07648|RECC_ECOLI	31.9120841995294
sp|P07649|TRUA_ECOLI	31.9120841995294
sp|P07650|TYPH_ECOLI	31.9120841995294
sp|P07654|PSTA_ECOLI	31.9120841995294
sp|P07762|GLGB_ECOLI	31.9120841995294
sp|P07813|SYL_ECOLI	31.9120841995294
sp|P07821|FHUC_ECOLI	31.9120841995294
sp|P07822|FHUD_ECOLI	31.9120841995294
sp|P07862|DDLB_ECOLI	31.9120841995294
sp|P07913|TDH_ECOLI	16.065776682792215
sp|P08142|ILVB_ECOLI	5.465818210005507
sp|P08178|PUR5_ECOLI	31.9120841995294
sp|P08179|PUR3_ECOLI	31.9120841995294
sp|P08189|FIMF_ECOLI	31.9120841995294
sp|P08191|FIMH_ECOLI	31.9120841995294
sp|P08192|FOLC_ECOLI	31.9120841995294
sp|P08200|IDH_ECOLI	31.9120841995294
sp|P08202|ARAA_ECOLI	31.9120841995294
sp|P08244|PYRF_ECOLI	31.9120841995294
sp|P08245|YCIH_ECOLI	9.464711844990347
sp|P08312|SYFA_ECOLI	31.9120841995294
sp|P08331|CPDB_ECOLI	31.9120841995294
sp|P08337|MUTT_ECOLI	31.9120841995294
sp|P08368|CREB_ECOLI	31.9120841995294
sp|P08373|MURB_ECOLI	31.9120841995294
sp|P08390|USG_ECOLI	31.9120841995294
sp|P08394|RECB_ECOLI	31.9120841995294
sp|P08395|SPPA_ECOLI	31.9120841995294
sp|P08400|PHOR_ECOLI	31.9120841995294
sp|P08401|CREC_ECOLI	31.9120841995294
sp|P08506|DACC_ECOLI	31.9120841995294
sp|P08622|DNAJ_ECOLI	31.9120841995294
sp|P08660|AK3_ECOLI	28.458239449017036
sp|P08839|PT1_ECOLI	31.9120841995294
sp|P08956|T1RK_ECOLI	17.981923635898077
sp|P08957|T1MK_ECOLI	31.9120841995294
sp|P08997|MASY_ECOLI	6.413637359871687
sp|P09029|PURK_ECOLI	31.9120841995294
sp|P09030|EX3_ECOLI	31.9120841995294
sp|P09053|AVTA_ECOLI	14.675956549115483
sp|P09099|XYLB_ECOLI	31.9120841995294
sp|P09126|HEM4_ECOLI	17.218262613396952
sp|P09127|HEMX_ECOLI	31.9120841995294
sp|P09147|GALE_ECOLI	31.9120841995294
sp|P09148|GAL7_ECOLI	31.9120841995294
sp|P09151|LEU1_ECOLI	7.07378919972272
sp|P09155|RND_ECOLI	31.9120841995294
sp|P09158|SPEE_ECOLI	31.9120841995294
sp|P09169|OMPT_ECOLI	31.9120841995294
sp|P09184|VSR_ECOLI	13.548398671528181
sp|P09323|PTW3C_ECOLI	31.9120841995294
sp|P09348|MOTA_ECOLI	2.1174333881606655
sp|P09372|GRPE_ECOLI	31.9120841995294
sp|P09373|PFLB_ECOLI	5.966262701613346
sp|P09391|GLPG_ECOLI	18.962759991054508
sp|P09394|GLPQ_ECOLI	31.9120841995294
sp|P09424|MTLD_ECOLI	31.9120841995294
sp|P09546|PUTA_ECOLI	6.642872270091516
