# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_clim_half_lives_to_flat.py on Tue Mar 17 16:06:48 2026
id	common_name	half_life (units.min)
"EG10986-MONOMER"	"tag"	139.90193763900373
"AROD-MONOMER"	"aroD"	580.2362011623622
"EG10786-MONOMER"	"ptrA"	580.2362011623622
"ERYTHRON4PDEHYDROG-MONOMER"	"pdxB"	580.2362011623622
"EG10329-MONOMER"	"mutM"	580.2362011623622
"EG10048-MONOMER"	"apaH"	580.2362011623622
"TRG-MONOMER"	"trg"	580.2362011623622
"EG10460-MONOMER"	"hsdS"	580.2362011623622
"DIHYDROXYACIDDEHYDRAT-MONOMER"	"ilvD"	580.2362011623622
"KETOLREDUCTOISOM-MONOMER"	"ilvC"	580.2362011623622
"EG10293-MONOMER"	"fepA"	580.2362011623622
"PD00200"	"ilvY"	580.2362011623622
"EG11171-MONOMER"	"tsaD"	580.2362011623622
"EG10126-MONOMER"	"btuB"	580.2362011623622
"EG10342-MONOMER"	"ftsQ"	350.64337815629034
"DLACTDEHYDROGFAD-MONOMER"	"dld"	345.4986155661122
"CDPDIGLYPYPHOSPHA-MONOMER"	"cdh"	580.2362011623622
"BTUE-MONOMER"	"btuE"	580.2362011623622
"BTUD-MONOMER"	"btuD"	437.211878360098
"EG11013-MONOMER"	"topA"	580.2362011623622
"EG10270-MONOMER"	"era"	580.2362011623622
"BIOTINLIG-MONOMER"	"birA"	580.2362011623622
"nan"	"nan"	580.2362011623622
"GLUTATHIONE-REDUCT-NADPH-MONOMER"	"gor"	580.2362011623622
"ALPHAGALACTOSID-MONOMER"	"melA"	580.2362011623622
"CYSTATHIONINE-BETA-LYASE-MONOMER"	"metC"	580.2362011623622
"EG10624-MONOMER"	"mutH"	580.2362011623622
"PD03254"	"ebgR"	580.2362011623622
"E2P-MONOMER"	"aceF"	580.2362011623622
"EG10136-MONOMER"	"cca"	580.2362011623622
"EG10226-MONOMER"	"dicA"	580.2362011623622
"DUTP-PYROP-MONOMER"	"dut"	580.2362011623622
"EG10302-MONOMER"	"fhuA"	580.2362011623622
"FLIM-FLAGELLAR-C-RING-SWITCH"	"fliM"	467.20189353583856
"OHMETHYLBILANESYN-MONOMER"	"hemC"	580.2362011623622
"HISTPHOSTRANS-MONOMER"	"hisC"	580.2362011623622
"IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER"	"hisB"	580.2362011623622
"HISTDEHYD-MONOMER"	"hisD"	580.2362011623622
"HISTCYCLOPRATPPHOS"	"hisI"	580.2362011623622
"EG10523-MONOMER"	"rsmA"	580.2362011623622
"PD00237"	"malT"	45.95072056083339
"EG10670-MONOMER"	"ompC"	580.2362011623622
"6PFK-2-MONOMER"	"pfkB"	580.2362011623622
"PNTA-MONOMER"	"pntA"	580.2362011623622
"PYRUVOXID-MONOMER"	"poxB"	580.2362011623622
"GLUTSEMIALDEHYDROG-MONOMER"	"proA"	580.2362011623622
"EG10762-MONOMER"	"prfB"	580.2362011623622
"SDH-FE-S"	"sdhB"	580.2362011623622
"TAR-MONOMER"	"tar"	580.2362011623622
"TAP-MONOMER"	"tap"	296.60675120956404
"EG11152-MONOMER"	"yfiB"	85.64464330683339
"CHORISMUTPREPHENDEHYDROG-MONOMER"	"tyrA"	580.2362011623622
"USHA-MONOMER"	"ushA"	580.2362011623622
"APPA-MONOMER"	"appA"	580.2362011623622
"HISP-MONOMER"	"hisP"	580.2362011623622
"PUTP-MONOMER"	"putP"	580.2362011623622
"VALS-MONOMER"	"valS"	580.2362011623622
"CHEB-MONOMER"	"cheB"	411.841121285617
"CHEA-SMALL"	"cheA"	122.22319326658592
"nan"	"nan"	124.90752546902412
"CHER-MONOMER"	"cheR"	144.52172201951743
"PHET-MONOMER"	"pheT"	580.2362011623622
"PD00413"	"tyrR"	580.2362011623622
"HOMSUCTRAN-MONOMER"	"metA"	429.9753962565139
"AROB-MONOMER"	"aroB"	580.2362011623622
"EG10825-MONOMER"	"recC"	580.2362011623622
"EG10454-MONOMER"	"truA"	580.2362011623622
"DEOA-MONOMER"	"deoA"	580.2362011623622
"PSTA-MONOMER"	"pstA"	580.2362011623622
"GLYCOGEN-BRANCH-MONOMER"	"glgB"	580.2362011623622
"LEUS-MONOMER"	"leuS"	580.2362011623622
"FHUC-MONOMER"	"fhuC"	580.2362011623622
"FHUD-MONOMER"	"fhuD"	580.2362011623622
"DALADALALIGB-MONOMER"	"ddlB"	580.2362011623622
"THREODEHYD-MONOMER"	"tdh"	580.2362011623622
"LARGEILVB-MONOMER"	"ilvB"	327.9490926003304
"AIRS-MONOMER"	"purM"	580.2362011623622
"GART-MONOMER"	"purN"	580.2362011623622
"EG10313-MONOMER"	"fimF"	580.2362011623622
"EG10315-MONOMER"	"fimH"	580.2362011623622
"FOLC-MONOMER"	"folC"	580.2362011623622
"ISOCITDEH-SUBUNIT"	"icd"	580.2362011623622
"ARABISOM-MONOMER"	"araA"	580.2362011623622
"OROTPDECARB-MONOMER"	"pyrF"	580.2362011623622
"EG11128-MONOMER"	"yciH"	567.8827106994208
"PHES-MONOMER"	"pheS"	580.2362011623622
"CPDB-MONOMER"	"cpdB"	580.2362011623622
"EG10626-MONOMER"	"mutT"	580.2362011623622
"CREB-MONOMER"	"creB"	580.2362011623622
"UDPNACETYLMURAMATEDEHYDROG-MONOMER"	"murB"	580.2362011623622
"EG11059-MONOMER"	"usg"	580.2362011623622
"EG10824-MONOMER"	"recB"	580.2362011623622
"EG10968-MONOMER"	"sppA"	580.2362011623622
"PHOR-MONOMER"	"phoR"	580.2362011623622
"CREC-MONOMER"	"creC"	580.2362011623622
"EG10203-MONOMER"	"dacC"	580.2362011623622
"EG10240-MONOMER"	"dnaJ"	580.2362011623622
"ASPKINIII-MONOMER"	"lysC"	580.2362011623622
"PTSI-MONOMER"	"ptsI"	580.2362011623622
"EG10459-MONOMER"	"hsdR"	580.2362011623622
"EG10458-MONOMER"	"hsdM"	580.2362011623622
"MALATE-SYNTHASE"	"aceB"	384.8182415923012
"PURK-MONOMER"	"purK"	580.2362011623622
"EG11073-MONOMER"	"xthA"	580.2362011623622
"VALINE-PYRUVATE-AMINOTRANSFER-MONOMER"	"avtA"	580.2362011623622
"XYLULOKIN-MONOMER"	"xylB"	580.2362011623622
"UROGENIIISYN-MONOMER"	"hemD"	580.2362011623622
"HEMX-MONOMER"	"hemX"	580.2362011623622
"UDPGLUCEPIM-MONOMER"	"galE"	580.2362011623622
"GALACTURIDYLYLTRANS-MONOMER"	"galT"	580.2362011623622
"2-ISOPROPYLMALATESYN-MONOMER"	"leuA"	424.42735198336317
"EG10858-MONOMER"	"rnd"	580.2362011623622
"SPERMIDINESYN-MONOMER"	"speE"	580.2362011623622
"EG10673-MONOMER"	"ompT"	580.2362011623622
"EG11068-MONOMER"	"vsr"	580.2362011623622
"NAGE-MONOMER"	"nagE"	580.2362011623622
"MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN"	"motA"	127.0460032896399
"EG10416-MONOMER"	"grpE"	580.2362011623622
"PYRUVFORMLY-MONOMER"	"pflB"	357.97576209680074
"EG10397-MONOMER"	"glpG"	1137.7655994632705
"GLYCPDIESTER-PERI-MONOMER"	"glpQ"	580.2362011623622
"MANNPDEHYDROG-MONOMER"	"mtlD"	580.2362011623622
"PUTA-MONOMER"	"putA"	398.57233620549096
"EG10218-MONOMER"	"dedD"	488.7696025417424
"ARGT-MONOMER"	"argT"	580.2362011623622
"GLUSYNLARGE-MONOMER"	"gltB"	580.2362011623622
"GLUSYNSMALL-MONOMER"	"gltD"	580.2362011623622
"MODC-MONOMER"	"modC"	580.2362011623622
"UHPB-MONOMER"	"uhpB"	580.2362011623622
"EG10837-MONOMER"	"rep"	580.2362011623622
"EG11061-MONOMER"	"uvrA"	580.2362011623622
"2-OCTAPRENYLPHENOL-HYDROX-MONOMER"	"ubiB"	580.2362011623622
"ACETATEKINA-MONOMER"	"ackA"	580.2362011623622
"LEUC-MONOMER"	"leuC"	300.7848641962274
"EG50003-MONOMER"	"acpP"	580.2362011623622
"ALARACEBIOSYN-MONOMER"	"alr"	580.2362011623622
"G7325-MONOMER"	"iscS"	311.4246096103953
"EG10651-MONOMER"	"nfo"	243.10293671589238
"N-ACETYLTRANSFER-MONOMER"	"argA"	353.0602151279896
"ACETYLGLUTKIN-MONOMER"	"argB"	580.2362011623622
"PD00194"	"argR"	580.2362011623622
"AROA-MONOMER"	"aroA"	580.2362011623622
"AROK-MONOMER"	"aroK"	530.2389666541771
"AROL-MONOMER"	"aroL"	580.2362011623622
"ARGSUCCINSYN-MONOMER"	"argG"	580.2362011623622
"ATPC-MONOMER"	"atpC"	580.2362011623622
"G6851-MONOMER"	"bidA"	427.0729267381576
"CARBPSYN-SMALL"	"carA"	580.2362011623622
"GLYCEROL-KIN-MONOMER"	"glpK"	580.2362011623622
"EG10599-MONOMER"	"groL"	580.2362011623622
"EG10600-MONOMER"	"groS"	580.2362011623622
"G7409-MONOMER"	"pncC"	580.2362011623622
"EG10158-MONOMER"	"clpP"	580.2362011623622
"EG10159-MONOMER"	"clpX"	165.23924946546774
"EG11881-MONOMER"	"hslU"	580.2362011623622
"CARDIOLIPSYN-MONOMER"	"clsA"	580.2362011623622
"CMPKI-MONOMER"	"cmk"	580.2362011623622
"PANTOTHENATE-KIN-MONOMER"	"coaA"	580.2362011623622
"PANTEPADENYLYLTRAN-MONOMER"	"coaD"	1137.7655994632705
"EG12312-MONOMER"	"coaE"	580.2362011623622
"ADENYLYLSULFKIN-MONOMER"	"cysC"	292.8069067349252
"EG10003-MONOMER"	"cysZ"	580.2362011623622
"DALADEHYDROGA-MONOMER"	"dadA"	90.89921594949271
"DALADALALIGA-MONOMER"	"ddlA"	580.2362011623622
"DIAMINOPIMEPIM-MONOMER"	"dapF"	580.2362011623622
"EG11440-MONOMER"	"def"	580.2362011623622
"PPENTOMUT-MONOMER"	"deoB"	580.2362011623622
"DEOXYRIBOSE-P-ALD-MONOMER"	"deoC"	580.2362011623622
"DIHYDRODIPICSYN-MONOMER"	"dapA"	580.2362011623622
"ACNEULY-MONOMER"	"nanA"	580.2362011623622
"ALTRO-OXIDOREDUCT-MONOMER"	"uxaB"	580.2362011623622
"EG12131-MONOMER"	"hscB"	580.2362011623622
"EG11852-MONOMER"	"dtd"	580.2362011623622
"EG10360-MONOMER"	"fusA"	580.2362011623622
"EG12099-MONOMER"	"efp"	580.2362011623622
"EG12035-MONOMER"	"efpL"	580.2362011623622
"EG11033-MONOMER"	"tsf"	580.2362011623622
"G7319-MONOMER"	"der"	580.2362011623622
"EG11203-MONOMER"	"yihA"	580.2362011623622
"ENOLASE-MONOMER"	"eno"	580.2362011623622
"FABA-MONOMER"	"fabA"	580.2362011623622
"FABZ-MONOMER"	"fabZ"	580.2362011623622
"FABH-MONOMER"	"fabH"	580.2362011623622
"PD00196"	"fis"	46.6849407589978
"FLGH-FLAGELLAR-L-RING"	"flgH"	580.2362011623622
"FLGI-FLAGELLAR-P-RING"	"flgI"	497.21087468207327
"G7424-MONOMER"	"ftsB"	580.2362011623622
"GLYC3PDEHYDROGBIOSYN-MONOMER"	"gpsA"	580.2362011623622
"PGLUCISOM"	"pgi"	580.2362011623622
"GALACTOKIN-MONOMER"	"galK"	580.2362011623622
"GTP-CYCLOHYDRO-I-MONOMER"	"folE"	491.7531838765189
"EG10375-MONOMER"	"mnmG"	160.6838687608919
"EG10376-MONOMER"	"rsmG"	580.2362011623622
"GLYCOGENSYN-MONOMER"	"glgA"	580.2362011623622
"GLUC1PADENYLTRANS-MONOMER"	"glgC"	580.2362011623622
"GLUCOKIN-MONOMER"	"glk"	580.2362011623622
"G6810-MONOMER"	"glsB"	580.2362011623622
"PHOSNACMURPENTATRANS-MONOMER"	"mraY"	580.2362011623622
"EG10415-MONOMER"	"greA"	580.2362011623622
"GLUTCYSLIG-MONOMER"	"gshA"	580.2362011623622
"GLUTRNAREDUCT-MONOMER"	"hemA"	93.65382380301415
"EG10438-MONOMER"	"hfq"	580.2362011623622
"PD00347"	"ihfA"	580.2362011623622
"PD00348"	"ihfB"	580.2362011623622
"G7744-MONOMER"	"hslO"	322.0525964841008
"EG10241-MONOMER"	"dnaK"	580.2362011623622
"EG12130-MONOMER"	"hscA"	580.2362011623622
"EG10461-MONOMER"	"htpG"	580.2362011623622
"EG10505-MONOMER"	"infB"	580.2362011623622
"EG10506-MONOMER"	"infC"	580.2362011623622
"KDO-8PSYNTH-MONOMER"	"kdsA"	580.2362011623622
"PRPPSYN-MONOMER"	"prs"	580.2362011623622
"DTMPKI-MONOMER"	"tmk"	580.2362011623622
"UDPNACETYLGLUCOSAMACYLTRANS-MONOMER"	"lpxA"	580.2362011623622
"UDPACYLGLCNACDEACETYL-MONOMER"	"lpxC"	33.15457906127149
"EG11438-MONOMER"	"yceF"	580.2362011623622
"METHGLYSYN-MONOMER"	"mgsA"	580.2362011623622
"EG10598-MONOMER"	"minE"	580.2362011623622
"EG11666-MONOMER"	"moaC"	580.2362011623622
"EG11180-MONOMER"	"mscL"	580.2362011623622
"EG11433-MONOMER"	"msrA"	580.2362011623622
"EG12394-MONOMER"	"msrB"	333.16568814063373
"UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER"	"murA"	580.2362011623622
"NICONUCADENYLYLTRAN-MONOMER"	"nadD"	580.2362011623622
"EG11568-MONOMER"	"kefF"	1137.7655994632705
"G7717-MONOMER"	"kefG"	580.2362011623622
"GLUCOSAMINE-6-P-DEAMIN-MONOMER"	"nagB"	580.2362011623622
"NANE-MONOMER"	"nanE"	580.2362011623622
"NUCLEOSIDE-DIP-KIN-MONOMER"	"ndk"	580.2362011623622
"YFEP-MONOMER"	"mntH"	135.11640163539107
"G7459-MONOMER"	"rppH"	580.2362011623622
"EG10666-MONOMER"	"nusB"	580.2362011623622
"G7842-MONOMER"	"orn"	580.2362011623622
"ASPCARBCAT-MONOMER"	"pyrB"	580.2362011623622
"ASPDECARBOX-MONOMER"	"panD"	228.29815028802383
"PDXJ-MONOMER"	"pdxJ"	580.2362011623622
"6PFK-1-MONOMER"	"pfkA"	580.2362011623622
"PGK"	"pgk"	580.2362011623622
"PGAM2-MONOMER"	"ytjC"	580.2362011623622
"EG10689-MONOMER"	"pcm"	580.2362011623622
"GLYCEROL-3-P-ACYLTRANSFER-MONOMER"	"plsB"	580.2362011623622
"INORGPYROPHOSPHAT-MONOMER"	"ppa"	580.2362011623622
"PPK-MONOMER"	"ppk"	580.2362011623622
"MONOMER0-541"	"nadK"	580.2362011623622
"GLUTKIN-MONOMER"	"proB"	580.2362011623622
"EG11676-MONOMER"	"hslV"	580.2362011623622
"PD00205"	"lexA"	317.14737480785567
"EG11920-MONOMER"	"pepE"	580.2362011623622
"EG10785-MONOMER"	"pth"	580.2362011623622
"ADENYLOSUCCINATE-SYN-MONOMER"	"purA"	580.2362011623622
"SAICARSYN-MONOMER"	"purC"	580.2362011623622
"DIHYDROOROTOX-MONOMER"	"pyrD"	580.2362011623622
"OROPRIBTRANS-MONOMER"	"pyrE"	580.2362011623622
"CTPSYN-MONOMER"	"pyrG"	580.2362011623622
"UMPKI-MONOMER"	"pyrH"	580.2362011623622
"ASPCARBREG-MONOMER"	"pyrI"	580.2362011623622
"SPED-MONOMER"	"speD"	580.2362011623622
"EG10812-MONOMER"	"queA"	580.2362011623622
"EG11178-MONOMER"	"rbfA"	580.2362011623622
"EG10823-MONOMER"	"recA"	580.2362011623622
"EG10828-MONOMER"	"recF"	580.2362011623622
"EG10834-MONOMER"	"recR"	580.2362011623622
"EG10761-MONOMER"	"prfA"	580.2362011623622
"EG12114-MONOMER"	"prfC"	580.2362011623622
"GTP-CYCLOHYDRO-II-MONOMER"	"ribA"	580.2362011623622
"DIOHBUTANONEPSYN-MONOMER"	"ribB"	90.08918803255034
"EG10871-MONOMER"	"rplJ"	580.2362011623622
"EG10872-MONOMER"	"rplK"	580.2362011623622
"EG10873-MONOMER"	"rplL"	580.2362011623622
"EG10880-MONOMER"	"rplS"	580.2362011623622
"EG10864-MONOMER"	"rplA"	580.2362011623622
"EG10881-MONOMER"	"rplT"	580.2362011623622
"EG50002-MONOMER"	"rpmA"	580.2362011623622
"EG10886-MONOMER"	"rpmB"	580.2362011623622
"EG10887-MONOMER"	"rpmC"	580.2362011623622
"EG10889-MONOMER"	"rpmE"	611.7828386635124
"G6167-MONOMER"	"ykgM"	580.2362011623622
"EG10890-MONOMER"	"rpmF"	1137.7655994632705
"EG10892-MONOMER"	"rpmH"	580.2362011623622
"EG11232-MONOMER"	"rpmJ"	580.2362011623622
"EG10870-MONOMER"	"rplI"	580.2362011623622
"EG10909-MONOMER"	"rpsJ"	580.2362011623622
"EG10910-MONOMER"	"rpsK"	580.2362011623622
"EG10911-MONOMER"	"rpsL"	580.2362011623622
"EG10912-MONOMER"	"rpsM"	580.2362011623622
"EG10915-MONOMER"	"rpsP"	580.2362011623622
"EG10917-MONOMER"	"rpsR"	580.2362011623622
"EG10918-MONOMER"	"rpsS"	580.2362011623622
"EG10919-MONOMER"	"rpsT"	580.2362011623622
"EG10901-MONOMER"	"rpsB"	580.2362011623622
"EG10902-MONOMER"	"rpsC"	580.2362011623622
"EG10903-MONOMER"	"rpsD"	580.2362011623622
"EG10904-MONOMER"	"rpsE"	580.2362011623622
"EG10907-MONOMER"	"rpsH"	580.2362011623622
"EG10908-MONOMER"	"rpsI"	580.2362011623622
"EG11153-MONOMER"	"rimM"	580.2362011623622
"EG10857-MONOMER"	"rnc"	580.2362011623622
"EG10860-MONOMER"	"rnhA"	580.2362011623622
"EG10862-MONOMER"	"rnpA"	580.2362011623622
"RIB5PISOMA-MONOMER"	"rpiA"	580.2362011623622
"EG10893-MONOMER"	"rpoA"	580.2362011623622
"EG10899-MONOMER"	"rpoZ"	552.4234616694514
"EG10335-MONOMER"	"frr"	580.2362011623622
"EG10923-MONOMER"	"ruvA"	580.2362011623622
"EG10924-MONOMER"	"ruvB"	515.859897477562
"EG10925-MONOMER"	"ruvC"	550.833776613342
"S-ADENMETSYN-MONOMER"	"metK"	580.2362011623622
"EG10941-MONOMER"	"selA"	580.2362011623622
"EG10949-MONOMER"	"sfsA"	580.2362011623622
"GLYOHMETRANS-MONOMER"	"glyA"	580.2362011623622
"DCTA-MONOMER"	"dctA"	580.2362011623622
"EG11782-MONOMER"	"smpB"	580.2362011623622
"SUCCCOASYN-BETA"	"sucC"	580.2362011623622
"EG11817-MONOMER"	"umpG"	580.2362011623622
"EG11305-MONOMER"	"tatE"	69.24057792116213
"EG10996-MONOMER"	"tgt"	580.2362011623622
"EG11003-MONOMER"	"tig"	580.2362011623622
"TRYPTOPHAN-MONOMER"	"tnaA"	580.2362011623622
"EG11008-MONOMER"	"tolB"	580.2362011623622
"TPI-MONOMER"	"tpiA"	580.2362011623622
"G6660-MONOMER"	"tpx"	580.2362011623622
"TRANSALDOLA-MONOMER"	"talA"	580.2362011623622
"TRANSALDOLB-MONOMER"	"talB"	580.2362011623622
"EG11023-MONOMER"	"trmD"	580.2362011623622
"TRYPSYN-APROTEIN"	"trpA"	580.2362011623622
"TRYPSYN-BPROTEIN"	"trpB"	580.2362011623622
"PD00423"	"trpR"	580.2362011623622
"THYMIDYLATESYN-MONOMER"	"thyA"	580.2362011623622
"2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER"	"ubiE"	580.2362011623622
"EG12216-MONOMER"	"tusA"	1137.7655994632705
"EG12146-MONOMER"	"rapZ"	580.2362011623622
"G6362-MONOMER"	"ybeY"	580.2362011623622
"EG11137-MONOMER"	"yebC"	580.2362011623622
"G7068-MONOMER"	"yeeN"	580.2362011623622
"EG11132-MONOMER"	"ppsR"	580.2362011623622
"EG11179-MONOMER"	"rimP"	580.2362011623622
"G7202-MONOMER"	"smrB"	576.5068258457601
"EG11100-MONOMER"	"ybaB"	580.2362011623622
"G6451-MONOMER"	"ybjQ"	580.2362011623622
"EG11323-MONOMER"	"ygfB"	580.2362011623622
"EG11320-MONOMER"	"nrdR"	580.2362011623622
"G6230-MONOMER"	"yaiI"	580.2362011623622
"G6550-MONOMER"	"ymdB"	580.2362011623622
"G6568-MONOMER"	"ycfP"	580.2362011623622
"EG12605-MONOMER"	"yacL"	481.68934911512497
"G6240-MONOMER"	"yajQ"	580.2362011623622
"URACIL-PRIBOSYLTRANS-MONOMER"	"upp"	580.2362011623622
"UDK-MONOMER"	"udk"	580.2362011623622
"EG11062-MONOMER"	"uvrB"	580.2362011623622
"EG11063-MONOMER"	"uvrC"	580.2362011623622
"UXAC-MONOMER"	"uxaC"	580.2362011623622
"PD01343"	"wrbA"	580.2362011623622
"EG11098-MONOMER"	"xseB"	1137.7655994632705
"EG11835-MONOMER"	"yihI"	580.2362011623622
"G7525-MONOMER"	"yqgF"	580.2362011623622
"EG10011-MONOMER"	"yaaA"	527.2711713605735
"EG11779-MONOMER"	"trmB"	580.2362011623622
"EG11254-MONOMER"	"rlmH"	580.2362011623622
"EG10244-MONOMER"	"dnaT"	499.04709012384126
"EG11592-MONOMER"	"ybeD"	244.87917377491047
"EG10844-MONOMER"	"rhlB"	580.2362011623622
"PSD-MONOMER"	"psd"	580.2362011623622
"MONOMER0-741"	"yaeP"	580.2362011623622
"SERS-MONOMER"	"serS"	580.2362011623622
"G6633-MONOMER"	"yciU"	580.2362011623622
"ASNS-MONOMER"	"asnS"	580.2362011623622
"THRS-MONOMER"	"thrS"	580.2362011623622
"G7087-MONOMER"	"tmaR"	580.2362011623622
"EG12855-MONOMER"	"matP"	580.2362011623622
"LYSS-MONOMER"	"lysS"	580.2362011623622
"LYSU-MONOMER"	"lysU"	580.2362011623622
"EG11211-MONOMER"	"epmA"	580.2362011623622
"EG11112-MONOMER"	"aat"	55.25147357656647
"G7532-MONOMER"	"yggX"	580.2362011623622
"EG11069-MONOMER"	"xerC"	204.26092020106094
"EG11071-MONOMER"	"xerD"	246.91580722647876
"FUM-MEMB1"	"frdC"	580.2362011623622
"G6463-MONOMER"	"clpS"	28.457670690045116
"EG11879-MONOMER"	"rraA"	580.2362011623622
"EG11664-MONOMER"	"slyX"	1137.7655994632705
"EG12870-MONOMER"	"ycjF"	580.2362011623622
