# Generated by runscripts/reconstruction/polycistronic_rnas/create_tu_files.py on Fri Feb  5 17:21:03 2021 
"id"	"type"	"modified_forms"	"gene_set"	"monomer_set"
"EG12228_RNA"	"mRNA"	[]	["EG12228"]	["MONOMER0-2489"]
"EG12229_RNA"	"mRNA"	[]	["EG12229"]	["EG12229-MONOMER"]
"EG12230_RNA"	"mRNA"	[]	["EG12230"]	["PITA-MONOMER"]
"EG12231_RNA"	"mRNA"	[]	["EG12231"]	["EG12231-MONOMER"]
"EG12232_RNA"	"mRNA"	[]	["EG12232"]	["YHIP-MONOMER"]
"EG12234_RNA"	"mRNA"	[]	["EG12234"]	["EG12234-MONOMER"]
"EG12238_RNA"	"mRNA"	[]	["EG12238"]	["EG12238-MONOMER"]
"EG12242_RNA"	"mRNA"	[]	["EG12242"]	["EG12242-MONOMER"]
"EG12243_RNA"	"mRNA"	[]	["EG12243"]	["EG12243-MONOMER"]
"EG12244_RNA"	"mRNA"	[]	["EG12244"]	["EG12244-MONOMER"]
"EG12245_RNA"	"mRNA"	[]	["EG12245"]	["TREHALACYTO-MONOMER"]
"EG12246_RNA"	"mRNA"	[]	["EG12246"]	["EG12246-MONOMER"]
"EG12247_RNA"	"mRNA"	[]	["EG12247"]	["EG12247-MONOMER"]
"EG12248_RNA"	"mRNA"	[]	["EG12248"]	["EG12248-MONOMER"]
"EG12249_RNA"	"mRNA"	[]	["EG12249"]	["YHJE-MONOMER"]
"EG12251_RNA"	"mRNA"	[]	["EG12251"]	["EG12251-MONOMER"]
"EG12252_RNA"	"mRNA"	[]	["EG12252"]	["EG12252-MONOMER"]
"EG12253_RNA"	"mRNA"	[]	["EG12253"]	["DEOXYGLUCONOKIN-MONOMER"]
"EG12254_RNA"	"mRNA"	[]	["EG12254"]	["EG12254-MONOMER"]
"EG12256_RNA"	"mRNA"	[]	["EG12256"]	["EG12256-MONOMER"]
"EG12261_RNA"	"mRNA"	[]	["EG12261"]	["EG12261-MONOMER"]
"EG12262_RNA"	"mRNA"	[]	["EG12262"]	["EG12262-MONOMER"]
"EG12266_RNA"	"mRNA"	[]	["EG12266"]	["YHJV-MONOMER"]
"EG12267_RNA"	"mRNA"	[]	["EG12267"]	["EG12267-MONOMER"]
"EG12268_RNA"	"mRNA"	[]	["EG12268"]	["YHJX-MONOMER"]
"EG12269_RNA"	"mRNA"	[]	["EG12269"]	["EG12269-MONOMER"]
"EG12271_RNA"	"mRNA"	[]	["EG12271"]	["EG12271-MONOMER"]
"EG12272_RNA"	"mRNA"	[]	["EG12272"]	["MONOMER-43"]
"EG12273_RNA"	"mRNA"	[]	["EG12273"]	["EG12273-MONOMER"]
"EG12274_RNA"	"mRNA"	[]	["EG12274"]	["EG12274-MONOMER"]
"EG12277_RNA"	"mRNA"	[]	["EG12277"]	["EG12277-MONOMER"]
"EG12278_RNA"	"mRNA"	[]	["EG12278"]	["EG12278-MONOMER"]
"EG12288_RNA"	"mRNA"	[]	["EG12288"]	["EG12288-MONOMER"]
"EG12289_RNA"	"mRNA"	[]	["EG12289"]	["EG12289-MONOMER"]
"EG12292_RNA"	"mRNA"	[]	["EG12292"]	["ALDDEHYDROGB-MONOMER"]
"EG12293_RNA"	"mRNA"	[]	["EG12293"]	["EG12293-MONOMER"]
"EG12294_RNA"	"mRNA"	[]	["EG12294"]	["GRXC-MONOMER"]
"EG12295_RNA"	"mRNA"	[]	["EG12295"]	["EG12295-MONOMER"]
"EG12301_RNA"	"mRNA"	[]	["EG12301"]	["PD01352"]
"EG12308_RNA"	"mRNA"	[]	["EG12308"]	["EG12308-MONOMER"]
"EG12309_RNA"	"mRNA"	[]	["EG12309"]	["EG12309-MONOMER"]
"EG12310_RNA"	"mRNA"	[]	["EG12310"]	["EG12310-MONOMER"]
"EG12314_RNA"	"mRNA"	[]	["EG12314"]	["EG12314-MONOMER"]
"EG12315_RNA"	"mRNA"	[]	["EG12315"]	["EG12315-MONOMER"]
"EG12316_RNA"	"mRNA"	[]	["EG12316"]	["ACONITATEDEHYDRB-MONOMER"]
"EG12318_RNA"	"mRNA"	[]	["EG12318"]	["EG12318-MONOMER"]
"EG12319_RNA"	"mRNA"	[]	["EG12319"]	["EG12319-MONOMER"]
"EG12322_RNA"	"mRNA"	[]	["EG12322"]	["AGAX-MONOMER"]
"EG12323_RNA"	"mRNA"	[]	["EG12323"]	["EG12323-MONOMER"]
"EG12328_RNA"	"mRNA"	[]	["EG12328"]	["EG12328-MONOMER"]
"EG12329_RNA"	"mRNA"	[]	["EG12329"]	["EG12329-MONOMER"]
"EG12330_RNA"	"mRNA"	[]	["EG12330"]	["EG12330-MONOMER"]
"EG12331_RNA"	"mRNA"	[]	["EG12331"]	["YADQ-MONOMER"]
"EG12332_RNA"	"mRNA"	[]	["EG12332"]	["EG12332-MONOMER"]
"EG12335_RNA"	"mRNA"	[]	["EG12335"]	["EG12335-MONOMER"]
"EG12336_RNA"	"mRNA"	[]	["EG12336"]	["EG12336-MONOMER"]
"EG12337_RNA"	"mRNA"	[]	["EG12337"]	["EG12337-MONOMER"]
"EG12342_RNA"	"mRNA"	[]	["EG12342"]	["EG12342-MONOMER"]
"EG12343_RNA"	"mRNA"	[]	["EG12343"]	["YJJK-MONOMER"]
"EG12344_RNA"	"mRNA"	[]	["EG12344"]	["EG12344-MONOMER"]
"EG12345_RNA"	"mRNA"	[]	["EG12345"]	["EG12345-MONOMER"]
"EG12352_RNA"	"mRNA"	[]	["EG12352"]	["EG12352-MONOMER"]
"EG12356_RNA"	"mRNA"	[]	["EG12356"]	["EG12356-MONOMER"]
"EG12359_RNA"	"mRNA"	[]	["EG12359"]	["EG12359-MONOMER"]
"EG12360_RNA"	"mRNA"	[]	["EG12360"]	["EG12360-MONOMER"]
"EG12361_RNA"	"mRNA"	[]	["EG12361"]	["KDUD-MONOMER"]
"EG12363_RNA"	"mRNA"	[]	["EG12363"]	["EG12363-MONOMER"]
"EG12364_RNA"	"mRNA"	[]	["EG12364"]	["EG12364-MONOMER"]
"EG12365_RNA"	"mRNA"	[]	["EG12365"]	["EG12365-MONOMER"]
"EG12369_RNA"	"mRNA"	[]	["EG12369"]	["YDJE-MONOMER"]
"EG12371_RNA"	"mRNA"	[]	["EG12371"]	["EG12371-MONOMER"]
"EG12372_RNA"	"mRNA"	[]	["EG12372"]	["EG12372-MONOMER"]
"EG12373_RNA"	"mRNA"	[]	["EG12373"]	["EG12373-MONOMER"]
"EG12376_RNA"	"mRNA"	[]	["EG12376"]	["EG12376-MONOMER"]
"EG12380_RNA"	"mRNA"	[]	["EG12380"]	["GNTT-MONOMER"]
"EG12386_RNA"	"mRNA"	[]	["EG12386"]	["EG12386-MONOMER"]
"EG12391_RNA"	"mRNA"	[]	["EG12391"]	["EG12391-MONOMER"]
"EG12392_RNA"	"mRNA"	[]	["EG12392"]	["YCHM-MONOMER"]
"EG12394_RNA"	"mRNA"	[]	["EG12394"]	["EG12394-MONOMER"]
"EG12396_RNA"	"mRNA"	[]	["EG12396"]	["EG12396-MONOMER"]
"EG12399_RNA"	"mRNA"	[]	["EG12399"]	["EG12399-MONOMER"]
"EG12400_RNA"	"mRNA"	[]	["EG12400"]	["YDHE-MONOMER"]
"EG12401_RNA"	"mRNA"	[]	["EG12401"]	["EG12401-MONOMER"]
"EG12403_RNA"	"mRNA"	[]	["EG12403"]	["EG12403-MONOMER"]
"EG12404_RNA"	"mRNA"	[]	["EG12404"]	["EG12404-MONOMER"]
"EG12405_RNA"	"mRNA"	[]	["EG12405"]	["EG12405-MONOMER"]
"EG12409_RNA"	"mRNA"	[]	["EG12409"]	["EG12409-MONOMER"]
"EG12410_RNA"	"mRNA"	[]	["EG12410"]	["EG12410-MONOMER"]
"EG12421_RNA"	"mRNA"	[]	["EG12421"]	["EG12421-MONOMER"]
"EG12422_RNA"	"mRNA"	[]	["EG12422"]	["EG12422-MONOMER"]
"EG12428_RNA"	"mRNA"	[]	["EG12428"]	["EG12428-MONOMER"]
"EG12433_RNA"	"mRNA"	[]	["EG12433"]	["EG12433-MONOMER"]
"EG12434_RNA"	"mRNA"	[]	["EG12434"]	["EG12434-MONOMER"]
"EG12436_RNA"	"mRNA"	[]	["EG12436"]	["EG12436-MONOMER"]
"EG12440_RNA"	"mRNA"	[]	["EG12440"]	["EG12440-MONOMER"]
"EG12442_RNA"	"mRNA"	[]	["EG12442"]	["G7356-MONOMER"]
"EG12444_RNA"	"mRNA"	[]	["EG12444"]	["EG12444-MONOMER"]
"EG12445_RNA"	"mRNA"	[]	["EG12445"]	["EG12445-MONOMER"]
"EG12446_RNA"	"mRNA"	[]	["EG12446"]	["EG12446-MONOMER"]
"EG12448_RNA"	"mRNA"	[]	["EG12448"]	["EG12448-MONOMER"]
"EG12454_RNA"	"mRNA"	[]	["EG12454"]	["EG12454-MONOMER"]
"EG12462_RNA"	"mRNA"	[]	["EG12462"]	["YJDE-MONOMER"]
"EG12469_RNA"	"mRNA"	[]	["EG12469"]	["YJDL-MONOMER"]
"EG12475_RNA"	"mRNA"	[]	["EG12475"]	["YJEM-MONOMER"]
"EG12504_RNA"	"mRNA"	[]	["EG12504"]	["CYCA-MONOMER"]
"EG12522_RNA"	"mRNA"	[]	["EG12522"]	["GALACTARDEHYDRA-MONOMER"]
"EG12548_RNA"	"mRNA"	[]	["EG12548"]	["YJHF-MONOMER"]
"EG12563_RNA"	"mRNA"	[]	["EG12563"]	["GNTP-MONOMER"]
"EG12587_RNA"	"mRNA"	[]	["EG12587"]	["YJIZ-MONOMER"]
"EG12591_RNA"	"mRNA"	[]	["EG12591"]	["PGLYCEROLTRANSI-MONOMER"]
"EG12600_RNA"	"mRNA"	[]	["EG12600"]	["EG12600-MONOMER"]
"EG12605_RNA"	"mRNA"	[]	["EG12605"]	["EG12605-MONOMER"]
"EG12606_RNA"	"mRNA"	[]	["EG12606"]	["3-OXOACYL-ACP-SYNTHII-MONOMER"]
"EG12615_RNA"	"mRNA"	[]	["EG12615"]	["TORR-MONOMER"]
"EG12623_RNA"	"mRNA"	[]	["EG12623"]	["YBAL-MONOMER"]
"EG12624_RNA"	"mRNA"	[]	["EG12624"]	["EG12624-MONOMER"]
"EG12629_RNA"	"mRNA"	[]	["EG12629"]	["GLUCONOKINII-MONOMER"]
"EG12630_RNA"	"mRNA"	[]	["EG12630"]	["PD03585"]
"EG12631_RNA"	"mRNA"	[]	["EG12631"]	["GNTU-MONOMER"]
"EG12634_RNA"	"mRNA"	[]	["EG12634"]	["EG12634-MONOMER"]
"EG12656_RNA"	"mRNA"	[]	["EG12656"]	["EG12656-MONOMER"]
"EG12657_RNA"	"mRNA"	[]	["EG12657"]	["EG12657-MONOMER"]
"EG12661_RNA"	"mRNA"	[]	["EG12661"]	["GLTJ-MONOMER"]
"EG12662_RNA"	"mRNA"	[]	["EG12662"]	["GLTK-MONOMER"]
"EG12663_RNA"	"mRNA"	[]	["EG12663"]	["GLTL-MONOMER"]
"EG12688_RNA"	"mRNA"	[]	["EG12688"]	["GRXB-MONOMER"]
"EG12689_RNA"	"mRNA"	[]	["EG12689"]	["EG12689-MONOMER"]
"EG12692_RNA"	"mRNA"	[]	["EG12692"]	["EG12692-MONOMER"]
"EG12694_RNA"	"mRNA"	[]	["EG12694"]	["EG12694-MONOMER"]
"EG12697_RNA"	"mRNA"	[]	["EG12697"]	["FLAVODOXIN2-MONOMER"]
"EG12702_RNA"	"mRNA"	[]	["EG12702"]	["EG12702-MONOMER"]
"EG12704_RNA"	"mRNA"	[]	["EG12704"]	["EG12704-MONOMER"]
"EG12705_RNA"	"mRNA"	[]	["EG12705"]	["EG12705-MONOMER"]
"EG12707_RNA"	"mRNA"	[]	["EG12707"]	["EG12707-MONOMER"]
"EG12708_RNA"	"mRNA"	[]	["EG12708"]	["EG12708-MONOMER"]
"EG12709_RNA"	"mRNA"	[]	["EG12709"]	["EG12709-MONOMER"]
"EG12712_RNA"	"mRNA"	[]	["EG12712"]	["EG12712-MONOMER"]
"EG12713_RNA"	"mRNA"	[]	["EG12713"]	["EG12713-MONOMER"]
"EG12717_RNA"	"mRNA"	[]	["EG12717"]	["EG12717-MONOMER"]
"EG12720_RNA"	"mRNA"	[]	["EG12720"]	["YGJI-MONOMER"]
"EG12732_RNA"	"mRNA"	[]	["EG12732"]	["YGJU-MONOMER"]
"EG12738_RNA"	"mRNA"	[]	["EG12738"]	["EXUT-MONOMER"]
"EG12739_RNA"	"mRNA"	[]	["EG12739"]	["PD03270"]
"EG12760_RNA"	"mRNA"	[]	["EG12760"]	["YHAU-MONOMER"]
"EG12780_RNA"	"mRNA"	[]	["EG12780"]	["YRAO-MONOMER"]
"EG12794_RNA"	"mRNA"	[]	["EG12794"]	["EG12794-MONOMER"]
"EG12843_RNA"	"mRNA"	[]	["EG12843"]	["EG12843-MONOMER"]
"EG12845_RNA"	"mRNA"	[]	["EG12845"]	["EG12845-MONOMER"]
"EG12850_RNA"	"mRNA"	[]	["EG12850"]	["EG12850-MONOMER"]
"EG12851_RNA"	"mRNA"	[]	["EG12851"]	["EG12851-MONOMER"]
"EG12855_RNA"	"mRNA"	[]	["EG12855"]	["EG12855-MONOMER"]
"EG12857_RNA"	"mRNA"	[]	["EG12857"]	["EG12857-MONOMER"]
"EG12859_RNA"	"mRNA"	[]	["EG12859"]	["EG12859-MONOMER"]
"EG12860_RNA"	"mRNA"	[]	["EG12860"]	["EG12860-MONOMER"]
"EG12861_RNA"	"mRNA"	[]	["EG12861"]	["EG12861-MONOMER"]
"EG12865_RNA"	"mRNA"	[]	["EG12865"]	["EG12865-MONOMER"]
"EG12867_RNA"	"mRNA"	[]	["EG12867"]	["EG12867-MONOMER"]
"EG12868_RNA"	"mRNA"	[]	["EG12868"]	["EG12868-MONOMER"]
"EG12874_RNA"	"mRNA"	[]	["EG12874"]	["EG12874-MONOMER"]
"EG12875_RNA"	"mRNA"	[]	["EG12875"]	["EG12875-MONOMER"]
"EG12876_RNA"	"mRNA"	[]	["EG12876"]	["EG12876-MONOMER"]
"EG12878_RNA"	"mRNA"	[]	["EG12878"]	["EG12878-MONOMER"]
"EG12881_RNA"	"mRNA"	[]	["EG12881"]	["EG12881-MONOMER"]
"EG12882_RNA"	"mRNA"	[]	["EG12882"]	["GSP-MONOMER"]
"EG12883_RNA"	"mRNA"	[]	["EG12883"]	["PITB-MONOMER"]
"EG12957_RNA"	"mRNA"	[]	["EG12957"]	["GLUCOKIN-MONOMER"]
"EG13139_RNA"	"mRNA"	[]	["EG13139"]	["AMINEOXID-MONOMER"]
"EG13159_RNA"	"mRNA"	[]	["EG13159"]	["XAPB-MONOMER"]
"EG13161_RNA"	"mRNA"	[]	["EG13161"]	["PD00297"]
"EG13217_RNA"	"mRNA"	[]	["EG13217"]	["EG13217-MONOMER"]
"EG13236_RNA"	"mRNA"	[]	["EG13236"]	["EG13236-MONOMER"]
"EG13270_RNA"	"mRNA"	[]	["EG13270"]	["AQPZ-MONOMER"]
"EG20044_RNA"	"mRNA"	[]	["EG20044"]	["DCTA-MONOMER"]
"EG20098_RNA"	"mRNA"	[]	["EG20098"]	["HYPOXANPRIBOSYLTRAN-MONOMER"]
"EG20173_RNA"	"mRNA"	[]	["EG20173"]	["PHOSACETYLTRANS-MONOMER"]
"EG20249_RNA"	"mRNA"	[]	["EG20249"]	["EG20249-MONOMER"]
"EG20253_RNA"	"mRNA"	[]	["EG20253"]	["EG20253-MONOMER"]
"EG50003_RNA"	"mRNA"	[]	["EG50003"]	["EG50003-MONOMER"]
"EG50004_RNA"	"mRNA"	[]	["EG50004"]	["EG50004-MONOMER"]
"EG50005_RNA"	"mRNA"	[]	["EG50005"]	["DIHYDROPTERIREDUCT-MONOMER"]
"EG50008_RNA"	"mRNA"	[]	["EG50008"]	["CYTOCHROME-B562-MONOMER"]
"FFS-RNA"	"miscRNA"	[]	["EG30027"]	[]
"G0-10261_RNA"	"mRNA"	[]	["G0-10261"]	["MONOMER0-2141"]
"G0-10431_RNA"	"mRNA"	[]	["G0-10431"]	["MONOMER0-2653"]
"G0-10436_RNA"	"mRNA"	[]	["G0-10436"]	["MONOMER0-2658"]
"G0-10438_RNA"	"mRNA"	[]	["G0-10438"]	["MONOMER0-2660"]
"G0-10440_RNA"	"mRNA"	[]	["G0-10440"]	["MONOMER0-2662"]
"G0-10443_RNA"	"mRNA"	[]	["G0-10443"]	["MONOMER0-2665"]
"G0-10444_RNA"	"mRNA"	[]	["G0-10444"]	["MONOMER0-2666"]
"G0-10449_RNA"	"mRNA"	[]	["G0-10449"]	["MONOMER0-2671"]
"G0-10450_RNA"	"mRNA"	[]	["G0-10450"]	["MONOMER0-2672"]
"G0-10453_RNA"	"mRNA"	[]	["G0-10453"]	["MONOMER0-2675"]
"G0-10454_RNA"	"mRNA"	[]	["G0-10454"]	["MONOMER0-2676"]
"G0-10455_RNA"	"mRNA"	[]	["G0-10455"]	["MONOMER0-2677"]
"G0-10456_RNA"	"mRNA"	[]	["G0-10456"]	["MONOMER0-2678"]
"G0-10458_RNA"	"mRNA"	[]	["G0-10458"]	["MONOMER0-2680"]
"G0-10459_RNA"	"mRNA"	[]	["G0-10459"]	["MONOMER0-2681"]
"G0-10461_RNA"	"mRNA"	[]	["G0-10461"]	["MONOMER0-2683"]
"G0-10465_RNA"	"mRNA"	[]	["G0-10465"]	["MONOMER0-2687"]
"G0-10467_RNA"	"mRNA"	[]	["G0-10467"]	["MONOMER0-2689"]
"G0-10468_RNA"	"mRNA"	[]	["G0-10468"]	["MONOMER0-2690"]
"G0-10469_RNA"	"mRNA"	[]	["G0-10469"]	["MONOMER0-2691"]
"G0-10470_RNA"	"mRNA"	[]	["G0-10470"]	["MONOMER0-2692"]
"G0-10474_RNA"	"mRNA"	[]	["G0-10474"]	["MONOMER0-2696"]
"G0-10475_RNA"	"mRNA"	[]	["G0-10475"]	["MONOMER0-2697"]
"G0-10511_RNA"	"mRNA"	[]	["G0-10511"]	["MONOMER0-2726"]
"G0-10528_RNA"	"mRNA"	[]	["G0-10528"]	["MONOMER0-4249"]
"G0-10529_RNA"	"mRNA"	[]	["G0-10529"]	["MONOMER0-4246"]
"G0-10530_RNA"	"mRNA"	[]	["G0-10530"]	["MONOMER0-4247"]
"G0-10531_RNA"	"mRNA"	[]	["G0-10531"]	["MONOMER0-4248"]
"G0-10538_RNA"	"mRNA"	[]	["G0-10538"]	["MONOMER0-4231"]
"G0-10539_RNA"	"mRNA"	[]	["G0-10539"]	["MONOMER0-4229"]
"G0-10540_RNA"	"mRNA"	[]	["G0-10540"]	["MONOMER0-4230"]
"G0-10542_RNA"	"mRNA"	[]	["G0-10542"]	["MONOMER0-4255"]
"G0-10543_RNA"	"mRNA"	[]	["G0-10543"]	["MONOMER0-4256"]
"G0-10544_RNA"	"mRNA"	[]	["G0-10544"]	["MONOMER0-4257"]
"G0-10545_RNA"	"mRNA"	[]	["G0-10545"]	["MONOMER0-4258"]
"G0-10546_RNA"	"mRNA"	[]	["G0-10546"]	["MONOMER0-4259"]
"G0-10550_RNA"	"mRNA"	[]	["G0-10550"]	["MONOMER0-2772"]
"G0-10554_RNA"	"mRNA"	[]	["G0-10554"]	["MONOMER0-2776"]
"G0-10555_RNA"	"mRNA"	[]	["G0-10555"]	["MONOMER0-2777"]
"G0-10556_RNA"	"mRNA"	[]	["G0-10556"]	["MONOMER0-2778"]
"G0-10557_RNA"	"mRNA"	[]	["G0-10557"]	["MONOMER0-2779"]
"G0-10558_RNA"	"mRNA"	[]	["G0-10558"]	["MONOMER0-2780"]
"G0-10559_RNA"	"mRNA"	[]	["G0-10559"]	["MONOMER0-2781"]
"G0-10583_RNA"	"mRNA"	[]	["G0-10583"]	["MONOMER0-2812"]
"G0-10584_RNA"	"mRNA"	[]	["G0-10584"]	["MONOMER0-2813"]
"G0-10585_RNA"	"mRNA"	[]	["G0-10585"]	["MONOMER0-2814"]
"G0-10586_RNA"	"mRNA"	[]	["G0-10586"]	["MONOMER0-2815"]
"G0-10589_RNA"	"mRNA"	[]	["G0-10589"]	["MONOMER0-2818"]
"G0-10590_RNA"	"mRNA"	[]	["G0-10590"]	["MONOMER0-2819"]
"G0-10593_RNA"	"mRNA"	[]	["G0-10593"]	["MONOMER0-2821"]
"G0-10594_RNA"	"mRNA"	[]	["G0-10594"]	["MONOMER0-2822"]
"G0-10595_RNA"	"mRNA"	[]	["G0-10595"]	["MONOMER0-2823"]
"G0-10596_RNA"	"mRNA"	[]	["G0-10596"]	["MONOMER0-2824"]
"G0-10601_RNA"	"mRNA"	[]	["G0-10601"]	["MONOMER0-2825"]
"G0-10603_RNA"	"mRNA"	[]	["G0-10603"]	["MONOMER0-2826"]
"G0-10605_RNA"	"mRNA"	[]	["G0-10605"]	["MONOMER0-2827"]
"G0-10606_RNA"	"mRNA"	[]	["G0-10606"]	["MONOMER0-2828"]
"G0-10607_RNA"	"mRNA"	[]	["G0-10607"]	["MONOMER0-2829"]
"G0-10608_RNA"	"mRNA"	[]	["G0-10608"]	["MONOMER0-2830"]
"G0-10616_RNA"	"mRNA"	[]	["G0-10616"]	["MONOMER0-2840"]
"G0-10617_RNA"	"mRNA"	[]	["G0-10617"]	["MONOMER0-2842"]
"G0-10624_RNA"	"mRNA"	[]	["G0-10624"]	["MONOMER0-2851"]
"G0-10629_RNA"	"mRNA"	[]	["G0-10629"]	["MONOMER0-2855"]
"G0-10630_RNA"	"mRNA"	[]	["G0-10630"]	["MONOMER0-2856"]
"G0-10631_RNA"	"mRNA"	[]	["G0-10631"]	["MONOMER0-2857"]
"G0-10632_RNA"	"mRNA"	[]	["G0-10632"]	["MONOMER0-2858"]
"G0-10633_RNA"	"mRNA"	[]	["G0-10633"]	["MONOMER0-2859"]
"G0-10634_RNA"	"mRNA"	[]	["G0-10634"]	["MONOMER0-2860"]
"G0-10642_RNA"	"mRNA"	[]	["G0-10642"]	["MONOMER0-2869"]
"G0-10643_RNA"	"mRNA"	[]	["G0-10643"]	["MONOMER0-2870"]
"G0-10644_RNA"	"mRNA"	[]	["G0-10644"]	["MONOMER0-2871"]
"G0-10646_RNA"	"mRNA"	[]	["G0-10646"]	["MONOMER0-2873"]
"G0-10647_RNA"	"mRNA"	[]	["G0-10647"]	["MONOMER0-2874"]
"G0-10648_RNA"	"mRNA"	[]	["G0-10648"]	["MONOMER0-2875"]
"G0-10649_RNA"	"mRNA"	[]	["G0-10649"]	["MONOMER0-2876"]
"G0-10650_RNA"	"mRNA"	[]	["G0-10650"]	["MONOMER0-2877"]
"G0-10652_RNA"	"mRNA"	[]	["G0-10652"]	["MONOMER0-2879"]
"G0-10653_RNA"	"mRNA"	[]	["G0-10653"]	["MONOMER0-2880"]
"G0-10654_RNA"	"mRNA"	[]	["G0-10654"]	["MONOMER0-2881"]
"G0-10655_RNA"	"mRNA"	[]	["G0-10655"]	["MONOMER0-2882"]
"G0-10656_RNA"	"mRNA"	[]	["G0-10656"]	["MONOMER0-2883"]
"G0-10657_RNA"	"mRNA"	[]	["G0-10657"]	["MONOMER0-2884"]
"G0-10707_RNA"	"mRNA"	[]	["G0-10707"]	["MONOMER0-4214"]
"G0-10715_RNA"	"mRNA"	[]	["G0-10715"]	["MONOMER0-4216"]
"G0-10716_RNA"	"mRNA"	[]	["G0-10716"]	["MONOMER0-4224"]
"G0-8887_RNA"	"mRNA"	[]	["G0-8887"]	["MONOMER0-761"]
"G0-8888_RNA"	"mRNA"	[]	["G0-8888"]	["MONOMER0-762"]
"G0-8891_RNA"	"mRNA"	[]	["G0-8891"]	["MONOMER0-765"]
"G0-8892_RNA"	"mRNA"	[]	["G0-8892"]	["MONOMER0-766"]
"G0-9041_RNA"	"mRNA"	[]	["G0-9041"]	["MONOMER0-921"]
"G0-9541_RNA"	"mRNA"	[]	["G0-9541"]	["MONOMER0-1541"]
"G0-9561_RNA"	"mRNA"	[]	["G0-9561"]	["MONOMER0-1561"]
"G0-9562_RNA"	"mRNA"	[]	["G0-9562"]	["MONOMER0-1563"]
"G0-9582_RNA"	"mRNA"	[]	["G0-9582"]	["MONOMER0-1581"]
"G0-9602_RNA"	"mRNA"	[]	["G0-9602"]	["MONOMER0-1601"]
"G0-9605_RNA"	"mRNA"	[]	["G0-9605"]	["MONOMER0-1602"]
"G0-9607_RNA"	"mRNA"	[]	["G0-9607"]	["MONOMER0-1603"]
"G0-9610_RNA"	"mRNA"	[]	["G0-9610"]	["MONOMER0-1604"]
"G0-9613_RNA"	"mRNA"	[]	["G0-9613"]	["MONOMER0-1605"]
"G0-9621_RNA"	"mRNA"	[]	["G0-9621"]	["MONOMER0-1641"]
"G0-9662_RNA"	"mRNA"	[]	["G0-9662"]	["MONOMER0-1701"]
"G0-9962_RNA"	"mRNA"	[]	["G0-9962"]	["MONOMER0-1922"]
"G0-9981_RNA"	"mRNA"	[]	["G0-9981"]	["MONOMER0-1941"]
"G36_RNA"	"mRNA"	[]	["G36"]	["DIENOYLCOAREDUCT-MONOMER"]
"G495_RNA"	"mRNA"	[]	["G495"]	["G495-MONOMER"]
"G58_RNA"	"mRNA"	[]	["G58"]	["MALTACETYLTRAN-MONOMER"]
"G592_RNA"	"mRNA"	[]	["G592"]	["DLACTDEHYDROGNAD-MONOMER"]
"G6081_RNA"	"mRNA"	[]	["G6081"]	["G6081-MONOMER"]
"G6082_RNA"	"mRNA"	[]	["G6082"]	["G6082-MONOMER"]
"G6083_RNA"	"mRNA"	[]	["G6083"]	["G6083-MONOMER"]
"G6087_RNA"	"mRNA"	[]	["G6087"]	["G6087-MONOMER"]
"G6088_RNA"	"mRNA"	[]	["G6088"]	["G6088-MONOMER"]
"G6093_RNA"	"mRNA"	[]	["G6093"]	["G6093-MONOMER"]
"G6094_RNA"	"mRNA"	[]	["G6094"]	["LDC2-MONOMER"]
"G6095_RNA"	"mRNA"	[]	["G6095"]	["G6095-MONOMER"]
"G6096_RNA"	"mRNA"	[]	["G6096"]	["G6096-MONOMER"]
"G6099_RNA"	"mRNA"	[]	["G6099"]	["GLYOXII-MONOMER"]
"G6100_RNA"	"mRNA"	[]	["G6100"]	["G6100-MONOMER"]
"G6101_RNA"	"mRNA"	[]	["G6101"]	["G6101-MONOMER"]
"G6102_RNA"	"mRNA"	[]	["G6102"]	["G6102-MONOMER"]
"G6103_RNA"	"mRNA"	[]	["G6103"]	["G6103-MONOMER"]
"G6104_RNA"	"mRNA"	[]	["G6104"]	["G6104-MONOMER"]
"G6105_RNA"	"mRNA"	[]	["G6105"]	["ACYLCOADEHYDROG-MONOMER"]
"G6106_RNA"	"mRNA"	[]	["G6106"]	["G6106-MONOMER"]
"G6107_RNA"	"mRNA"	[]	["G6107"]	["G6107-MONOMER"]
"G6108_RNA"	"mRNA"	[]	["G6108"]	["G6108-MONOMER"]
"G6111_RNA"	"mRNA"	[]	["G6111"]	["G6111-MONOMER"]
"G6112_RNA"	"mRNA"	[]	["G6112"]	["G6112-MONOMER"]
"G6113_RNA"	"mRNA"	[]	["G6113"]	["G6113-MONOMER"]
"G6114_RNA"	"mRNA"	[]	["G6114"]	["G6114-MONOMER"]
"G6127_RNA"	"mRNA"	[]	["G6127"]	["G6127-MONOMER"]
"G6129_RNA"	"mRNA"	[]	["G6129"]	["G6129-MONOMER"]
"G6132_RNA"	"mRNA"	[]	["G6132"]	["G6132-MONOMER"]
"G6133_RNA"	"mRNA"	[]	["G6133"]	["G6133-MONOMER"]
"G6134_RNA"	"mRNA"	[]	["G6134"]	["G7769-MONOMER"]
"G6144_RNA"	"mRNA"	[]	["G6144"]	["G6144-MONOMER"]
"G6146_RNA"	"mRNA"	[]	["G6146"]	["MONOMER0-4227"]
"G6147_RNA"	"mRNA"	[]	["G6147"]	["G6147-MONOMER"]
"G6148_RNA"	"mRNA"	[]	["G6148"]	["G6148-MONOMER"]
