"index"	"gene_id"	"protein_id"	"translation_efficiency"
1079	"EG11547"	"EG11547-MONOMER[c]"	0.00036723775816555217
1080	"EG11548"	"EG11548-MONOMER[c]"	2.9047054318179296e-05
1081	"EG11549"	"EG11549-MONOMER[c]"	0.0002427503825162124
1082	"EG11551"	"EG11551-MONOMER[c]"	0.0001369361132142736
1083	"EG11552"	"EG11552-MONOMER[i]"	0.00023086518965757813
1084	"EG11554"	"EG11554-MONOMER[c]"	0.0006805309868830573
1085	"EG11562"	"EG11562-MONOMER[c]"	0.00023086518965757832
1086	"EG11563"	"EG11563-MONOMER[c]"	0.0002308651896575782
1087	"EG11564"	"EG11564-MONOMER[c]"	0.00023086518965757816
1088	"EG11565"	"EG11565-MONOMER[c]"	0.000230865189657578
1089	"EG11568"	"EG11568-MONOMER[i]"	0.00023086518965757824
1090	"EG11569"	"EG11569-MONOMER[e]"	0.0001784319050973869
1091	"EG11570"	"EG11570-MONOMER[i]"	0.00019295543225647673
1092	"EG11571"	"EG11571-MONOMER[i]"	4.564537107142457e-05
1093	"EG11578"	"EG11578-MONOMER[c]"	0.00018050669469154258
1094	"EG11579"	"EG11579-MONOMER[c]"	0.00023086518965757807
1095	"EG11580"	"EG11580-MONOMER[c]"	0.00038798565410710884
1096	"EG11581"	"EG11581-MONOMER[c]"	0.0004875755546265808
1097	"EG11591"	"EG11591-MONOMER[c]"	0.0002137033281980332
1098	"EG11592"	"EG11592-MONOMER[c]"	0.0005767915071752742
1099	"EG11594"	"EG11594-MONOMER[c]"	0.00023086518965757802
1100	"EG11595"	"EG11595-MONOMER[c]"	5.601931904220289e-05
1101	"EG11597"	"EG11597-MONOMER[c]"	0.000178431905097387
1102	"EG11598"	"EG11598-MONOMER[c]"	0.00016390837793829746
1103	"EG11599"	"EG11599-MONOMER[p]"	0.00010996384849025014
1104	"EG11600"	"EG11600-MONOMER[c]"	0.0003153680183116609
1105	"EG11601"	"EG11601-MONOMER[c]"	0.0002531243304869908
1106	"EG11603"	"EG11603-MONOMER[c]"	0.0002593486992694576
1107	"EG11604"	"EG11604-MONOMER[c]"	1.0373947970778316e-05
1108	"EG11605"	"EG11605-MONOMER[c]"	2.4897475129867933e-05
1109	"EG11607"	"EG11607-MONOMER[c]"	0.0005000242921915148
1110	"EG11611"	"EG11611-MONOMER[c]"	0.00023086518965757824
1111	"EG11613"	"EG11613-MONOMER[i]"	0.00016805795712660873
1112	"EG11619"	"EG11619-MONOMER[c]"	0.00021370332819803335
1113	"EG11620"	"EG11620-MONOMER[c]"	0.0003547890206006187
1114	"EG11634"	"EG11634-MONOMER[c]"	0.0002308651896575779
1115	"EG11635"	"EG11635-MONOMER[c]"	0.0002308651896575781
1116	"EG11637"	"EG11637-MONOMER[i]"	0.00014523527159089638
1117	"EG11639"	"EG11639-MONOMER[i]"	7.884200457791514e-05
1118	"EG11643"	"EG11643-MONOMER[c]"	0.00023086518965757832
1119	"EG11644"	"EG11644-MONOMER[p]"	0.00023086518965757826
1120	"EG11645"	"EG11645-MONOMER[c]"	0.000230865189657578
1121	"EG11646"	"EG11646-MONOMER[c]"	0.0002308651896575782
1122	"EG11649"	"EG11649-MONOMER[c]"	0.00035893859978893
1123	"EG11650"	"EG11650-MONOMER[c]"	0.00012863695483765104
1124	"EG11651"	"EG11651-MONOMER[c]"	4.1495791883113265e-06
1125	"EG11652"	"EG11652-MONOMER[i]"	0.00013278653402596245
1126	"EG11653"	"EG11653-MONOMER[c]"	0.0005166226089447606
1127	"EG11656"	"EG11656-MONOMER[s]"	0.00023086518965757826
1128	"EG11659"	"EG11659-MONOMER[i]"	0.000518697398538916
1129	"EG11660"	"EG11660-MONOMER[i]"	0.0002863209639934815
1130	"EG11661"	"EG11661-MONOMER[c]"	0.0003423402830356844
1131	"EG11662"	"EG11662-MONOMER[c]"	0.00023086518965757807
1132	"EG11663"	"EG11663-MONOMER[c]"	0.0004917251338148924
1133	"EG11664"	"EG11664-MONOMER[c]"	0.00031951759749997225
1134	"EG11665"	"EG11665-MONOMER[i]"	0.0002468999617045239
1135	"EG11666"	"EG11666-MONOMER[c]"	0.000230865189657578
1136	"EG11671"	"EG11671-MONOMER[i]"	0.000230865189657578
1137	"EG11674"	"EG11674-MONOMER[i]"	0.0001120386380844058
1138	"EG11676"	"EG11676-MONOMER[c]"	0.0002925453327759485
1139	"EG11678"	"EG11678-MONOMER[j]"	0.0002308651896575781
1140	"EG11681"	"EG11681-MONOMER[c]"	9.544032133116062e-05
1141	"EG11682"	"EG11682-MONOMER[c]"	0.00018880585306816527
1142	"EG11683"	"EG11683-MONOMER[i]"	0.00023086518965757813
1143	"EG11684"	"EG11684-MONOMER[p]"	0.00010166469011362741
1144	"EG11685"	"EG11685-MONOMER[c]"	0.00023086518965757816
1145	"EG11688"	"EG11688-MONOMER[i]"	0.00016598316753245313
1146	"EG11690"	"EG11690-MONOMER[c]"	0.00023086518965757797
1147	"EG11691"	"EG11691-MONOMER[i]"	0.0002308651896575782
1148	"EG11692"	"EG11692-MONOMER[c]"	0.0004232570772077551
1149	"EG11694"	"EG11694-MONOMER[c]"	0.00023086518965757807
1150	"EG11695"	"EG11695-MONOMER[i]"	0.00023086518965757824
1151	"EG11696"	"EG11696-MONOMER[i]"	0.00023086518965757797
1152	"EG11697"	"EG11697-MONOMER[i]"	0.00023086518965757807
1153	"EG11702"	"EG11702-MONOMER[c]"	0.00024275038251621254
1154	"EG11703"	"EG11703-MONOMER[i]"	0.0002448251721103683
1155	"EG11705"	"EG11705-MONOMER[c]"	0.00023086518965757813
1156	"EG11707"	"EG11707-MONOMER[c]"	0.00023086518965757816
1157	"EG11708"	"EG11708-MONOMER[c]"	0.00023086518965757813
1158	"EG11711"	"EG11711-MONOMER[c]"	0.0002308651896575782
1159	"EG11712"	"EG11712-MONOMER[i]"	0.0001473100611850521
1160	"EG11713"	"EG11713-MONOMER[c]"	0.00027179743683439185
1161	"EG11714"	"EG11714-MONOMER[c]"	0.0002308651896575781
1162	"EG11719"	"EG11719-MONOMER[i]"	1.4523527159089636e-05
1163	"EG11721"	"EG11721-MONOMER[c]"	7.261763579544819e-05
1164	"EG11722"	"EG11722-MONOMER[c]"	8.506637336038215e-05
1165	"EG11723"	"EG11723-MONOMER[c]"	0.00031744280790581633
1166	"EG11724"	"EG11724-MONOMER[i]"	0.00018465627387985432
1167	"EG11725"	"EG11725-MONOMER[c]"	0.0001473100611850521
1168	"EG11726"	"EG11726-MONOMER[i]"	0.0002308651896575781
1169	"EG11727"	"EG11727-MONOMER[c]"	0.00023086518965757807
1170	"EG11728"	"EG11728-MONOMER[c]"	0.00023086518965757824
1171	"EG11729"	"EG11729-MONOMER[p]"	0.0002308651896575781
1172	"EG11730"	"EG11730-MONOMER[c]"	4.979495025973593e-05
1173	"EG11731"	"EG11731-MONOMER[c]"	0.0001493848507792078
1174	"EG11733"	"EG11733-MONOMER[c]"	0.00032159238709412774
1175	"EG11734"	"EG11734-MONOMER[c]"	0.00023086518965757813
1176	"EG11735"	"EG11735-MONOMER[c]"	0.00010996384849025016
1177	"EG11736"	"EG11736-MONOMER[c]"	0.00034441507262984017
1178	"EG11738"	"EG11738-MONOMER[c]"	8.714116295453786e-05
1179	"EG11739"	"EG11739-MONOMER[i]"	2.0747895941556618e-05
1180	"EG11740"	"EG11740-MONOMER[o]"	8.921595254869352e-05
1181	"EG11741"	"EG11741-MONOMER[c]"	0.00023086518965757802
1182	"EG11743"	"EG11743-MONOMER[o]"	0.00023086518965757824
1183	"EG11744"	"EG11744-MONOMER[i]"	0.0001991798010389436
1184	"EG11748"	"EG11748-MONOMER[c]"	3.1121843912334954e-05
1185	"EG11749"	"EG11749-MONOMER[p]"	0.00010166469011362744
1186	"EG11750"	"EG11750-MONOMER[c]"	0.00023086518965757813
1187	"EG11757"	"EG11757-MONOMER[c]"	0.00024067559292205692
1188	"EG11758"	"EG11758-MONOMER[c]"	5.60193190422029e-05
1189	"EG11759"	"EG11759-MONOMER[c]"	0.00031329322871750514
1190	"EG11760"	"EG11760-MONOMER[i]"	0.0002308651896575781
1191	"EG11761"	"EG11761-MONOMER[c]"	0.00023086518965757807
1192	"EG11762"	"EG11762-MONOMER[c]"	0.0002800965952110146
1193	"EG11763"	"EG11763-MONOMER[c]"	0.000230865189657578
1194	"EG11764"	"EG11764-MONOMER[i]"	0.0002308651896575781
1195	"EG11765"	"EG11765-MONOMER[i]"	0.00023086518965757802
1196	"EG11766"	"EG11766-MONOMER[c]"	0.0002308651896575781
1197	"EG11768"	"EG11768-MONOMER[c]"	0.000246899961704524
1198	"EG11769"	"EG11769-MONOMER[p]"	0.0002308651896575782
1199	"EG11770"	"EG11770-MONOMER[i]"	0.00023086518965757802
1200	"EG11775"	"EG11775-MONOMER[c]"	0.000246899961704524
1201	"EG11776"	"EG11776-MONOMER[c]"	0.0003796864957304865
1202	"EG11777"	"EG11777-MONOMER[c]"	0.00023086518965757807
1203	"EG11778"	"EG11778-MONOMER[c]"	0.0002308651896575781
1204	"EG11779"	"EG11779-MONOMER[c]"	0.00027802180561685907
1205	"EG11780"	"EG11780-MONOMER[i]"	0.00023086518965757802
1206	"EG11782"	"EG11782-MONOMER[c]"	0.0006743066181005907
1207	"EG11783"	"EG11783-MONOMER[c]"	0.00018050669469154266
1208	"EG11784"	"EG11784-MONOMER[c]"	0.0006992040932304587
1209	"EG11785"	"EG11785-MONOMER[c]"	0.00018880585306816532
1210	"EG11786"	"EG11786-MONOMER[c]"	0.00035686381019477386
1211	"EG11790"	"EG11790-MONOMER[c]"	0.00023086518965757802
1212	"EG11793"	"EG11793-MONOMER[i]"	0.0002489747512986795
1213	"EG11794"	"EG11794-MONOMER[c]"	0.000246899961704524
1214	"EG11796"	"EG11796-MONOMER[c]"	0.00027179743683439185
1215	"EG11798"	"EG11798-MONOMER[i]"	0.00023086518965757824
1216	"EG11800"	"EG11800-MONOMER[i]"	4.979495025973593e-05
1217	"EG11802"	"EG11802-MONOMER[c]"	4.564537107142462e-05
1218	"EG11803"	"EG11803-MONOMER[c]"	4.3570581477268955e-05
1219	"EG11804"	"EG11804-MONOMER[c]"	0.00023086518965757816
1220	"EG11805"	"EG11805-MONOMER[c]"	0.0002308651896575779
1221	"EG11806"	"EG11806-MONOMER[i]"	0.0002308651896575782
1222	"EG11807"	"EG11807-MONOMER[e]"	6.016889823051425e-05
1223	"EG11808"	"EG11808-MONOMER[c]"	0.0005830158759577412
1224	"EG11811"	"EG11811-MONOMER[c]"	0.00023086518965757816
1225	"EG11812"	"EG11812-MONOMER[c]"	0.0002308651896575779
1226	"EG11815"	"EG11815-MONOMER[i]"	0.00023086518965757802
1227	"EG11816"	"EG11816-MONOMER[c]"	0.00013486132362011818
1228	"EG11817"	"EG11817-MONOMER[c]"	5.394452944804727e-05
1229	"EG11820"	"EG11820-MONOMER[p]"	0.00023086518965757807
1230	"EG11822"	"EG11822-MONOMER[c]"	0.0002308651896575782
1231	"EG11824"	"EG11824-MONOMER[i]"	0.00015560921956167477
1232	"EG11825"	"EG11825-MONOMER[c]"	0.00025934869926945767
1233	"EG11826"	"EG11826-MONOMER[i]"	0.00012033779646102839
1234	"EG11828"	"EG11828-MONOMER[c]"	0.00011618821727271714
1235	"EG11829"	"EG11829-MONOMER[c]"	8.506637336038223e-05
1236	"EG11830"	"EG11830-MONOMER[c]"	0.0006888301452596805
1237	"EG11831"	"EG11831-MONOMER[c]"	6.0168898230514264e-05
1238	"EG11832"	"EG11832-MONOMER[i]"	0.0002308651896575782
1239	"EG11833"	"EG11833-MONOMER[i]"	0.00017428232590907547
1240	"EG11835"	"EG11835-MONOMER[c]"	0.0006162125094642324
1241	"EG11837"	"EG11837-MONOMER[c]"	0.00028632096399348113
1242	"EG11838"	"EG11838-MONOMER[c]"	0.00023086518965757816
1243	"EG11839"	"EG11839-MONOMER[c]"	0.00023086518965757813
1244	"EG11843"	"EG11843-MONOMER[c]"	0.00023086518965757824
1245	"EG11844"	"EG11844-MONOMER[c]"	0.00023086518965757826
1246	"EG11845"	"EG11845-MONOMER[c]"	0.00023086518965757802
1247	"EG11846"	"EG11846-MONOMER[c]"	0.00023086518965757816
1248	"EG11847"	"EG11847-MONOMER[c]"	0.00023086518965757813
1249	"EG11848"	"EG11848-MONOMER[c]"	0.0002308651896575782
1250	"EG11849"	"EG11849-MONOMER[c]"	0.00014523527159089635
1251	"EG11850"	"EG11850-MONOMER[c]"	0.0001265621652434955
1252	"EG11851"	"EG11851-MONOMER[i]"	4.5645371071424606e-05
1253	"EG11852"	"EG11852-MONOMER[c]"	0.0003195175974999721
1254	"EG11853"	"EG11853-MONOMER[c]"	0.00015975879874998613
1255	"EG11854"	"EG11854-MONOMER[c]"	0.00023086518965757813
1256	"EG11855"	"EG11855-MONOMER[c]"	0.0002308651896575782
1257	"EG11859"	"EG11859-MONOMER[c]"	0.00023445122413958989
1258	"EG11860"	"EG11860-MONOMER[p]"	0.0002308651896575781
1259	"EG11861"	"EG11861-MONOMER[c]"	0.0002308651896575781
1260	"EG11862"	"EG11862-MONOMER[c]"	0.00023086518965757816
1261	"EG11865"	"EG11865-MONOMER[c]"	0.00023086518965757826
1262	"EG11870"	"EG11870-MONOMER[c]"	0.0003527142310064625
1263	"EG11874"	"EG11874-MONOMER[p]"	0.00016183358834414167
1264	"EG11875"	"EG11875-MONOMER[i]"	0.00017843190509738704
1265	"EG11876"	"EG11876-MONOMER[c]"	0.0002531243304869911
1266	"EG11877"	"EG11877-MONOMER[c]"	0.00028217138480517026
1267	"EG11878"	"EG11878-MONOMER[c]"	0.0007676721498375956
1268	"EG11879"	"EG11879-MONOMER[c]"	0.0001742823259090756
1269	"EG11881"	"EG11881-MONOMER[c]"	0.000375536916542175
1270	"EG11882"	"EG11882-MONOMER[p]"	1.4523527159089643e-05
1271	"EG11884"	"EG11884-MONOMER[c]"	0.0005311461361038496
1272	"EG11885"	"EG11885-MONOMER[p]"	0.0003693125477597078
1273	"EG11886"	"EG11886-MONOMER[i]"	0.00011411342767856151
1274	"EG11888"	"EG11888-MONOMER[c]"	0.0003423402830356847
1275	"EG11889"	"EG11889-MONOMER[c]"	0.0002308651896575781
1276	"EG11890"	"EG11890-MONOMER[o]"	0.00023086518965757816
1277	"EG11891"	"EG11891-MONOMER[i]"	9.129074214284916e-05
1278	"EG11892"	"EG11892-MONOMER[c]"	0.0002308651896575779
1279	"EG11894"	"EG11894-MONOMER[c]"	0.00023086518965757813
1280	"EG11895"	"EG11895-MONOMER[i]"	0.00023086518965757816
1281	"EG11899"	"EG11899-MONOMER[c]"	0.00023086518965757813
1282	"EG11900"	"EG11900-MONOMER[c]"	0.00023086518965757807
1283	"EG11901"	"EG11901-MONOMER[c]"	0.0
1284	"EG11902"	"EG11902-MONOMER[i]"	5.601931904220294e-05
1285	"EG11903"	"EG11903-MONOMER[i]"	0.00023086518965757837
1286	"EG11905"	"EG11905-MONOMER[c]"	0.0002308651896575781
1287	"EG11906"	"EG11906-MONOMER[c]"	0.00023086518965757807
1288	"EG11910"	"EG11910-MONOMER[c]"	0.0002308651896575784
1289	"EG11911"	"EG11911-MONOMER[c]"	0.00023086518965757813
1290	"EG11912"	"EG11912-MONOMER[c]"	0.000230865189657578
1291	"EG11913"	"EG11913-MONOMER[c]"	0.0002308651896575781
1292	"EG11914"	"EG11914-MONOMER[i]"	0.000246899961704524
1293	"EG11915"	"EG11915-MONOMER[c]"	4.357058147726894e-05
1294	"EG11916"	"EG11916-MONOMER[c]"	0.00028424617439932575
1295	"EG11917"	"EG11917-MONOMER[i]"	8.299158376622656e-06
1296	"EG11918"	"EG11918-MONOMER[p]"	0.0002308651896575782
1297	"EG11919"	"EG11919-MONOMER[i]"	0.0001680579571266086
1298	"EG11920"	"EG11920-MONOMER[c]"	0.00023086518965757807
1299	"EG11921"	"EG11921-MONOMER[c]"	0.00020125459063309947
1300	"EG11922"	"EG11922-MONOMER[c]"	0.00023086518965757813
1301	"EG11923"	"EG11923-MONOMER[p]"	0.00023086518965757802
1302	"EG11924"	"EG11924-MONOMER[i]"	0.00023086518965757807
1303	"EG11925"	"EG11925-MONOMER[p]"	0.00023086518965757816
1304	"EG11926"	"EG11926-MONOMER[o]"	0.00023086518965757802
1305	"EG11927"	"EG11927-MONOMER[c]"	0.00023086518965757802
1306	"EG11928"	"EG11928-MONOMER[c]"	6.639326701298122e-05
1307	"EG11929"	"EG11929-MONOMER[c]"	0.00012241258605518422
1308	"EG11930"	"EG11930-MONOMER[c]"	0.0
1309	"EG11931"	"EG11931-MONOMER[c]"	0.00023086518965757813
1310	"EG11932"	"EG11932-MONOMER[c]"	0.00030291928074672667
1311	"EG11933"	"EG11933-MONOMER[i]"	0.0002308651896575781
1312	"EG11935"	"EG11935-MONOMER[c]"	8.091679417207085e-05
1313	"EG11936"	"EG11936-MONOMER[c]"	0.0002551991200811464
1314	"EG11937"	"EG11937-MONOMER[i]"	0.00015768400915583029
1315	"EG11938"	"EG11938-MONOMER[i]"	0.00023086518965757802
1316	"EG11939"	"EG11939-MONOMER[i]"	0.00023237643454543445
1317	"EG11941"	"EG11941-MONOMER[c]"	0.0002308651896575782
1318	"EG11948"	"EG11948-MONOMER[i]"	0.0002308651896575781
1319	"EG11949"	"EG11949-MONOMER[p]"	0.00023086518965757816
1320	"EG11950"	"EG11950-MONOMER[i]"	0.00023086518965757824
1321	"EG11951"	"EG11951-MONOMER[p]"	0.00015145964037336336
1322	"EG11952"	"EG11952-MONOMER[e]"	0.00023086518965757802
1323	"EG11954"	"EG11954-MONOMER[i]"	0.00023086518965757837
1324	"EG11955"	"EG11955-MONOMER[p]"	0.0002308651896575781
1325	"EG11956"	"EG11956-MONOMER[c]"	0.00023086518965757807
1326	"EG11957"	"EG11957-MONOMER[c]"	0.00023086518965757824
1327	"EG11962"	"EG11962-MONOMER[c]"	6.224368782466987e-05
1328	"EG11964"	"EG11964-MONOMER[c]"	0.0008444393648213547
1329	"EG11966"	"EG11966-MONOMER[c]"	0.0002308651896575781
1330	"EG11967"	"EG11967-MONOMER[s]"	0.00023086518965757813
1331	"EG11969"	"EG11969-MONOMER[c]"	0.00028424617439932586
1332	"EG11970"	"EG11970-MONOMER[c]"	5.1869739853891565e-05
1333	"EG11972"	"EG11972-MONOMER[o]"	0.00023086518965757802
1334	"EG11973"	"EG11973-MONOMER[p]"	0.00023086518965757832
1335	"EG11974"	"EG11974-MONOMER[e]"	3.112184391233493e-05
1336	"EG11975"	"EG11975-MONOMER[s]"	0.00023086518965757832
1337	"EG11976"	"EG11976-MONOMER[s]"	0.00023086518965757824
1338	"EG11977"	"EG11977-MONOMER[s]"	0.0002308651896575781
1339	"EG11982"	"EG11982-MONOMER[i]"	4.149579188311323e-05
1340	"EG11983"	"EG11983-MONOMER[c]"	0.0002137033281980334
1341	"EG11984"	"EG11984-MONOMER[i]"	9.544032133116051e-05
1342	"EG11985"	"EG11985-MONOMER[i]"	9.751511092531622e-05
1343	"EG11986"	"EG11986-MONOMER[c]"	0.00023086518965757824
1344	"EG11987"	"EG11987-MONOMER[l]"	0.00023086518965757813
1345	"EG11988"	"EG11988-MONOMER[c]"	0.00023086518965757824
1346	"EG11989"	"EG11989-MONOMER[p]"	0.00023086518965757834
1347	"EG11990"	"EG11990-MONOMER[l]"	0.00023086518965757816
1348	"EG11991"	"EG11991-MONOMER[p]"	0.00023086518965757816
1349	"EG11992"	"EG11992-MONOMER[c]"	0.000230865189657578
1350	"EG11995"	"EG11995-MONOMER[c]"	0.00023086518965757807
1351	"EG11998"	"EG11998-MONOMER[c]"	0.00023086518965757813
1352	"EG11999"	"EG11999-MONOMER[c]"	0.0002308651896575782
1353	"EG12002"	"EG12002-MONOMER[c]"	0.00023086518965757816
1354	"EG12003"	"EG12003-MONOMER[c]"	0.0002308651896575781
1355	"EG12004"	"EG12004-MONOMER[p]"	0.000230865189657578
1356	"EG12005"	"EG12005-MONOMER[c]"	0.0003049940703408826
1357	"EG12006"	"EG12006-MONOMER[c]"	0.0001514596403733634
1358	"EG12007"	"EG12007-MONOMER[i]"	6.639326701298116e-05
1359	"EG12008"	"EG12008-MONOMER[c]"	0.00023086518965757802
1360	"EG12013"	"EG12013-MONOMER[p]"	0.00021785290738634438
1361	"EG12015"	"EG12015-MONOMER[p]"	0.0003215923870941278
1362	"EG12016"	"EG12016-MONOMER[i]"	0.00023086518965757788
1363	"EG12017"	"EG12017-MONOMER[i]"	0.0002308651896575781
1364	"EG12019"	"EG12019-MONOMER[c]"	0.00023086518965757816
1365	"EG12020"	"EG12020-MONOMER[o]"	0.00023086518965757816
1366	"EG12021"	"EG12021-MONOMER[c]"	0.0
1367	"EG12022"	"EG12022-MONOMER[c]"	8.299158376622654e-05
1368	"EG12023"	"EG12023-MONOMER[i]"	0.0002308651896575781
1369	"EG12024"	"EG12024-MONOMER[i]"	0.00023086518965757816
1370	"EG12025"	"EG12025-MONOMER[i]"	7.261763579544823e-05
1371	"EG12026"	"EG12026-MONOMER[c]"	0.0004045839708603542
1372	"EG12027"	"EG12027-MONOMER[i]"	0.0001493848507792076
1373	"EG12028"	"EG12028-MONOMER[c]"	3.112184391233494e-05
1374	"EG12030"	"EG12030-MONOMER[c]"	0.00023086518965757788
1375	"EG12031"	"EG12031-MONOMER[c]"	0.0002308651896575781
1376	"EG12033"	"EG12033-MONOMER[c]"	0.00023086518965757813
1377	"EG12035"	"EG12035-MONOMER[c]"	0.000695054514042147
1378	"EG12036"	"EG12036-MONOMER[c]"	0.00023652601373374562
1379	"EG12042"	"EG12042-MONOMER[c]"	0.00026142348886361376
1380	"EG12043"	"EG12043-MONOMER[c]"	0.0005041738713798263
1381	"EG12044"	"EG12044-MONOMER[c]"	0.0003423402830356842
1382	"EG12045"	"EG12045-MONOMER[c]"	0.00020955374900972194
1383	"EG12048"	"EG12048-MONOMER[c]"	0.000356863810194774
1384	"EG12049"	"EG12049-MONOMER[i]"	4.1495791883113256e-05
1385	"EG12051"	"EG12051-MONOMER[o]"	0.00023086518965757802
1386	"EG12052"	"EG12052-MONOMER[i]"	8.921595254869347e-05
1387	"EG12053"	"EG12053-MONOMER[i]"	0.00023086518965757807
1388	"EG12054"	"EG12054-MONOMER[i]"	4.772016066558022e-05
1389	"EG12069"	"EG12069-MONOMER[i]"	0.0002531243304869908
1390	"EG12073"	"EG12073-MONOMER[c]"	0.0001224125860551841
1391	"EG12080"	"EG12080-MONOMER[c]"	0.00023086518965757832
1392	"EG12081"	"EG12081-MONOMER[i]"	0.000230865189657578
1393	"EG12094"	"EG12094-MONOMER[c]"	0.000184656273879854
1394	"EG12096"	"EG12096-MONOMER[c]"	6.016889823051417e-05
1395	"EG12097"	"EG12097-MONOMER[c]"	0.0001016646901136275
1396	"EG12098"	"EG12098-MONOMER[c]"	0.0003672377581655524
1397	"EG12099"	"EG12099-MONOMER[c]"	0.00044400497314931174
1398	"EG12101"	"EG12101-MONOMER[c]"	0.00023086518965757816
1399	"EG12103"	"EG12103-MONOMER[c]"	0.00023086518965757816
1400	"EG12104"	"EG12104-MONOMER[c]"	0.0002634982784577692
1401	"EG12105"	"EG12105-MONOMER[c]"	0.00013901090280842948
1402	"EG12106"	"EG12106-MONOMER[c]"	0.00023086518965757813
1403	"EG12107"	"EG12107-MONOMER[i]"	0.0002308651896575781
1404	"EG12108"	"EG12108-MONOMER[c]"	0.00010996384849025014
1405	"EG12110"	"EG12110-MONOMER[c]"	0.0002531243304869908
1406	"EG12111"	"EG12111-MONOMER[e]"	9.958990051947186e-05
1407	"EG12113"	"EG12113-MONOMER[o]"	0.000230865189657578
1408	"EG12114"	"EG12114-MONOMER[c]"	0.000354789020600618
1409	"EG12115"	"EG12115-MONOMER[c]"	0.0001452352715908964
1410	"EG12116"	"EG12116-MONOMER[c]"	0.00022407727616881174
1411	"EG12117"	"EG12117-MONOMER[o]"	0.0007012788828246144
1412	"EG12119"	"EG12119-MONOMER[c]"	0.00013071174443180685
1413	"EG12120"	"EG12120-MONOMER[c]"	0.00012656216524349539
1414	"EG12121"	"EG12121-MONOMER[c]"	0.0001058142693019388
1415	"EG12122"	"EG12122-MONOMER[c]"	0.000230865189657578
1416	"EG12123"	"EG12123-MONOMER[c]"	0.00018258148428569845
1417	"EG12128"	"EG12128-MONOMER[i]"	0.00019088064266232103
1418	"EG12130"	"EG12130-MONOMER[c]"	0.0001307117444318068
1419	"EG12131"	"EG12131-MONOMER[c]"	9.12907421428492e-05
1420	"EG12132"	"EG12132-MONOMER[c]"	0.00012863695483765117
1421	"EG12133"	"EG12133-MONOMER[c]"	0.00020332938022725493
1422	"EG12134"	"EG12134-MONOMER[i]"	0.00017635711550323117
1423	"EG12137"	"EG12137-MONOMER[o]"	0.00023030164495127845
1424	"EG12138"	"EG12138-MONOMER[i]"	0.000230865189657578
1425	"EG12139"	"EG12139-MONOMER[i]"	8.506637336038219e-05
1426	"EG12140"	"EG12140-MONOMER[c]"	0.00017013274672076446
1427	"EG12146"	"EG12146-MONOMER[c]"	0.0001742823259090756
1428	"EG12147"	"EG12147-MONOMER[c]"	0.0001244873756493399
1429	"EG12154"	"EG12154-MONOMER[i]"	0.00023086518965757807
1430	"EG12155"	"EG12155-MONOMER[c]"	0.00023086518965757826
1431	"EG12158"	"EG12158-MONOMER[c]"	0.00046682765868502423
1432	"EG12159"	"EG12159-MONOMER[c]"	0.0005311461361038498
1433	"EG12161"	"EG12161-MONOMER[o]"	0.00023086518965757813
1434	"EG12163"	"EG12163-MONOMER[c]"	0.0002448251721103681
1435	"EG12165"	"EG12165-MONOMER[c]"	8.921595254869353e-05
1436	"EG12166"	"EG12166-MONOMER[c]"	0.00023086518965757813
1437	"EG12167"	"EG12167-MONOMER[c]"	4.97949502597359e-05
1438	"EG12169"	"EG12169-MONOMER[i]"	0.000230865189657578
1439	"EG12171"	"EG12171-MONOMER[c]"	0.0002308651896575782
1440	"EG12172"	"EG12172-MONOMER[c]"	0.0005186973985389153
1441	"EG12173"	"EG12173-MONOMER[i]"	0.0002308651896575782
1442	"EG12176"	"EG12176-MONOMER[c]"	0.00017843190509738699
1443	"EG12177"	"EG12177-MONOMER[c]"	7.261763579544816e-05
1444	"EG12179"	"EG12179-MONOMER[c]"	0.00042740665639606654
1445	"EG12180"	"EG12180-MONOMER[e]"	0.00023086518965757813
1446	"EG12181"	"EG12181-MONOMER[c]"	0.0008050183625323969
1447	"EG12182"	"EG12182-MONOMER[p]"	0.0005892402447402086
1448	"EG12188"	"EG12188-MONOMER[c]"	7.469242538960388e-05
1449	"EG12190"	"EG12190-MONOMER[c]"	0.0002308651896575781
1450	"EG12193"	"EG12193-MONOMER[c]"	0.00036723775816555244
1451	"EG12194"	"EG12194-MONOMER[c]"	0.00026349827845776913
1452	"EG12195"	"EG12195-MONOMER[c]"	0.00023086518965757816
1453	"EG12196"	"EG12196-MONOMER[c]"	0.0002308651896575781
1454	"EG12197"	"EG12197-MONOMER[c]"	0.0002593486992694577
1455	"EG12198"	"EG12198-MONOMER[c]"	0.00023086518965757797
1456	"EG12200"	"EG12200-MONOMER[c]"	0.00015975879874998623
1457	"EG12201"	"EG12201-MONOMER[c]"	0.00023086518965757802
1458	"EG12202"	"EG12202-MONOMER[c]"	0.00027594701602270326
1459	"EG12203"	"EG12203-MONOMER[c]"	0.00023086518965757807
1460	"EG12204"	"EG12204-MONOMER[c]"	0.0006763814076947458
1461	"EG12205"	"EG12205-MONOMER[c]"	0.00023086518965757797
1462	"EG12207"	"EG12207-MONOMER[c]"	0.00037553691654217505
1463	"EG12208"	"EG12208-MONOMER[c]"	0.00023086518965757807
1464	"EG12209"	"EG12209-MONOMER[i]"	0.00037138733735386374
1465	"EG12210"	"EG12210-MONOMER[c]"	6.846805660713693e-05
