"index"	"gene_id"	"protein_id"	"translation_efficiency"
2196	"G6616"	"G6616-MONOMER[c]"	0.0004087335500486655
2197	"G6617"	"G6617-MONOMER[c]"	9.751511092531612e-05
2198	"G6618"	"G6618-MONOMER[c]"	0.00028839575358763727
2199	"G6619"	"G6619-MONOMER[c]"	0.00023086518965757826
2200	"G6621"	"G6621-MONOMER[c]"	0.00029047054318179276
2201	"G6622"	"G6622-MONOMER[o]"	0.0003008444911525709
2202	"G6623"	"G6623-MONOMER[c]"	0.00023086518965757816
2203	"G6624"	"G6624-MONOMER[i]"	0.0002308651896575781
2204	"G6625"	"G6625-MONOMER[c]"	0.00023086518965757813
2205	"G6627"	"G6627-MONOMER[c]"	8.71411629545378e-05
2206	"G6628"	"G6628-MONOMER[c]"	6.431847741882559e-05
2207	"G6629"	"G6629-MONOMER[o]"	8.299158376622655e-06
2208	"G6630"	"G6630-MONOMER[i]"	1.452352715908964e-05
2209	"G6631"	"G6631-MONOMER[m]"	0.0
2210	"G6632"	"G6632-MONOMER[c]"	0.00023086518965757802
2211	"G6633"	"G6633-MONOMER[c]"	0.0003112184391233494
2212	"G6634"	"G6634-MONOMER[c]"	4.564537107142457e-05
2213	"G6635"	"G6635-MONOMER[c]"	0.00040043439167204275
2214	"G6636"	"G6636-MONOMER[c]"	8.299158376622655e-06
2215	"G6637"	"G6637-MONOMER[i]"	0.00012656216524349544
2216	"G6638"	"G6638-MONOMER[c]"	0.00039835960207788737
2217	"G6639"	"G6639-MONOMER[c]"	0.00010373947970778314
2218	"G6640"	"G6640-MONOMER[c]"	1.867310634740096e-05
2219	"G6641"	"G6641-MONOMER[c]"	0.0002308651896575782
2220	"G6642"	"G6642-MONOMER[c]"	0.000230865189657578
2221	"G6644"	"G6644-MONOMER[c]"	0.00023445122413958997
2222	"G6645"	"G6645-MONOMER[c]"	0.00023086518965757788
2223	"G6646"	"G6646-MONOMER[c]"	0.00023086518965757813
2224	"G6647"	"G6647-MONOMER[c]"	0.0002308651896575779
2225	"G6651"	"G6651-MONOMER[c]"	0.00023086518965757816
2226	"G6652"	"G6652-MONOMER[c]"	0.0002308651896575779
2227	"G6653"	"G6653-MONOMER[p]"	0.0002308651896575781
2228	"G6654"	"G6654-MONOMER[c]"	0.0002308651896575781
2229	"G6655"	"G6655-MONOMER[c]"	0.0002308651896575781
2230	"G6657"	"G6657-MONOMER[o]"	0.00023086518965757807
2231	"G6658"	"G6658-MONOMER[c]"	0.00023086518965757816
2232	"G6659"	"G6659-MONOMER[c]"	0.00017013274672076438
2233	"G6660"	"G6660-MONOMER[c]"	0.0007365503059252602
2234	"G6661"	"G6661-MONOMER[c]"	0.0001493848507792077
2235	"G6662"	"G6662-MONOMER[c]"	0.00013901090280842935
2236	"G6663"	"G6663-MONOMER[c]"	0.00023086518965757807
2237	"G6664"	"G6664-MONOMER[c]"	0.00014316048199674073
2238	"G6665"	"G6665-MONOMER[i]"	0.00023445122413958989
2239	"G6668"	"G6668-MONOMER[i]"	0.0003340411246590619
2240	"G6669"	"G6669-MONOMER[c]"	0.00023086518965757824
2241	"G6670"	"G6670-MONOMER[c]"	0.00023086518965757824
2242	"G6671"	"G6671-MONOMER[c]"	0.0002308651896575779
2243	"G6672"	"G6672-MONOMER[c]"	0.0001576840091558303
2244	"G6673"	"G6673-MONOMER[c]"	0.0002308651896575782
2245	"G6674"	"G6674-MONOMER[c]"	0.00016805795712660868
2246	"G6675"	"G6675-MONOMER[c]"	0.0005954646135226748
2247	"G6676"	"G6676-MONOMER[c]"	1.0373947970778317e-05
2248	"G6677"	"G6677-MONOMER[c]"	0.000230865189657578
2249	"G6679"	"G6679-MONOMER[c]"	0.00023086518965757813
2250	"G6680"	"G6680-MONOMER[c]"	7.676721498375953e-05
2251	"G6681"	"G6681-MONOMER[c]"	0.00023086518965757816
2252	"G6682"	"G6682-MONOMER[c]"	0.00023086518965757813
2253	"G6683"	"G6683-MONOMER[c]"	0.0002308651896575781
2254	"G6684"	"G6684-MONOMER[c]"	0.00023086518965757807
2255	"G6685"	"G6685-MONOMER[c]"	0.00023086518965757834
2256	"G6686"	"G6686-MONOMER[c]"	0.00023086518965757813
2257	"G6688"	"G6688-MONOMER[c]"	0.00023086518965757813
2258	"G6689"	"G6689-MONOMER[c]"	0.000230865189657578
2259	"G6691"	"G6691-MONOMER[c]"	0.00023086518965757807
2260	"G6692"	"G6692-MONOMER[o]"	0.00023086518965757797
2261	"G6693"	"G6693-MONOMER[c]"	0.00023086518965757797
2262	"G6694"	"G6694-MONOMER[c]"	0.0
2263	"G6695"	"G6695-MONOMER[c]"	0.00023086518965757832
2264	"G6696"	"G6696-MONOMER[c]"	0.00023086518965757797
2265	"G6697"	"G6697-MONOMER[c]"	0.00023086518965757797
2266	"G6698"	"G6698-MONOMER[c]"	0.00023086518965757824
2267	"G6699"	"G6699-MONOMER[c]"	0.00023086518965757807
2268	"G6700"	"G6700-MONOMER[o]"	0.000230865189657578
2269	"G6701"	"G6701-MONOMER[c]"	0.0002551991200811463
2270	"G6702"	"G6702-MONOMER[p]"	0.00034234028303568447
2271	"G6703"	"G6703-MONOMER[i]"	8.921595254869359e-05
2272	"G6704"	"G6704-MONOMER[c]"	0.00023086518965757816
2273	"G6705"	"G6705-MONOMER[p]"	0.00023086518965757797
2274	"G6706"	"G6706-MONOMER[c]"	0.00023086518965757802
2275	"G6708"	"G6708-MONOMER[c]"	0.00023086518965757797
2276	"G6709"	"G6709-MONOMER[c]"	0.00023086518965757824
2277	"G6710"	"G6710-MONOMER[c]"	0.00023086518965757813
2278	"G6711"	"G6711-MONOMER[c]"	0.00023086518965757813
2279	"G6712"	"G6712-MONOMER[c]"	0.00023086518965757816
2280	"G6713"	"G6713-MONOMER[c]"	0.0002308651896575781
2281	"G6714"	"G6714-MONOMER[i]"	0.0002308651896575781
2282	"G6715"	"G6715-MONOMER[c]"	0.00023086518965757802
2283	"G6716"	"G6716-MONOMER[m]"	0.00023086518965757813
2284	"G6717"	"G6717-MONOMER[c]"	0.0002308651896575782
2285	"G6718"	"G6718-MONOMER[m]"	0.0002308651896575782
2286	"G6719"	"G6719-MONOMER[c]"	0.00023086518965757816
2287	"G6720"	"G6720-MONOMER[c]"	0.00021785290738634462
2288	"G6721"	"G6721-MONOMER[c]"	0.00021992769698050044
2289	"G6722"	"G6722-MONOMER[c]"	0.00023086518965757813
2290	"G6725"	"G6725-MONOMER[c]"	0.00023086518965757807
2291	"G6727"	"G6727-MONOMER[i]"	0.00023086518965757813
2292	"G6728"	"G6728-MONOMER[i]"	0.00023086518965757813
2293	"G6729"	"G6729-MONOMER[c]"	0.00023086518965757802
2294	"G6730"	"G6730-MONOMER[i]"	0.00023086518965757802
2295	"G6731"	"G6731-MONOMER[c]"	0.0008880099462986241
2296	"G6732"	"G6732-MONOMER[c]"	0.00023086518965757802
2297	"G6736"	"G6736-MONOMER[c]"	0.00023086518965757813
2298	"G6737"	"G6737-MONOMER[c]"	0.000246899961704524
2299	"G6738"	"G6738-MONOMER[c]"	0.00023086518965757826
2300	"G6741"	"G6741-MONOMER[c]"	0.00023086518965757824
2301	"G6742"	"G6742-MONOMER[p]"	0.0002842461743993256
2302	"G6743"	"G6743-MONOMER[c]"	2.2822685535712293e-05
2303	"G6745"	"G6745-MONOMER[c]"	0.00023086518965757816
2304	"G6746"	"G6746-MONOMER[c]"	0.00018258148428569831
2305	"G6747"	"G6747-MONOMER[p]"	0.00023086518965757813
2306	"G6749"	"G6749-MONOMER[c]"	0.00023086518965757816
2307	"G6750"	"G6750-MONOMER[c]"	0.00019295543225647657
2308	"G6755"	"G6755-MONOMER[c]"	0.00023086518965757832
2309	"G6756"	"G6756-MONOMER[i]"	0.0002308651896575781
2310	"G6757"	"G6757-MONOMER[c]"	0.0005394452944804726
2311	"G6758"	"G6758-MONOMER[i]"	0.00023086518965757807
2312	"G6759"	"G6759-MONOMER[c]"	0.00023086518965757813
2313	"G6760"	"G6760-MONOMER[c]"	0.00023086518965757813
2314	"G6761"	"G6761-MONOMER[c]"	0.00023086518965757807
2315	"G6762"	"G6762-MONOMER[o]"	0.00027387222642854755
2316	"G6763"	"G6763-MONOMER[p]"	0.0005332209256980053
2317	"G6765"	"G6765-MONOMER[c]"	0.00023086518965757807
2318	"G6766"	"G6766-MONOMER[c]"	0.00023086518965757834
2319	"G6767"	"G6767-MONOMER[c]"	0.00023086518965757813
2320	"G6768"	"G6768-MONOMER[c]"	0.0
2321	"G6769"	"G6769-MONOMER[c]"	0.00023086518965757816
2322	"G6770"	"G6770-MONOMER[c]"	0.0002308651896575782
2323	"G6771"	"G6771-MONOMER[c]"	0.0002308651896575782
2324	"G6772"	"G6772-MONOMER[c]"	0.00023086518965757807
2325	"G6773"	"G6773-MONOMER[o]"	0.00023086518965757824
2326	"G6774"	"G6774-MONOMER[c]"	0.00023086518965757824
2327	"G6776"	"G6776-MONOMER[c]"	0.0002308651896575779
2328	"G6782"	"G6782-MONOMER[e]"	0.00023086518965757813
2329	"G6783"	"G6783-MONOMER[i]"	0.000230865189657578
2330	"G6784"	"G6784-MONOMER[c]"	0.0002308651896575782
2331	"G6785"	"G6785-MONOMER[c]"	0.00023086518965757797
2332	"G6787"	"G6787-MONOMER[c]"	0.00023086518965757813
2333	"G6788"	"G6788-MONOMER[c]"	0.00023086518965757813
2334	"G6789"	"G6789-MONOMER[c]"	0.0002308651896575781
2335	"G6791"	"G6791-MONOMER[p]"	0.00023086518965757788
2336	"G6792"	"G6792-MONOMER[j]"	0.00023086518965757816
2337	"G6793"	"G6793-MONOMER[j]"	0.0002308651896575782
2338	"G6794"	"G6794-MONOMER[e]"	0.0002308651896575781
2339	"G6795"	"G6795-MONOMER[o]"	0.00023086518965757813
2340	"G6796"	"G6796-MONOMER[e]"	0.00023086518965757802
2341	"G6797"	"G6797-MONOMER[m]"	0.00023086518965757802
2342	"G6798"	"G6798-MONOMER[c]"	0.00023086518965757816
2343	"G6799"	"G6799-MONOMER[c]"	0.0002308651896575782
2344	"G6804"	"G6804-MONOMER[c]"	0.00023086518965757807
2345	"G6805"	"G6805-MONOMER[c]"	0.00023086518965757816
2346	"G6806"	"G6806-MONOMER[c]"	0.00023086518965757816
2347	"G6807"	"G6807-MONOMER[i]"	0.000153534429967519
2348	"G6808"	"G6808-MONOMER[i]"	6.224368782466988e-06
2349	"G6809"	"G6809-MONOMER[c]"	0.00013486132362011813
2350	"G6810"	"G6810-MONOMER[c]"	0.00015560921956167472
2351	"G6811"	"G6811-MONOMER[c]"	0.0002925453327759484
2352	"G6812"	"G6812-MONOMER[c]"	0.00017220753631491995
2353	"G6813"	"G6813-MONOMER[c]"	0.00023086518965757807
2354	"G6814"	"G6814-MONOMER[c]"	0.00021577811779218897
2355	"G6815"	"G6815-MONOMER[c]"	0.00023086518965757826
2356	"G6816"	"G6816-MONOMER[c]"	0.00023086518965757826
2357	"G6818"	"G6818-MONOMER[c]"	0.00023086518965757824
2358	"G6819"	"G6819-MONOMER[c]"	0.00023086518965757802
2359	"G6820"	"G6820-MONOMER[c]"	0.0002308651896575781
2360	"G6821"	"G6821-MONOMER[c]"	0.00023086518965757802
2361	"G6822"	"G6822-MONOMER[c]"	0.000230865189657578
2362	"G6823"	"G6823-MONOMER[c]"	0.0007095780412012361
2363	"G6824"	"G6824-MONOMER[c]"	0.0
2364	"G6825"	"G6825-MONOMER[c]"	0.0002308651896575781
2365	"G6826"	"G6826-MONOMER[i]"	0.00023086518965757788
2366	"G6827"	"G6827-MONOMER[i]"	0.00023086518965757813
2367	"G6828"	"G6828-MONOMER[c]"	0.0002308651896575782
2368	"G6829"	"G6829-MONOMER[i]"	0.00023086518965757807
2369	"G6830"	"G6830-MONOMER[c]"	0.0002308651896575781
2370	"G6831"	"G6831-MONOMER[c]"	0.00023086518965757807
2371	"G6832"	"G6832-MONOMER[m]"	0.0002308651896575782
2372	"G6833"	"G6833-MONOMER[c]"	0.00023086518965757802
2373	"G6834"	"G6834-MONOMER[c]"	0.00023086518965757802
2374	"G6835"	"G6835-MONOMER[c]"	0.00023086518965757832
2375	"G6836"	"G6836-MONOMER[c]"	0.00023086518965757807
2376	"G6837"	"G6837-MONOMER[c]"	0.00023086518965757813
2377	"G6838"	"G6838-MONOMER[c]"	0.00023086518965757826
2378	"G6839"	"G6839-MONOMER[c]"	0.0002308651896575781
2379	"G6840"	"G6840-MONOMER[i]"	0.0002308651896575781
2380	"G6841"	"G6841-MONOMER[p]"	0.0004626780794967132
2381	"G6843"	"G6843-MONOMER[c]"	0.00016390837793829727
2382	"G6844"	"G6844-MONOMER[p]"	0.00023086518965757807
2383	"G6845"	"G6845-MONOMER[i]"	0.00023086518965757824
2384	"G6846"	"G6846-MONOMER[i]"	0.00023086518965757813
2385	"G6847"	"G6847-MONOMER[c]"	0.0002308651896575782
2386	"G6848"	"G6848-MONOMER[i]"	2.2822685535712306e-05
2387	"G6849"	"G6849-MONOMER[c]"	0.0003319663350649061
2388	"G6851"	"G6851-MONOMER[c]"	0.0002308651896575781
2389	"G6853"	"G6853-MONOMER[c]"	0.0002308651896575784
2390	"G6855"	"G6855-MONOMER[p]"	0.00023086518965757813
2391	"G6856"	"G6856-MONOMER[p]"	9.544032133116051e-05
2392	"G6859"	"G6859-MONOMER[i]"	0.0002308651896575781
2393	"G6860"	"G6860-MONOMER[c]"	0.0005228469777272273
2394	"G6862"	"G6862-MONOMER[c]"	0.00014938485077920768
2395	"G6863"	"G6863-MONOMER[i]"	0.00023086518965757807
2396	"G6865"	"G6865-MONOMER[i]"	0.00032574196628243926
2397	"G6866"	"G6866-MONOMER[o]"	0.0002308651896575782
2398	"G6867"	"G6867-MONOMER[c]"	0.0001950302218506324
2399	"G6868"	"G6868-MONOMER[c]"	0.00018050669469154266
2400	"G6869"	"G6869-MONOMER[c]"	0.00023086518965757826
2401	"G6870"	"G6870-MONOMER[i]"	8.299158376622646e-05
2402	"G6871"	"G6871-MONOMER[i]"	8.091679417207085e-05
2403	"G6872"	"G6872-MONOMER[i]"	0.00010581426930193875
2404	"G6873"	"G6873-MONOMER[i]"	0.00013693611321427375
2405	"G6874"	"G6874-MONOMER[i]"	0.0001058142693019388
2406	"G6875"	"G6875-MONOMER[i]"	0.00011203863808440577
2407	"G6876"	"G6876-MONOMER[i]"	0.00013693611321427375
2408	"G6880"	"G6880-MONOMER[c]"	0.0001991798010389436
2409	"G6881"	"G6881-MONOMER[i]"	0.0004232570772077552
2410	"G6882"	"G6882-MONOMER[c]"	0.0002883957535876371
2411	"G6883"	"G6883-MONOMER[i]"	0.00023086518965757802
2412	"G6884"	"G6884-MONOMER[i]"	0.0001597587987499859
2413	"G6885"	"G6885-MONOMER[i]"	5.394452944804727e-05
2414	"G6886"	"G6886-MONOMER[p]"	0.00023086518965757816
2415	"G6887"	"G6887-MONOMER[c]"	0.0004709772378733355
2416	"G6888"	"G6888-MONOMER[c]"	0.00023086518965757797
2417	"G6889"	"G6889-MONOMER[c]"	0.00023086518965757816
2418	"G6890"	"G6890-MONOMER[c]"	0.00038591086451295346
2419	"G6892"	"G6892-MONOMER[p]"	0.00023237643454543413
2420	"G6894"	"G6894-MONOMER[o]"	0.0003381907038473732
2421	"G6895"	"G6895-MONOMER[c]"	0.0004543789211200905
2422	"G6896"	"G6896-MONOMER[c]"	0.00023086518965757832
2423	"G6897"	"G6897-MONOMER[c]"	0.00023086518965757807
2424	"G6898"	"G6898-MONOMER[i]"	0.00023086518965757834
2425	"G6899"	"G6899-MONOMER[i]"	0.000230865189657578
2426	"G6900"	"G6900-MONOMER[c]"	0.0002308651896575781
2427	"G6901"	"G6901-MONOMER[c]"	0.0002308651896575782
2428	"G6902"	"G6902-MONOMER[i]"	0.00023086518965757813
2429	"G6903"	"G6903-MONOMER[c]"	0.00038591086451295335
2430	"G6904"	"G6904-MONOMER[o]"	0.00023086518965757837
2431	"G6905"	"G6905-MONOMER[c]"	0.00023086518965757807
2432	"G6906"	"G6906-MONOMER[c]"	0.00013901090280842948
2433	"G6907"	"G6907-MONOMER[c]"	0.00012863695483765117
2434	"G6908"	"G6908-MONOMER[c]"	0.00023086518965757797
2435	"G6909"	"G6909-MONOMER[c]"	0.00012448737564933968
2436	"G6911"	"G6911-MONOMER[c]"	0.00023086518965757802
2437	"G6912"	"G6912-MONOMER[c]"	0.0002365260137337456
2438	"G6913"	"G6913-MONOMER[c]"	0.0002800965952110144
2439	"G6914"	"G6914-MONOMER[i]"	0.00022200248657465576
2440	"G6915"	"G6915-MONOMER[c]"	0.00023086518965757802
2441	"G6918"	"G6918-MONOMER[c]"	0.00023086518965757832
2442	"G6919"	"G6919-MONOMER[c]"	0.00023086518965757802
2443	"G6920"	"G6920-MONOMER[c]"	0.00023086518965757807
2444	"G6921"	"G6921-MONOMER[c]"	0.0002308651896575779
2445	"G6922"	"G6922-MONOMER[c]"	0.0002308651896575781
2446	"G6923"	"G6923-MONOMER[c]"	0.000230865189657578
2447	"G6924"	"G6924-MONOMER[c]"	8.921595254869347e-05
2448	"G6925"	"G6925-MONOMER[c]"	2.9047054318179306e-05
2449	"G6926"	"G6926-MONOMER[c]"	0.00023086518965757807
2450	"G6927"	"G6927-MONOMER[m]"	0.00023086518965757802
2451	"G6928"	"G6928-MONOMER[o]"	0.0003485646518181514
2452	"G6929"	"G6929-MONOMER[c]"	0.0002308651896575781
2453	"G6930"	"G6930-MONOMER[c]"	0.0002308651896575781
2454	"G6931"	"G6931-MONOMER[i]"	0.00018880585306816535
2455	"G6932"	"G6932-MONOMER[c]"	0.0005352957152921611
2456	"G6933"	"G6933-MONOMER[c]"	0.00023086518965757824
2457	"G6934"	"G6934-MONOMER[i]"	0.00018258148428569834
2458	"G6935"	"G6935-MONOMER[c]"	0.0002308651896575781
2459	"G6936"	"G6936-MONOMER[c]"	0.00023086518965757826
2460	"G6937"	"G6937-MONOMER[c]"	0.00023086518965757813
2461	"G6938"	"G6938-MONOMER[c]"	0.00023086518965757802
2462	"G6939"	"G6939-MONOMER[p]"	0.0002308651896575781
2463	"G6945"	"G6945-MONOMER[i]"	0.00023086518965757816
2464	"G6946"	"G6946-MONOMER[c]"	0.0002308651896575781
2465	"G6947"	"G6947-MONOMER[i]"	0.00023086518965757816
2466	"G6948"	"G6948-MONOMER[c]"	0.0002308651896575781
2467	"G6949"	"G6949-MONOMER[p]"	0.000197105011444788
2468	"G6952"	"G6952-MONOMER[c]"	0.00040250918126619845
2469	"G6953"	"G6953-MONOMER[i]"	0.0001950302218506322
2470	"G6954"	"G6954-MONOMER[c]"	0.00023086518965757802
2471	"G6955"	"G6955-MONOMER[p]"	0.00023086518965757802
2472	"G6956"	"G6956-MONOMER[i]"	0.00023086518965757788
2473	"G6957"	"G6957-MONOMER[c]"	0.00024897475129867963
2474	"G6958"	"G6958-MONOMER[c]"	0.000230865189657578
2475	"G6959"	"G6959-MONOMER[c]"	0.0002308651896575781
2476	"G6960"	"G6960-MONOMER[c]"	0.00023086518965757802
2477	"G6961"	"G6961-MONOMER[c]"	0.00023086518965757797
2478	"G6963"	"G6963-MONOMER[c]"	0.00023086518965757797
2479	"G6964"	"G6964-MONOMER[c]"	0.00036516296857139663
2480	"G6966"	"G6966-MONOMER[c]"	0.0005249217673213822
2481	"G6967"	"G6967-MONOMER[c]"	0.00018673106347400986
2482	"G6968"	"G6968-MONOMER[o]"	0.0005415200840746281
2483	"G6969"	"G6969-MONOMER[c]"	0.00023086518965757813
2484	"G6970"	"G6970-MONOMER[c]"	0.00023086518965757826
2485	"G6971"	"G6971-MONOMER[i]"	0.00023086518965757813
2486	"G6972"	"G6972-MONOMER[i]"	6.846805660713683e-05
2487	"G6973"	"G6973-MONOMER[c]"	0.00037553691654217505
2488	"G6974"	"G6974-MONOMER[i]"	0.0
2489	"G6975"	"G6975-MONOMER[i]"	0.00023086518965757813
2490	"G6976"	"G6976-MONOMER[c]"	0.00023086518965757807
2491	"G6978"	"G6978-MONOMER[c]"	0.00023086518965757802
2492	"G6979"	"G6979-MONOMER[p]"	0.00023086518965757813
2493	"G6980"	"G6980-MONOMER[c]"	0.00012448737564933973
2494	"G6981"	"G6981-MONOMER[i]"	0.00038176128532464227
2495	"G6982"	"G6982-MONOMER[c]"	0.00023086518965757816
2496	"G6983"	"G6983-MONOMER[c]"	0.00023086518965757816
2497	"G6984"	"G6984-MONOMER[i]"	0.00017220753631492014
2498	"G6985"	"G6985-MONOMER[c]"	0.00023086518965757824
2499	"G6986"	"G6986-MONOMER[c]"	0.00023086518965757816
2500	"G6988"	"G6988-MONOMER[c]"	0.00023086518965757807
2501	"G6989"	"G6989-MONOMER[c]"	0.00023086518965757826
2502	"G6990"	"G6990-MONOMER[o]"	0.00010996384849025011
2503	"G6991"	"G6991-MONOMER[c]"	0.00025934869926945794
2504	"G6992"	"G6992-MONOMER[c]"	4.1495791883113304e-05
2505	"G6993"	"G6993-MONOMER[c]"	0.0008465141544155107
2506	"G6994"	"G6994-MONOMER[c]"	0.000230865189657578
2507	"G6995"	"G6995-MONOMER[c]"	0.00023086518965757802
2508	"G6996"	"G6996-MONOMER[i]"	0.0002308651896575781
2509	"G6997"	"G6997-MONOMER[i]"	0.00013486132362011804
2510	"G6998"	"G6998-MONOMER[i]"	0.00011826300686687286
2511	"G6999"	"G6999-MONOMER[i]"	0.00012448737564933973
2512	"G7000"	"G7000-MONOMER[c]"	4.1495791883113265e-06
2513	"G7001"	"G7001-MONOMER[i]"	0.0001639083779382974
2514	"G7002"	"G7002-MONOMER[i]"	0.00013901090280842948
2515	"G7003"	"G7003-MONOMER[c]"	0.00035686381019477424
2516	"G7005"	"G7005-MONOMER[c]"	0.00023086518965757826
2517	"G7006"	"G7006-MONOMER[i]"	5.394452944804726e-05
2518	"G7007"	"G7007-MONOMER[i]"	0.0001307117444318068
2519	"G7008"	"G7008-MONOMER[c]"	0.0002468999617045238
2520	"G7009"	"G7009-MONOMER[c]"	0.00023086518965757807
2521	"G7010"	"G7010-MONOMER[c]"	0.00023086518965757832
2522	"G7011"	"G7011-MONOMER[c]"	0.000230865189657578
2523	"G7012"	"G7012-MONOMER[p]"	0.0004108083396428214
2524	"G7013"	"G7013-MONOMER[i]"	4.3570581477268934e-05
2525	"G7014"	"G7014-MONOMER[p]"	0.0006328108262174778
2526	"G7015"	"G7015-MONOMER[c]"	0.00023086518965757807
2527	"G7016"	"G7016-MONOMER[c]"	0.00023030164495127864
2528	"G7019"	"G7019-MONOMER[i]"	2.904705431817929e-05
2529	"G7020"	"G7020-MONOMER[c]"	0.00024067559292205692
2530	"G7021"	"G7021-MONOMER[c]"	0.00017635711550323136
2531	"G7022"	"G7022-MONOMER[p]"	0.00023086518965757797
2532	"G7023"	"G7023-MONOMER[i]"	0.0002308651896575781
2533	"G7024"	"G7024-MONOMER[c]"	0.00022407727616881163
2534	"G7025"	"G7025-MONOMER[c]"	0.00023030164495127853
2535	"G7026"	"G7026-MONOMER[p]"	0.00023086518965757816
2536	"G7027"	"G7027-MONOMER[c]"	0.00023086518965757802
2537	"G7028"	"G7028-MONOMER[i]"	0.0002308651896575781
2538	"G7031"	"G7031-MONOMER[c]"	0.00023086518965757816
2539	"G7033"	"G7033-MONOMER[c]"	0.00020125459063309917
2540	"G7035"	"G7035-MONOMER[c]"	0.0002308651896575782
2541	"G7036"	"G7036-MONOMER[c]"	0.0002308651896575781
2542	"G7037"	"G7037-MONOMER[i]"	0.00017220753631492006
2543	"G7039"	"G7039-MONOMER[i]"	0.0004585285003084016
2544	"G7040"	"G7040-MONOMER[c]"	0.000230865189657578
2545	"G7041"	"G7041-MONOMER[c]"	0.0002308651896575781
2546	"G7042"	"G7042-MONOMER[m]"	0.00023086518965757837
2547	"G7043"	"G7043-MONOMER[c]"	0.00023086518965757824
2548	"G7044"	"G7044-MONOMER[c]"	0.0002308651896575779
2549	"G7045"	"G7045-MONOMER[c]"	0.00042118228761359964
2550	"G7046"	"G7046-MONOMER[c]"	0.00023086518965757813
2551	"G7048"	"G7048-MONOMER[c]"	0.00023086518965757807
2552	"G7049"	"G7049-MONOMER[i]"	7.884200457791518e-05
2553	"G7050"	"G7050-MONOMER[c]"	0.000230865189657578
2554	"G7051"	"G7051-MONOMER[i]"	0.00023652601373374556
2555	"G7052"	"G7052-MONOMER[c]"	0.00023086518965757816
2556	"G7053"	"G7053-MONOMER[c]"	0.00023086518965757832
2557	"G7054"	"G7054-MONOMER[c]"	0.0002308651896575779
2558	"G7055"	"G7055-MONOMER[c]"	0.00029669491196425977
2559	"G7056"	"G7056-MONOMER[i]"	0.00011203863808440577
2560	"G7057"	"G7057-MONOMER[c]"	0.00012241258605518408
2561	"G7058"	"G7058-MONOMER[p]"	0.00023086518965757813
2562	"G7059"	"G7059-MONOMER[p]"	0.0002308651896575781
2563	"G7060"	"G7060-MONOMER[i]"	0.00023086518965757826
2564	"G7061"	"G7061-MONOMER[p]"	0.0002308651896575779
2565	"G7062"	"G7062-MONOMER[i]"	0.00023086518965757813
2566	"G7063"	"G7063-MONOMER[c]"	0.00017220753631492
2567	"G7064"	"G7064-MONOMER[o]"	2.2822685535712303e-05
2568	"G7065"	"G7065-MONOMER[m]"	0.00023086518965757797
2569	"G7066"	"G7066-MONOMER[m]"	0.00023086518965757813
2570	"G7068"	"G7068-MONOMER[c]"	0.0004357058147726889
2571	"G7071"	"G7071-MONOMER[c]"	0.00023086518965757826
2572	"G7072"	"G7072-MONOMER[c]"	0.000230865189657578
2573	"G7073"	"G7073-MONOMER[p]"	8.921595254869356e-05
2574	"G7074"	"G7074-MONOMER[c]"	0.00023086518965757826
2575	"G7075"	"G7075-MONOMER[m]"	0.0002308651896575781
2576	"G7078"	"G7078-MONOMER[m]"	0.00023086518965757807
2577	"G7079"	"G7079-MONOMER[c]"	0.00023086518965757816
2578	"G7080"	"G7080-MONOMER[o]"	0.0004917251338148921
2579	"G7081"	"G7081-MONOMER[i]"	0.00023086518965757824
2580	"G7082"	"G7082-MONOMER[c]"	0.00023086518965757807
2581	"G7083"	"G7083-MONOMER[c]"	0.0002308651896575782
2582	"G7084"	"G7084-MONOMER[c]"	0.000230865189657578
2583	"G7085"	"G7085-MONOMER[c]"	0.00023086518965757816
2584	"G7086"	"G7086-MONOMER[c]"	0.00023086518965757813
2585	"G7087"	"G7087-MONOMER[c]"	0.0007158024099837032
2586	"G7088"	"G7088-MONOMER[c]"	6.22436878246698e-06
2587	"G7089"	"G7089-MONOMER[c]"	0.00027179743683439163
2588	"G7090"	"G7090-MONOMER[i]"	0.000240675592922057
2589	"G7093"	"G7093-MONOMER[c]"	0.0001971050114447878
2590	"G7094"	"G7094-MONOMER[p]"	0.0002308651896575782
2591	"G7095"	"G7095-MONOMER[c]"	0.00023086518965757813
2592	"G7096"	"G7096-MONOMER[c]"	0.000230865189657578
2593	"G7097"	"G7097-MONOMER[i]"	0.00023086518965757813
2594	"G7098"	"G7098-MONOMER[i]"	0.0002308651896575779
2595	"G7099"	"G7099-MONOMER[c]"	0.00023086518965757802
2596	"G7100"	"G7100-MONOMER[c]"	0.00023086518965757813
2597	"G7101"	"G7101-MONOMER[i]"	0.000230865189657578
2598	"G7102"	"G7102-MONOMER[c]"	0.00023086518965757807
2599	"G7103"	"G7103-MONOMER[c]"	0.000230865189657578
2600	"G7104"	"G7104-MONOMER[c]"	0.00023086518965757816
2601	"G7105"	"G7105-MONOMER[i]"	0.00023086518965757832
2602	"G7106"	"G7106-MONOMER[c]"	0.00023086518965757834
2603	"G7107"	"G7107-MONOMER[e]"	0.000230865189657578
2604	"G7108"	"G7108-MONOMER[i]"	0.00018258148428569834
2605	"G7109"	"G7109-MONOMER[c]"	0.00023086518965757826
2606	"G7110"	"G7110-MONOMER[c]"	0.00023086518965757802
