"L-ALPHA-ALANINE[c]"	"ILE[c]"	"LEU[c]"	"LYS[c]"	"MET[c]"	"PHE[c]"	"THR[c]"	"VAL[c]"
{"G7399-MONOMER": 40}	{"B4141-MONOMER": 120, "CPLX0-7684": 21}	{"B4141-MONOMER": 60, "G6984-MONOMER": 21}	{"G6458-MONOMER": 20}	{"B4141-MONOMER": 70, "G6458-MONOMER": 10}	{"YDDG-MONOMER": 7}	{"CPLX0-7684": 35, "B4141-MONOMER": 150}	{"EG12134-MONOMER": 170, "RHTB-MONOMER": 120, "RHTC-MONOMER": 33}
