# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_gupta_et_al_Clim_to_flat.py on Tue Nov  5 18:30:03 2024
"id"	"half_life (units.min)"
"G7423-MONOMER"	686.6
"G7425-MONOMER"	134.5
"G7431-MONOMER"	796.7
"G7434-MONOMER"	795.9
"G7442-MONOMER"	537.8
"G7443-MONOMER"	436.3
"G7446-MONOMER"	511.5
"G7448-MONOMER"	806.3
"G7449-MONOMER"	715.9
"G7450-MONOMER"	708.7
"G7451-MONOMER"	455.0
"G7452-MONOMER"	572.4
"G7453-MONOMER"	659.5
"G7454-MONOMER"	646.7
"G7455-MONOMER"	572.9
"G7456-MONOMER"	608.9
"G7457-MONOMER"	270.0
"G7458-MONOMER"	585.2
"G7459-MONOMER"	540.8
"G7461-MONOMER"	487.1
"G7462-MONOMER"	662.4
"G7463-MONOMER"	643.3
"G7464-MONOMER"	230.9
"G7475-MONOMER"	504.5
"G7484-MONOMER"	589.3
"G7485-MONOMER"	271.7
"G7486-MONOMER"	379.6
"G7487-MONOMER"	224.2
"G7488-MONOMER"	184.7
"G7489-MONOMER"	571.7
"G7491-MONOMER"	568.7
"G7493-MONOMER"	438.7
"G7496-MONOMER"	193.2
"G7497-MONOMER"	363.7
"G7502-MONOMER"	626.1
"G7504-MONOMER"	555.6
"G7509-MONOMER"	404.2
"G7511-MONOMER"	588.3
"G7513-MONOMER"	485.9
"G7514-MONOMER"	356.0
"G7524-MONOMER"	506.5
"G7525-MONOMER"	623.2
"G7527-MONOMER"	570.2
"G7529-MONOMER"	321.3
"G7530-MONOMER"	546.1
"G7531-MONOMER"	555.0
"G7532-MONOMER"	578.9
"G7533-MONOMER"	641.7
"G7543-MONOMER"	587.7
"G7544-MONOMER"	217.1
"G7545-MONOMER"	346.2
"G7546-MONOMER"	147.7
"G7553-MONOMER"	586.6
"G7558-MONOMER"	741.1
"G7559-MONOMER"	785.8
"G7563-MONOMER"	255.9
"G7564-MONOMER"	732.8
"G7566-MONOMER"	686.3
"G7571-MONOMER"	59.3
"G7574-MONOMER"	454.3
"G7575-MONOMER"	728.3
"G7579-MONOMER"	753.8
"G7582-MONOMER"	541.6
"G7590-MONOMER"	662.4
"G7593-MONOMER"	596.6
"G7594-MONOMER"	525.7
"G7596-MONOMER"	82.4
"G7597-MONOMER"	548.7
"G7603-MONOMER"	775.3
"G7604-MONOMER"	98.4
"G7606-MONOMER"	628.4
"G7612-MONOMER"	610.0
"G7613-MONOMER"	701.3
"G7614-MONOMER"	522.5
"G7616-MONOMER"	804.5
"G7619-MONOMER"	701.8
"G7620-MONOMER"	598.4
"G7626-MONOMER"	661.5
"G7630-MONOMER"	618.2
"G7631-MONOMER"	356.6
"G7632-MONOMER"	489.9
"G7634-MONOMER"	206.3
"G7640-MONOMER"	389.2
"G7641-MONOMER"	708.1
"G7642-MONOMER"	716.0
"G7644-MONOMER"	703.7
"G7646-MONOMER"	280.5
"G7647-MONOMER"	571.1
"G7648-MONOMER"	864.7
"G7650-MONOMER"	627.8
"G7654-MONOMER"	317.9
"G7656-MONOMER"	351.7
"G7657-MONOMER"	483.8
"G7658-MONOMER"	654.4
"G7659-MONOMER"	519.6
"G7662-MONOMER"	617.9
"G7663-MONOMER"	756.7
"G7664-MONOMER"	750.7
"G7668-MONOMER"	699.2
"G7675-MONOMER"	463.7
"G7678-MONOMER"	400.2
"G7680-MONOMER"	639.7
"G7681-MONOMER"	511.0
"G7682-MONOMER"	613.0
"G7684-MONOMER"	572.0
"G7688-MONOMER"	665.4
"G7689-MONOMER"	521.9
"G7690-MONOMER"	788.1
"G7696-MONOMER"	688.1
"G7698-MONOMER"	560.7
"G7699-MONOMER"	524.5
"G7712-MONOMER"	802.4
"G7713-MONOMER"	698.5
"G7715-MONOMER"	450.0
"G7716-MONOMER"	715.8
"G7717-MONOMER"	530.3
"G7721-MONOMER"	819.4
"G7726-MONOMER"	452.5
"G7727-MONOMER"	587.8
"G7735-MONOMER"	335.2
"G7739-MONOMER"	780.8
"G7740-MONOMER"	634.2
"G7741-MONOMER"	910.3
"G7743-MONOMER"	404.4
"G7744-MONOMER"	462.0
"G7745-MONOMER"	373.9
"G7746-MONOMER"	466.8
"G7748-MONOMER"	309.0
"G7750-MONOMER"	750.8
"G7751-MONOMER"	193.4
"G7756-MONOMER"	515.9
"G7757-MONOMER"	712.3
"G7767-MONOMER"	721.0
"G7790-MONOMER"	619.2
"G7800-MONOMER"	727.4
"G7804-MONOMER"	511.0
"G7808-MONOMER"	467.3
"G7821-MONOMER"	923.4
"G7823-MONOMER"	433.3
"G7828-MONOMER"	477.6
"G7832-MONOMER"	775.8
"G7834-MONOMER"	674.0
"G7835-MONOMER"	356.5
"G7836-MONOMER"	268.4
"G7837-MONOMER"	638.9
"G7840-MONOMER"	845.3
"G7841-MONOMER"	622.2
"G7842-MONOMER"	861.7
"G7845-MONOMER"	628.8
"G7852-MONOMER"	755.4
"G7853-MONOMER"	676.9
"G7854-MONOMER"	709.0
"G7858-MONOMER"	411.6
"G7864-MONOMER"	566.4
"G7865-MONOMER"	652.4
"G7868-MONOMER"	620.3
"G7869-MONOMER"	145.5
"G7871-MONOMER"	507.6
"G7873-MONOMER"	540.2
"G7874-MONOMER"	793.6
"G7875-MONOMER"	752.9
"G7876-MONOMER"	545.2
"G7877-MONOMER"	693.7
"G7879-MONOMER"	737.9
"G7882-MONOMER"	364.4
"G7883-MONOMER"	496.3
"G7884-MONOMER"	440.8
"G7885-MONOMER"	425.1
"G7886-MONOMER"	417.0
"G7888-MONOMER"	496.2
"G7889-MONOMER"	756.9
"G7890-MONOMER"	620.3
"G7901-MONOMER"	741.9
"G7909-MONOMER"	487.5
"G7910-MONOMER"	534.5
"G7911-MONOMER"	569.6
"G7912-MONOMER"	165.9
"G7913-MONOMER"	196.8
"G7915-MONOMER"	521.7
"G7916-MONOMER"	642.4
"G7919-MONOMER"	561.7
"G7920-MONOMER"	809.9
"G7921-MONOMER"	459.3
"G7925-MONOMER"	795.6
"G7928-MONOMER"	116.4
"G7930-MONOMER"	614.7
"G7931-MONOMER"	399.9
"G7932-MONOMER"	154.3
"G7933-MONOMER"	735.4
"G7936-MONOMER"	486.9
"G7950-MONOMER"	710.7
"G7951-MONOMER"	300.7
"G7952-MONOMER"	567.2
"GABATRANSAM-MONOMER"	610.1
"GALACTARDEHYDRA-MONOMER"	214.8
"GALACTOKIN-MONOMER"	847.0
"GALACTONATE-DEHYDRATASE-MONOMER"	384.5
"GALACTURIDYLYLTRANS-MONOMER"	751.6
"GAPDH-A-MONOMER"	740.1
"GART-MONOMER"	482.0
"GARTRANSFORMYL2-MONOMER"	639.8
"GCVP-MONOMER"	537.1
"GCVT-MONOMER"	655.0
"GDHA-MONOMER"	459.2
"GKI-MONOMER"	571.8
"GLCNACPTRANS-MONOMER"	707.6
"GLND-MONOMER"	528.1
"GLNE-MONOMER"	810.2
"GLNH-MONOMER"	761.9
"GLNP-MONOMER"	537.6
"GLNQ-MONOMER"	748.9
"GLNS-MONOMER"	689.7
"GLPF-MONOMER"	383.5
"GLPT-MONOMER"	763.0
"GLTJ-MONOMER"	571.4
"GLTK-MONOMER"	833.7
"GLTL-MONOMER"	690.7
"GLU6PDEHYDROG-MONOMER"	763.7
"GLUC1PADENYLTRANS-MONOMER"	740.2
"GLUC1PURIDYLTRANS-MONOMER"	694.5
"GLUCARDEHYDRA-MONOMER"	546.7
"GLUCDEHYDROG-MONOMER"	857.7
"GLUCOKIN-MONOMER"	617.9
"GLUCONOKINI-MONOMER"	143.0
"GLUCONREDUCT-MONOMER"	475.4
"GLUCOSAMINE-6-P-DEAMIN-MONOMER"	718.3
"GLUCOSE-1-PHOSPHAT-MONOMER"	791.1
"GLURS-MONOMER"	792.1
"GLUSYNLARGE-MONOMER"	531.2
"GLUSYNSMALL-MONOMER"	481.7
"GLUTAMIDOTRANS-MONOMER"	660.1
"GLUTAMINESYN-MONOMER"	702.4
"GLUTATHIONE-REDUCT-NADPH-MONOMER"	717.3
"GLUTATHIONE-SYN-MONOMER"	633.6
"GLUTCYSLIG-MONOMER"	573.3
"GLUTDECARBOXA-MONOMER"	418.7
"GLUTDECARBOXB-MONOMER"	380.8
"GLUTKIN-MONOMER"	549.6
"GLUTRACE-MONOMER"	673.6
"GLUTRNAREDUCT-MONOMER"	194.0
"GLUTSEMIALDEHYDROG-MONOMER"	676.2
"GLY3KIN-MONOMER"	677.1
"GLYC3PDEHYDROGBIOSYN-MONOMER"	725.7
"GLYCDEH-MONOMER"	728.9
"GLYCEROL-3-P-ACYLTRANSFER-MONOMER"	783.4
"GLYCEROL-KIN-MONOMER"	641.8
"GLYCOGEN-BRANCH-MONOMER"	812.2
"GLYCOGENSYN-MONOMER"	706.6
"GLYCOPHOSPHORYL-MONOMER"	631.3
"GLYCPDIESTER-CYTO-MONOMER"	581.1
"GLYCPDIESTER-PERI-MONOMER"	692.2
"GLYCRIBONUCSYN-MONOMER"	634.8
"GLYOHMETRANS-MONOMER"	639.7
"GLYOXI-MONOMER"	546.4
"GLYOXII-MONOMER"	474.5
"GLYQ-MONOMER"	396.5
"GLYS-MONOMER"	705.2
"GMP-REDUCT-MONOMER"	596.3
"GMP-SYN-MONOMER"	588.7
"GNTP-MONOMER"	587.5
"GNTT-MONOMER"	630.4
"GPH-MONOMER"	543.4
"GPMA-MONOMER"	634.4
"GPT-MONOMER"	630.3
"GRXB-MONOMER"	780.7
"GRXC-MONOMER"	467.3
"GSAAMINOTRANS-MONOMER"	734.4
"GSK-MONOMER"	454.4
"GSP-MONOMER"	652.8
"GST-MONOMER"	697.0
"GTP-CYCLOHYDRO-I-MONOMER"	326.3
"GTP-CYCLOHYDRO-II-MONOMER"	558.7
"GUANYL-KIN-MONOMER"	431.3
"H2NEOPTERINALDOL-MONOMER"	761.0
"H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER"	297.9
"H2NTPEPIM-MONOMER"	601.3
"H2PTEROATESYNTH-MONOMER"	587.3
"HCAD-MONOMER"	166.9
"HEMN-MONOMER"	398.3
"HEMX-MONOMER"	744.8
"HISJ-MONOMER"	791.9
"HISM-MONOMER"	731.8
"HISP-MONOMER"	708.0
"HISQ-MONOMER"	690.8
"HISS-MONOMER"	657.2
"HISTCYCLOPRATPPHOS"	499.5
"HISTDEHYD-MONOMER"	691.7
"HISTPHOSTRANS-MONOMER"	646.5
"HMP-KIN-MONOMER"	591.8
"HMP-P-KIN-MONOMER"	404.2
"HOLO-ACP-SYNTH-MONOMER"	665.3
"HOMOCYSMET-MONOMER"	428.5
"HOMOCYSMETB12-MONOMER"	496.0
"HOMOSERKIN-MONOMER"	518.9
"HYBC-MONOMER"	331.9
"HYCELARGE-MONOMER"	708.0
"HYDG-MONOMER"	450.9
"HYDH-MONOMER"	802.6
"HYDROPEROXIDI-MONOMER"	740.0
"HYDROPEROXIDII-MONOMER"	656.8
"HYPOXANPRIBOSYLTRAN-MONOMER"	582.4
"ICITDEHASE-KIN-PHOSPHA"	649.7
"IDONDEHYD-MONOMER"	81.2
"ILES-MONOMER"	707.3
"IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER"	684.7
"IMP-DEHYDROG-MONOMER"	755.4
"INORGPYROPHOSPHAT-MONOMER"	664.7
"IPPISOM-MONOMER"	545.5
"ISOCIT-LYASE-MONOMER"	506.3
"ISOCITDEH-SUBUNIT"	631.5
"KCH-MONOMER"	471.3
"KDGALDOL-MONOMER"	626.0
"KDO-8PSYNTH-MONOMER"	666.3
"KDOTRANS-MONOMER"	712.4
"KDPD-MONOMER"	768.9
"KDPE-MONOMER"	627.9
"KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER"	592.9
"KDUD-MONOMER"	449.9
"KEFB-MONOMER"	744.3
"KEFC-MONOMER"	795.7
"KETOBUTFORMLY-INACT-MONOMER"	266.0
"KETOLREDUCTOISOM-MONOMER"	631.9
"KGTP-MONOMER"	601.8
"KUP-MONOMER"	907.9
"L-ASPARTATE-OXID-MONOMER"	528.3
"L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER"	620.0
"L-LACTDEHYDROGFMN-MONOMER"	338.8
"LACTALDDEHYDROG-MONOMER"	618.1
"LACTALDREDUCT-MONOMER"	647.5
"LARGEILVB-MONOMER"	342.9
"LCTP-MONOMER"	161.2
"LDC2-MONOMER"	478.3
"LEUC-MONOMER"	246.7
"LEUD-MONOMER"	237.2
"LEUS-MONOMER"	676.6
"LIPIDADISACCHARIDESYNTH-MONOMER"	668.3
"LIVF-MONOMER"	768.8
"LIVG-MONOMER"	724.1
"LIVH-MONOMER"	464.5
"LIVJ-MONOMER"	689.3
"LIVK-MONOMER"	724.5
"LIVM-MONOMER"	690.8
"LSERINEDEAM1-MONOMER"	213.1
"LTAA-MONOMER"	666.7
"LUMAZINESYN-MONOMER"	833.6
"LYSP-MONOMER"	167.4
"LYSS-MONOMER"	651.8
"LYSU-MONOMER"	598.0
"LYXK-MONOMER"	483.8
"MACA"	756.7
"MACB"	756.2
"MALATE-DEHASE-MONOMER"	612.5
"MALATE-SYNTHASE"	264.3
"MALDEXPHOSPHORYL-MONOMER"	429.3
"MALE-MONOMER"	421.9
"MALF-MONOMER"	437.4
"MALIC-NAD-MONOMER"	656.6
"MALIC-NADP-MONOMER"	652.1
"MALK-MONOMER"	208.7
"MALONYL-COA-ACP-TRANSACYL-MONOMER"	695.2
"MALSYNG-MONOMER"	571.8
"MALTACETYLTRAN-MONOMER"	396.5
"MALTODEXGLUCOSID-MONOMER"	470.7
"MALX-MONOMER"	162.7
"MANNONDEHYDRAT-MONOMER"	569.2
"MANNONOXIDOREDUCT-MONOMER"	281.3
"MANNPDEHYDROG-MONOMER"	701.1
"MANNPISOM-MONOMER"	660.2
"MANX-MONOMER"	816.8
"MANZ-MONOMER"	542.2
"MDLA-MONOMER"	734.0
"MDLB-MONOMER"	527.9
"MDTA"	750.6
"MEND-MONOMER"	808.4
"MENF-MONOMER"	639.1
"METG-MONOMER"	589.1
"METHGLYSYN-MONOMER"	589.8
"METHYLENETHFREDUCT-MONOMER"	526.4
"METI-MONOMER"	294.8
"METQ-MONOMER"	718.8
"MGLA-MONOMER"	727.8
"MGLB-MONOMER"	697.4
"MGLC-MONOMER"	727.8
"MGTA-MONOMER"	914.5
"MHPCHYDROL-MONOMER"	127.9
"MHPF-MONOMER"	307.8
"MMUM-MONOMER"	588.1
"MODA-MONOMER"	775.5
"MODC-MONOMER"	715.3
"MODF-MONOMER"	572.4
"MONOMER-43"	548.3
"MONOMER0-1261"	595.0
"MONOMER0-147"	342.1
"MONOMER0-148"	781.2
"MONOMER0-149"	642.8
"MONOMER0-1501"	678.0
"MONOMER0-1701"	660.8
"MONOMER0-185"	776.7
"MONOMER0-1981"	594.0
"MONOMER0-2001"	578.1
"MONOMER0-2383"	418.0
"MONOMER0-2660"	108.7
"MONOMER0-2676"	898.3
"MONOMER0-2677"	505.8
"MONOMER0-2685"	378.7
"MONOMER0-2688"	302.3
"MONOMER0-2690"	263.7
"MONOMER0-2693"	365.5
"MONOMER0-282"	804.6
"MONOMER0-341"	864.5
"MONOMER0-4382"	602.4
"MONOMER0-4519"	714.0
"MONOMER0-4521"	797.7
"MONOMER0-4524"	502.9
"MONOMER0-4534"	626.3
"MONOMER0-4539"	592.8
"MONOMER0-5"	303.5
"MONOMER0-541"	725.2
"MONOMER0-561"	258.0
"MONOMER0-6"	383.8
"MONOMER0-741"	414.1
"MONOMER0-82"	716.6
"MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN"	87.7
"MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN"	57.1
"MTLA-MONOMER"	763.1
"MYRISTOYLACYLTRAN-MONOMER"	659.1
"N-ACETYLGLUTPREDUCT-MONOMER"	592.6
"N-ACETYLTRANSFER-MONOMER"	323.2
"NACGLCTRANS-MONOMER"	692.0
"NACMURLALAAMI1-MONOMER"	308.6
"NACMURLALAAMI2-MONOMER"	354.3
"NAD-SYNTH-MONOMER"	665.2
"NADH-DHII-MONOMER"	711.0
"NAG1P-URIDYLTRANS-MONOMER"	737.1
"NAG6PDEACET-MONOMER"	696.1
"NAGE-MONOMER"	777.8
"NANE-MONOMER"	678.8
"NANK-MONOMER"	559.2
"NANT-MONOMER"	229.2
"NAPA-MONOMER"	566.0
"NAPC-MONOMER"	237.9
"NAPHTHOATE-SYN-MONOMER"	612.4
"NARL-MONOMER"	659.6
"NARP-MONOMER"	385.0
"NARQ-MONOMER"	765.3
"NARU-MONOMER"	898.7
"NARX-MONOMER"	667.5
"NARY-MONOMER"	623.9
"NARZ-MONOMER"	745.1
"NHAA-MONOMER"	556.9
"NHAB-MONOMER"	855.0
"NICONUCADENYLYLTRAN-MONOMER"	762.9
"NICOTINAMID-MONOMER"	649.5
"NICOTINATEPRIBOSYLTRANS-MONOMER"	348.5
"NRDA-MONOMER"	625.2
"NRDB-MONOMER"	559.3
"NRDE-MONOMER"	234.5
"NRDF-MONOMER"	140.3
"NUCLEOSIDE-DIP-KIN-MONOMER"	560.4
"NUOA-MONOMER"	798.8
"NUOB-MONOMER"	736.4
"NUOC-MONOMER"	686.1
"NUOE-MONOMER"	593.0
"NUOF-MONOMER"	617.2
"NUOG-MONOMER"	626.8
"NUOH-MONOMER"	910.3
"NUOI-MONOMER"	776.2
"NUOK-MONOMER"	466.0
"NUOL-MONOMER"	786.1
"NUOM-MONOMER"	371.0
"NUON-MONOMER"	402.7
"NUPC-MONOMER"	380.4
"NUPG-MONOMER"	541.8
"O-SUCCHOMOSERLYASE-MONOMER"	619.3
"O-SUCCINYLBENZOATE-COA-LIG-MONOMER"	736.0
"O-SUCCINYLBENZOATE-COA-SYN-MONOMER"	578.0
"OCTAPRENYL-METHOXYPHENOL-OH-MONOMER"	418.8
"OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON"	481.4
"OHMETHYLBILANESYN-MONOMER"	470.7
"OMPR-MONOMER"	625.7
"OPPA-MONOMER"	841.8
"OPPB-MONOMER"	648.1
"OPPC-MONOMER"	650.2
"OPPD-MONOMER"	761.6
"OPPF-MONOMER"	622.5
"OPPSYN-MONOMER"	610.2
"ORNDECARBOX-BIO-MONOMER"	556.2
"OROPRIBTRANS-MONOMER"	558.2
"OROTPDECARB-MONOMER"	589.6
"PABASYN-COMPI-MONOMER"	687.2
"PABASYN-COMPII-MONOMER"	485.9
"PANTOATE-BETA-ALANINE-LIG-MONOMER"	709.1
"PANTOTHENATE-KIN-MONOMER"	536.7
"PAPSSULFOTRANS-MONOMER"	255.4
"PD00194"	716.2
"PD00197"	134.7
"PD00200"	682.1
"PD00205"	286.3
"PD00208"	253.8
"PD00214"	668.7
"PD00219"	674.1
"PD00232"	649.2
"PD00237"	90.2
"PD00242"	110.7
"PD00250"	375.2
"PD00257"	629.6
"PD00260"	585.7
"PD00261"	567.9
"PD00266"	753.4
"PD00283"	539.0
"PD00288"	571.4
"PD00291"	372.7
"PD00297"	706.1
"PD00338"	832.2
"PD00339"	683.5
"PD00347"	304.0
"PD00348"	378.8
"PD00353"	653.3
"PD00360"	708.7
"PD00361"	526.0
"PD00364"	789.7
"PD00369"	807.7
"PD00413"	516.5
"PD00423"	539.5
"PD00444"	94.7
"PD00521"	634.3
"PD00763"	535.0
"PD00967"	368.6
"PD01103"	413.5
"PD01196"	624.4
"PD01343"	713.0
"PD01352"	806.1
"PD01520"	635.2
"PD01896"	600.9
"PD02936"	468.6
"PD03028"	429.0
"PD03254"	594.4
"PD03270"	312.8
"PD03576"	645.1
"PD03585"	418.1
"PD03695"	107.6
"PD03831"	321.4
"PD03938"	79.2
"PD04028"	665.2
"PD04032"	365.2
"PD04099"	635.9
"PD04413"	692.5
"PD04418"	684.6
"PDXA-MONOMER"	614.2
"PDXH-MONOMER"	717.2
"PDXJ-MONOMER"	726.8
"PDXK-MONOMER"	631.4
"PDXY-MONOMER"	378.0
"PEPCARBOX-MONOMER"	662.7
"PEPCARBOXYKIN-MONOMER"	658.7
"PEPSYNTH-MONOMER"	647.7
"PFLACTENZ-MONOMER"	598.1
"PGAM2-MONOMER"	430.3
"PGK"	811.6
"PGLUCISOM"	712.9
"PGLYCDEHYDROG-MONOMER"	744.3
"PGLYCEROLTRANSI-MONOMER"	271.2
"PGMI-MONOMER"	670.1
"PGPPHOSPHAB-MONOMER"	935.8
"PHENDEHYD-MONOMER"	533.8
"PHENYLPRODIOXY-MONOMER"	119.9
"PHES-MONOMER"	787.4
"PHET-MONOMER"	775.8
"PHOB-MONOMER"	533.7
"PHOP-MONOMER"	564.9
"PHOQ-MONOMER"	665.8
"PHOR-MONOMER"	806.9
"PHOSACETYLTRANS-MONOMER"	671.2
"PHOSGLUCOSAMINEMUT-MONOMER"	760.9
"PHOSNACMURPENTATRANS-MONOMER"	744.6
"PHOSPHAGLYPSYN-MONOMER"	642.5
"PHOSPHASERSYN-MONOMER"	596.1
"PHOSPHOGLUCMUT-MONOMER"	586.7
"PITA-MONOMER"	903.9
"PKI-MONOMER"	701.7
"PKII-MONOMER"	720.2
"PNTA-MONOMER"	891.8
"PNTB-MONOMER"	926.4
"PNUC-MONOMER"	617.9
"PORPHOBILSYNTH-MONOMER"	649.2
"POTA-MONOMER"	727.8
"POTB-MONOMER"	356.0
"POTC-MONOMER"	320.4
"POTD-MONOMER"	845.5
"POTF-MONOMER"	788.5
"POTG-MONOMER"	686.2
"POTH-MONOMER"	791.1
"PPENTOMUT-MONOMER"	553.1
"PPK-MONOMER"	582.4
"PPPGPPHYDRO-MONOMER"	590.1
"PPX-MONOMER"	414.9
"PRAI-IGPS"	463.2
"PRIBFAICARPISOM-MONOMER"	658.6
"PROP-MONOMER"	306.6
"PROS-MONOMER"	678.8
"PROTEIN-CHEA"	136.7
"PROTEIN-NRI"	483.4
"PROTEIN-NRII"	665.8
"PROTEIN-PII"	675.8
"PROTEIN-PII2"	688.8
"PROTOHEME-FERROCHELAT-MONOMER"	527.6
"PROTOPORGENOXI-MONOMER"	593.5
"PROX-MONOMER"	267.4
"PRPPAMIDOTRANS-MONOMER"	349.4
"PRPPSYN-MONOMER"	843.9
"PSD-MONOMER"	796.8
"PSERPHOSPHA-MONOMER"	656.2
"PSERTRANSAM-MONOMER"	548.6
"PSTA-MONOMER"	780.5
"PSTB-MONOMER"	571.0
"PSTC-MONOMER"	641.7
"PSTS-MONOMER"	721.4
"PTSG-MONOMER"	569.8
"PTSH-MONOMER"	742.1
"PTSI-MONOMER"	653.7
"PURE-MONOMER"	602.2
"PURK-MONOMER"	596.6
"PUTA-MONOMER"	257.5
"PUTP-MONOMER"	630.6
"PYRROLINECARBREDUCT-MONOMER"	532.2
"PYRUVFORMLY-MONOMER"	263.5
"PYRUVOXID-MONOMER"	672.4
"QOR-MONOMER"	595.3
"QUINOLINATE-SYNTHA-MONOMER"	126.9
"QUINOPRIBOTRANS-MONOMER"	529.1
"RBSA-MONOMER"	581.8
"RBSB-MONOMER"	578.7
"RBSC-MONOMER"	752.2
"RCSB-MONOMER"	454.6
"RCSC-MONOMER"	526.3
"RCSF-MONOMER"	590.7
"RED-THIOREDOXIN-MONOMER"	584.5
"RED-THIOREDOXIN2-MONOMER"	367.2
"RELA-MONOMER"	500.8
"RFFTRANS-MONOMER"	800.7
"RIB5PISOMA-MONOMER"	570.1
"RIB5PISOMB-MONOMER"	615.0
"RIBF-MONOMER"	653.4
"RIBOFLAVIN-SYN-MONOMER"	727.2
"RIBOFLAVINSYNDEAM-MONOMER"	624.9
"RIBOKIN-MONOMER"	732.9
"RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER"	187.5
"RIBULOKIN-MONOMER"	386.5
"RIBULP3EPIM-MONOMER"	717.9
"RPOB-MONOMER"	671.6
"RPOC-MONOMER"	471.1
"RPOD-MONOMER"	503.9
"RPOE-MONOMER"	757.1
"RPON-MONOMER"	504.1
"RPOS-MONOMER"	61.6
"RSTA-MONOMER"	465.2
"RSTB-MONOMER"	541.3
"S-ADENMETSYN-MONOMER"	428.6
"SAICARSYN-MONOMER"	676.5
"SAPA-MONOMER"	664.4
"SAPD-MONOMER"	674.2
"SAPF-MONOMER"	691.9
"SARCOX-MONOMER"	479.7
"SBMA-MONOMER"	737.1
"SBP-MONOMER"	299.2
"SDAC-MONOMER"	336.9
"SDH-FE-S"	726.8
"SDH-FLAVO"	753.8
"SDH-MEMB2"	527.0
"SECA"	663.6
"SECB"	720.4
"SECD"	841.1
"SECE"	576.4
"SECF"	298.7
"SECG"	379.5
"SECY"	556.3
"SERINE-O-ACETTRAN-MONOMER"	615.1
"SERS-MONOMER"	715.6
"SFUA-MONOMER"	697.1
"SFUC-MONOMER"	673.6
"SGCA-MONOMER"	408.3
"SGCB-MONOMER"	671.8
"SGCC-MONOMER"	527.9
"SIROHEMESYN-MONOMER"	607.8
"SMALLILVM-MONOMER"	74.7
"SMALLILVN-MONOMER"	301.9
"SPED-MONOMER"	565.8
"SPERMACTRAN-MONOMER"	666.7
"SPERMIDINESYN-MONOMER"	580.9
"SPOT-MONOMER"	739.2
"SUCCARGDIHYDRO-MONOMER"	532.0
"SUCCCOASYN-ALPHA"	644.1
"SUCCCOASYN-BETA"	702.9
"SUCCGLUALDDEHYD-MONOMER"	606.9
"SUCCGLUDESUCC-MONOMER"	130.9
"SUCCORNTRANSAM-MONOMER"	447.3
"SUCCSEMIALDDEHYDROG-MONOMER"	597.0
"SUPEROX-DISMUTFE-MONOMER"	710.4
"SUPEROX-DISMUTMN-MONOMER"	746.9
"TAGAALDOL1-MONOMER"	192.0
"TAP-MONOMER"	278.1
"TAR-MONOMER"	359.9
"TATA"	576.3
"TAUA-MONOMER"	683.4
"TDK-MONOMER"	642.0
"TDPFUCACTRANS-MONOMER"	690.5
"TETRAACYLDISACC4KIN-MONOMER"	442.9
"THI-P-KIN-MONOMER"	656.5
"THIC-MONOMER"	179.8
"THIE-MONOMER"	438.5
"THIF-MONOMER"	530.0
"THIG-MONOMER"	145.7
"THIH-MONOMER"	64.4
"THII-MONOMER"	462.6
"THIOESTERI-MONOMER"	398.3
"THIOESTERII-MONOMER"	644.9
"THIOREDOXIN-REDUCT-NADPH-MONOMER"	683.6
"THREDEHYDSYN-MONOMER"	531.3
"THREODEHYD-MONOMER"	657.8
"THRESYN-MONOMER"	752.6
"THRS-MONOMER"	714.4
"THYMIDYLATESYN-MONOMER"	625.2
"THZ-KIN-MONOMER"	551.5
"TNAB-MONOMER"	658.7
"TORA-MONOMER"	872.3
"TORR-MONOMER"	580.2
"TPI-MONOMER"	647.8
"TRANSALDOLA-MONOMER"	702.4
"TRANSALDOLB-MONOMER"	721.3
"TRANSKETOI-MONOMER"	602.3
"TRANSKETOII-MONOMER"	676.0
"TRE6PHYDRO-MONOMER"	206.7
"TREB-MONOMER"	417.0
"TREHALACYTO-MONOMER"	238.3
"TREHALAPERI-MONOMER"	714.6
"TREHALOSE6PSYN-MONOMER"	366.2
"TREHALOSEPHOSPHASYN-MONOMER"	376.4
"TRG-MONOMER"	392.0
"TRKA-MONOMER"	704.1
"TRKH-MONOMER"	840.7
"TRPS-MONOMER"	636.4
"TRYPSYN-APROTEIN"	541.6
"TRYPSYN-BPROTEIN"	593.0
"TRYPTOPHAN-MONOMER"	575.4
"TSA-REDUCT-MONOMER"	617.0
"TSR-MONOMER"	302.8
"TYRB-MONOMER"	485.3
"TYRS-MONOMER"	394.6
"UBIX-MONOMER"	734.5
"UDHA-MONOMER"	655.0
"UDK-MONOMER"	579.7
"UDP-NACMUR-ALA-LIG-MONOMER"	615.3
"UDP-NACMURALA-GLU-LIG-MONOMER"	732.4
"UDP-NACMURALGLDAPAALIG-MONOMER"	601.9
