"id"	"_comments"
"CPLX0-7541_RXN"
"CPLX0-7670_RXN"
"CPLX0-8026_RXN"
"CPLX0-8027_RXN"
"MONOMER-51_3-KETO-ADIPYL-COA_RXN"
"MONOMER-51_3-OXOPALMITOYL-COA_RXN"
"MONOMER-51_BUTYRYL-COA_RXN"
"MONOMER-51_CPD-10260_RXN"
"MONOMER-51_CPD-10267_RXN"
"MONOMER-51_CPD-10269_RXN"
"MONOMER-51_CPD-10284_RXN"
"MONOMER-51_CPD-14916_RXN"
"MONOMER-51_CPD-14925_RXN"
"MONOMER-51_CPD-15244_RXN"
"MONOMER-51_CPD-15436_RXN"
"MONOMER-51_CPD-18346_RXN"
"MONOMER-51_CPD-19144_RXN"
"MONOMER-51_CPD-19147_RXN"
"MONOMER-51_CPD-19148_RXN"
"MONOMER-51_CPD-19151_RXN"
"MONOMER-51_CPD-19153_RXN"
"MONOMER-51_CPD-19154_RXN"
"MONOMER-51_CPD-19155_RXN"
"MONOMER-51_CPD-19157_RXN"
"MONOMER-51_CPD-19158_RXN"
"MONOMER-51_CPD-19159_RXN"
"MONOMER-51_CPD-19160_RXN"
"MONOMER-51_CPD-19167_RXN"
"MONOMER-51_CPD-19168_RXN"
"MONOMER-51_CPD-19169_RXN"
"MONOMER-51_CPD-19171_RXN"
"MONOMER-51_CPD-196_RXN"
"MONOMER-51_CPD-22313_RXN"
"MONOMER-51_CPD-650_RXN"
"MONOMER-51_CPD-7221_RXN"
"MONOMER-51_CPD-9965_RXN"
"MONOMER-51_CPD0-1163_RXN"
"MONOMER-51_CPD0-2105_RXN"
"MONOMER-51_CPD0-2106_RXN"
"MONOMER-51_CPD0-2107_RXN"
"MONOMER-51_CPD0-2123_RXN"
"MONOMER-51_CPD0-2171_RXN"
"MONOMER-51_CPD0-2232_RXN"
"MONOMER-51_CPD0-2244_RXN"
"MONOMER-51_CPD0-2253_RXN"
"MONOMER-51_HEXANOYL-COA_RXN"
"MONOMER-51_K-HEXANOYL-COA_RXN"
"MONOMER-51_LAUROYLCOA-CPD_RXN"
"MONOMER-51_OH-HEXANOYL-COA_RXN"
"MONOMER-51_OLEOYL-COA_RXN"
"MONOMER-51_PALMITYL-COA_RXN"
"MONOMER-51_S-3-HYDROXYBUTANOYL-COA_RXN"
"MONOMER-51_STEAROYL-COA_RXN"
"MONOMER-51_TETRADECANOYL-COA_RXN"
"MONOMER-51_PROPIONYL-COA_RXN"
"MONOMER0-163_RXN"
