# Generated by /Users/noravivancogonzalez/code/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_gupta_et_al_to_flat.py on Tue May 14 15:22:08 2024
"id"	"half_life (units.min)"
"G7358-MONOMER"	19.7
"G7365-MONOMER"	31.0
"G7372-MONOMER"	22.2
"G7377-MONOMER"	31.9
"G7389-MONOMER"	47.0
"G7395-MONOMER"	42.8
"G7398-MONOMER"	80.6
"G7408-MONOMER"	33.4
"G7409-MONOMER"	40.9
"G7410-MONOMER"	41.9
"G7416-MONOMER"	43.7
"G7422-MONOMER"	55.7
"G7423-MONOMER"	81.0
"G7424-MONOMER"	51.1
"G7428-MONOMER"	31.7
"G7431-MONOMER"	38.2
"G7434-MONOMER"	70.3
"G7443-MONOMER"	40.0
"G7448-MONOMER"	48.2
"G7449-MONOMER"	46.2
"G7450-MONOMER"	26.7
"G7451-MONOMER"	46.0
"G7452-MONOMER"	55.3
"G7453-MONOMER"	40.6
"G7454-MONOMER"	40.8
"G7455-MONOMER"	63.7
"G7456-MONOMER"	43.8
"G7457-MONOMER"	52.2
"G7458-MONOMER"	48.7
"G7459-MONOMER"	48.6
"G7461-MONOMER"	26.1
"G7462-MONOMER"	47.1
"G7463-MONOMER"	52.9
"G7464-MONOMER"	20.6
"G7475-MONOMER"	42.5
"G7486-MONOMER"	78.5
"G7488-MONOMER"	36.3
"G7492-MONOMER"	42.5
"G7493-MONOMER"	35.9
"G7497-MONOMER"	59.6
"G7502-MONOMER"	61.1
"G7504-MONOMER"	44.2
"G7509-MONOMER"	47.8
"G7511-MONOMER"	48.5
"G7513-MONOMER"	41.1
"G7514-MONOMER"	77.0
"G7524-MONOMER"	45.7
"G7525-MONOMER"	45.3
"G7527-MONOMER"	43.4
"G7528-MONOMER"	33.9
"G7529-MONOMER"	38.7
"G7530-MONOMER"	51.8
"G7532-MONOMER"	33.4
"G7533-MONOMER"	43.7
"G7534-MONOMER"	56.2
"G7538-MONOMER"	46.5
"G7541-MONOMER"	47.1
"G7543-MONOMER"	40.4
"G7546-MONOMER"	32.5
"G7553-MONOMER"	43.8
"G7558-MONOMER"	46.0
"G7559-MONOMER"	45.8
"G7563-MONOMER"	37.8
"G7564-MONOMER"	42.0
"G7566-MONOMER"	54.1
"G7568-MONOMER"	14.3
"G7571-MONOMER"	20.5
"G7574-MONOMER"	47.9
"G7575-MONOMER"	39.6
"G7579-MONOMER"	51.7
"G7580-MONOMER"	29.9
"G7589-MONOMER"	75.2
"G7590-MONOMER"	40.6
"G7595-MONOMER"	47.4
"G7596-MONOMER"	18.5
"G7597-MONOMER"	52.0
"G7602-MONOMER"	24.7
"G7603-MONOMER"	42.9
"G7604-MONOMER"	42.9
"G7606-MONOMER"	65.2
"G7611-MONOMER"	48.1
"G7612-MONOMER"	34.1
"G7613-MONOMER"	32.4
"G7614-MONOMER"	49.3
"G7616-MONOMER"	41.9
"G7619-MONOMER"	48.7
"G7620-MONOMER"	41.4
"G7626-MONOMER"	42.5
"G7629-MONOMER"	39.9
"G7630-MONOMER"	44.4
"G7640-MONOMER"	46.5
"G7641-MONOMER"	55.8
"G7642-MONOMER"	46.5
"G7643-MONOMER"	30.1
"G7645-MONOMER"	45.9
"G7646-MONOMER"	41.5
"G7647-MONOMER"	38.0
"G7648-MONOMER"	47.7
"G7649-MONOMER"	37.1
"G7650-MONOMER"	35.9
"G7654-MONOMER"	42.4
"G7656-MONOMER"	41.4
"G7657-MONOMER"	39.7
"G7658-MONOMER"	41.6
"G7659-MONOMER"	42.5
"G7662-MONOMER"	43.5
"G7663-MONOMER"	48.6
"G7664-MONOMER"	42.1
"G7667-MONOMER"	4.9
"G7668-MONOMER"	44.3
"G7674-MONOMER"	36.0
"G7678-MONOMER"	79.5
"G7680-MONOMER"	43.6
"G7682-MONOMER"	42.3
"G7684-MONOMER"	37.3
"G7686-MONOMER"	49.2
"G7688-MONOMER"	83.4
"G7689-MONOMER"	66.1
"G7690-MONOMER"	47.7
"G7696-MONOMER"	57.8
"G7698-MONOMER"	43.3
"G7703-MONOMER"	36.9
"G7712-MONOMER"	46.4
"G7713-MONOMER"	46.4
"G7715-MONOMER"	50.5
"G7716-MONOMER"	54.2
"G7717-MONOMER"	75.1
"G7718-MONOMER"	37.5
"G7719-MONOMER"	26.8
"G7721-MONOMER"	45.0
"G7727-MONOMER"	49.9
"G7735-MONOMER"	48.4
"G7739-MONOMER"	27.1
"G7740-MONOMER"	60.2
"G7742-MONOMER"	33.4
"G7744-MONOMER"	54.9
"G7745-MONOMER"	39.5
"G7746-MONOMER"	43.6
"G7748-MONOMER"	38.2
"G7750-MONOMER"	41.7
"G7751-MONOMER"	31.6
"G7756-MONOMER"	41.6
"G7757-MONOMER"	39.6
"G7767-MONOMER"	35.8
"G7790-MONOMER"	43.6
"G7798-MONOMER"	47.4
"G7800-MONOMER"	46.2
"G7804-MONOMER"	30.0
"G7808-MONOMER"	41.0
"G7828-MONOMER"	37.5
"G7832-MONOMER"	47.2
"G7834-MONOMER"	46.3
"G7835-MONOMER"	45.8
"G7836-MONOMER"	56.0
"G7837-MONOMER"	42.0
"G7840-MONOMER"	64.3
"G7841-MONOMER"	46.0
"G7842-MONOMER"	71.6
"G7843-MONOMER"	28.2
"G7845-MONOMER"	42.8
"G7847-MONOMER"	37.7
"G7852-MONOMER"	37.2
"G7853-MONOMER"	43.0
"G7854-MONOMER"	45.7
"G7858-MONOMER"	37.0
"G7864-MONOMER"	38.6
"G7865-MONOMER"	54.0
"G7868-MONOMER"	81.0
"G7869-MONOMER"	42.9
"G7871-MONOMER"	42.8
"G7874-MONOMER"	52.7
"G7875-MONOMER"	42.9
"G7876-MONOMER"	81.0
"G7877-MONOMER"	48.2
"G7882-MONOMER"	40.3
"G7883-MONOMER"	57.7
"G7884-MONOMER"	28.0
"G7885-MONOMER"	44.9
"G7886-MONOMER"	43.8
"G7888-MONOMER"	40.9
"G7889-MONOMER"	38.7
"G7890-MONOMER"	59.5
"G7900-MONOMER"	44.2
"G7909-MONOMER"	47.0
"G7910-MONOMER"	43.4
"G7911-MONOMER"	46.4
"G7913-MONOMER"	21.8
"G7920-MONOMER"	40.5
"G7925-MONOMER"	51.3
"G7928-MONOMER"	25.5
"G7930-MONOMER"	44.9
"G7932-MONOMER"	120.0
"G7933-MONOMER"	35.5
"G7936-MONOMER"	44.9
"G7946-MONOMER"	50.7
"G7950-MONOMER"	57.0
"G7951-MONOMER"	60.0
"G7952-MONOMER"	41.7
"GABATRANSAM-MONOMER"	42.0
"GALACTARDEHYDRA-MONOMER"	35.8
"GALACTOKIN-MONOMER"	60.6
"GALACTONATE-DEHYDRATASE-MONOMER"	36.2
"GALACTURIDYLYLTRANS-MONOMER"	43.1
"GALP-MONOMER"	43.9
"GAPDH-A-MONOMER"	45.7
"GART-MONOMER"	52.9
"GARTRANSFORMYL2-MONOMER"	41.9
"GCVP-MONOMER"	44.7
"GCVT-MONOMER"	43.6
"GDHA-MONOMER"	42.9
"GKI-MONOMER"	38.0
"GLND-MONOMER"	44.7
"GLNE-MONOMER"	82.9
"GLNH-MONOMER"	45.7
"GLNP-MONOMER"	34.1
"GLNQ-MONOMER"	44.4
"GLNS-MONOMER"	44.4
"GLTJ-MONOMER"	37.5
"GLTL-MONOMER"	47.5
"GLTP-MONOMER"	49.1
"GLU6PDEHYDROG-MONOMER"	41.9
"GLUC1PADENYLTRANS-MONOMER"	56.5
"GLUC1PURIDYLTRANS-MONOMER"	46.3
"GLUCARDEHYDRA-MONOMER"	59.5
"GLUCDEHYDROG-MONOMER"	44.4
"GLUCOKIN-MONOMER"	43.3
"GLUCONOKINI-MONOMER"	28.4
"GLUCONOKINII-MONOMER"	35.4
"GLUCONREDUCT-MONOMER"	79.1
"GLUCOSAMINE-6-P-DEAMIN-MONOMER"	42.3
"GLUCOSE-1-PHOSPHAT-MONOMER"	45.3
"GLURS-MONOMER"	48.2
"GLUSYNLARGE-MONOMER"	47.9
"GLUSYNSMALL-MONOMER"	44.3
"GLUTAMIDOTRANS-MONOMER"	56.7
"GLUTAMINESYN-MONOMER"	43.8
"GLUTATHIONE-REDUCT-NADPH-MONOMER"	45.9
"GLUTATHIONE-SYN-MONOMER"	71.2
"GLUTCYSLIG-MONOMER"	45.2
"GLUTDECARBOXB-MONOMER"	69.8
"GLUTKIN-MONOMER"	41.4
"GLUTRACE-MONOMER"	41.7
"GLUTRNAREDUCT-MONOMER"	30.1
"GLUTSEMIALDEHYDROG-MONOMER"	43.8
"GLY3KIN-MONOMER"	39.2
"GLYC3PDEHYDROGBIOSYN-MONOMER"	44.0
"GLYCDEH-MONOMER"	72.1
"GLYCEROL-3-P-ACYLTRANSFER-MONOMER"	42.2
"GLYCEROL-KIN-MONOMER"	49.6
"GLYCOGEN-BRANCH-MONOMER"	44.7
"GLYCOGENSYN-MONOMER"	41.2
"GLYCOPHOSPHORYL-MONOMER"	50.6
"GLYCPDIESTER-CYTO-MONOMER"	44.3
"GLYCPDIESTER-PERI-MONOMER"	57.7
"GLYCRIBONUCSYN-MONOMER"	50.0
"GLYOCARBOLIG-MONOMER"	11.7
"GLYOHMETRANS-MONOMER"	48.2
"GLYOXI-MONOMER"	42.9
"GLYOXII-MONOMER"	43.8
"GLYQ-MONOMER"	45.4
"GLYS-MONOMER"	45.3
"GMP-REDUCT-MONOMER"	41.0
"GMP-SYN-MONOMER"	46.7
"GNTT-MONOMER"	40.8
"GPH-MONOMER"	41.6
"GPMA-MONOMER"	41.2
"GPT-MONOMER"	45.6
"GRXB-MONOMER"	41.8
"GRXC-MONOMER"	36.8
"GSAAMINOTRANS-MONOMER"	52.9
"GSK-MONOMER"	65.2
"GSP-MONOMER"	52.0
"GST-MONOMER"	63.2
"GTP-CYCLOHYDRO-I-MONOMER"	41.4
"GTP-CYCLOHYDRO-II-MONOMER"	41.0
"GUANYL-KIN-MONOMER"	47.9
"GUTA-MONOMER"	52.8
"GUTB-MONOMER"	41.7
"H2NEOPTERINALDOL-MONOMER"	42.7
"H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER"	42.8
"H2NTPEPIM-MONOMER"	52.7
"H2PTERIDINEPYROPHOSPHOKIN-MONOMER"	42.7
"H2PTEROATESYNTH-MONOMER"	43.6
"HCAD-MONOMER"	39.4
"HEMN-MONOMER"	49.2
"HEMX-MONOMER"	60.3
"HISJ-MONOMER"	46.8
"HISM-MONOMER"	46.8
"HISP-MONOMER"	40.3
"HISQ-MONOMER"	42.3
"HISS-MONOMER"	51.8
"HISTCYCLOPRATPPHOS"	55.0
"HISTDEHYD-MONOMER"	49.6
"HISTPHOSTRANS-MONOMER"	47.8
"HMP-KIN-MONOMER"	40.7
"HMP-P-KIN-MONOMER"	73.6
"HOLO-ACP-SYNTH-MONOMER"	45.0
"HOMOCYSMET-MONOMER"	49.7
"HOMOCYSMETB12-MONOMER"	46.4
"HOMOSERKIN-MONOMER"	46.5
"HYBA-MONOMER"	42.5
"HYBC-MONOMER"	44.8
"HYCELARGE-MONOMER"	43.9
"HYDG-MONOMER"	50.0
"HYDH-MONOMER"	120.0
"HYDROPEROXIDI-MONOMER"	43.7
"HYDROPEROXIDII-MONOMER"	44.0
"HYPOXANPRIBOSYLTRAN-MONOMER"	44.7
"ILES-MONOMER"	51.0
"IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER"	60.4
"IMP-DEHYDROG-MONOMER"	45.1
"INORGPYROPHOSPHAT-MONOMER"	53.1
"ISOCIT-LYASE-MONOMER"	39.9
"ISOCITDEH-SUBUNIT"	52.2
"KCH-MONOMER"	41.6
"KDGALDOL-MONOMER"	84.6
"KDO-8PSYNTH-MONOMER"	49.7
"KDOTRANS-MONOMER"	54.0
"KDPD-MONOMER"	41.5
"KDPE-MONOMER"	35.6
"KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER"	47.2
"KDUD-MONOMER"	46.3
"KEFB-MONOMER"	50.4
"KEFC-MONOMER"	92.6
"KETOBUTFORMLY-INACT-MONOMER"	42.8
"KETOLREDUCTOISOM-MONOMER"	52.6
"KGTP-MONOMER"	39.5
"KUP-MONOMER"	37.4
"L-ASPARTATE-OXID-MONOMER"	33.4
"L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER"	42.9
"L-LACTDEHYDROGFMN-MONOMER"	45.4
"LACTALDDEHYDROG-MONOMER"	44.2
"LACTALDREDUCT-MONOMER"	45.4
"LARGEILVB-MONOMER"	41.8
"LAUROYLACYLTRAN-MONOMER"	61.2
"LCTP-MONOMER"	38.2
"LDC2-MONOMER"	44.0
"LEUC-MONOMER"	37.6
"LEUD-MONOMER"	55.1
"LEUS-MONOMER"	49.3
"LIPIDADISACCHARIDESYNTH-MONOMER"	41.4
"LIVF-MONOMER"	39.5
"LIVG-MONOMER"	53.6
"LIVH-MONOMER"	41.0
"LIVJ-MONOMER"	49.7
"LIVK-MONOMER"	51.2
"LIVM-MONOMER"	78.6
"LSERINEDEAM1-MONOMER"	42.2
"LSERINEDEAM2-MONOMER"	21.1
"LTAA-MONOMER"	42.9
"LUMAZINESYN-MONOMER"	82.3
"LYSP-MONOMER"	40.8
"LYSS-MONOMER"	66.5
"LYSU-MONOMER"	58.0
"MACA"	47.7
"MACB"	43.4
"MALATE-DEHASE-MONOMER"	45.8
"MALATE-SYNTHASE"	48.5
"MALDEXPHOSPHORYL-MONOMER"	48.9
"MALE-MONOMER"	45.4
"MALIC-NAD-MONOMER"	54.0
"MALIC-NADP-MONOMER"	42.6
"MALONYL-COA-ACP-TRANSACYL-MONOMER"	52.1
"MALSYNG-MONOMER"	52.4
"MALTACETYLTRAN-MONOMER"	69.0
"MALTODEXGLUCOSID-MONOMER"	45.4
"MALX-MONOMER"	35.5
"MANNONDEHYDRAT-MONOMER"	53.0
"MANNONOXIDOREDUCT-MONOMER"	40.9
"MANNPDEHYDROG-MONOMER"	69.4
"MANNPISOM-MONOMER"	41.7
"MANX-MONOMER"	50.5
"MANZ-MONOMER"	55.3
"MDLA-MONOMER"	47.1
"MDLB-MONOMER"	41.5
"MDTA"	45.7
"MEND-MONOMER"	36.5
"MENF-MONOMER"	42.5
"METG-MONOMER"	47.0
"METHGLYSYN-MONOMER"	42.7
"METHYLENETHFREDUCT-MONOMER"	51.3
"METI-MONOMER"	37.4
"METQ-MONOMER"	50.9
"MGLA-MONOMER"	42.0
"MGLB-MONOMER"	39.8
"MGLC-MONOMER"	47.7
"MGTA-MONOMER"	49.0
"MHPCHYDROL-MONOMER"	48.4
"MHPDHYDROL-MONOMER"	35.2
"MHPF-MONOMER"	42.6
"MMUM-MONOMER"	83.7
"MODA-MONOMER"	44.4
"MODC-MONOMER"	39.3
"MODF-MONOMER"	49.1
"MONOMER-162"	18.0
"MONOMER-43"	42.6
"MONOMER0-1261"	48.1
"MONOMER0-147"	39.3
"MONOMER0-148"	51.9
"MONOMER0-149"	72.8
"MONOMER0-1501"	46.3
"MONOMER0-1701"	37.4
"MONOMER0-185"	101.8
"MONOMER0-1981"	44.9
"MONOMER0-2001"	47.3
"MONOMER0-2383"	40.2
"MONOMER0-2488"	23.3
"MONOMER0-2676"	120.0
"MONOMER0-2677"	39.7
"MONOMER0-2684"	26.1
"MONOMER0-2685"	26.2
"MONOMER0-2688"	120.0
"MONOMER0-2690"	22.7
"MONOMER0-282"	45.8
"MONOMER0-2820"	26.6
"MONOMER0-341"	44.7
"MONOMER0-4251"	11.2
"MONOMER0-4382"	45.1
"MONOMER0-4519"	45.0
"MONOMER0-4521"	59.8
"MONOMER0-4524"	62.5
"MONOMER0-4534"	39.9
"MONOMER0-4539"	53.0
"MONOMER0-541"	43.5
"MONOMER0-561"	22.0
"MONOMER0-741"	22.5
"MONOMER0-82"	47.8
"MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN"	57.5
"MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN"	26.9
"MTLA-MONOMER"	50.6
"MTR-MONOMER"	52.3
"MYRISTOYLACYLTRAN-MONOMER"	42.2
"N-ACETYLGLUTPREDUCT-MONOMER"	61.6
"N-ACETYLTRANSFER-MONOMER"	39.6
"NACGLCTRANS-MONOMER"	81.6
"NACMURLALAAMI1-MONOMER"	57.1
"NACMURLALAAMI2-MONOMER"	38.5
"NAD-SYNTH-MONOMER"	51.5
"NADH-DHII-MONOMER"	60.6
"NAG1P-URIDYLTRANS-MONOMER"	42.3
"NAG6PDEACET-MONOMER"	48.5
"NAGE-MONOMER"	60.7
"NANE-MONOMER"	42.9
"NANK-MONOMER"	37.6
"NAPA-MONOMER"	46.6
"NAPC-MONOMER"	34.5
"NAPHTHOATE-SYN-MONOMER"	41.0
"NARG-MONOMER"	46.4
"NARH-MONOMER"	42.5
"NARL-MONOMER"	42.8
"NARP-MONOMER"	34.5
"NARQ-MONOMER"	42.7
"NARX-MONOMER"	54.4
"NHAA-MONOMER"	42.2
"NHAB-MONOMER"	62.9
"NICONUCADENYLYLTRAN-MONOMER"	39.1
"NICOTINAMID-MONOMER"	66.8
"NICOTINATEPRIBOSYLTRANS-MONOMER"	37.0
"NIKA-MONOMER"	44.8
"NIRB-MONOMER"	28.3
"NIRC-MONOMER"	56.3
"NRDA-MONOMER"	51.5
"NRDB-MONOMER"	50.2
"NRDE-MONOMER"	38.8
"NRDF-MONOMER"	38.8
"NUCLEOSIDE-DIP-KIN-MONOMER"	49.5
"NUOA-MONOMER"	41.3
"NUOB-MONOMER"	58.0
"NUOC-MONOMER"	45.7
"NUOE-MONOMER"	45.4
"NUOF-MONOMER"	45.3
"NUOG-MONOMER"	43.2
"NUOH-MONOMER"	39.3
"NUOI-MONOMER"	52.7
"NUOK-MONOMER"	36.3
"NUOL-MONOMER"	35.3
"NUOM-MONOMER"	81.8
"NUPC-MONOMER"	42.3
"O-SUCCHOMOSERLYASE-MONOMER"	52.8
"O-SUCCINYLBENZOATE-COA-LIG-MONOMER"	42.7
"O-SUCCINYLBENZOATE-COA-SYN-MONOMER"	42.9
"OCTAPRENYL-METHOXYPHENOL-OH-MONOMER"	43.8
"OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON"	81.1
"OHMETHYLBILANESYN-MONOMER"	41.4
"OMPR-MONOMER"	43.3
"OPPA-MONOMER"	42.9
"OPPB-MONOMER"	32.8
"OPPC-MONOMER"	31.0
"OPPD-MONOMER"	48.3
"OPPF-MONOMER"	44.5
"OPPSYN-MONOMER"	46.3
"ORNDECARBOX-BIO-MONOMER"	46.6
"OROPRIBTRANS-MONOMER"	43.3
"OROTPDECARB-MONOMER"	40.7
"PABASYN-COMPI-MONOMER"	40.3
"PABASYN-COMPII-MONOMER"	31.5
"PANTEPADENYLYLTRAN-MONOMER"	48.9
"PANTOATE-BETA-ALANINE-LIG-MONOMER"	40.2
"PANTOTHENATE-KIN-MONOMER"	58.6
"PAPSSULFOTRANS-MONOMER"	45.2
"PD00194"	42.5
"PD00196"	23.7
"PD00197"	31.7
"PD00200"	42.8
"PD00205"	57.3
"PD00208"	120.0
"PD00214"	44.9
"PD00219"	42.6
"PD00232"	47.0
"PD00237"	28.9
"PD00242"	24.6
"PD00250"	42.4
"PD00251"	39.6
"PD00257"	43.2
"PD00260"	41.7
"PD00261"	39.7
"PD00266"	92.8
"PD00283"	43.9
"PD00288"	52.5
"PD00291"	31.4
"PD00297"	53.7
"PD00338"	43.0
"PD00339"	43.6
"PD00347"	29.9
"PD00348"	41.8
"PD00353"	51.2
"PD00360"	71.1
"PD00361"	48.8
"PD00364"	44.2
"PD00369"	43.7
"PD00413"	37.7
"PD00423"	43.7
"PD00444"	26.4
"PD00521"	44.9
"PD00763"	80.0
"PD00967"	31.9
"PD01103"	39.6
"PD01196"	46.9
"PD01343"	43.6
"PD01352"	41.0
"PD01520"	70.9
"PD01896"	43.7
"PD02198"	38.2
"PD02936"	44.6
"PD03028"	78.5
"PD03254"	61.7
"PD03270"	37.0
"PD03576"	43.7
"PD03585"	55.9
"PD03695"	24.6
"PD03831"	38.8
"PD03938"	35.2
"PD04028"	97.6
"PD04032"	39.1
"PD04099"	36.0
"PD04132"	42.5
"PD04413"	40.7
"PD04418"	83.2
"PDXA-MONOMER"	81.5
"PDXH-MONOMER"	44.1
"PDXJ-MONOMER"	54.7
"PDXK-MONOMER"	39.6
"PDXY-MONOMER"	46.5
"PEPCARBOX-MONOMER"	45.8
"PEPSYNTH-MONOMER"	46.4
"PFLACTENZ-MONOMER"	47.2
"PGK"	49.8
"PGLUCISOM"	43.2
"PGLUCONDEHYDRAT-MONOMER"	45.0
"PGLYCDEHYDROG-MONOMER"	44.6
"PGPPHOSPHAB-MONOMER"	41.0
"PHENDEHYD-MONOMER"	38.4
"PHEP-MONOMER"	35.8
"PHES-MONOMER"	49.9
"PHET-MONOMER"	53.3
"PHOB-MONOMER"	46.5
"PHOP-MONOMER"	47.0
"PHOQ-MONOMER"	44.3
"PHOR-MONOMER"	73.5
"PHOSACETYLTRANS-MONOMER"	42.6
"PHOSGLUCOSAMINEMUT-MONOMER"	52.6
"PHOSNACMURPENTATRANS-MONOMER"	24.8
"PHOSPHAGLYPSYN-MONOMER"	29.2
"PHOSPHASERSYN-MONOMER"	45.0
"PHOSPHOGLUCMUT-MONOMER"	43.6
"PITA-MONOMER"	51.4
"PKI-MONOMER"	45.8
"PKII-MONOMER"	52.7
"PNTA-MONOMER"	56.9
"PNTB-MONOMER"	54.4
"PORPHOBILSYNTH-MONOMER"	51.6
"POTA-MONOMER"	83.4
"POTB-MONOMER"	35.1
"POTC-MONOMER"	39.4
"POTD-MONOMER"	44.0
"POTF-MONOMER"	43.2
"POTG-MONOMER"	41.8
"PPENTOMUT-MONOMER"	42.2
"PPK-MONOMER"	45.6
"PPX-MONOMER"	34.2
"PRAI-IGPS"	47.0
"PRIBFAICARPISOM-MONOMER"	43.9
"PROP-MONOMER"	37.5
"PROS-MONOMER"	47.7
"PROTEIN-CHEA"	33.3
"PROTEIN-NRI"	41.9
"PROTEIN-NRII"	42.1
"PROTEIN-PII"	39.4
"PROTEIN-PII2"	33.2
"PROTOHEME-FERROCHELAT-MONOMER"	37.4
"PROTOPORGENOXI-MONOMER"	43.8
"PROV-MONOMER"	36.0
"PROX-MONOMER"	41.2
"PRPPAMIDOTRANS-MONOMER"	49.3
"PRPPSYN-MONOMER"	51.2
"PSD-MONOMER"	40.2
"PSERPHOSPHA-MONOMER"	45.8
"PSERTRANSAM-MONOMER"	44.9
"PSTA-MONOMER"	43.2
"PSTB-MONOMER"	43.7
"PSTC-MONOMER"	48.7
"PSTS-MONOMER"	48.8
"PTSG-MONOMER"	56.2
"PTSH-MONOMER"	42.7
"PTSI-MONOMER"	45.9
"PURE-MONOMER"	41.9
"PURK-MONOMER"	50.1
"PUTA-MONOMER"	38.3
"PUTP-MONOMER"	42.4
"PYRROLINECARBREDUCT-MONOMER"	40.8
"PYRUVFORMLY-MONOMER"	46.1
"PYRUVOXID-MONOMER"	40.0
"QOR-MONOMER"	38.7
"QUINOLINATE-SYNTHA-MONOMER"	35.5
"QUINOPRIBOTRANS-MONOMER"	44.0
"RBSA-MONOMER"	52.0
"RBSB-MONOMER"	48.8
"RBSC-MONOMER"	40.9
"RCSB-MONOMER"	41.5
"RCSC-MONOMER"	41.9
"RCSF-MONOMER"	39.0
"RED-GLUTAREDOXIN"	39.6
"RED-THIOREDOXIN-MONOMER"	42.3
"RED-THIOREDOXIN2-MONOMER"	33.0
"RELA-MONOMER"	40.7
"RFFTRANS-MONOMER"	43.7
"RHTB-MONOMER"	15.6
"RHTC-MONOMER"	20.3
"RIB5PISOMA-MONOMER"	43.0
"RIB5PISOMB-MONOMER"	40.3
"RIBF-MONOMER"	45.1
"RIBOFLAVIN-SYN-MONOMER"	48.9
"RIBOFLAVINSYNDEAM-MONOMER"	79.1
"RIBOKIN-MONOMER"	81.4
"RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER"	64.7
"RIBULP3EPIM-MONOMER"	55.1
"RPOB-MONOMER"	46.8
"RPOC-MONOMER"	44.9
"RPOD-MONOMER"	38.8
"RPOE-MONOMER"	45.0
"RPON-MONOMER"	43.6
"RPOS-MONOMER"	10.7
"RSTA-MONOMER"	45.1
"RSTB-MONOMER"	42.2
"S-ADENMETSYN-MONOMER"	53.8
"SAICARSYN-MONOMER"	50.3
"SAPA-MONOMER"	40.7
"SAPD-MONOMER"	43.3
"SAPF-MONOMER"	37.7
"SARCOX-MONOMER"	42.7
"SBMA-MONOMER"	42.8
"SBP-MONOMER"	43.0
"SDAC-MONOMER"	38.9
"SDH-FE-S"	44.8
"SDH-FLAVO"	42.4
"SDH-MEMB2"	37.3
"SECA"	53.0
"SECB"	47.1
"SECD"	42.8
"SECE"	46.9
"SECF"	38.9
"SECG"	89.4
"SECY"	38.3
"SERINE-O-ACETTRAN-MONOMER"	40.6
"SERS-MONOMER"	45.8
"SFUA-MONOMER"	41.7
"SFUC-MONOMER"	41.7
"SIROHEMESYN-MONOMER"	52.0
"SMALLILVM-MONOMER"	23.1
"SMALLILVN-MONOMER"	50.1
"SPED-MONOMER"	46.2
"SPERMACTRAN-MONOMER"	57.4
"SPERMIDINESYN-MONOMER"	44.9
"SPOT-MONOMER"	58.2
"SUCCCOASYN-ALPHA"	45.0
"SUCCCOASYN-BETA"	54.5
"SUCCGLUALDDEHYD-MONOMER"	59.1
"SUCCORNTRANSAM-MONOMER"	49.4
"SUCCSEMIALDDEHYDROG-MONOMER"	42.4
"SUPEROX-DISMUTFE-MONOMER"	54.4
"SUPEROX-DISMUTMN-MONOMER"	48.4
"TAP-MONOMER"	40.8
"TAR-MONOMER"	43.8
"TATA"	47.1
"TAUA-MONOMER"	38.9
"TDK-MONOMER"	41.1
"TETRAACYLDISACC4KIN-MONOMER"	81.4
"THI-P-KIN-MONOMER"	58.0
"THIC-MONOMER"	35.8
"THIE-MONOMER"	39.7
"THIF-MONOMER"	80.0
"THIG-MONOMER"	47.1
"THIH-MONOMER"	25.5
"THII-MONOMER"	42.7
"THIKIN-MONOMER"	40.9
"THIOESTERI-MONOMER"	43.6
"THIOESTERII-MONOMER"	44.9
"THIOREDOXIN-REDUCT-NADPH-MONOMER"	41.8
"THIS-MONOMER"	33.0
"THREDEHYDSYN-MONOMER"	46.6
"THREODEHYD-MONOMER"	46.6
"THRESYN-MONOMER"	44.7
"THRS-MONOMER"	42.4
"THYMIDYLATESYN-MONOMER"	42.1
"THZ-KIN-MONOMER"	40.1
"TORR-MONOMER"	83.6
"TORS-MONOMER"	42.1
"TPI-MONOMER"	47.3
"TRANSALDOLA-MONOMER"	60.1
"TRANSALDOLB-MONOMER"	49.3
"TRANSKETOI-MONOMER"	46.1
"TRANSKETOII-MONOMER"	37.9
"TRE6PHYDRO-MONOMER"	55.1
"TREB-MONOMER"	42.9
"TREHALACYTO-MONOMER"	36.4
"TREHALAPERI-MONOMER"	43.9
"TREHALOSE6PSYN-MONOMER"	48.0
"TRG-MONOMER"	46.9
"TRKA-MONOMER"	52.8
"TRKH-MONOMER"	30.0
"TRPS-MONOMER"	45.5
"TRYPSYN-APROTEIN"	47.2
"TRYPSYN-BPROTEIN"	46.4
"TRYPTOPHAN-MONOMER"	93.5
"TSA-REDUCT-MONOMER"	36.8
"TSR-MONOMER"	52.2
"TYRB-MONOMER"	46.7
"TYRS-MONOMER"	45.9
"UBIX-MONOMER"	43.9
"UDHA-MONOMER"	64.1
"UDK-MONOMER"	45.1
"UDP-NACMUR-ALA-LIG-MONOMER"	53.3
"UDP-NACMURALA-GLU-LIG-MONOMER"	54.4
"UDP-NACMURALGLDAPAALIG-MONOMER"	39.5
"UDP-NACMURALGLDAPLIG-MONOMER"	36.5
"UDPACYLGLCNACDEACETYL-MONOMER"	8.6
"UDPGLCNACEPIM-MONOMER"	52.5
