# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_clim_half_lives_to_flat.py on Sat Feb  7 18:27:48 2026
id	common_name	half_life (units.min)
"GRXC-MONOMER"	"grxC"	720.0
"EG12181-MONOMER"	"grxD"	720.0
"KDOTRANS-MONOMER"	"waaA"	720.0
"GLYOXI-MONOMER"	"gloA"	625.924494650079
"GLYOXII-MONOMER"	"gloB"	717.3588521600834
"EG10977-MONOMER"	"sspA"	720.0
"EG10236-MONOMER"	"dnaB"	720.0
"PORPHOBILSYNTH-MONOMER"	"hemB"	720.0
"PROTOPORGENOXI-MONOMER"	"hemG"	720.0
"EG10434-MONOMER"	"hemY"	720.0
"EG12332-MONOMER"	"erpA"	322.8017996315633
"G7324-MONOMER"	"iscU"	170.96554990983324
"HYBC-MONOMER"	"hybC"	720.0
"EG12172-MONOMER"	"hinT"	678.0568451379742
"EG10466-MONOMER"	"hupA"	720.0
"EG10467-MONOMER"	"hupB"	705.1153854086001
"PD00208"	"melR"	465.9144733461634
"PD04418"	"rob"	720.0
"EG20253-MONOMER"	"xylR"	720.0
"PD00250"	"asnC"	720.0
"PD00353"	"lrp"	720.0
"G6247-MONOMER"	"decR"	720.0
"PD00257"	"crp"	720.0
"G7630-MONOMER"	"agaR"	720.0
"PD01196"	"deoR"	720.0
"PD00444"	"fucR"	86.06348643991319
"PD03576"	"glpR"	720.0
"PD03270"	"exuR"	559.6910931065239
"G7546-MONOMER"	"glcC"	187.80045065502804
"G6814-MONOMER"	"rspR"	720.0
"G7133-MONOMER"	"yegW"	720.0
"G7869-MONOMER"	"ytfH"	365.35780755105253
"G6276-MONOMER"	"allR"	720.0
"PD00521"	"cra"	720.0
"PD00219"	"purR"	720.0
"PD00214"	"oxyR"	720.0
"G7257-MONOMER"	"yfeR"	720.0
"PD04132"	"soxR"	246.53423830193384
"EG11969-MONOMER"	"zntR"	63.231065253120974
"EG12116-MONOMER"	"acrR"	720.0
"G6662-MONOMER"	"mpaA"	720.0
"G6895-MONOMER"	"ydhR"	720.0
"EG11134-MONOMER"	"ydjA"	720.0
"G6969-MONOMER"	"yeaG"	475.08109128031055
"EG11808-MONOMER"	"yebG"	87.10753688431518
"G6319-MONOMER"	"cusR"	720.0
"DCUR-MONOMER"	"dcuR"	473.94762888624706
"EG11139-MONOMER"	"yecA"	720.0
"MONOMER0-2677"	"yecJ"	720.0
"G7089-MONOMER"	"yeeZ"	720.0
"EG12007-MONOMER"	"btsS"	720.0
"EG12043-MONOMER"	"yejL"	720.0
"G7214-MONOMER"	"yfcZ"	693.9459608178437
"EG11371-MONOMER"	"pgpC"	630.3980608156633
"EG11151-MONOMER"	"raiA"	206.79834570952076
"EG12201-MONOMER"	"ygaC"	106.6275120086961
"OPPSYN-MONOMER"	"ispB"	720.0
"G6104-MONOMER"	"ivy"	645.6684796072683
"EG10341-MONOMER"	"ftsI"	222.9044048733164
"EG12867-MONOMER"	"ampH"	619.5481239111001
"LIVJ-MONOMER"	"livJ"	720.0
"THIOESTERI-MONOMER"	"tesA"	720.0
"EG12182-MONOMER"	"yajG"	720.0
"EG10044-MONOMER"	"osmE"	720.0
"EG10855-MONOMER"	"lptE"	720.0
"G7889-MONOMER"	"lptG"	720.0
"G7395-MONOMER"	"kbp"	720.0
"G7511-MONOMER"	"ygfZ"	720.0
"PGLUCONDEHYDRAT-MONOMER"	"edd"	720.0
"SMALLILVN-MONOMER"	"ilvN"	262.92038823578696
"SMALLILVM-MONOMER"	"ilvM"	26.81002787807209
"IMP-DEHYDROG-MONOMER"	"guaB"	720.0
"ENTB-MONOMER"	"entB"	461.42116804033924
"EG12378-MONOMER"	"yecD"	720.0
"EG11187-MONOMER"	"yibA"	611.84000803725
"EG11712-MONOMER"	"yidQ"	720.0
"EG11730-MONOMER"	"viaA"	720.0
"EG11450-MONOMER"	"maoP"	574.3018737148835
"EG11202-MONOMER"	"yigB"	720.0
"EG11474-MONOMER"	"ubiJ"	720.0
"EG11830-MONOMER"	"yihD"	293.04096243665606
"EG11853-MONOMER"	"madA"	720.0
"EG11794-MONOMER"	"rlmM"	720.0
"EG12373-MONOMER"	"ppnN"	720.0
"EG12878-MONOMER"	"zapA"	704.9672594294329
"EG12705-MONOMER"	"yggN"	720.0
"EG11164-MONOMER"	"ygiB"	635.6793739456376
"EG11165-MONOMER"	"ygiC"	720.0
"EG12434-MONOMER"	"ygiM"	720.0
"G7580-MONOMER"	"yqiB"	306.6935285514335
"YHBN-MONOMER"	"lptA"	720.0
"G7659-MONOMER"	"mlaC"	527.3218871069746
"G7681-MONOMER"	"yhcB"	720.0
"MONOMER0-2688"	"yheV"	230.68240120507505
"EG11182-MONOMER"	"yhfA"	720.0
"EG10343-MONOMER"	"rsmD"	720.0
"G6242-MONOMER"	"ppiD"	720.0
"EG10883-MONOMER"	"rplW"	720.0
"EG11096-MONOMER"	"yajC"	720.0
"G7327-MONOMER"	"trmJ"	720.0
"EG11703-MONOMER"	"acrA"	720.0
"EG11384-MONOMER"	"ahpC"	720.0
"AMP-NUCLEOSID-MONOMER"	"amn"	720.0
"EG10042-MONOMER"	"ampE"	720.0
"EG10570-MONOMER"	"map"	720.0
"APHA-MONOMER"	"aphA"	720.0
"EG10083-MONOMER"	"aroM"	187.96411901531226
"G7244-MONOMER"	"pyrR"	720.0
"G7873-MONOMER"	"paeA"	720.0
"G7876-MONOMER"	"ytfP"	720.0
"EG10108-MONOMER"	"bcp"	720.0
"CHEY-MONOMER"	"cheY"	720.0
"EG10571-MONOMER"	"mazE"	720.0
"G6361-MONOMER"	"ybeX"	720.0
"CPXA-MONOMER"	"cpxA"	720.0
"SIROHEMESYN-MONOMER"	"cysG"	720.0
"G6993-MONOMER"	"yoaB"	720.0
"ARCB-MONOMER"	"arcB"	720.0
"BARA-MONOMER"	"barA"	720.0
"DCUS-MONOMER"	"dcuS"	720.0
"EG11140-MONOMER"	"uvrY"	368.0319265153141
"MONOMER0-1981"	"dapE"	720.0
"EG10211-MONOMER"	"dcm"	670.5036835063995
"G7767-MONOMER"	"dcrB"	720.0
"MGLB-MONOMER"	"mglB"	720.0
"EG10204-MONOMER"	"dam"	720.0
"EG10237-MONOMER"	"dnaC"	459.4922671892912
"DISULFOXRED-MONOMER"	"dsbA"	720.0
"DSBC-MONOMER"	"dsbC"	720.0
"EG12436-MONOMER"	"rseP"	720.0
"G7174-MONOMER"	"elaA"	720.0
"G7173-MONOMER"	"elaB"	720.0
"G6364-MONOMER"	"miaB"	203.0109555311215
"G6435-MONOMER"	"rimO"	720.0
"ENVZ-MONOMER"	"envZ"	720.0
"EUTB-MONOMER"	"eutB"	720.0
"G7016-MONOMER"	"exoX"	176.42736950232077
"3-OXOACYL-ACP-REDUCT-MONOMER"	"fabG"	720.0
"ENOYL-ACP-REDUCT-NADH-MONOMER"	"fabI"	720.0
"EG11080-MONOMER"	"fkpB"	720.0
"EG11355-MONOMER"	"fliA"	260.3730637449632
"FMNREDUCT-MONOMER"	"fre"	720.0
"EG11086-MONOMER"	"ftsL"	720.0
"EG10355-MONOMER"	"fucU"	720.0
"GLUC1PURIDYLTRANS-MONOMER"	"galU"	720.0
"G7543-MONOMER"	"glcG"	720.0
"GLNH-MONOMER"	"glnH"	720.0
"GLNP-MONOMER"	"glnP"	720.0
"GLUCARDEHYDRA-MONOMER"	"gudD"	720.0
"EG10423-MONOMER"	"gyrA"	720.0
"EG10424-MONOMER"	"gyrB"	720.0
"EG11495-MONOMER"	"hdeD"	492.5767094786318
"7-ALPHA-HYDROXYSTEROID-DEH-MONOMER"	"hdhA"	720.0
"EG10455-MONOMER"	"skp"	720.0
"EG12121-MONOMER"	"rssB"	720.0
"EG10481-MONOMER"	"hycH"	617.6499947331179
"KGTP-MONOMER"	"kgtP"	720.0
"MALE-MONOMER"	"malE"	720.0
"EG11637-MONOMER"	"marC"	720.0
"EG10572-MONOMER"	"mazG"	720.0
"EG12656-MONOMER"	"mdaB"	320.90665502977413
"METHYLENETHFREDUCT-MONOMER"	"metF"	720.0
"EG10597-MONOMER"	"minD"	720.0
"MONOMER0-1501"	"moaB"	720.0
"EG11511-MONOMER"	"mogA"	720.0
"MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN"	"motB"	90.23461682375974
"EG10611-MONOMER"	"mrp"	720.0
"PD00369"	"mtlR"	720.0
"G6561-MONOMER"	"murJ"	720.0
"NAG6PDEACET-MONOMER"	"nagA"	720.0
"EG11878-MONOMER"	"zapB"	720.0
"EG11951-MONOMER"	"yjcO"	114.80709418776772
"EG11757-MONOMER"	"tsaE"	720.0
"G7834-MONOMER"	"yjeI"	720.0
"G7888-MONOMER"	"lptF"	720.0
"EG12371-MONOMER"	"nlpI"	720.0
"PROTEIN-NRII"	"glnL"	720.0
"PROTEIN-NRI"	"glnG"	720.0
"H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER"	"nudB"	70.7006737339795
"NUOA-MONOMER"	"nuoA"	720.0
"NUOB-MONOMER"	"nuoB"	720.0
"NUOE-MONOMER"	"nuoE"	720.0
"NUOI-MONOMER"	"nuoI"	720.0
"NUOM-MONOMER"	"nuoM"	720.0
"EG10665-MONOMER"	"nusA"	720.0
"EG10667-MONOMER"	"nusG"	720.0
"E1O-MONOMER"	"sucA"	720.0
"E2O-MONOMER"	"sucB"	720.0
"EG11391-MONOMER"	"osmY"	720.0
"EG10686-MONOMER"	"parC"	720.0
"EG12015-MONOMER"	"pbpG"	127.7187477878212
"PHOB-MONOMER"	"phoB"	720.0
"EG10741-MONOMER"	"tldE"	720.0
"POTB-MONOMER"	"potB"	720.0
"EG10757-MONOMER"	"ppiA"	720.0
"PPX-MONOMER"	"ppx"	720.0
"EG10776-MONOMER"	"pspA"	720.0
"EG10777-MONOMER"	"pspB"	720.0
"EG10778-MONOMER"	"pspC"	720.0
"G6379-MONOMER"	"ybgI"	720.0
"EG12303-MONOMER"	"ycfH"	720.0
"EG12120-MONOMER"	"rssA"	720.0
"YCHM-MONOMER"	"dauA"	333.67912968098454
"G6635-MONOMER"	"yciO"	720.0
"EG10013-MONOMER"	"mepM"	604.61164886941
"G7037-MONOMER"	"tcyL"	720.0
"G7186-MONOMER"	"yfbS"	207.33789612183452
"EG11285-MONOMER"	"glrR"	720.0
"EG10839-MONOMER"	"rfaH"	357.20213256801424
"G6337-MONOMER"	"rnk"	377.11039567068997
"G6097-MONOMER"	"rof"	231.47372499115255
"EG11681-MONOMER"	"hpf"	720.0
"EG11738-MONOMER"	"rsd"	456.6682030094778
"EG12341-MONOMER"	"rseA"	29.423612537073396
"EG12025-MONOMER"	"sanA"	720.0
"EG12197-MONOMER"	"seqA"	720.0
"EG11601-MONOMER"	"sseB"	720.0
"EG10978-MONOMER"	"sspB"	720.0
"EG11295-MONOMER"	"wzzE"	720.0
"UBIX-MONOMER"	"ubiX"	720.0
"PRPPAMIDOTRANS-MONOMER"	"purF"	609.6875567117419
"PURE-MONOMER"	"purE"	720.0
"RELA-MONOMER"	"relA"	720.0
"SPOT-MONOMER"	"spoT"	720.0
"EG12295-MONOMER"	"yibN"	720.0
"RHTB-MONOMER"	"rhtB"	98.010847254979
"RIBF-MONOMER"	"ribF"	720.0
"EG50001-MONOMER"	"rplU"	720.0
"EG10888-MONOMER"	"rpmD"	720.0
"EG10900-MONOMER"	"rpsA"	720.0
"EG11472-MONOMER"	"rmuC"	720.0
"EG11094-MONOMER"	"sbcD"	720.0
"EG11292-MONOMER"	"yghA"	720.0
"SECB"	"secB"	720.0
"SECF"	"secF"	678.7978668151889
"SECG"	"secG"	698.7644306979403
"SECY"	"secY"	720.0
"UHPA-MONOMER"	"uhpA"	720.0
"UHPT-MONOMER"	"uhpT"	212.19056022552874
"EG10950-MONOMER"	"slt"	720.0
"G6886-MONOMER"	"sodC"	720.0
"EG10300-MONOMER"	"ffh"	720.0
"EG10976-MONOMER"	"ssb"	720.0
"EG11723-MONOMER"	"yieF"	720.0
"SUCCCOASYN-ALPHA"	"sucD"	720.0
"G7455-MONOMER"	"csdE"	720.0
"THIOESTERII-MONOMER"	"tesB"	720.0
"RED-THIOREDOXIN2-MONOMER"	"trxC"	450.3316584763257
"G7689-MONOMER"	"tldD"	720.0
"YHHJ-MONOMER"	"yhhJ"	720.0
"RBSC-MONOMER"	"rbsC"	720.0
"EG10967-MONOMER"	"trmH"	720.0
"EG11786-MONOMER"	"yfiF"	720.0
"EG11888-MONOMER"	"trmL"	720.0
"4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER"	"ubiA"	171.0944175906606
"EG12794-MONOMER"	"yhbY"	720.0
"G7326-MONOMER"	"iscR"	148.25846643199435
"G7626-MONOMER"	"tdcF"	720.0
"G7358-MONOMER"	"ratA"	28.195868994659357
"EG11251-MONOMER"	"ychA"	18.621803909794295
"URAA-MONOMER"	"uraA"	499.74882474346776
"EG12159-MONOMER"	"ppnP"	720.0
"EG11534-MONOMER"	"ibpA"	126.49760990939993
"EG11535-MONOMER"	"ibpB"	102.14513223960701
"G7533-MONOMER"	"mltC"	720.0
"EG11131-MONOMER"	"relE"	720.0
"EG11191-MONOMER"	"slmA"	720.0
"EG11831-MONOMER"	"srkA"	720.0
"PROP-MONOMER"	"proP"	720.0
"EG11507-MONOMER"	"rlmE"	720.0
"EG10580-MONOMER"	"mepA"	64.52656569281152
"EG10852-MONOMER"	"rimK"	720.0
"EG10463-MONOMER"	"degP"	720.0
"G6622-MONOMER"	"emtA"	350.3787980184232
"EG11037-MONOMER"	"tufB"	720.0
"G7255-MONOMER"	"insL3"	172.11816774788514
"EG10863-MONOMER"	"rph"	720.0
"G7541-MONOMER"	"yghJ"	720.0
"EG11210-MONOMER"	"rdcA"	698.6475265576404
"RCSC-MONOMER"	"rcsC"	720.0
"RCSB-MONOMER"	"rcsB"	720.0
"EG10854-MONOMER"	"rlpA"	720.0
"EG10346-MONOMER"	"ftsY"	720.0
"PRIBFAICARPISOM-MONOMER"	"hisA"	720.0
"ENTE-MONOMER"	"entE"	720.0
"EG10280-MONOMER"	"fadL"	720.0
"SECA"	"secA"	720.0
"EG10861-MONOMER"	"rnhB"	248.00962645953337
"EG10238-MONOMER"	"dnaE"	720.0
"L-ASPARTATE-OXID-MONOMER"	"nadB"	720.0
"GLYCPDIESTER-CYTO-MONOMER"	"ugpQ"	720.0
"N-ACETYLGLUTPREDUCT-MONOMER"	"argC"	720.0
"ARGSUCCINLYA-MONOMER"	"argH"	720.0
"QUINOLINATE-SYNTHA-MONOMER"	"nadA"	109.43121774789263
"EG11183-MONOMER"	"damX"	720.0
"EG11162-MONOMER"	"fumE"	397.71495113370224
"ARGS-MONOMER"	"argS"	720.0
"UDP-NACMURALGLDAPAALIG-MONOMER"	"murF"	720.0
"EG10153-MONOMER"	"moeA"	720.0
"EG10154-MONOMER"	"moeB"	720.0
"URPHOS-MONOMER"	"udp"	720.0
"DAPASYN-MONOMER"	"bioA"	720.0
"BIOTIN-SYN-MONOMER"	"bioB"	98.89512172344617
"7KAPSYN-MONOMER"	"bioF"	720.0
"HOMOCYSMETB12-MONOMER"	"metH"	720.0
"EG10284-MONOMER"	"fdhE"	385.46699441772904
"AERGLYC3PDEHYDROG-MONOMER"	"glpD"	504.8410276013916
"RPOS-MONOMER"	"rpoS"	54.689884415424004
"EG10927-MONOMER"	"sbcC"	720.0
"TREHALAPERI-MONOMER"	"treA"	720.0
"EG11237-MONOMER"	"chiA"	720.0
"PD01103"	"mngR"	720.0
"EG10853-MONOMER"	"rimL"	720.0
"EG10942-MONOMER"	"selB"	720.0
"PROV-MONOMER"	"proV"	113.49937575699298
"EG11014-MONOMER"	"topB"	244.71169249258645
"HYDG-MONOMER"	"zraR"	720.0
"FUMB-MONOMER"	"fumB"	720.0
"EG10575-MONOMER"	"mcrC"	720.0
"EG10426-MONOMER"	"helD"	720.0
"EG10534-MONOMER"	"ligA"	720.0
"ENTA-MONOMER"	"entA"	720.0
"FLIN-FLAGELLAR-C-RING-SWITCH"	"fliN"	720.0
"PD00283"	"srlR"	720.0
"FGAMSYN-MONOMER"	"purL"	720.0
"EG10229-MONOMER"	"flk"	631.1503661326915
"EG10955-MONOMER"	"prlF"	524.0051192040626
"AICARTRANSIMPCYCLO-CPLX"	"purH"	720.0
"GLYCRIBONUCSYN-MONOMER"	"purD"	720.0
"DGTPTRIPHYDRO-MONOMER"	"dgt"	720.0
"AROE-MONOMER"	"aroE"	720.0
"LSERINEDEAM1-MONOMER"	"sdaA"	202.18554766299968
"EG10595-MONOMER"	"miaA"	720.0
"EG10943-MONOMER"	"selD"	720.0
"EG11038-MONOMER"	"tus"	720.0
"PD04099"	"iclR"	720.0
"PROS-MONOMER"	"proS"	720.0
"CYSA-MONOMER"	"cysA"	630.4320142130678
"EG10712-MONOMER"	"yjdN"	720.0
"EG10724-MONOMER"	"phnO"	196.40899227163396
"EG10725-MONOMER"	"phnP"	716.844160939537
"CYSP-MONOMER"	"cysP"	720.0
"CYST-MONOMER"	"cysU"	720.0
"ACSERLYB-MONOMER"	"cysM"	720.0
"EG10609-MONOMER"	"mreC"	720.0
"MEND-MONOMER"	"menD"	720.0
"EG10973-MONOMER"	"gutQ"	720.0
"EG11261-MONOMER"	"nfsA"	720.0
"L-GLN-FRUCT-6-P-AMINOTRANS-MONOMER"	"glmS"	720.0
"BETACOMP-MONOMER"	"cysI"	572.7129613295724
"PAPSSULFOTRANS-MONOMER"	"cysH"	353.20599749786
"EG10763-MONOMER"	"priA"	720.0
"UDP-NACMUR-ALA-LIG-MONOMER"	"murC"	720.0
"DHHB-METHYLTRANSFER-MONOMER"	"ubiG"	720.0
"NICOTINATEPRIBOSYLTRANS-MONOMER"	"pncB"	596.8773283603754
"EG10596-MONOMER"	"minC"	720.0
"ACETYLORNTRANSAM-MONOMER"	"argD"	720.0
"EG11214-MONOMER"	"yjjA"	582.2272615693159
"RSTB-MONOMER"	"rstB"	720.0
"DMSA-MONOMER"	"dmsA"	720.0
"PD00361"	"malI"	720.0
"NAD-SYNTH-MONOMER"	"nadE"	720.0
"PD02936"	"fhlA"	720.0
"PDXA-MONOMER"	"pdxA"	720.0
"EUTC-MONOMER"	"eutC"	720.0
"MALX-MONOMER"	"malX"	176.03285898663103
"EG11007-MONOMER"	"tolA"	720.0
"EG10687-MONOMER"	"parE"	720.0
"EG10124-MONOMER"	"bisC"	720.0
"EG10307-MONOMER"	"fic"	720.0
"CYSD-MONOMER"	"cysD"	185.88373028615234
"EG10698-MONOMER"	"pepQ"	720.0
"ORNDECARBOX-BIO-MONOMER"	"speC"	542.1529041704016
"ARGDECARBOXBIO-MONOMER"	"speA"	720.0
"FADB-MONOMER"	"fadB"	720.0
"HYDROPEROXIDII-MONOMER"	"katE"	720.0
"EG10856-MONOMER"	"rna"	720.0
"EG11259-MONOMER"	"rnr"	720.0
"EG10975-MONOMER"	"srmB"	720.0
"EG10859-MONOMER"	"rne"	720.0
"EG11095-MONOMER"	"acpH"	720.0
"MALTODEXGLUCOSID-MONOMER"	"malZ"	720.0
"PKII-MONOMER"	"pykA"	720.0
"UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-MONO"	"lpxD"	720.0
"EG11239-MONOMER"	"ybhA"	444.85273970297055
"KDPE-MONOMER"	"kdpE"	720.0
"CYSS-MONOMER"	"cysS"	720.0
"ASPS-MONOMER"	"aspS"	720.0
"EG10830-MONOMER"	"recJ"	423.11563484984833
"ASNSYNB-MONOMER"	"asnB"	720.0
"UDP-NACMURALGLDAPLIG-MONOMER"	"murE"	720.0
"EG10043-MONOMER"	"cysQ"	720.0
"GABATRANSAM-MONOMER"	"gabT"	720.0
"PEPCARBOXYKIN-MONOMER"	"pck"	720.0
"ADENODEAMIN-MONOMER"	"add"	720.0
"EG10618-MONOMER"	"mukB"	720.0
"EG11252-MONOMER"	"mukE"	720.0
"EG11253-MONOMER"	"ldtD"	720.0
"EG11082-MONOMER"	"rihC"	720.0
"GLUTRACE-MONOMER"	"murI"	720.0
"LIVF-MONOMER"	"livF"	720.0
"FPPSYN-MONOMER"	"ispA"	720.0
"EG11022-MONOMER"	"trmA"	720.0
"EG11201-MONOMER"	"yigA"	222.29848500233078
"EG11208-MONOMER"	"arpA"	720.0
"EG11281-MONOMER"	"mutL"	720.0
"PEPSYNTH-MONOMER"	"ppsA"	720.0
"PSERTRANSAM-MONOMER"	"serC"	720.0
"EG10255-MONOMER"	"eco"	720.0
"PHOSPHASERSYN-MONOMER"	"pssA"	720.0
"PHOP-MONOMER"	"phoP"	720.0
"PHOQ-MONOMER"	"phoQ"	720.0
"EG11192-MONOMER"	"yicC"	720.0
"OPPA-MONOMER"	"oppA"	720.0
"CYSN-MONOMER"	"cysN"	141.1271612942499
"EG10765-MONOMER"	"priC"	653.9439814604389
"EG10760-MONOMER"	"prc"	720.0
"EG10758-MONOMER"	"ppiB"	720.0
"EG11101-MONOMER"	"aes"	720.0
"EG10442-MONOMER"	"hipB"	720.0
"EG10443-MONOMER"	"hipA"	720.0
"FEPC-MONOMER"	"fepC"	321.3498292495273
"EG11268-MONOMER"	"fmt"	683.114450737178
"CYDC-MONOMER"	"cydC"	720.0
"EG10462-MONOMER"	"htpX"	720.0
"EG10625-MONOMER"	"mutS"	720.0
"EG10168-MONOMER"	"lnt"	720.0
"EG10212-MONOMER"	"dcp"	720.0
"ACRD-MONOMER"	"acrD"	720.0
"EG11147-MONOMER"	"yffB"	720.0
"BIOTIN-CARBOXYL-MONOMER"	"accC"	720.0
"FOLD-MONOMER"	"folD"	720.0
"EG11116-MONOMER"	"trhO"	21.36136139222462
"EG10486-MONOMER"	"hypD"	612.8520731406048
"EG11166-MONOMER"	"ygiD"	720.0
"EG10021-MONOMER"	"yjiA"	720.0
"MYRISTOYLACYLTRAN-MONOMER"	"lpxM"	720.0
"MANNONDEHYDRAT-MONOMER"	"uxuA"	720.0
"EG10841-MONOMER"	"fliD"	50.408415351373876
"EG10829-MONOMER"	"recG"	720.0
"EG10456-MONOMER"	"hmp"	590.7170695925992
"EG10085-MONOMER"	"ascB"	353.12251155653985
"EG10087-MONOMER"	"ascG"	720.0
"EG11092-MONOMER"	"crl"	438.71397578110765
"RPON-MONOMER"	"rpoN"	720.0
"EG11296-MONOMER"	"radA"	720.0
"EG11884-MONOMER"	"tehB"	720.0
"ACONITASE-MONOMER"	"acnA"	720.0
"EG10437-MONOMER"	"hflX"	673.720825561689
"EG10997-MONOMER"	"mnmE"	720.0
"CYTDEAM-MONOMER"	"codA"	720.0
"SUCCSEMIALDDEHYDROG-MONOMER"	"gabD"	720.0
"OCTAPRENYL-METHOXYPHENOL-OH-MONOMER"	"ubiH"	720.0
"EG11333-MONOMER"	"ubiI"	720.0
"EG11298-MONOMER"	"yhdE"	720.0
"RIBOFLAVINSYNDEAM-MONOMER"	"ribD"	720.0
"PPPGPPHYDRO-MONOMER"	"gpp"	720.0
"LACTALDDEHYDROG-MONOMER"	"aldA"	720.0
"HOMOCYSMET-MONOMER"	"metE"	720.0
"EG11188-MONOMER"	"htrL"	720.0
"YIDC"	"yidC"	720.0
"EG11341-MONOMER"	"waaQ"	720.0
"EG11344-MONOMER"	"mnmA"	720.0
"EG11290-MONOMER"	"yeiB"	720.0
"PD00261"	"galS"	720.0
"FLIF-FLAGELLAR-MS-RING"	"fliF"	720.0
"EG11291-MONOMER"	"loiP"	720.0
"H2PTERIDINEPYROPHOSPHOKIN-MONOMER"	"folK"	720.0
"NACMURLALAAMI2-MONOMER"	"amiB"	248.88391140840727
"CHORPYRLY-MONOMER"	"ubiC"	720.0
"EG11388-MONOMER"	"fliS"	13.328800987818804
"ALPHA-AMYL-CYTO-MONOMER"	"amyA"	720.0
"MALIC-NAD-MONOMER"	"maeA"	720.0
"EG11376-MONOMER"	"ftsP"	720.0
"PD00291"	"cynR"	571.0427837195836
"EG11350-MONOMER"	"waaS"	720.0
"EG11352-MONOMER"	"waaO"	720.0
"EG11353-MONOMER"	"waaJ"	720.0
"EG11432-MONOMER"	"yfeD"	720.0
"EG11425-MONOMER"	"waaY"	720.0
"EG11426-MONOMER"	"waaZ"	121.50884109655718
"EG11423-MONOMER"	"waaU"	720.0
"EG11437-MONOMER"	"plsX"	720.0
"GCVT-MONOMER"	"gcvT"	720.0
"GLND-MONOMER"	"glnD"	720.0
"PD04413"	"nadR"	720.0
"EG11357-MONOMER"	"dinG"	720.0
"EG11441-MONOMER"	"prlC"	720.0
"EG11354-MONOMER"	"emrA"	720.0
"ACS-MONOMER"	"acs"	720.0
"UDPGLCNACEPIM-MONOMER"	"wecB"	720.0
"DTDPGLUCDEHYDRAT2-MONOMER"	"rffG"	720.0
"TDPFUCACTRANS-MONOMER"	"rffC"	720.0
"RFFTRANS-MONOMER"	"wecE"	720.0
"YIFK-MONOMER"	"thrP"	720.0
"EG11653-MONOMER"	"cyaY"	720.0
"EG11481-MONOMER"	"tatD"	720.0
"NARQ-MONOMER"	"narQ"	720.0
"EG11488-MONOMER"	"mliC"	720.0
"DCTP-DEAM-MONOMER"	"dcd"	720.0
"EG11361-MONOMER"	"asmA"	720.0
"QOR-MONOMER"	"qorA"	720.0
"ADCLY-MONOMER"	"pabC"	720.0
"EG11494-MONOMER"	"mltG"	720.0
"EG11412-MONOMER"	"holA"	556.8158701404791
"EG11503-MONOMER"	"trmO"	720.0
"FLAVONADPREDUCT-MONOMER"	"fpr"	720.0
"RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER"	"nrdD"	195.38253996074545
"TRE6PHYDRO-MONOMER"	"treC"	199.36508666062738
"EG11413-MONOMER"	"holC"	720.0
"ALARACECAT-MONOMER"	"dadX"	720.0
"CYDD-MONOMER"	"cydD"	704.7811701363033
"EG11529-MONOMER"	"ftsN"	720.0
"O-SUCCINYLBENZOATE-COA-SYN-MONOMER"	"menC"	720.0
"EG11537-MONOMER"	"yceH"	720.0
"EG11545-MONOMER"	"flgL"	24.98976715840336
"3-ISOPROPYLMALDEHYDROG-MONOMER"	"leuB"	720.0
"LEUD-MONOMER"	"leuD"	344.56442297649073
"EG11578-MONOMER"	"greB"	720.0
"EG10311-MONOMER"	"fimD"	720.0
"THIC-MONOMER"	"thiC"	339.2357002578366
"THIE-MONOMER"	"thiE"	720.0
"THIF-MONOMER"	"thiF"	709.1605363240419
"THIG-MONOMER"	"thiG"	129.79683661898616
"THIH-MONOMER"	"thiH"	68.9751474357229
"EG11580-MONOMER"	"ybiB"	720.0
"EG11581-MONOMER"	"hcxB"	720.0
"EG11595-MONOMER"	"moaA"	64.42882123589644
"EG11598-MONOMER"	"moaE"	720.0
"ABC-MONOMER"	"metN"	720.0
"BASR-MONOMER"	"basR"	720.0
"BASS-MONOMER"	"basS"	720.0
"EG11613-MONOMER"	"eptA"	720.0
"EG11620-MONOMER"	"rnb"	720.0
"GLNE-MONOMER"	"glnE"	720.0
"EG11603-MONOMER"	"ygiF"	720.0
"EG11619-MONOMER"	"mfd"	720.0
"3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER"	"panB"	720.0
"MODF-MONOMER"	"modF"	720.0
"EG11660-MONOMER"	"yedE"	720.0
"EG11656-MONOMER"	"fliH"	564.1782011074889
"KCH-MONOMER"	"kch"	720.0
"AAS-MONOMER"	"aas"	720.0
"EG11645-MONOMER"	"ydeJ"	720.0
"POTF-MONOMER"	"potF"	720.0
"POTG-MONOMER"	"potG"	720.0
"EG11600-MONOMER"	"sseA"	720.0
"ACRB-MONOMER"	"acrB"	720.0
"YICJ-MONOMER"	"yicJ"	720.0
"EG11692-MONOMER"	"adeD"	338.2956915377916
"EG11713-MONOMER"	"yidR"	720.0
"G7790-MONOMER"	"dgoR"	720.0
"EG11725-MONOMER"	"yieH"	720.0
"EG11728-MONOMER"	"yieK"	628.9987357613628
