# Generated by /Users/miagrahn/wcEcoli/reconstruction/ecoli/scripts/protein_half_lives/convert_clim_half_lives_to_flat.py on Sat Feb  7 18:27:48 2026
id	common_name	half_life (units.min)
"EG11731-MONOMER"	"ravA"	720.0
"EG11735-MONOMER"	"efeB"	720.0
"METI-MONOMER"	"metI"	720.0
"SFUC-MONOMER"	"thiQ"	720.0
"SFUA-MONOMER"	"thiB"	720.0
"CAIC-MONOMER"	"caiC"	720.0
"EG11569-MONOMER"	"lptD"	720.0
"CARNDEHYDRA-MONOMER"	"caiB"	720.0
"EG11740-MONOMER"	"nfrA"	720.0
"G7055-MONOMER"	"hchA"	720.0
"EG11749-MONOMER"	"yadE"	720.0
"TREHALOSE6PSYN-MONOMER"	"otsA"	720.0
"EG11570-MONOMER"	"djlA"	720.0
"EG10310-MONOMER"	"fimC"	573.0892618446045
"NARP-MONOMER"	"narP"	440.28758157970907
"EG11759-MONOMER"	"yciK"	720.0
"EG11743-MONOMER"	"yddB"	720.0
"EG11744-MONOMER"	"pqqL"	720.0
"NUOF-MONOMER"	"nuoF"	720.0
"EG11783-MONOMER"	"intA"	98.52908720774899
"EG11796-MONOMER"	"lplA"	720.0
"EG11828-MONOMER"	"mobB"	720.0
"EG11832-MONOMER"	"yihF"	720.0
"HEMN-MONOMER"	"hemN"	613.9341603976414
"nan"	"nan"	720.0
"EG11839-MONOMER"	"yihM"	344.9724777899365
"EG11849-MONOMER"	"csqR"	720.0
"EG11874-MONOMER"	"yiiQ"	720.0
"EG11829-MONOMER"	"mobA"	720.0
"EG11859-MONOMER"	"fdhD"	720.0
"GPH-MONOMER"	"gph"	720.0
"EG11916-MONOMER"	"yjaG"	720.0
"EG11921-MONOMER"	"rluF"	720.0
"EG11932-MONOMER"	"dusA"	720.0
"EG11956-MONOMER"	"alsK"	720.0
"EG11892-MONOMER"	"sbmC"	646.3096997463305
"EG12033-MONOMER"	"psuG"	720.0
"EG12036-MONOMER"	"yeiQ"	60.01167152249547
"EG12104-MONOMER"	"yeiR"	720.0
"GCVP-MONOMER"	"gcvP"	720.0
"EG11806-MONOMER"	"yebE"	720.0
"EG11807-MONOMER"	"yebF"	445.79273830184417
"GARTRANSFORMYL2-MONOMER"	"purT"	720.0
"EG11899-MONOMER"	"recT"	720.0
"L-LACTDEHYDROGFMN-MONOMER"	"lldD"	569.2066615880296
"EG11967-MONOMER"	"flgK"	23.481228666877243
"EG12004-MONOMER"	"yehR"	720.0
"EG12005-MONOMER"	"yehS"	720.0
"YEHX-MONOMER"	"yehX"	720.0
"YEHZ-MONOMER"	"osmF"	720.0
"EG12013-MONOMER"	"bglX"	720.0
"EG12022-MONOMER"	"dusC"	720.0
"TRANSKETOII-MONOMER"	"tktB"	720.0
"EG12080-MONOMER"	"recX"	720.0
"NUOC-MONOMER"	"nuoC"	720.0
"NUOG-MONOMER"	"nuoG"	720.0
"EG11785-MONOMER"	"yfiE"	720.0
"EG12098-MONOMER"	"rluD"	720.0
"EG12097-MONOMER"	"yfiH"	720.0
"FEOB-MONOMER"	"feoB"	59.05133101639109
"EG11768-MONOMER"	"selU"	720.0
"YEJA-MONOMER"	"yejA"	720.0
"YEJF-MONOMER"	"yejF"	720.0
"EG12045-MONOMER"	"radD"	720.0
"EG12048-MONOMER"	"yejK"	720.0
"YOJI-MONOMER"	"yojI"	720.0
"EG11385-MONOMER"	"ahpF"	720.0
"NACMURLALAAMI1-MONOMER"	"amiA"	521.6193643198011
"DMBPPRIBOSYLTRANS-MONOMER"	"cobT"	720.0
"EG12167-MONOMER"	"cmoM"	720.0
"EG12193-MONOMER"	"cbpA"	720.0
"TREB-MONOMER"	"treB"	720.0
"EG12202-MONOMER"	"treR"	720.0
"EG12313-MONOMER"	"zapD"	720.0
"ACONITATEDEHYDRB-MONOMER"	"acnB"	720.0
"EG12123-MONOMER"	"lrhA"	720.0
"YADG-MONOMER"	"yadG"	720.0
"EG12200-MONOMER"	"yegD"	720.0
"EG12163-MONOMER"	"rsmB"	720.0
"PD00338"	"gatR"	720.0
"EG12401-MONOMER"	"rlmN"	175.03172294353962
"EG12207-MONOMER"	"rlmA"	720.0
"EG12309-MONOMER"	"yjtD"	414.58759180182903
"EG12108-MONOMER"	"norR"	720.0
"EG12329-MONOMER"	"hrpB"	720.0
"EG12330-MONOMER"	"thpR"	720.0
"EG12310-MONOMER"	"pepB"	720.0
"EG12410-MONOMER"	"nudK"	496.96628445505496
"NRDF-MONOMER"	"nrdF"	333.8242206351676
"EG12188-MONOMER"	"ptsP"	720.0
"EG11890-MONOMER"	"slp"	720.0
"EG12235-MONOMER"	"arsR"	720.0
"G7218-MONOMER"	"intS"	720.0
"MODA-MONOMER"	"modA"	720.0
"MALSYNG-MONOMER"	"glcB"	720.0
"EG12386-MONOMER"	"glaR"	547.595466548345
"EG12387-MONOMER"	"lhgD"	720.0
"EG12171-MONOMER"	"yjjI"	720.0
"EG12399-MONOMER"	"dhaM"	720.0
"RIB5PISOMB-MONOMER"	"rpiB"	720.0
"XYLF-MONOMER"	"xylF"	720.0
"EG12133-MONOMER"	"ucpA"	720.0
"G7172-MONOMER"	"pmrD"	720.0
"EG12407-MONOMER"	"iaaA"	720.0
"MONOMER0-147"	"tauD"	248.07884634934064
"YHHO-MONOMER"	"zntA"	720.0
"EG12221-MONOMER"	"acpT"	720.0
"EG12227-MONOMER"	"yhiL"	502.4269498900968
"EG12229-MONOMER"	"rdsA"	720.0
"EG12234-MONOMER"	"rlmJ"	720.0
"EG12240-MONOMER"	"mdtE"	720.0
"EG12247-MONOMER"	"rcdB"	543.94075262073
"EG12248-MONOMER"	"yhjD"	720.0
"YHJE-MONOMER"	"yhjE"	197.09306547410512
"EG12251-MONOMER"	"yhjG"	720.0
"EG12252-MONOMER"	"pdeH"	37.03353129916938
"EG12257-MONOMER"	"bcsC"	720.0
"EG12259-MONOMER"	"bcsB"	720.0
"EG12263-MONOMER"	"bcsE"	63.23821570841933
"EG12265-MONOMER"	"bcsG"	720.0
"EG12267-MONOMER"	"eptB"	720.0
"EG12270-MONOMER"	"yiaC"	497.3572982384039
"EG12271-MONOMER"	"yiaD"	720.0
"MONOMER-43"	"ghrB"	720.0
"EG12278-MONOMER"	"plaR"	720.0
"EG12285-MONOMER"	"sgbH"	720.0
"ALDDEHYDROGB-MONOMER"	"aldB"	720.0
"PGMI-MONOMER"	"gpmM"	720.0
"EG12297-MONOMER"	"envC"	720.0
"EG12298-MONOMER"	"yibQ"	720.0
"EG12433-MONOMER"	"rluB"	720.0
"EG12432-MONOMER"	"ydiF"	720.0
"EG12308-MONOMER"	"yfhH"	720.0
"KDUD-MONOMER"	"kduD"	720.0
"EG12440-MONOMER"	"mpl"	720.0
"EG12198-MONOMER"	"chbG"	720.0
"ALPHACOMP-MONOMER"	"cysJ"	720.0
"G6839-MONOMER"	"rspA"	720.0
"G6838-MONOMER"	"rspB"	517.5914485677207
"EG11826-MONOMER"	"etk"	345.6016021569751
"DIHYDROPTERIREDUCT-MONOMER"	"nfsB"	584.8321950544871
"EG12443-MONOMER"	"yggL"	720.0
"TORR-MONOMER"	"torR"	720.0
"MANNONOXIDOREDUCT-MONOMER"	"uxuB"	720.0
"EG20249-MONOMER"	"uxuR"	670.5232412486688
"ZNUA-MONOMER"	"znuA"	720.0
"G7073-MONOMER"	"ldtA"	720.0
"G7871-MONOMER"	"ytfJ"	720.0
"EG12449-MONOMER"	"prmB"	720.0
"GLUCONOKINI-MONOMER"	"idnK"	315.6288966446246
"EG11974-MONOMER"	"fimI"	720.0
"G7823-MONOMER"	"rdcB"	720.0
"G7835-MONOMER"	"yjeJ"	720.0
"G7836-MONOMER"	"epmB"	143.3040099523693
"G7840-MONOMER"	"mscM"	720.0
"G7841-MONOMER"	"rsgA"	700.1444572402842
"G7853-MONOMER"	"yjfP"	720.0
"G7858-MONOMER"	"ulaD"	629.787958279387
"G7864-MONOMER"	"ytfB"	720.0
"G7868-MONOMER"	"qorB"	720.0
"G7875-MONOMER"	"tamB"	720.0
"YTFQ-MONOMER"	"ytfQ"	720.0
"G7886-MONOMER"	"yjgM"	358.0227445585664
"G7890-MONOMER"	"yjgR"	720.0
"G7910-MONOMER"	"yjhG"	720.0
"G7911-MONOMER"	"yjhH"	720.0
"G7920-MONOMER"	"nanM"	720.0
"G7928-MONOMER"	"kptA"	252.05817414439946
"G7930-MONOMER"	"yjiK"	720.0
"G7932-MONOMER"	"yjiM"	196.734255296544
"G7936-MONOMER"	"yjiR"	720.0
"G7942-MONOMER"	"btsT"	720.0
"PGLYCEROLTRANSI-MONOMER"	"opgB"	353.857773559965
"G7951-MONOMER"	"yjjU"	376.4570550694482
"EG12342-MONOMER"	"hipH"	720.0
"EG12600-MONOMER"	"yjjX"	720.0
"NRDE-MONOMER"	"nrdE"	252.43279416282166
"GALACTARDEHYDRA-MONOMER"	"garD"	418.0210703287611
"EG12345-MONOMER"	"ydfG"	720.0
"EG12363-MONOMER"	"ygiL"	263.7070245507172
"EG12385-MONOMER"	"rcsD"	720.0
"PDXK-MONOMER"	"pdxK"	720.0
"EG12137-MONOMER"	"nlpE"	720.0
"EG12354-MONOMER"	"arfB"	720.0
"G6731-MONOMER"	"azoR"	530.665131315426
"G6358-MONOMER"	"rihA"	720.0
"G7596-MONOMER"	"patA"	34.10176953836574
"DIENOYLCOAREDUCT-MONOMER"	"fadH"	720.0
"G7606-MONOMER"	"ygjR"	720.0
"ALTRODEHYDRAT-MONOMER"	"uxaA"	166.9611347909966
"G7616-MONOMER"	"yqjG"	536.8266761024908
"KETOBUTFORMLY-INACT-MONOMER"	"tdcE"	290.3311764469027
"G7656-MONOMER"	"obgE"	569.5843433746987
"AGAB-MONOMER"	"agaB"	311.8069422696101
"EG12693-MONOMER"	"nudL"	720.0
"EG12666-MONOMER"	"lpxH"	720.0
"UUP-MONOMER"	"uup"	720.0
"G7662-MONOMER"	"kdsD"	720.0
"NANK-MONOMER"	"nanK"	720.0
"G7646-MONOMER"	"yraR"	720.0
"G7647-MONOMER"	"yhbO"	720.0
"G7718-MONOMER"	"yheT"	338.2547629971711
"G7712-MONOMER"	"tusB"	720.0
"G7727-MONOMER"	"frlR"	720.0
"G7735-MONOMER"	"yhfZ"	720.0
"G7165-MONOMER"	"ais"	647.773861212967
"DXPREDISOM-MONOMER"	"dxr"	720.0
"EG12866-MONOMER"	"proQ"	720.0
"EG12712-MONOMER"	"luxS"	720.0
"EG12692-MONOMER"	"hcxA"	720.0
"G7698-MONOMER"	"tsaC"	720.0
"G7739-MONOMER"	"hofM"	720.0
"G7703-MONOMER"	"gspD"	491.8569808191027
"G7740-MONOMER"	"nudE"	720.0
"EG12854-MONOMER"	"cpoB"	590.7716382430422
"EG12860-MONOMER"	"yebK"	572.0351625889876
"EG12709-MONOMER"	"yedI"	720.0
"EG12875-MONOMER"	"ybhC"	720.0
"EG12710-MONOMER"	"yedJ"	411.66204535695476
"G7746-MONOMER"	"yhgF"	720.0
"G7751-MONOMER"	"rtcB"	285.5443220167784
"G7756-MONOMER"	"yhhW"	720.0
"G6464-MONOMER"	"ftsK"	114.50233847464122
"PD01896"	"mlc"	720.0
"G6646-MONOMER"	"puuE"	361.6526581511707
"G7595-MONOMER"	"aer"	720.0
"G6207-MONOMER"	"yaiL"	279.97267750309163
"G6208-MONOMER"	"frmB"	720.0
"G6661-MONOMER"	"ycjG"	720.0
"G7025-MONOMER"	"yecM"	588.909417320306
"G7514-MONOMER"	"ygfF"	720.0
"G7529-MONOMER"	"yggU"	720.0
"G7530-MONOMER"	"rdgB"	720.0
"G7531-MONOMER"	"hemW"	720.0
"G7575-MONOMER"	"qseB"	720.0
"RSTA-MONOMER"	"rstA"	605.655474599093
"G7357-MONOMER"	"yfjF"	363.8579735673481
"G7372-MONOMER"	"yfjT"	168.283130215246
"G7416-MONOMER"	"ygbI"	720.0
"G377-MONOMER"	"fliI"	426.0840334093078
"DLACTDEHYDROGNAD-MONOMER"	"ldhA"	720.0
"G6702-MONOMER"	"hslJ"	720.0
"G6703-MONOMER"	"ydbH"	720.0
"G6701-MONOMER"	"ydbK"	451.5571888192521
"EG11247-MONOMER"	"rlmD"	720.0
"G7398-MONOMER"	"ygaP"	720.0
"G7798-MONOMER"	"yifN"	523.7681035895454
"G7804-MONOMER"	"ysgA"	720.0
"EG12165-MONOMER"	"mukF"	720.0
"EG11177-MONOMER"	"truB"	720.0
"EG11085-MONOMER"	"rsmH"	720.0
"EG10865-MONOMER"	"rplB"	720.0
"EG10866-MONOMER"	"rplC"	720.0
"UPPSYN-MONOMER"	"ispU"	548.0901445971059
"GUANYL-KIN-MONOMER"	"gmk"	720.0
"GMP-REDUCT-MONOMER"	"guaC"	720.0
"CROBETREDUCT-MONOMER"	"caiA"	678.4300656954221
"EG10884-MONOMER"	"rplX"	720.0
"CYCLASE-MONOMER"	"hisF"	720.0
"EG11306-MONOMER"	"lipA"	178.32311102838668
"EG11591-MONOMER"	"lipB"	720.0
"EG10867-MONOMER"	"rplD"	720.0
"ATPPHOSRIBOSTRANS-MONOMER"	"hisG"	720.0
"EG10529-MONOMER"	"lepA"	720.0
"G6445-MONOMER"	"ybjL"	720.0
"HISS-MONOMER"	"hisS"	720.0
"EG10882-MONOMER"	"rplV"	720.0
"G6465-MONOMER"	"lolA"	720.0
"EG11293-MONOMER"	"lolB"	720.0
"EG12319-MONOMER"	"can"	720.0
"MALATE-DEHASE-MONOMER"	"mdh"	720.0
"FLAVODOXIN1-MONOMER"	"fldA"	337.6615469673956
"EG10868-MONOMER"	"rplE"	720.0
"EG11886-MONOMER"	"opgH"	720.0
"EG11816-MONOMER"	"ispF"	720.0
"EG10370-MONOMER"	"ispG"	720.0
"EG11081-MONOMER"	"ispH"	367.62049785613254
"EG10047-MONOMER"	"apaG"	248.12339080407315
"GPMA-MONOMER"	"gpmA"	720.0
"EG12336-MONOMER"	"yaeH"	720.0
"G7748-MONOMER"	"nfuA"	498.5857531005433
"KUP-MONOMER"	"kup"	720.0
"G6106-MONOMER"	"gmhA"	720.0
"EG11736-MONOMER"	"gmhB"	720.0
"nan"	"nan"	720.0
"EG10157-MONOMER"	"clpB"	720.0
"YHES-MONOMER"	"yheS"	720.0
"G7458-MONOMER"	"amiC"	720.0
"G6674-MONOMER"	"zntB"	720.0
"G7298-MONOMER"	"ypfJ"	720.0
"G6742-MONOMER"	"ydcL"	720.0
"G6815-MONOMER"	"ydfZ"	295.831938867789
"G6973-MONOMER"	"yeaK"	720.0
"G6994-MONOMER"	"yoaC"	48.622690347820644
"G7001-MONOMER"	"yebO"	720.0
"G7012-MONOMER"	"yebY"	720.0
"G7137-MONOMER"	"rcnR"	720.0
"G7139-MONOMER"	"rcnB"	720.0
"G7200-MONOMER"	"yfcL"	494.0727854223939
"G7315-MONOMER"	"yfgG"	322.58327810025565
"G7354-MONOMER"	"yfiR"	720.0
"G7443-MONOMER"	"queE"	720.0
"G7612-MONOMER"	"yqjD"	720.0
"G7594-MONOMER"	"nfeR"	720.0
"G7644-MONOMER"	"dolP"	720.0
"G7651-MONOMER"	"ubiT"	23.92034079597852
"G7680-MONOMER"	"zapE"	720.0
"G7684-MONOMER"	"yhcO"	720.0
"G7715-MONOMER"	"yheO"	720.0
"G7742-MONOMER"	"yrfG"	77.9513642276359
"G7316-MONOMER"	"yfgH"	296.55836453930897
"G7461-MONOMER"	"ygdR"	720.0
"G7191-MONOMER"	"yfcD"	720.0
"G7311-MONOMER"	"bepA"	720.0
"G7527-MONOMER"	"yggS"	720.0
"G7641-MONOMER"	"rsmI"	720.0
"G7192-MONOMER"	"yfcE"	720.0
"G6843-MONOMER"	"ynfC"	220.64492419178072
"G6998-MONOMER"	"yobD"	720.0
"G7719-MONOMER"	"yheU"	685.9491069502031
"G7619-MONOMER"	"yhaJ"	720.0
"G7688-MONOMER"	"aaeR"	720.0
"G6774-MONOMER"	"yddM"	199.75465309643934
"G7024-MONOMER"	"cutC"	720.0
"EG10838-MONOMER"	"rfaD"	720.0
"EG11784-MONOMER"	"grcA"	210.01520597922843
"EG11928-MONOMER"	"yjbJ"	720.0
"EG12233-MONOMER"	"rsmJ"	720.0
"EG10920-MONOMER"	"rpsU"	419.9004459561424
"RED-GLUTAREDOXIN"	"grxA"	609.6363477439801
"ATPE-MONOMER"	"atpE"	720.0
"EG11915-MONOMER"	"nfi"	720.0
"EG10694-MONOMER"	"pepA"	720.0
"EG10885-MONOMER"	"rplY"	720.0
"EG10504-MONOMER"	"infA"	520.9663909766132
"BAER-MONOMER"	"baeR"	720.0
"EG12844-MONOMER"	"yefM"	144.56126567631466
"RCSF-MONOMER"	"rcsF"	720.0
"G7808-MONOMER"	"tatB"	720.0
"TATA"	"tatA"	720.0
"ADENYL-KIN-MONOMER"	"adk"	720.0
"ACYLCOASYN-MONOMER"	"fadD"	720.0
"EG12177-MONOMER"	"cutA"	22.746313292439773
"ADENPRIBOSYLTRAN-MONOMER"	"apt"	720.0
"PTSG-MONOMER"	"ptsG"	720.0
"CELC-MONOMER"	"chbA"	161.81168278094415
"CELA-MONOMER"	"chbB"	638.0609265254918
"MANX-MONOMER"	"manX"	720.0
"MANZ-MONOMER"	"manZ"	720.0
"FRUB-MONOMER"	"fruB"	720.0
"YJFT-MONOMER"	"ulaB"	559.9167049947159
"EG11682-MONOMER"	"ptsN"	720.0
"POTA-MONOMER"	"potA"	720.0
"GLUTDECARBOXB-MONOMER"	"gadB"	720.0
"EG11447-MONOMER"	"csrA"	720.0
"NRDB-MONOMER"	"nrdB"	720.0
"G7313-MONOMER"	"hda"	720.0
"G6152-MONOMER"	"intF"	97.62439746099093
"G6190-MONOMER"	"yahK"	720.0
"G6194-MONOMER"	"yahO"	281.44161869690134
"G6284-MONOMER"	"allE"	720.0
"OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON"	"ubiF"	720.0
"EG11776-MONOMER"	"ybfF"	720.0
"G6381-MONOMER"	"pxpC"	720.0
"G6382-MONOMER"	"pxpA"	720.0
"G6387-MONOMER"	"ybgQ"	720.0
"G6402-MONOMER"	"ybhK"	720.0
"G6413-MONOMER"	"ybiX"	383.70212332678597
"YLIA-MONOMER"	"gsiA"	688.9287840670104
"YLIB-MONOMER"	"gsiB"	720.0
"G6434-MONOMER"	"dgcI"	516.8187817135331
"G6442-MONOMER"	"ybjI"	720.0
"G6444-MONOMER"	"rcdA"	679.6040195080377
"G6449-MONOMER"	"rlmC"	342.5613840358844
"G6450-MONOMER"	"ybjP"	720.0
"LTAA-MONOMER"	"ltaE"	720.0
"G6460-MONOMER"	"ybjX"	85.86816147928744
"MACA"	"macA"	720.0
"G6475-MONOMER"	"gloC"	720.0
"G6478-MONOMER"	"ssuA"	720.0
"G6483-MONOMER"	"elfG"	720.0
"G6487-MONOMER"	"ycbX"	720.0
"G6488-MONOMER"	"rlmL"	720.0
"G6493-MONOMER"	"ycbZ"	720.0
"G6494-MONOMER"	"sxy"	705.3769188578492
"G6495-MONOMER"	"yccS"	720.0
"G6499-MONOMER"	"yccU"	720.0
"G6505-MONOMER"	"gfcD"	720.0
"G6532-MONOMER"	"dgcT"	720.0
"G6539-MONOMER"	"ghrA"	720.0
"G6540-MONOMER"	"ycdX"	720.0
"G6541-MONOMER"	"ycdY"	720.0
"G6560-MONOMER"	"yceM"	720.0
"G360-MONOMER"	"flgD"	23.50684312809867
"G361-MONOMER"	"flgE"	255.03338764676175
"G6564-MONOMER"	"ycfL"	720.0
"G6569-MONOMER"	"comR"	401.97608542995323
"G6571-MONOMER"	"ldtC"	352.1683555141928
"YCFV-MONOMER"	"lolD"	720.0
"G6576-MONOMER"	"nagK"	720.0
"nan"	"nan"	720.0
"G6581-MONOMER"	"rluE"	720.0
"G6583-MONOMER"	"ymfE"	720.0
"G6589-MONOMER"	"ymfK"	720.0
"G6602-MONOMER"	"bluR"	428.67295347684365
"G6614-MONOMER"	"ycgJ"	720.0
"G6615-MONOMER"	"pliG"	720.0
"G6617-MONOMER"	"ycgM"	720.0
"YCGO-MONOMER"	"cvrA"	720.0
"G6623-MONOMER"	"ycgR"	142.35063929191037
"MONOMER0-1261"	"dhaL"	720.0
"G6627-MONOMER"	"dhaK"	720.0
"G6628-MONOMER"	"dhaR"	720.0
"OPPD-MONOMER"	"oppD"	720.0
"G6638-MONOMER"	"yciT"	720.0
"G6640-MONOMER"	"yciW"	132.9674409835326
"G6659-MONOMER"	"ycjX"	720.0
"G6663-MONOMER"	"ycjY"	720.0
"G6675-MONOMER"	"ttcA"	216.45132554464752
"G6680-MONOMER"	"racR"	720.0
"G6695-MONOMER"	"stfR"	240.83352949239148
"G6720-MONOMER"	"paaX"	720.0
"G6746-MONOMER"	"rlhA"	313.43704204425546
"YDCS-MONOMER"	"ydcS"	720.0
"G6759-MONOMER"	"mnaT"	720.0
"G6760-MONOMER"	"curA"	720.0
"YDDS-MONOMER"	"ddpA"	720.0
"G6783-MONOMER"	"dosP"	720.0
"G6799-MONOMER"	"lsrR"	720.0
"G6804-MONOMER"	"lsrF"	720.0
"G6811-MONOMER"	"sad"	720.0
"G6841-MONOMER"	"ynfB"	509.9682655092374
"G6860-MONOMER"	"ydgH"	720.0
"G6874-MONOMER"	"rsxD"	720.0
"G6884-MONOMER"	"ydhJ"	720.0
"G6887-MONOMER"	"ydhF"	720.0
"G6892-MONOMER"	"mepH"	720.0
"G6931-MONOMER"	"yniB"	720.0
"G6937-MONOMER"	"cho"	117.84664536557308
"SUCCGLUALDDEHYD-MONOMER"	"astD"	720.0
"G6946-MONOMER"	"ydjY"	720.0
"G6955-MONOMER"	"ynjH"	450.988709786198
"G6964-MONOMER"	"yeaC"	14.919589266583506
"G6967-MONOMER"	"yeaE"	720.0
"G6972-MONOMER"	"dgcJ"	720.0
"G6978-MONOMER"	"yeaO"	559.9132274574459
"G6980-MONOMER"	"dgcP"	15.128457193589549
"G6985-MONOMER"	"dmlR"	258.0896761797744
"G6986-MONOMER"	"dmlA"	720.0
"G6991-MONOMER"	"tsaB"	720.0
"G7003-MONOMER"	"kdgR"	720.0
"G7008-MONOMER"	"rsmF"	720.0
"G7020-MONOMER"	"cmoA"	524.7831165579369
"G7021-MONOMER"	"cmoB"	720.0
"G7027-MONOMER"	"flhE"	720.0
"G370-MONOMER"	"flhA"	547.9418405164525
"DCYSDESULF-MONOMER"	"dcyD"	720.0
"G7048-MONOMER"	"yedP"	720.0
"G7049-MONOMER"	"dgcQ"	720.0
"G7058-MONOMER"	"hiuH"	333.6850678872263
"G7059-MONOMER"	"msrP"	720.0
"G7063-MONOMER"	"mtfA"	161.63539501081328
"G7108-MONOMER"	"yegH"	720.0
"G7110-MONOMER"	"yegJ"	693.2317947859352
"B2075-MONOMER"	"mdtB"	720.0
"G7118-MONOMER"	"trhP"	625.9415644979351
"G7123-MONOMER"	"yegS"	720.0
"G7131-MONOMER"	"yegU"	720.0
"HMP-P-KIN-MONOMER"	"thiD"	720.0
"THZ-KIN-MONOMER"	"thiM"	720.0
"G7145-MONOMER"	"preT"	110.86530179505944
"G7146-MONOMER"	"lpxT"	314.6923628425696
"G7148-MONOMER"	"pdeN"	720.0
"G7156-MONOMER"	"yfaT"	720.0
"G7158-MONOMER"	"yfaU"	720.0
"G7163-MONOMER"	"yfaZ"	720.0
"G7169-MONOMER"	"arnD"	720.0
"G7182-MONOMER"	"yfbP"	720.0
"G7185-MONOMER"	"yfbR"	720.0
"G7211-MONOMER"	"sixA"	135.7099639360139
"G7213-MONOMER"	"fadI"	720.0
"G7229-MONOMER"	"yfdQ"	720.0
"G7263-MONOMER"	"murQ"	720.0
"G7267-MONOMER"	"yfeY"	720.0
"G7269-MONOMER"	"ypeA"	720.0
"MALIC-NADP-MONOMER"	"maeB"	720.0
"G7297-MONOMER"	"tmcA"	720.0
"G7312-MONOMER"	"yfgD"	377.1982375394652
"G7318-MONOMER"	"yfgJ"	412.1479072095244
"G7321-MONOMER"	"yfgM"	720.0
"G7389-MONOMER"	"ygaQ"	720.0
"G7502-MONOMER"	"guaD"	720.0
"G7590-MONOMER"	"hldE"	720.0
"MHPCHYDROL-MONOMER"	"mhpC"	328.87928244757626
"G6896-MONOMER"	"ydhS"	720.0
"G6696-MONOMER"	"tfaR"	276.938910819773
"G6737-MONOMER"	"ydcI"	415.27374591623914
"G6721-MONOMER"	"paaY"	720.0
"G7199-MONOMER"	"mnmC"	720.0
"G6127-MONOMER"	"yafZ"	385.3516995307587
"G6321-MONOMER"	"cusF"	449.1487625142873
"G6322-MONOMER"	"cusB"	292.6066358733169
"G7262-MONOMER"	"murR"	720.0
"G6176-MONOMER"	"ykgE"	720.0
"G6958-MONOMER"	"ydjG"	720.0
"G6890-MONOMER"	"nemA"	396.3429776285746
"G6816-MONOMER"	"ydfI"	720.0
"G6160-MONOMER"	"ecpE"	686.3828027816335
"YBBL-MONOMER"	"fetA"	720.0
"G6961-MONOMER"	"ydjJ"	720.0
"G6875-MONOMER"	"rsxG"	720.0
"G7589-MONOMER"	"yqiK"	720.0
"G6267-MONOMER"	"fetB"	720.0
"G6788-MONOMER"	"ydeN"	720.0
"G6665-MONOMER"	"mppA"	720.0
"YPHC-MONOMER"	"yphC"	439.3102579264745
"G6301-MONOMER"	"ybcL"	494.98323450684336
"G6868-MONOMER"	"ydgJ"	720.0
"G6268-MONOMER"	"cnoX"	720.0
"G6285-MONOMER"	"allC"	720.0
"G6178-MONOMER"	"ykgG"	615.0643720131826
"G7242-MONOMER"	"alaC"	719.1439802729082
"G6261-MONOMER"	"glsA"	257.99321700579435
"G7408-MONOMER"	"yqaB"	568.0488115384148
"DXS-MONOMER"	"dxs"	720.0
"G6908-MONOMER"	"sufC"	720.0
"G6821-MONOMER"	"stfQ"	516.2634524126842
"G6909-MONOMER"	"sufB"	340.46012753886265
"G6934-MONOMER"	"tcyP"	720.0
"G6177-MONOMER"	"ykgF"	325.48391102456384
"G7193-MONOMER"	"yfcF"	720.0
"G6894-MONOMER"	"ydhQ"	119.38404506539692
"G6791-MONOMER"	"ydeP"	138.54650057167308
"G6227-MONOMER"	"yaiW"	720.0
"G6201-MONOMER"	"mhpR"	403.4057552077369
"G6880-MONOMER"	"anmK"	720.0
"MHPF-MONOMER"	"mhpF"	720.0
"SUCCORNTRANSAM-MONOMER"	"astC"	720.0
"MHPDHYDROL-MONOMER"	"mhpD"	702.1017248420429
"ANSP-MONOMER"	"ansP"	720.0
"G6873-MONOMER"	"rsxC"	131.0230329921311
"G6658-MONOMER"	"ycjW"	720.0
"G7265-MONOMER"	"yfeW"	720.0
"G7187-MONOMER"	"hxpA"	720.0
"G6302-MONOMER"	"ybcM"	686.7106136447471
"G6924-MONOMER"	"selO"	720.0
"EG11378-MONOMER"	"sufA"	379.77059550072875
"G6755-MONOMER"	"patD"	720.0
"G6907-MONOMER"	"sufD"	673.699650546669
"G6823-MONOMER"	"gnsB"	720.0
"G6244-MONOMER"	"fadM"	676.7729578518232
"THII-MONOMER"	"thiI"	720.0
"G6957-MONOMER"	"ydjF"	720.0
"G6750-MONOMER"	"ydcR"	720.0
"G6236-MONOMER"	"yajO"	720.0
"G6930-MONOMER"	"yniA"	720.0
"G6913-MONOMER"	"ydiJ"	720.0
"G6245-MONOMER"	"queC"	720.0
"G7196-MONOMER"	"yfcH"	720.0
"G6912-MONOMER"	"menI"	720.0
"G6846-MONOMER"	"ynfF"	720.0
"MALTACETYLTRAN-MONOMER"	"maa"	584.9520953550224
"G6329-MONOMER"	"ybdL"	684.5814974690284
"G7162-MONOMER"	"yfaY"	720.0
"G6428-MONOMER"	"fsaA"	720.0
"G6644-MONOMER"	"puuA"	61.7731845422268
"PHENDEHYD-MONOMER"	"feaB"	720.0
"ATOC-MONOMER"	"atoC"	720.0
"MONOMER0-2690"	"yibT"	409.5911259243542
