"id"	"common_name"	"synonyms"	"type"	"modified_forms"	"gene_id"	"monomer_ids"	"anticodon"	"coding_segments"
"NG001_RNA"	"egfp"	["egfp"]	"mRNA"	[]	"NG001"	["NG-EGFP-MONOMER"]	null	[]
