"TUs"	"TU_Genes"	"Gene_Names"
TU0-14739	EG10668	"ogt"
TU0-42605	EG12183 // EG12182	"ampG" // "yajG"
TU0-8350	G6462	"macB"
TU0-13009	EG11255 // EG11254 // EG10606 // EG10607 // EG10854	"rsfS" // "rlmH" // "mrdA" // "mrdB" // "rlpA"
TU0-13394	G6963 // G6962 // G6961 // G6960 // G6959 // G6958	"ydjL" // "ydjK" // "ydjJ" // "ydjI" // "ydjH" // "ydjG"
TU0-8840	G6104	"ivy"
TU00347	EG10916 // EG10887 // EG10877 // EG10902 // EG10882 // EG10918 // EG10865 // EG10883 // EG10867 // EG10866 // EG10909	"rpsQ" // "rpmC" // "rplP" // "rpsC" // "rplV" // "rpsS" // "rplB" // "rplW" // "rplD" // "rplC" // "rpsJ"
TU0-13787	EG11071	"xerD"
TU0-14184	G7903	"yjhE"
TU0-14701	EG11165 // EG11164 // EG11163 // EG11009	"ygiC" // "ygiB" // "ygiA" // "tolC"
TU0-42582	EG10366 // EG10362	"galT" // "galE"
TU0-8331	EG12140	"ydhB"
TU0-12993	G6331	"ybdN"
TU0-13377	G6925	"ydiV"
TU0-8824	G0-8901	"micC"
TU00328	EG10822	"rcsC"
TU0-13770	EG30037	"glyU"
TU0-14168	EG50008	"cybC"
TU0-14679	EG10736 // EG11108	"phr" // "ybgA"
TU0-42560	G7682	"degQ"
TU0-12974	G6302 // G6301	"ybcM" // "ybcL"
TU0-8267	G6937	"cho"
TU0-13361	G6895	"ydhR"
TU0-8809	EG10426	"helD"
TU00310	EG12093 // EG11773 // EG12092 // EG12091 // EG12090 // EG12089 // EG12088 // EG12087 // EG11774 // EG12086 // EG12084 // EG12083 // EG12082	"nuoN" // "nuoM" // "nuoL" // "nuoK" // "nuoJ" // "nuoI" // "nuoH" // "nuoG" // "nuoF" // "nuoE" // "nuoC" // "nuoB" // "nuoA"
TU0-13754	EG11157	"ygeA"
TU0-14152	G7844	"yjeT"
TU0-14658	EG10910 // EG10903 // EG10893 // EG10878 // EG10912	"rpsK" // "rpsD" // "rpoA" // "rplQ" // "rpsM"
TU0-42533	EG12194 // EG12193	"cbpM" // "cbpA"
TU0-12957	G6267 // G6266	"fetB" // "fetA"
TU0-8202	EG11244	"yggE"
TU0-13344	G6860	"ydgH"
TU0-8788	G7047	"dsrA"
TU0-13736	G7450 // G7449 // G7448	"yqcC" // "truC" // "yqcA"
TU00297	EG11885 // EG11886	"opgG" // "opgH"
TU0-14133	G7823 // EG11210	"yjcZ" // "crfC"
TU872	EG11030 // EG11871 // M004 // EG10204 // EG11183 // EG10074 // EG10081	"trpS" // "gph" // "rpe" // "dam" // "damX" // "aroB" // "aroK"
TU0-14638	EG12414 // EG12415 // EG12416 // EG12417 // G7128	"gatA" // "gatB" // "gatC" // "gatD" // "gatZ"
TU0-42510	EG11274	"trpL"
TU0-12938	EG30027	"ffs"
TU0-8082	EG10282 // EG10703 // EG10368	"fbaA" // "pgk" // "epd"
TU0-13327	EG10228 // G6835 // G6834	"dicC" // "ydfX" // "ydfW"
TU0-8766	G7165	"ais"
TU0-13719	G7410	"mltB"
TU00278	EG10345 // EG10340 // EG10346	"ftsX" // "ftsE" // "ftsY"
TU0-14117	EG11931 // EG11930	"yjbM" // "yjbL"
TU794	EG11325	"acnA"
TU0-14617	EG11105	"entH"
TU0-42482	EG10358	"fumC"
TU0-12918	G6233 // EG12168	"proY" // "brnQ"
TU0-7806	EG10432	"hemL"
TU0-13310	EG12345	"ydfG"
TU0-8749	G7511	"ygfZ"
TU0-13700	G7382	"ypjA"
TU00261	EG11214 // EG10237 // EG10244	"yjjA" // "dnaC" // "dnaT"
TU0-14094	EG11914	"eptC"
TU702	EG10773 // EG10772 // EG10771	"proX" // "proW" // "proV"
TU0-14568	EG10435 // EG10436 // EG10437 // EG10438	"hflC" // "hflK" // "hflX" // "hfq"
TU0-42462	G6777 // G6778 // G6779 // G6780 // G6781 // G6782	"ddpF" // "ddpD" // "ddpC" // "ddpB" // "ddpA" // "ddpX"
TU0-12901	G6207	"yaiL"
TU0-7662	G7758	"yhhY"
TU0-13294	G6795 // G6794 // G6793	"ydeT" // "ydeS" // "ydeR"
TU0-8733	G7202	"smrB"
TU0-13682	EG12442	"yfjD"
TU00245	EG11614 // EG11615	"basS" // "basR"
TU0-14073	EG11859	"fdhD"
TU602	EG10890 // EG11119	"rpmF" // "yceD"
TU0-14546	EG10083 // EG11093	"aroM" // "yaiA"
TU0-42414	G7901 // EG12544	"yjhC" // "yjhB"
TU0-12883	G6170	"ykgA"
TU0-7341	EG11443	"rpiA"
TU0-13277	G6767	"yncI"
TU0-8717	G7036	"yecH"
TU0-13663	G7342 // G7341 // G7340	"yphF" // "yphE" // "yphD"
TU00229	EG12380	"gntT"
TU0-14056	EG11485 // EG11021 // EG11484 // EG10698	"hemG" // "trkH" // "yigZ" // "pepQ"
TU543	EG30069	"rnpB"
TU0-14523	EG11980 // EG11979 // EG11978	"rfbX" // "rfbC" // "rfbA"
TU0-41842	G6928	"ydiY"
TU0-12867	G6141 // G6140	"yagF" // "yagE"
TU0-7081	EG12148	"galP"
TU0-13261	G6742	"ydcL"
TU0-8700	G6737	"ydcI"
TU0-13647	G7315	"yfgG"
TU00212	EG11815 // EG11814 // EG12195	"torC" // "torA" // "torD"
TU0-14040	EG11459	"yifK"
TU488	EG10467	"hupB"
TU0-14501	G812	"nrdG"
TU0-41712	EG11819	"purU"
TU0-12851	G6112	"rayT"
TU0-6885	EG10682 // EG10307 // EG12374	"pabA" // "fic" // "yhfG"
TU0-13245	G6724 // G6723 // G0-10542	"insC-2" // "insD-2" // "insCD-2"
TU0-8683	EG11438	"yceF"
TU0-13629	G7273	"yffL"
TU00196	EG10567 // EG10568 // EG10569	"manX" // "manY" // "manZ"
TU0-14022	EG11720	"mdtL"
TU401	EG10400 // EG10397 // EG10395	"glpR" // "glpG" // "glpE"
TU0-14478	G7748	"nfuA"
TU0-3982	G7329	"csiE"
TU0-12835	EG12137 // EG12354 // G6098	"nlpE" // "arfB" // "yaeQ"
TU0-6657	EG10881	"rplT"
TU0-13229	G6679 // G0-10448	"ydaG" // "ydaF"
TU0-8664	G7869	"ytfH"
TU0-13612	G7242	"alaC"
TU00180	EG11057 // EG11056	"umuD" // "umuC"
TU0-14007	EG30092	"selC"
TU346	EG10061	"arcA"
TU0-14458	EG12403	"chaC"
TU0-36435	EG11926 // EG11925 // EG11924 // EG11923	"yjbH" // "yjbG" // "yjbF" // "yjbE"
TU0-12817	EG11749	"yadE"
TU0-6626	EG10440 // EG11272 // EG10710 // EG10709	"ihfA" // "pheM" // "pheT" // "pheS"
TU0-13212	G0-10445 // G6656 // G6655 // G6654 // G6653 // G6652 // G6651 // G6650 // G6649 // G6648 // G6647	"ymjB" // "ycjV" // "ycjU" // "ycjT" // "ycjS" // "ycjR" // "ycjQ" // "ycjP" // "ycjO" // "ycjN" // "ycjM"
TU0-8647	G0-10454	"yobH"
TU0-13595	G7210	"yfcV"
TU00164	EG10294	"fepB"
TU0-13992	EG11765 // EG11764	"yibI" // "yibH"
TU25	EG10256	"eda"
TU0-14422	G0-10634	"shoB"
TU0-36413	G7185 // G7184	"yfbR" // "alaA"
TU0-12800	EG10521 // EG11568	"kefC" // "kefF"
TU0-6553	EG10550	"lysC"
TU0-13190	EG11123 // EG11122	"yciC" // "yciB"
TU0-8630	G0-10474	"yjjZ"
TU0-13579	G7184	"alaA"
TU00148	EG10250 // EG10249	"dsdX" // "dsdA"
TU0-13975	EG12267	"eptB"
TU104	EG10802	"putP"
TU0-14402	EG10170	"cyaA"
TU0-3484	G7266 // G7267	"yfeX" // "yfeY"
TU0-1241	EG11616	"sugE"
TU0-6503	EG11149	"gcvR"
TU0-13172	EG11393	"dsbB"
TU0-8613	G7861	"yjfY"
TU0-13563	EG11142 // G7156 // G7155 // G7154 // G7153 // G7152	"yfaA" // "yfaT" // "yfaS_1" // "yfaS_2" // "yfaQ" // "yfaP"
TU00131	EG10577 // EG10578	"melA" // "melB"
TU0-13956	EG12232	"dtpB"
TU00514	EG30012 // EG30011	"alaX" // "alaW"
TU0-14377	EG11263 // G7701	"gspB" // "gspA"
TU0-3305	EG10881 // EG11231 // EG10506	"rplT" // "rpmI" // "infC"
TU0-1183	EG30072 // EG30079 // EG30033 // EG30086	"rrfC" // "rrlC" // "gltU" // "rrsC"
TU0-6409	EG10407	"gltX"
TU0-13156	G6600	"iraM"
TU0-8596	EG11707	"yidL"
TU0-13547	EG12035	"yeiP"
TU00115	EG10109 // EG10110 // EG10111	"betA" // "betB" // "betI"
TU0-13940	G7762 // G7761 // G0-10540 // G7760 // G7759	"insB-6" // "insA-6" // "insAB-6" // "yrhA" // "yhhZ"
TU00498	EG30021	"asnU"
TU0-14357	G6463	"clpS"
TU0-3101	EG13283 // G7233	"emrY" // "emrK"
TU0-1021	EG11539	"pyrH"
TU0-6042	EG11104	"entS"
TU0-13138	G6571	"ldtC"
TU0-8579	G7745	"yhgE"
TU0-13528	G0-10459	"yohO"
TU00098	EG10059 // EG10058 // EG10057	"araH" // "araG" // "araF"
TU0-13922	EG11262	"tsgA"
TU00482	EG10788 // EG10789 // EG10165	"ptsH" // "ptsI" // "crr"
TU0-14340	EG10139	"cdsA"
TU0-2505	EG11013	"topA"
TU-8427	EG10644 // EG10645	"narV" // "narW"
TU0-5682	G0-16680 // EG12241 // EG12240 // EG11544	"gadF" // "mdtF" // "mdtE" // "gadE"
TU0-13122	G6549	"ymdA"
TU0-8562	G6354	"ybeT"
TU0-13512	M007 // G7135	"thiM" // "thiD"
TU00082	EG10796 // EG10793	"purK" // "purE"
TU0-13903	G7690	"yhdP"
TU00466	EG10757	"ppiA"
TU0-14322	EG11413	"holC"
TU0-2121	G6447 // EG10852	"ybjN" // "rimK"
TU-8396	G7644	"yraP"
TU0-5421	EG11101	"aes"
TU0-13106	G6504 // G6503 // EG11826	"gfcE" // "etp" // "etk"
TU0-8546	G6147	"yagJ"
TU0-13494	G7090	"wzzB"
TU00066	EG10984	"sulA"
TU0-13887	EG11358	"murA"
TU00448	EG12093 // EG11773 // EG12092 // EG12091 // EG12090 // EG12089 // EG12088 // EG12087 // EG11774 // EG12086 // EG12084 // EG12083 // EG12082	"nuoN" // "nuoM" // "nuoL" // "nuoK" // "nuoJ" // "nuoI" // "nuoH" // "nuoG" // "nuoF" // "nuoE" // "nuoC" // "nuoB" // "nuoA"
TU0-14303	EG12031	"yeiL"
TU0-1822	G6318 // G6319	"cusS" // "cusR"
TU0-5101	EG10411	"gnd"
TU0-13089	G6473	"ycbJ"
TU0-8530	G6515	"torT"
TU0-13478	G7073	"ldtA"
TU00050	EG10671	"ompF"
TU0-13871	EG11174 // EG11173	"yhaC" // "yhaB"
TU00431	EG11390	"uspA"
TU0-14282	G7033	"ftnB"
TU0-1601	G7675 // G7676 // G7677 // G436 // EG10637	"yhcH" // "nanK" // "nanE" // "nanT" // "nanA"
TU0-4924	G7891	"idnR"
TU0-13073	G6452 // G6451	"amiD" // "ybjQ"
TU0-8512	EG11664	"slyX"
TU0-13460	G7049	"dgcQ"
TU00034	EG10511	"katG"
TU0-13854	G7602 // G7601	"higB" // "higA"
TU00414	EG11506 // EG11507	"ftsH" // "rlmE"
TU0-14252	EG11003	"tig"
TU0-14819	EG11699	"gpmA"
TU0-4703	EG10524 // EG10526 // EG10527	"lacA" // "lacY" // "lacZ"
TU0-13057	G6417	"ybiO"
TU0-8495	EG12158	"rdgC"
TU0-13443	G7021 // G7020 // G7019	"cmoB" // "cmoA" // "yecN"
TU00018	EG10221 // EG10219 // EG10220 // EG10222	"deoC" // "deoA" // "deoB" // "deoD"
TU0-13836	EG12657	"ygiN"
TU00397	EG12202	"treR"
TU0-14235	EG11291	"loiP"
TU0-14794	EG10415	"greA"
TU0-4502	EG11957 // EG11958 // EG11959 // EG12458 // G7821	"alsE" // "alsC" // "alsA" // "alsB" // "rpiR"
TU0-13040	G6395 // EG11677	"modE" // "modF"
TU0-8478	G6783 // G6784	"dosP" // "dosC"
TU0-13427	G7007 // G7006	"yebT" // "yebS"
TU00002	EG11222	"alkA"
TU0-13820	G7555	"yghW"
TU00381	EG10701	"pflB"
TU0-14219	G7952 // G7951	"yjjV" // "yjjU"
TU0-14766	G7923	"iraD"
TU0-42642	G7347 // G7348 // EG12341 // EG11897	"rseC" // "rseB" // "rseA" // "rpoE"
TU0-8366	EG12261	"bcsQ"
TU0-13024	G6374	"ybfP"
TU0-13409	G6985	"dmlR"
TU0-8863	EG10090	"aslB"
TU00361	EG10978 // EG10977	"sspB" // "sspA"
TU0-13802	EG11427	"tktA"
TU0-14199	G7927 // G7926 // G7925	"yjiH" // "yjiG" // "iadA"
TU0-14736	G0-16680 // EG11544	"gadF" // "gadE"
TU0-42602	EG11647	"accA"
TU0-8346	G7727 // G7726 // G7724 // G7723 // EG12908	"frlR" // "frlD" // "frlC" // "frlB" // "frlA"
TU0-13006	EG11591	"lipB"
TU0-13391	EG10968	"sppA"
TU0-8837	EG10507	"intD"
TU00344	EG10899 // EG10966 // EG10967 // EG10829	"rpoZ" // "spoT" // "trmH" // "recG"
TU0-13784	G7506 // G7505	"ygfT" // "ygfS"
TU0-14181	G0-10565	"yjgX_3"
TU0-14697	EG12241 // EG12240	"mdtF" // "mdtE"
TU0-42578	EG10362	"galE"
TU0-8328	G7123	"yegS"
TU0-12990	G6327	"insL-2"
TU0-13374	G6918 // EG12432	"ydiO" // "ydiF"
TU0-8821	EG10612	"mrr"
TU00325	EG10768 // EG10767	"proB" // "proA"
TU0-13767	G7481 // G7480 // G0-10544 // G7479 // G7478 // G7477	"insC-4" // "insD-4" // "insCD-4" // "ygeO" // "ygeN" // "ygeM"
TU0-14165	G7876 // G7875 // G7874	"ytfP" // "tamB" // "tamA"
TU0-14676	EG11627 // EG11626 // EG11625 // EG11624	"artM" // "artQ" // "artI" // "artP"
TU0-42552	EG13139	"tynA"
TU0-12971	G6297 // G6296 // G0-10530	"insF-3" // "insE-3" // "insEF-3"
TU0-8264	G7940	"symE"
TU0-13358	G6888	"ydhL"
TU0-8806	EG11102	"gsk"
TU0-13749	G7461	"ygdR"
TU0-14148	G7839 // G7838	"yjeO" // "yjeN"
TU0-14653	EG10258	"eno"
TU0-42529	G0-10751	"agrA"
TU0-12953	G6256	"fsr"
TU0-8181	EG10700	"pfkB"
TU0-13341	G6854	"ynfM"
TU0-8783	EG10212	"dcp"
TU0-13732	G7440	"ygcW"
TU00292	EG10517 // EG10516	"kdpE" // "kdpD"
TU0-14130	G0-9541	"yjdP"
TU869	EG10940 // EG10938 // EG11096	"secF" // "secD" // "yajC"
TU0-14635	G7080	"flu"
TU0-42504	EG11432 // EG11431	"yfeD" // "yfeC"
TU0-12935	G6246	"cof"
TU0-8044	EG12162	"gatR_2"
TU0-13324	EG11130	"hokD"
TU0-8763	G0-8868	"omrA"
TU0-13715	G7408 // G7407	"yqaB" // "yqaA"
TU00275	EG11347 // EG11654 // EG11656 // G377 // G378 // G379	"fliF" // "fliG" // "fliH" // "fliI" // "fliJ" // "fliK"
TU0-14114	EG11927	"yjbI"
TU791	EG11146	"xapR"
TU0-14614	EG11003	"tig"
TU0-42479	EG10376	"rsmG"
TU0-12915	EG12159	"ppnP"
TU0-7803	G6881	"slyB"
TU0-13307	G0-8892	"yneM"
TU0-8746	G7416	"ygbI"
TU0-13697	G7376 // G7375	"ypjM_1" // "ypjM_2"
TU00258	EG11440 // EG11268	|def| // |fmt|
TU0-14091	EG11906 // EG11905 // EG11904	"ptsA" // "fsaB" // "gldA"
TU686	G7309 // G7308 // G7307 // G7306 // G7305 // G7304 // G7303 // G7302 // G7301 // G7300 // EG11282 // EG11150	"focB" // "hyfR" // "hyfJ" // "hyfI" // "hyfH" // "hyfG" // "hyfF" // "hyfE" // "hyfD" // "hyfC" // "hyfB" // "hyfA"
TU0-14563	EG10435 // EG10436 // EG10437 // EG10438 // EG10595	"hflC" // "hflK" // "hflX" // "hfq" // "miaA"
TU0-42459	EG11447	"csrA"
TU0-12896	G6191	"yahL"
TU0-7602	G6274	"allS"
TU0-13291	G6787	"ydeM"
TU0-8730	G7164	"nudI"
TU0-13679	EG11152 // EG12880 // G7354	"yfiB" // "dgcN" // "yfiR"
TU00242	EG10087	"ascG"
TU0-14070	EG11853 // EG11852 // EG11851 // EG11850	"yiiD" // "dtd" // "yihY" // "yihX"
TU592	EG12281 // EG12287 // EG12286 // EG12285 // EG12284 // EG12283 // EG12282 // EG12280 // EG12279	"yiaM" // "sgbE" // "sgbU" // "sgbH" // "lyxK" // "yiaO" // "yiaN" // "yiaL" // "yiaK"
TU0-14538	EG12437 // EG11532 // EG11368 // EG12438 // EG10579	"menE" // "menC" // "menB" // "menH" // "menD"
TU0-4222	EG12436	"rseP"
TU0-12880	G6165	"ecpR"
TU0-7282	EG11604	"smf"
TU0-13274	G6765	"yncG"
TU0-8714	G6980	"dgcP"
TU0-13660	G7330	"hcaT"
TU00226	EG11286	"argE"
TU0-14053	EG11481	"tatD"
TU526	EG10493 // EG10496 // EG10497	"ilvA" // "ilvD" // "ilvE"
TU0-14519	EG11036	"tufA"
TU0-4182	EG11424 // EG11189 // EG12210 // EG10838	"waaL" // "waaC" // "waaF" // "rfaD"
TU0-12864	G6136 // G6135	"mmuM" // "mmuP"
TU0-7043	EG11064	"uvrD"
TU0-13258	G6738	"ydcJ"
TU0-8697	G6673	"dgcM"
TU0-13643	G7296	"ypfH"
TU00209	EG11221	"zwf"
TU0-14036	EG10413	"gpp"
TU484	EG10247 // EG10693	"acpS" // "pdxJ"
TU0-14496	G6879	"pdxY"
TU0-41673	G6570	"bhsA"
TU0-12848	G6108	"yafK"
TU0-6881	EG10499 // EG10500	"ilvH" // "ilvI"
TU0-13242	G6705 // G6704 // G6703	"ydbL" // "ynbE" // "ydbH"
TU0-8680	G6499	"yccU"
TU0-13626	G7269 // G7268	"ypeA" // "yfeZ"
TU00193	EG10615 // EG10616 // EG11965	"mtlA" // "mtlD" // "mtlR"
TU0-1402	EG11833	"yihG"
TU368	EG12278	"yiaJ"
TU0-14473	EG11042 // EG12870 // G6659	"tyrR" // "ycjF" // "ycjX"
TU0-3901	EG11508	"sra"
TU0-12832	G6095	"yaeR"
TU0-6652	EG10634	"umpH"
TU0-13226	EG10827 // EG11899 // EG11900 // EG11901 // G6677 // G6676	"recE" // "recT" // "ralR" // "ydaC" // "xisR" // "intR"
TU0-8661	G7804	"ysgA"
TU0-13609	G7235	"yfdV"
TU00177	EG10269 // EG10672	"envZ" // "ompR"
TU0-14004	EG10965	"gmk"
TU343	EG30061	"metY"
TU0-14452	G7107 // G7105 // G7106	"wza" // "wzc" // "wzb"
TU0-36431	EG11680 // G7665 // G7664 // G7663	"lptB" // "lptA" // "lptC" // "kdsC"
TU0-12813	EG12605	"yacL"
TU0-6622	G6242	"ppiD"
TU0-13209	G6643 // G6644	"puuP" // "puuA"
TU0-8644	G6979	"yoaF"
TU0-13592	G7198	"yfcJ"
TU00161	EG10336 // EG10337 // G7990	"fruA" // "fruK" // "fruB"
TU0-13989	EG11187 // EG10846	"yibA" // "rhsA"
TU221	EG10897	"rpoH"
TU0-14417	EG10629	"emrE"
TU0-36408	EG11127	"yciG"
TU0-12796	G6086 // G6085 // G0-10535	"insA-1" // "insB-1" // "insAB-1"
TU0-6550	EG10407	"gltX"
TU0-13185	EG11342	"ychE"
TU0-8627	EG12343	"ettA"
TU0-13576	G7179	"yfbM"
TU00144	EG10193 // EG10183 // EG10198 // EG10197 // EG10195	"cysM" // "cysA" // "cysW" // "cysU" // "cysP"
TU0-13972	EG12265 // EG12264 // EG12263	"bcsG" // "bcsF" // "bcsE"
TU101	EG20248 // EG11066	"uxuB" // "uxuA"
TU0-14396	EG10164	"crp"
TU0-3464	G6990	"yeaY"
TU0-1198	EG12231	"uspB"
TU0-6485	EG10138	"cdh"
TU0-13169	G6616	"ycgL"
TU0-8610	G7833	"yjeH"
TU0-13560	EG12070	"yojI"
TU00128	EG10352 // EG10349 // EG10350 // EG10355 // EG10353	"fucP" // "fucI" // "fucK" // "fucU" // "fucR"
TU0-13953	EG12225	"yhiJ"
TU00511	EG11016 // EG30108 // EG30106	"tpr" // "tyrV" // "tyrT"
TU0-14374	EG11359 // EG12173 // G7711 // G7710 // G7709 // G7708 // G7707 // G7706 // G7705 // G7704 // G7703 // G7702	"gspO" // "gspM" // "gspL" // "gspK" // "gspJ" // "gspI" // "gspH" // "gspG" // "gspF" // "gspE" // "gspD" // "gspC"
TU0-3301	EG10828	"recF"
TU0-1161	G6094	"ldcC"
TU0-6405	EG11067	"valS"
TU0-13153	EG10737	"pinE"
TU0-8593	G0-10468	"yibT"
TU0-13543	EG12029	"nupX"
TU00112	EG10091	"asnA"
TU0-13935	EG10088	"asd"
TU00495	EG30110 // EG30113 // EG30114 // EG30056	"valU" // "valX" // "valY" // "lysV"
TU0-14354	EG10858	"rnd"
TU0-2741	EG12189 // EG11823	"hemF" // "amiA"
TU0-1002	G6940 // G6941 // G6942 // G6943 // G6944	"astE" // "astB" // "astD" // "astA" // "astC"
TU0-6	EG10188	"cysG"
TU0-13135	EG12303 // EG11500 // EG12302 // EG11494 // EG11493	"ycfH" // "holB" // "tmk" // "mltG" // "pabC"
TU0-8576	G7649	"yhbQ"
TU0-13525	EG12005	"yehS"
TU00095	EG11811	"aidB"
TU0-13918	G7717 // EG20110 // G0-10466	"kefG" // "kefB" // "yheV"
TU00479	EG10788 // EG10789 // EG10165	"ptsH" // "ptsI" // "crr"
TU0-14337	G0-8911	"C0664"
TU0-2502	EG11013	"topA"
TU-8421	EG10740	"plsB"
TU0-5601	EG10891 // EG10886 // EG11312	"rpmG" // "rpmB" // "yicR"
TU0-13119	G6539	"ghrA"
TU0-8559	G6329	"ybdL"
TU0-13509	G7132 // G7131 // G7130	"yegV" // "yegU" // "yegT"
TU00079	EG10192	"cysK"
TU0-13900	G7684	"yhcO"
TU00463	EG10757	"ppiA"
TU0-14319	EG10460 // EG10458 // EG10459	"hsdS" // "hsdM" // "hsdR"
TU0-2081	EG11619	"mfd"
TU-8392	EG10762 // EG10830 // EG11070	"prfB" // "recJ" // "dsbC"
TU0-5322	EG12357 // G6923 // G6922 // G6921 // G6920	"fadK" // "ydiT" // "ydiS" // "ydiR" // "ydiQ"
TU0-13103	G6501	"rlmI"
TU0-8543	G6100	"yafS"
TU0-13491	G7088	"yeeY"
TU00063	EG10843 // EG10842	"rhaS" // "rhaR"
TU0-13884	EG11499 // G7656	"yhbE" // "obgE"
TU00445	EG10156	"clpA"
TU0-14300	EG11678 // EG12325 // EG12326 // EG12327	"yadC" // "yadK" // "yadL" // "yadM"
TU0-1803	EG12344	"pspF"
TU0-5062	EG11207	"yjaB"
TU0-13086	G6470	"ycaL"
TU0-8527	EG10994	"tdk"
TU0-13473	G7066 // G7065	"yeeL_1" // "yeeL_2"
TU00047	EG12360 // EG10660 // EG10661	"yfaE" // "nrdA" // "nrdB"
TU0-13868	G7621 // G7620	"yhaL" // "yhaK"
TU00428	EG12123	"lrhA"
TU0-14275	G7418	"ygbK"
TU0-1549	EG12252	"pdeH"
TU0-4905	EG10367	"gapA"
TU0-13070	G0-8880	"rybB"
TU0-8509	EG12154	"sieB"
TU0-13457	G7040	"yedL"
TU00031	EG10394	"glpD"
TU0-13851	EG12720	"ygjI"
TU00410	EG10309	"fimB"
TU0-14247	G6113	"lfhA"
TU0-14816	EG10282 // EG10703	"fbaA" // "pgk"
TU0-4682	G7891 // EG12539 // G7892 // G7893	"idnR" // "idnT" // "idnO" // "idnD"
TU0-13053	EG12421	"ybiI"
