"t1"	1	1	1	3	3	3	3	3	3	4	4	5	5	5	5	5	6	6	6	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	9	10
"t2"	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	6	6	6	6	6	6	7	7	7	7	8	8	8	8	8	8	8	8	8


