FE,ZN,MN,CU,MO,NI,CO,Protein ID
0,0,0,0,0,0,0,6PGLUCONOLACT-MONOMER
0,0,0,0,0,0,0,7-ALPHA-HYDROXYSTEROID-DEH-MONOMER
0,0,0,0,0,0,0,7KAPSYN-MONOMER
0,0,0,0,0,0,0,AAS-MONOMER
0,0,0,0,0,0,0,ABC-MONOMER
0,0,0,0,0,0,0,ABGT-MONOMER
0,0,0,0,0,0,0,ACETATEKINA-MONOMER
0,0,0,0,0,0,0,ACETOLACTSYNIII-HCHAIN-MONOMER
0,0,0,0,0,0,0,ACETOLACTSYNIII-ICHAIN-MONOMER
0,0,0,0,0,0,0,ACETYL-COA-ACETYLTRANSFER-MONOMER
0,0,0,0,0,0,0,ACETYLGLUTKIN-MONOMER
0,2,0,0,0,0,0,ACETYLORNDEACET-MONOMER
0,0,0,0,0,0,0,ACETYLORNTRANSAM-MONOMER
0,0,0,0,0,0,0,ACNEULY-MONOMER
4,0,0,0,0,0,0,ACONITASE-MONOMER
4,0,0,0,0,0,0,ACONITATEDEHYDRB-MONOMER
0,0,0,0,0,0,0,ACPSUB-MONOMER
0,0,0,0,0,0,0,ACRB-MONOMER
0,0,0,0,0,0,0,ACRD-MONOMER
0,0,0,0,0,0,0,ACRF-MONOMER
0,0,0,0,0,0,0,ACS-MONOMER
0,0,0,0,0,0,0,ACSERLYA-MONOMER
0,0,0,0,0,0,0,ACSERLYB-MONOMER
0,0,0,0,0,0,0,ACYLCOADEHYDROG-MONOMER
0,0,0,0,0,0,0,ACYLCOASYN-MONOMER
0,0,0,0,0,0,0,ADCLY-MONOMER
0,1,0,0,0,0,0,ADENODEAMIN-MONOMER
0,0,0,0,0,0,0,ADENPRIBOSYLTRAN-MONOMER
0,0,0,0,0,0,0,ADENYL-KIN-MONOMER
0,0,0,0,0,0,0,ADENYLATECYC-MONOMER
0,0,0,0,0,0,0,ADENYLOSUCCINATE-SYN-MONOMER
0,0,0,0,0,0,0,ADENYLYLSULFKIN-MONOMER
0,2,0,0,0,0,0,ADHC-MONOMER
1,0,0,0,0,0,0,ADHE-MONOMER
0,2,0,0,0,0,0,ADHP-MONOMER
0,0,0,0,0,0,0,AERGLYC3PDEHYDROG-MONOMER
0,0,0,0,0,0,0,AGAA-MONOMER
0,0,0,0,0,0,0,AGAB-MONOMER
0,0,0,0,0,0,0,AGAC-MONOMER
0,0,0,0,0,0,0,AGAD-MONOMER
0,0,0,0,0,0,0,AGAX-MONOMER
0,0,2,0,0,0,0,AGMATIN-MONOMER
0,0,0,0,0,0,0,AICARTRANSIMPCYCLO-CPLX
0,0,0,0,0,0,0,AIRS-MONOMER
0,0,0,0,0,0,0,AKBLIG-MONOMER
0,0,0,0,0,0,0,ALARACEBIOSYN-MONOMER
0,0,0,0,0,0,0,ALARACECAT-MONOMER
0,1,0,0,0,0,0,ALAS-MONOMER
0,0,0,0,0,0,0,ALDDEHYDROGB-MONOMER
0,0,0,0,0,0,0,ALDHDEHYDROG-MONOMER
0,0,0,0,0,0,0,ALDOSE1EPIM-MONOMER
0,2,0,0,0,0,0,ALKAPHOSPHA-MONOMER
0,0,0,0,0,0,0,ALPHA-AMYL-CYTO-MONOMER
0,0,0,0,0,0,0,ALPHA-AMYL-PERI-MONOMER
0,0,0,0,0,0,0,ALPHACOMP-MONOMER
0,0,1,0,0,0,0,ALPHAGALACTOSID-MONOMER
0,0,0,0,0,0,0,ALTRO-OXIDOREDUCT-MONOMER
0,0,0,0,0,0,0,ALTRODEHYDRAT-MONOMER
0,0,1,1,0,0,0,AMINEOXID-MONOMER
0,0,0,0,0,0,0,AMP-NUCLEOSID-MONOMER
0,0,0,0,0,0,0,AMPG-MONOMER
0,0,0,0,0,0,0,AMTB-MONOMER
0,0,0,0,0,0,0,AMYLOMALT-MONOMER
0,0,0,0,0,0,0,ANGLYC3PDEHYDROGSUBUNITA-MONOMER
0,0,0,0,0,0,0,ANGLYC3PDEHYDROGSUBUNITB-MONOMER
8,0,0,0,0,0,0,ANGLYC3PDEHYDROGSUBUNITC-MONOMER
0,0,0,0,0,0,0,ANSA-MONOMER
0,0,0,0,0,0,0,ANSB-MONOMER
0,0,0,0,0,0,0,ANSP-MONOMER
0,0,0,0,0,0,0,ANTHRANSYNCOMPI-MONOMER
0,0,0,0,0,0,0,ANTHRANSYNCOMPII-MONOMER
0,0,0,0,0,0,0,APHA-MONOMER
0,0,0,0,0,0,0,APPA-MONOMER
0,0,0,0,0,0,0,APPB-MONOMER
1,0,0,0,0,0,0,APPC-MONOMER
0,0,0,0,0,0,0,AQPZ-MONOMER
0,0,1,0,0,0,0,ARABISOM-MONOMER
0,0,0,0,0,0,0,ARAE-MONOMER
0,0,0,0,0,0,0,ARAF-MONOMER
0,0,0,0,0,0,0,ARAG-MONOMER
0,0,0,0,0,0,0,ARAH-MONOMER
0,0,0,0,0,0,0,ARAJ-MONOMER
0,0,0,0,0,0,0,ARCA-MONOMER
0,0,0,0,0,0,0,ARCB-MONOMER
0,0,0,0,0,0,0,ARCD-MONOMER
0,0,0,0,0,0,0,ARGDECARBOXBIO-MONOMER
0,0,0,0,0,0,0,ARGDECARBOXDEG-MONOMER
0,0,0,0,0,0,0,ARGS-MONOMER
0,0,0,0,0,0,0,ARGSUCCINLYA-MONOMER
0,0,0,0,0,0,0,ARGSUCCINSYN-MONOMER
0,0,0,0,0,0,0,ARGSUCCTRAN-MONOMER
0,0,0,0,0,0,0,ARGT-MONOMER
0,0,0,0,0,0,0,AROA-MONOMER
0,1,0,0,0,0,0,AROB-MONOMER
0,0,0,0,0,0,0,AROC-MONOMER
0,0,0,0,0,0,0,AROD-MONOMER
0,0,0,0,0,0,0,AROE-MONOMER
0,0,0,0,0,0,0,AROF-MONOMER
0,0,0,0,0,0,0,AROG-MONOMER
0,0,0,0,0,0,0,AROH-MONOMER
0,0,0,0,0,0,0,AROK-MONOMER
0,0,0,0,0,0,0,AROL-MONOMER
0,0,0,0,0,0,0,AROP-MONOMER
0,0,0,0,0,0,0,ARSF-MONOMER
0,0,0,0,0,0,0,ARTI-MONOMER
0,0,0,0,0,0,0,ARTJ-MONOMER
0,0,0,0,0,0,0,ARTM-MONOMER
0,0,0,0,0,0,0,ARTP-MONOMER
0,0,0,0,0,0,0,ARTQ-MONOMER
0,0,0,0,0,0,0,ARYLSULFAT-MONOMER
0,0,0,0,0,0,0,ASCF-MONOMER
0,0,0,0,0,0,0,ASL-MONOMER
0,0,0,0,0,0,0,ASNS-MONOMER
0,0,0,0,0,0,0,ASNSYNA-MONOMER
0,0,0,0,0,0,0,ASNSYNB-MONOMER
0,0,0,0,0,0,0,ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER
0,0,0,0,0,0,0,ASPAMINOTRANS-MONOMER
0,0,0,0,0,0,0,ASPARTASE-MONOMER
0,0,0,0,0,0,0,ASPCARBCAT-MONOMER
0,1,0,0,0,0,0,ASPCARBREG-MONOMER
0,0,0,0,0,0,0,ASPDECARBOX-MONOMER
0,0,0,0,0,0,0,ASPKINIHOMOSERDEHYDROGI-MONOMER
0,0,0,0,0,0,0,ASPKINIIHOMOSERDEHYDROGII-MONOMER
0,0,0,0,0,0,0,ASPKINIII-MONOMER
0,0,0,0,0,0,0,ASPS-MONOMER
0,0,0,0,0,0,0,ATOA-MONOMER
0,0,0,0,0,0,0,ATOC-MONOMER
0,0,0,0,0,0,0,ATOD-MONOMER
0,0,0,0,0,0,0,ATOS-MONOMER
0,0,0,0,0,0,0,ATPA-MONOMER
0,0,0,0,0,0,0,ATPB-MONOMER
0,0,0,0,0,0,0,ATPC-MONOMER
0,0,0,0,0,0,0,ATPD-MONOMER
0,0,0,0,0,0,0,ATPE-MONOMER
0,0,0,0,0,0,0,ATPF-MONOMER
0,0,0,0,0,0,0,ATPG-MONOMER
0,0,0,0,0,0,0,ATPH-MONOMER
0,0,0,0,0,0,0,ATPPHOSRIBOSTRANS-MONOMER
0,0,0,0,0,0,0,B0070-MONOMER
0,0,0,0,0,0,0,B0260-MONOMER
0,0,0,0,0,0,0,B0270-MONOMER
0,0,0,0,0,0,0,B0427-MONOMER
0,0,0,0,0,0,0,B0486-MONOMER
0,0,0,0,0,0,0,B0511-MONOMER
0,0,0,0,0,0,0,B0612-MONOMER
0,0,0,0,0,0,0,B0709-MONOMER
0,0,0,0,0,0,0,B0752-MONOMER
0,0,0,0,0,0,0,B0770-MONOMER
0,0,0,0,0,0,0,B0899-MONOMER
0,0,0,0,0,0,0,B1006-MONOMER
0,0,0,0,0,0,0,B1065-MONOMER
0,0,0,0,0,0,0,B1296-MONOMER
0,0,0,0,0,0,0,B1433-MONOMER
0,0,0,0,0,0,0,B1543-MONOMER
0,0,0,0,0,0,0,B1596-MONOMER
0,0,0,0,0,0,0,B1599-MONOMER
0,0,0,0,0,0,0,B1600-MONOMER
0,0,0,0,0,0,0,B1634-MONOMER
0,0,0,0,0,0,0,B1657-MONOMER
0,0,0,0,0,0,0,B1690-MONOMER
0,0,0,0,0,0,0,B1691-MONOMER
0,0,0,0,0,0,0,B1775-MONOMER
0,0,0,0,0,0,0,B1791-MONOMER
0,0,0,0,0,0,0,B1828-MONOMER
0,0,0,0,0,0,0,B2075-MONOMER
0,0,0,0,0,0,0,B2076-MONOMER
0,0,0,0,0,0,0,B2077-MONOMER
0,0,0,0,0,0,0,B2098-MONOMER
0,0,0,0,0,0,0,B2170-MONOMER
0,0,0,0,0,0,0,B2246-MONOMER
0,0,0,0,0,0,0,B2322-MONOMER
0,0,0,0,0,0,0,B2372-MONOMER
0,0,0,0,0,0,0,B2740-MONOMER
0,0,0,0,0,0,0,B2771-MONOMER
0,0,0,0,0,0,0,B2775-MONOMER
0,0,0,0,0,0,0,B2789-MONOMER
0,0,0,0,0,0,0,B2845-MONOMER
0,0,0,0,0,0,0,B2975-MONOMER
0,0,0,0,0,0,0,B3659-MONOMER
0,0,0,0,0,0,0,B4141-MONOMER
0,0,0,0,0,0,0,BADH-MONOMER
0,0,0,0,0,0,0,BAER-MONOMER
0,0,0,0,0,0,0,BAES-MONOMER
0,0,0,0,0,0,0,BARA-MONOMER
0,0,0,0,0,0,0,BASR-MONOMER
0,0,0,0,0,0,0,BASS-MONOMER
0,0,0,0,0,0,0,BCCP-MONOMER
0,0,0,0,0,0,0,BCR-MONOMER
0,0,0,0,0,0,0,BETA-GLUCURONID-MONOMER
5,0,0,0,0,0,0,BETACOMP-MONOMER
0,0,0,0,0,0,0,BETAGALACTOSID-MONOMER
0,0,0,0,0,0,0,BETT-MONOMER
0,0,0,0,0,0,0,BGLF-MONOMER
0,0,0,0,0,0,0,BIOTIN-CARBOXYL-MONOMER
6,0,0,0,0,0,0,BIOTIN-SYN-MONOMER
0,0,0,0,0,0,0,BIOTINLIG-MONOMER
0,0,0,0,0,0,0,BRANCHED-CHAINAMINOTRANSFER-MONOMER
0,0,0,0,0,0,0,BRNQ-MONOMER
0,0,0,0,0,0,0,BTUC-MONOMER
0,0,0,0,0,0,0,BTUD-MONOMER
0,0,0,0,0,0,0,BTUE-MONOMER
0,0,0,0,0,0,0,CADB-MONOMER
0,0,0,0,0,0,0,CAIC-MONOMER
0,0,0,0,0,0,0,CAIE-MONOMER
0,0,0,0,0,0,0,CAIT-MONOMER
0,1,0,0,0,0,0,CARBODEHYDRAT-MONOMER
0,0,0,0,0,0,0,CARBOXYL-TRANSFERASE-ALPHA-MONOMER
0,1,0,0,0,0,0,CARBOXYL-TRANSFERASE-BETA-MONOMER
0,0,0,0,0,0,0,CARBPSYN-LARGE
0,0,0,0,0,0,0,CARBPSYN-SMALL
0,0,0,0,0,0,0,CARDIOLIPSYN-MONOMER
0,0,0,0,0,0,0,CARNDEHYDRA-MONOMER
0,0,0,0,0,0,0,CARNRACE-MONOMER
0,0,0,0,0,0,0,CCMA-MONOMER
0,0,0,0,0,0,0,CCMB-MONOMER
0,0,0,0,0,0,0,CCMC-MONOMER
1,0,0,0,0,0,0,CCME-MONOMER
0,0,0,0,0,0,0,CDPDIGLYPYPHOSPHA-MONOMER
0,0,0,0,0,0,0,CDPDIGLYSYN-MONOMER
0,0,0,0,0,0,0,CELA-MONOMER
0,0,0,0,0,0,0,CELB-MONOMER
0,0,0,0,0,0,0,CELC-MONOMER
0,0,0,0,0,0,0,CFA-MONOMER
0,0,0,0,0,0,0,CHAA-MONOMER
0,0,0,0,0,0,0,CHAINF-MONOMER
0,1,0,0,0,0,0,CHAINI-MONOMER
0,0,0,0,0,0,0,CHD-MONOMER
0,0,0,0,0,0,0,CHEA-SMALL
0,0,0,0,0,0,0,CHEB-MONOMER
0,0,0,0,0,0,0,CHER-MONOMER
0,0,0,0,0,0,0,CHEW-MONOMER
0,0,0,0,0,0,0,CHEY-MONOMER
0,0,0,0,0,0,0,CHEZ-MONOMER
0,0,0,0,0,0,0,CHORISMUTPREPHENDEHYDRAT-MONOMER
0,0,0,0,0,0,0,CHORISMUTPREPHENDEHYDROG-MONOMER
0,0,0,0,0,0,0,CHORPYRLY-MONOMER
0,0,0,0,0,0,0,CITC-MONOMER
0,0,0,0,0,0,0,CITRYLY-MONOMER
0,0,0,0,0,0,0,CITSYN-MONOMER
0,0,0,0,0,0,0,CITTRANS-MONOMER
0,0,0,0,0,0,0,CMPKI-MONOMER
0,0,0,0,0,0,0,CMR-MONOMER
0,0,0,0,0,0,0,CMTA-MONOMER
0,0,0,0,0,0,0,CMTB-MONOMER
0,0,0,0,0,0,0,COBALADENOSYLTRANS-MONOMER
0,0,0,0,0,0,0,COBS-MONOMER
0,0,0,0,0,0,0,COBU-MONOMER
0,0,0,0,0,0,0,CODB-MONOMER
0,0,1,0,0,0,0,COPROGENOXI-MONOMER
0,0,0,0,0,0,0,CORA-MONOMER
0,0,0,0,0,0,0,CPDB-MONOMER
0,0,0,0,0,0,0,CPM-KDOSYNTH-MONOMER
0,0,0,0,0,0,0,CPXA-MONOMER
0,0,0,0,0,0,0,CPXR-MONOMER
0,0,0,0,0,0,0,CREB-MONOMER
0,0,0,0,0,0,0,CREC-MONOMER
0,0,0,0,0,0,0,CROBETREDUCT-MONOMER
0,0,0,0,0,0,0,CRR-MONOMER
0,0,0,0,0,0,0,CTPSYN-MONOMER
0,0,0,0,0,0,0,CYANLY-MONOMER
0,0,0,0,0,0,0,CYCA-MONOMER
0,0,0,0,0,0,0,CYCLASE-MONOMER
1,0,0,0,0,0,0,CYDA-MONOMER
0,0,0,0,0,0,0,CYDB-MONOMER
0,0,0,0,0,0,0,CYDC-MONOMER
0,0,0,0,0,0,0,CYDD-MONOMER
0,0,0,0,0,0,0,CYNX-MONOMER
0,0,0,0,0,0,0,CYOA-MONOMER
1,0,0,1,0,0,0,CYOB-MONOMER
0,0,0,0,0,0,0,CYOC-MONOMER
0,0,0,0,0,0,0,CYOD-MONOMER
0,0,0,0,0,0,0,CYSA-MONOMER
0,0,0,0,0,0,0,CYSD-MONOMER
0,0,0,0,0,0,0,CYSN-MONOMER
0,0,0,0,0,0,0,CYSP-MONOMER
0,1,0,0,0,0,0,CYSS-MONOMER
0,0,0,0,0,0,0,CYST-MONOMER
0,0,0,0,0,0,0,CYSTATHIONINE-BETA-LYASE-MONOMER
0,0,0,0,0,0,0,CYSW-MONOMER
0,0,0,0,0,0,0,CYTDEAM-MONOMER
0,1,0,0,0,0,0,CYTIDEAM-MONOMER
2,0,0,0,0,0,0,CYTOCHROME-B561-MONOMER
1,0,0,0,0,0,0,CYTOCHROMEC-MONOMER
1,0,0,0,0,0,0,CYTOCHROMEC552-MONOMER
0,0,0,0,0,0,0,DALADALALIGA-MONOMER
0,0,0,0,0,0,0,DALADALALIGB-MONOMER
0,0,0,0,0,0,0,DALADEHYDROGA-MONOMER
0,0,0,0,0,0,0,DAPASYN-MONOMER
0,0,0,0,0,0,0,DCTA-MONOMER
0,0,0,0,0,0,0,DCTP-DEAM-MONOMER
0,0,0,0,0,0,0,DCUA-MONOMER
0,0,0,0,0,0,0,DCUB-MONOMER
0,0,0,0,0,0,0,DCUC-MONOMER
0,0,0,0,0,0,0,DCUR-MONOMER
0,0,0,0,0,0,0,DCUS-MONOMER
0,0,0,0,0,0,0,DCYSDESULF-MONOMER
0,0,0,0,0,0,0,DEHYDDEOXGALACTKIN-MONOMER
0,0,0,0,0,0,0,DEHYDDEOXPHOSGALACT-ALDOL-MONOMER
0,0,0,0,0,0,0,DEOA-MONOMER
0,0,0,0,0,0,0,DEOD-MONOMER
0,0,0,0,0,0,0,DEOXYGLUCONOKIN-MONOMER
0,0,0,0,0,0,0,DEOXYRIBOSE-P-ALD-MONOMER
0,0,0,0,0,0,0,DETHIOBIOTIN-SYN-MONOMER
0,0,0,0,0,0,0,DGTPTRIPHYDRO-MONOMER
0,0,0,0,0,0,0,DHHB-METHYLTRANSFER-MONOMER
0,0,0,0,0,0,0,DHPDIOXYGEN-MONOMER
0,0,0,0,0,0,0,DIACYLGLYKIN-MONOMER
0,0,0,0,0,0,0,DIAMINOPIMDECARB-MONOMER
0,0,0,0,0,0,0,DIAMINOPIMEPIM-MONOMER
4,0,0,0,0,0,0,DIENOYLCOAREDUCT-MONOMER
0,0,0,0,0,0,0,DIHYDRODIPICSYN-MONOMER
0,0,0,0,0,0,0,DIHYDROFOLATEREDUCT-MONOMER
0,2,0,0,0,0,0,DIHYDROOROT-MONOMER
0,0,0,0,0,0,0,DIHYDROOROTOX-MONOMER
0,0,0,0,0,0,0,DIHYDROPICRED-MONOMER
0,0,0,0,0,0,0,DIHYDROPTERIREDUCT-MONOMER
2,0,0,0,0,0,0,DIHYDROXYACIDDEHYDRAT-MONOMER
0,0,0,0,0,0,0,DINF-MONOMER
0,0,0,0,0,0,0,DIOHBUTANONEPSYN-MONOMER
0,0,0,0,0,0,0,DISULFOXRED-MONOMER
0,0,0,0,0,0,0,DLACTDEHYDROGFAD-MONOMER
0,0,0,0,0,0,0,DLACTDEHYDROGNAD-MONOMER
0,0,0,0,0,0,0,DMBPPRIBOSYLTRANS-MONOMER
0,0,0,0,0,0,0,DMK-MONOMER
4,0,0,0,2,0,0,DMSA-MONOMER
16,0,0,0,0,0,0,DMSB-MONOMER
0,0,0,0,0,0,0,DMSC-MONOMER
0,0,0,0,0,0,0,DPPA-MONOMER
0,0,0,0,0,0,0,DPPB-MONOMER
0,0,0,0,0,0,0,DPPC-MONOMER
4,0,0,0,0,0,0,DPPD-MONOMER
0,0,0,0,0,0,0,DPPF-MONOMER
0,0,0,0,0,0,0,DSBBPROT-MONOMER
0,0,0,0,0,0,0,DSBC-MONOMER
0,0,0,0,0,0,0,DSBD-MONOMER
0,0,0,0,0,0,0,DSBG-MONOMER
0,0,0,0,0,0,0,DSDX-MONOMER
0,0,0,0,0,0,0,DSERDEAM-MONOMER
0,0,0,0,0,0,0,DTDPDEHYDRHAMEPIM-MONOMER
0,0,0,0,0,0,0,DTDPDEHYRHAMREDUCT-MONOMER
0,0,0,0,0,0,0,DTDPGLUCDEHYDRAT-MONOMER
0,0,0,0,0,0,0,DTDPGLUCDEHYDRAT2-MONOMER
0,0,0,0,0,0,0,DTDPGLUCOSEPP-MONOMER
0,0,0,0,0,0,0,DTDPGLUCOSEPP2-MONOMER
0,0,0,0,0,0,0,DTMPKI-MONOMER
0,0,0,0,0,0,0,DUTP-PYROP-MONOMER
0,0,0,0,0,0,0,DXPREDISOM-MONOMER
0,0,0,0,0,0,0,DXS-MONOMER
0,0,0,0,0,0,0,E1O-MONOMER
0,0,0,0,0,0,0,E1P-MONOMER
0,0,0,0,0,0,0,E2O-MONOMER
0,0,0,0,0,0,0,E2P-MONOMER
0,0,0,0,0,0,0,E3-MONOMER
0,0,0,0,0,0,0,EG10003-MONOMER
0,0,0,0,0,0,0,EG10004-MONOMER
0,0,0,0,0,0,0,EG10010-MONOMER
0,0,0,0,0,0,0,EG10011-MONOMER
0,1,0,0,0,0,0,EG10013-MONOMER
0,0,0,0,0,0,0,EG10015-MONOMER
0,0,0,0,0,0,0,EG10018-MONOMER
0,4,0,0,0,0,0,EG10021-MONOMER
1,0,0,0,0,0,0,EG10037-MONOMER
0,0,0,0,0,0,0,EG10040-MONOMER
0,1,0,0,0,0,0,EG10041-MONOMER
0,0,0,0,0,0,0,EG10042-MONOMER
0,0,0,0,0,0,0,EG10043-MONOMER
0,0,0,0,0,0,0,EG10044-MONOMER
0,0,0,0,0,0,0,EG10047-MONOMER
0,0,0,0,0,0,0,EG10048-MONOMER
0,0,0,0,0,0,0,EG10083-MONOMER
0,0,0,0,0,0,0,EG10085-MONOMER
0,0,0,0,0,0,0,EG10087-MONOMER
12,0,0,0,0,0,0,EG10090-MONOMER
0,0,0,0,0,0,0,EG10106-MONOMER
0,0,0,0,0,0,0,EG10108-MONOMER
4,0,0,0,0,0,0,EG10113-MONOMER
0,0,0,0,0,0,0,EG10114-MONOMER
0,0,0,0,0,0,0,EG10116-MONOMER
0,0,0,0,0,0,0,EG10119-MONOMER
0,0,0,0,0,0,0,EG10122-MONOMER
0,0,0,0,1,0,0,EG10124-MONOMER
0,0,0,0,0,0,0,EG10125-MONOMER
0,0,0,0,0,0,0,EG10126-MONOMER
0,0,0,0,0,0,0,EG10136-MONOMER
0,0,0,0,0,0,0,EG10143-MONOMER
0,0,1,0,0,0,0,EG10144-MONOMER
0,0,0,0,0,0,0,EG10145-MONOMER
0,0,0,0,0,0,0,EG10153-MONOMER
0,1,0,0,0,0,0,EG10154-MONOMER
0,0,0,0,0,0,0,EG10155-MONOMER
0,0,0,0,0,0,0,EG10156-MONOMER
0,0,0,0,0,0,0,EG10157-MONOMER
0,0,0,0,0,0,0,EG10158-MONOMER
0,1,0,0,0,0,0,EG10159-MONOMER
0,0,0,0,0,0,0,EG10167-MONOMER
0,0,0,0,0,0,0,EG10168-MONOMER
0,0,0,0,0,0,0,EG10169-MONOMER
0,0,0,0,0,0,0,EG10201-MONOMER
0,0,0,0,0,0,0,EG10202-MONOMER
0,0,0,0,0,0,0,EG10203-MONOMER
0,0,0,0,0,0,0,EG10204-MONOMER
0,0,0,0,0,0,0,EG10210-MONOMER
0,0,0,0,0,0,0,EG10211-MONOMER
0,1,0,0,0,0,0,EG10212-MONOMER
0,0,0,0,0,0,0,EG10215-MONOMER
0,0,0,0,0,0,0,EG10216-MONOMER
0,0,0,0,0,0,0,EG10218-MONOMER
0,0,0,0,0,0,0,EG10226-MONOMER
0,0,0,0,0,0,0,EG10227-MONOMER
0,0,0,0,0,0,0,EG10228-MONOMER
0,0,0,0,0,0,0,EG10229-MONOMER
0,1,0,0,0,0,0,EG10230-MONOMER
0,0,0,0,0,0,0,EG10236-MONOMER
0,0,0,0,0,0,0,EG10237-MONOMER
0,0,0,0,0,0,0,EG10238-MONOMER
0,0,0,0,0,0,0,EG10239-MONOMER
0,2,0,0,0,0,0,EG10240-MONOMER
0,0,0,0,0,0,0,EG10241-MONOMER
0,0,0,0,0,0,0,EG10242-MONOMER
0,0,0,0,0,0,0,EG10243-MONOMER
0,0,0,0,0,0,0,EG10244-MONOMER
0,0,0,0,0,0,0,EG10245-MONOMER
0,0,0,0,0,0,0,EG10246-MONOMER
0,0,0,0,0,0,0,EG10252-MONOMER
0,0,0,0,0,0,0,EG10253-MONOMER
0,0,0,0,0,0,0,EG10255-MONOMER
0,0,0,0,0,0,0,EG10266-MONOMER
0,0,0,0,0,0,0,EG10270-MONOMER
0,0,0,0,0,0,0,EG10271-MONOMER
0,0,0,0,0,0,0,EG10272-MONOMER
0,0,0,0,0,0,0,EG10280-MONOMER
0,0,0,0,0,0,0,EG10284-MONOMER
0,0,0,0,0,0,0,EG10286-MONOMER
0,0,0,0,0,0,0,EG10292-MONOMER
0,0,0,0,0,0,0,EG10293-MONOMER
0,0,0,0,0,0,0,EG10297-MONOMER
0,0,0,0,0,0,0,EG10299-MONOMER
0,0,0,0,0,0,0,EG10300-MONOMER
0,0,0,0,0,0,0,EG10302-MONOMER
0,0,0,0,0,0,0,EG10306-MONOMER
0,0,0,0,0,0,0,EG10307-MONOMER
0,0,0,0,0,0,0,EG10308-MONOMER
0,0,0,0,0,0,0,EG10309-MONOMER
0,0,0,0,0,0,0,EG10310-MONOMER
0,0,0,0,0,0,0,EG10311-MONOMER
0,0,0,0,0,0,0,EG10312-MONOMER
0,0,0,0,0,0,0,EG10313-MONOMER
0,0,0,0,0,0,0,EG10314-MONOMER
0,0,0,0,0,0,0,EG10315-MONOMER
0,0,0,0,0,0,0,EG10320-MONOMER
0,0,0,0,0,0,0,EG10321-MONOMER
0,0,0,0,0,0,0,EG10322-MONOMER
0,0,0,0,0,0,0,EG10329-MONOMER
0,0,0,0,0,0,0,EG10335-MONOMER
0,0,0,0,0,0,0,EG10339-MONOMER
0,0,0,0,0,0,0,EG10341-MONOMER
0,0,0,0,0,0,0,EG10342-MONOMER
0,0,0,0,0,0,0,EG10343-MONOMER
0,0,0,0,0,0,0,EG10344-MONOMER
0,0,0,0,0,0,0,EG10346-MONOMER
0,0,0,0,0,0,0,EG10347-MONOMER
0,0,0,0,0,0,0,EG10355-MONOMER
0,0,0,0,0,0,0,EG10360-MONOMER
4,0,0,0,0,0,0,EG10370-MONOMER
0,0,0,0,0,0,0,EG10373-MONOMER
0,0,0,0,0,0,0,EG10374-MONOMER
0,0,0,0,0,0,0,EG10375-MONOMER
0,0,0,0,0,0,0,EG10376-MONOMER
0,0,0,0,0,0,0,EG10381-MONOMER
0,0,0,0,0,0,0,EG10395-MONOMER
0,0,0,0,0,0,0,EG10397-MONOMER
0,0,0,0,0,0,0,EG10415-MONOMER
0,0,0,0,0,0,0,EG10416-MONOMER
0,0,0,0,0,0,0,EG10423-MONOMER
0,0,0,0,0,0,0,EG10424-MONOMER
0,0,0,0,0,0,0,EG10426-MONOMER
0,0,0,0,0,0,0,EG10434-MONOMER
0,0,0,0,0,0,0,EG10435-MONOMER
0,0,0,0,0,0,0,EG10436-MONOMER
0,0,0,0,0,0,0,EG10437-MONOMER
0,0,0,0,0,0,0,EG10438-MONOMER
0,0,0,0,0,0,0,EG10439-MONOMER
0,0,0,0,0,0,0,EG10442-MONOMER
0,0,0,0,0,0,0,EG10443-MONOMER
0,0,0,0,0,0,0,EG10454-MONOMER
0,0,0,0,0,0,0,EG10455-MONOMER
1,0,0,0,0,0,0,EG10456-MONOMER
0,0,0,0,0,0,0,EG10458-MONOMER
0,0,0,0,0,0,0,EG10459-MONOMER
0,0,0,0,0,0,0,EG10460-MONOMER
0,0,0,0,0,0,0,EG10461-MONOMER
0,1,0,0,0,0,0,EG10462-MONOMER
0,0,0,0,0,0,0,EG10463-MONOMER
0,0,0,0,0,0,0,EG10466-MONOMER
0,0,0,0,0,0,0,EG10467-MONOMER
0,0,0,0,0,1,0,EG10471-MONOMER
0,0,0,0,0,0,0,EG10472-MONOMER
0,0,0,0,0,0,0,EG10473-MONOMER
0,0,0,0,0,0,0,EG10474-MONOMER
0,0,0,0,0,0,0,EG10481-MONOMER
0,1,0,0,0,1,0,EG10483-MONOMER
0,1,0,0,0,2,0,EG10484-MONOMER
0,0,0,0,0,0,0,EG10485-MONOMER
1,0,0,0,0,0,0,EG10486-MONOMER
0,0,0,0,0,0,0,EG10487-MONOMER
0,2,0,0,0,0,0,EG10488-MONOMER
0,0,0,0,0,0,0,EG10490-MONOMER
0,0,0,0,0,0,0,EG10504-MONOMER
0,0,0,0,0,0,0,EG10505-MONOMER
0,0,0,0,0,0,0,EG10506-MONOMER
0,0,0,0,0,0,0,EG10507-MONOMER
0,0,0,0,0,0,0,EG10513-MONOMER
0,0,0,0,0,0,0,EG10515-MONOMER
0,0,0,0,0,0,0,EG10523-MONOMER
0,0,0,0,0,0,0,EG10528-MONOMER
0,0,0,0,0,0,0,EG10529-MONOMER
0,0,0,0,0,0,0,EG10530-MONOMER
