FE,ZN,MN,CU,MO,NI,CO,Protein ID
0,0,0,0,0,0,0,CPLX0-7977
0,0,4,0,0,0,0,CPLX0-7979
0,0,0,0,0,0,0,CPLX0-7981
0,0,0,0,0,0,0,CPLX0-7982
0,0,0,0,0,0,0,CPLX0-7983
0,0,0,0,0,0,0,CPLX0-7984
0,0,0,0,0,0,0,CPLX0-7985
1,0,0,0,0,0,0,CPLX0-7986
0,0,0,0,0,0,0,CPLX0-7987
0,0,0,0,0,0,0,CPLX0-7988
0,2,0,0,0,0,0,CPLX0-7989
0,0,0,0,0,0,0,CPLX0-7990
0,0,0,0,0,0,0,CPLX0-7992
0,0,0,0,0,0,0,CPLX0-7993
0,0,0,0,0,0,0,CPLX0-7994
0,0,0,0,0,0,0,CPLX0-7997
0,0,0,0,0,0,0,CPLX0-7998
0,0,0,0,0,0,0,CPLX0-7
0,0,0,0,0,0,0,CPLX0-8005
0,0,0,0,0,0,0,CPLX0-8006
0,0,0,0,0,0,0,CPLX0-8008
0,0,0,0,0,0,0,CPLX0-8010
0,0,0,0,0,0,0,CPLX0-8011
0,0,0,0,0,0,0,CPLX0-8012
0,0,0,0,0,0,0,CPLX0-8013
0,0,0,0,0,0,0,CPLX0-8014
0,8,0,0,0,0,0,CPLX0-8015
0,0,0,0,0,0,0,CPLX0-8016
0,0,0,0,0,0,0,CPLX0-801
0,0,0,0,0,0,0,CPLX0-8031
0,0,0,0,0,0,0,CPLX0-8032
0,0,0,0,0,0,0,CPLX0-8033
0,0,0,0,0,0,0,CPLX0-8034
0,0,0,0,0,0,0,CPLX0-8043
0,0,0,0,0,0,0,CPLX0-8044
0,0,0,0,0,0,0,CPLX0-8045
0,0,0,0,0,0,0,CPLX0-8046
0,2,0,0,0,0,0,CPLX0-8089
0,0,0,0,0,0,0,CPLX0-8090
0,0,0,0,0,0,0,CPLX0-8092
0,0,0,0,0,0,0,CPLX0-8095
0,0,0,0,0,0,0,CPLX0-8096
0,0,0,0,0,0,0,CPLX0-8097
0,0,0,0,0,0,0,CPLX0-8098
0,0,0,0,0,0,0,CPLX0-8102
0,0,0,0,0,0,0,CPLX0-8103
0,0,0,0,0,0,0,CPLX0-8104
0,0,0,0,0,0,0,CPLX0-8105
0,0,0,0,0,0,0,CPLX0-8106
0,0,0,0,0,0,0,CPLX0-8107
0,0,0,0,0,0,0,CPLX0-8108
0,0,0,0,0,0,0,CPLX0-8109
0,0,0,0,0,0,0,CPLX0-8110
0,0,0,0,0,0,0,CPLX0-8111
2,0,0,0,0,0,0,CPLX0-8112
0,0,0,0,0,0,0,CPLX0-8113
0,0,0,0,0,0,0,CPLX0-8119
0,0,0,0,0,0,0,CPLX0-8120
0,0,0,0,0,0,0,CPLX0-8121
0,0,0,0,0,0,0,CPLX0-8122
0,6,0,0,0,0,0,CPLX0-8123
8,0,0,0,0,0,0,CPLX0-8124
0,0,0,0,0,0,0,CPLX0-8125
0,0,0,0,0,0,0,CPLX0-8127
0,0,0,0,0,0,0,CPLX0-8128
0,0,0,0,0,0,0,CPLX0-8129
0,0,0,0,0,0,0,CPLX0-8152
0,0,0,0,0,0,0,CPLX0-8154
0,0,0,0,0,0,0,CPLX0-8155
0,0,0,0,0,0,0,CPLX0-8156
0,0,0,0,0,0,0,CPLX0-8157
0,0,0,0,0,0,0,CPLX0-8158
0,0,0,0,0,0,0,CPLX0-8159
33,0,0,0,0,0,0,CPLX0-8160
0,0,0,0,0,0,0,CPLX0-8163
0,2,0,0,0,0,0,CPLX0-8164
0,0,0,0,0,0,0,CPLX0-8165
44,0,0,0,0,4,0,CPLX0-8167
0,0,0,0,0,0,0,CPLX0-8168
0,0,0,0,0,0,0,CPLX0-8173
0,0,0,0,0,0,0,CPLX0-8174
0,0,0,0,0,0,0,CPLX0-8175
0,0,0,0,0,0,0,CPLX0-8176
0,0,0,0,0,0,0,CPLX0-8177
0,0,0,0,0,0,0,CPLX0-8180
1,0,0,0,0,0,0,CPLX0-8181
1,0,0,0,0,0,0,CPLX0-8182
0,0,0,0,0,0,0,CPLX0-8183
0,0,0,0,0,0,0,CPLX0-8184
0,0,0,0,0,0,0,CPLX0-8185
0,4,0,0,0,0,0,CPLX0-8186
0,0,0,0,0,0,0,CPLX0-8187
0,0,0,0,0,0,0,CPLX0-8188
0,0,0,0,0,0,0,CPLX0-8189
0,0,0,0,0,0,0,CPLX0-8190
0,4,0,0,0,0,0,CPLX0-8191
0,0,0,0,0,0,0,CPLX0-8192
0,0,0,0,0,0,0,CPLX0-8196
0,0,0,0,0,0,0,CPLX0-8198
2,0,0,0,0,0,0,CPLX0-8199
0,0,0,0,0,0,0,CPLX0-8200
4,0,0,0,0,0,0,CPLX0-8201
0,0,0,0,0,0,0,CPLX0-8202
0,0,0,0,0,0,0,CPLX0-8204
0,0,0,0,0,0,0,CPLX0-8205
0,0,0,0,0,0,0,CPLX0-8206
0,0,0,0,0,0,0,CPLX0-8207
0,0,0,0,0,0,0,CPLX0-8211
0,0,0,0,0,0,0,CPLX0-8212
0,0,0,0,2,0,0,CPLX0-8213
0,0,0,0,0,0,0,CPLX0-8214
0,0,0,0,0,0,0,CPLX0-8217
2,0,0,0,0,0,0,CPLX0-8218
0,0,0,0,0,0,0,CPLX0-8219
0,0,0,0,0,0,0,CPLX0-821
0,0,0,0,0,0,0,CPLX0-8223
0,0,0,0,0,0,0,CPLX0-8227
0,0,0,0,0,0,0,CPLX0-8229
0,0,0,0,0,0,0,CPLX0-8230
0,0,0,0,0,0,0,CPLX0-8231
5,0,0,0,0,0,0,CPLX0-8232
0,0,3,0,0,0,0,CPLX0-8233
0,0,0,0,0,0,0,CPLX0-8234
0,0,0,0,0,0,0,CPLX0-8237
16,0,0,0,0,0,0,CPLX0-8238
2,0,0,0,0,0,0,CPLX0-8239
0,0,0,0,0,0,0,CPLX0-8240
0,0,0,0,0,0,0,CPLX0-8244
0,0,0,0,0,0,0,CPLX0-8245
0,0,0,0,0,0,0,CPLX0-8247
0,0,8,0,0,0,0,CPLX0-8248
0,0,0,0,0,0,0,CPLX0-8249
0,0,0,0,0,0,0,CPLX0-8251
0,0,0,0,0,0,0,CPLX0-8252
0,0,0,0,0,0,0,CPLX0-8254
0,1,0,0,0,0,0,CPLX0-8255
0,0,0,0,0,0,0,CPLX0-8256
0,0,0,0,0,0,0,CPLX0-8259
0,0,0,0,0,0,0,CPLX0-8260
0,1,0,0,0,0,0,CPLX0-8261
0,0,0,0,0,0,0,CPLX0-8262
0,0,0,0,0,0,0,CPLX0-8263
0,0,0,0,0,0,0,CPLX0-8269
0,0,0,0,0,0,0,CPLX0-8270
0,0,0,0,0,0,0,CPLX0-8271
0,0,0,0,0,0,0,CPLX0-8275
0,0,0,0,0,0,0,CPLX0-8280
0,0,0,0,0,0,0,CPLX0-8281
0,0,0,0,0,0,0,CPLX0-8285
0,0,0,0,0,0,0,CPLX0-8288
0,0,0,0,0,0,0,CPLX0-8290
8,0,0,0,0,0,0,CPLX0-8291
0,0,0,0,0,0,0,CPLX0-8292
0,0,0,0,0,0,0,CPLX0-8299
0,0,0,0,0,0,0,CPLX0-8300
0,0,0,0,0,0,0,CPLX0-8301
0,0,0,0,0,0,0,CPLX0-8302
0,0,0,0,0,0,0,CPLX0-8303
8,0,0,0,0,0,0,CPLX0-8308
0,0,0,0,0,0,0,CPLX0-8311
0,0,0,0,0,0,0,CPLX0-8312
0,0,0,0,0,0,0,CPLX0-8314
0,0,0,0,0,0,0,CPLX0-8315
0,0,0,0,0,0,0,CPLX0-841
0,0,0,0,0,0,0,CPLX0-8535
0,0,0,0,0,0,0,CPLX0-8536
0,0,0,0,0,0,0,CPLX0-8537
0,0,0,0,0,0,0,CPLX0-8538
0,0,0,0,0,0,0,CPLX0-8539
0,0,0,0,0,0,0,CPLX0-8541
0,0,0,0,0,0,0,CPLX0-8542
0,0,0,0,0,0,0,CPLX0-8544
0,0,0,0,0,0,0,CPLX0-8545
0,0,0,0,0,0,0,CPLX0-8547
0,0,0,0,0,0,0,CPLX0-8548
0,4,0,0,0,0,0,CPLX0-8549
0,0,0,0,0,0,0,CPLX0-8550
0,0,0,0,0,0,0,CPLX0-8551
0,0,0,0,0,0,0,CPLX0-8553
0,0,4,0,0,0,0,CPLX0-8554
0,0,0,0,0,0,0,CPLX0-8555
0,0,0,0,0,0,0,CPLX0-8556
0,0,0,0,0,0,0,CPLX0-8557
0,2,0,0,0,0,0,CPLX0-8558
0,0,0,0,0,0,0,CPLX0-8560
0,0,0,0,0,0,0,CPLX0-8561
0,0,0,0,0,0,0,CPLX0-8562
0,0,0,0,0,0,0,CPLX0-8563
0,0,0,0,0,0,0,CPLX0-8565
0,0,0,0,0,0,0,CPLX0-8571
0,0,0,0,0,0,0,CPLX0-8573
0,0,0,0,0,0,0,CPLX0-8574
0,0,0,0,0,0,0,CPLX0-8576
0,0,0,0,0,0,0,CPLX0-8578
0,0,0,0,0,0,0,CPLX0-8581
0,0,0,0,0,0,0,CPLX0-8582
0,0,0,0,0,0,0,CPLX0-8583
0,0,0,0,0,0,0,CPLX0-8584
0,0,0,0,0,0,0,CPLX0-8585
0,0,0,0,0,0,0,CPLX0-8586
0,0,0,0,0,0,0,CPLX0-8587
0,2,0,0,0,0,0,CPLX0-8588
0,0,0,0,0,0,0,CPLX0-8589
0,0,0,0,0,0,0,CPLX0-8593
0,0,0,0,0,0,0,CPLX0-8595
0,0,0,0,0,0,0,CPLX0-8596
0,0,0,0,0,0,0,CPLX0-8597
0,0,0,0,0,0,0,CPLX0-8612
0,0,0,0,0,0,0,CPLX0-8613
0,0,0,0,0,0,0,CPLX0-8614
0,0,0,0,0,0,0,CPLX0-8615
0,0,0,0,0,0,0,CPLX0-8616
0,0,0,0,0,0,0,CPLX0-8617
0,0,0,0,0,0,0,CPLX0-8618
0,0,0,0,0,0,0,CPLX0-8619
0,2,0,0,0,0,0,CPLX0-861
54,0,0,0,0,2,0,CPLX0-8762
0,0,0,0,0,0,0,CPLX0-8791
0,0,0,0,0,0,0,CPLX0-881
0,2,0,0,0,0,0,CPLX0-901
0,0,0,0,0,0,0,CPLX0-902
0,0,0,0,0,0,0,CPLX0-921
0,0,0,0,0,0,0,CPLX0-9372
0,0,0,0,0,0,0,CPLX0-9749
0,0,0,0,0,0,0,CPLX0-981
0,0,0,0,0,0,0,CPLXECOLI-7943
0,0,0,0,0,0,0,CREC-CPLX
0,0,0,0,0,0,0,CTPSYN-CPLX
0,0,0,0,0,0,0,CYANLY-CPLX
0,0,0,0,0,0,0,CYSSYNMULTI-CPLX
0,0,0,0,0,0,0,CYSTATHIONINE-BETA-LYASE-CPLX
1,0,0,0,0,0,0,CYT-D-UBIOX-CPLX
1,0,0,1,0,0,0,CYT-O-UBIOX-CPLX
0,2,0,0,0,0,0,CYTIDEAM-CPLX
0,0,0,0,0,0,0,DALADALALIGB-CPLX
0,0,0,0,0,0,0,DALADEHYDROG-CPLX
0,0,0,0,0,0,0,DAPASYN-CPLX
0,0,0,0,0,0,0,DCTP-DEAM-CPLX
0,0,0,0,0,0,0,DCYSDESULF-CPLX
0,0,0,0,0,0,0,DEOA-CPLX
0,0,0,0,0,0,0,DEOD-CPLX
0,0,0,0,0,0,0,DETHIOBIOTIN-SYN-CPLX
0,0,0,0,0,0,0,DGTPTRIPHYDRO-CPLX
0,0,0,0,0,0,0,DHPDIOXYGEN-CPLX
0,0,0,0,0,0,0,DIACYLGLYKIN-CPLX
0,0,0,0,0,0,0,DIAMINOPIMDECARB-CPLX
0,0,0,0,0,0,0,DIHYDRODIPICSYN-CPLX
0,4,0,0,0,0,0,DIHYDROOROT-CPLX
0,0,0,0,0,0,0,DIHYDROPICRED-CPLX
0,0,0,0,0,0,0,DIHYDROPTERIREDUCT-CPLX
4,0,0,0,0,0,0,DIHYDROXYACIDDEHYDRAT-CPLX
20,0,0,0,2,0,0,DIMESULFREDUCT-CPLX
0,0,0,0,0,0,0,DIOHBUTANONEPSYN-CPLX
0,0,0,0,0,0,0,DMBPPRIBOSYLTRANS-CPLX
0,0,0,0,0,0,0,DSBC-CPLX
0,0,0,0,0,0,0,DSBG-CPLX
0,0,0,0,0,0,0,DTDPGLUCDEHYDRAT-CPLX
0,0,0,0,0,0,0,DUTP-PYROP-CPLX
0,0,0,0,0,0,0,DXPREDISOM-CPLX
0,0,0,0,0,0,0,E1O
0,0,0,0,0,0,0,E1P-CPLX
0,0,0,0,0,0,0,E2O
0,0,0,0,0,0,0,E3-CPLX
0,0,0,0,0,0,0,EIISGA
0,0,0,0,0,0,0,EIISGC
0,0,0,0,0,0,0,ENOLASE-CPLX
0,0,0,0,0,0,0,ENTA-CPLX
0,0,0,0,0,0,0,ENTE-CPLX
0,0,0,0,0,0,0,ENVZ-CPLX
0,0,0,0,0,0,0,ERYTH4PDEHYDROG-CPLX
0,0,0,0,0,0,0,ETHAMLY-CPLX
0,0,0,0,0,0,0,F-1-CPLX
0,0,0,0,0,0,0,F-O-CPLX
0,0,0,0,0,0,0,F16B-CPLX
0,0,0,0,0,0,0,FABA-CPLX
0,0,0,0,0,0,0,FABB-CPLX
0,0,0,0,0,0,0,FABZ-CPLX
0,0,0,0,0,0,0,FAO-CPLX
32,0,0,0,2,0,0,FHLMULTI-CPLX
0,0,0,0,0,0,0,FLAGELLAR-MOTOR-COMPLEX
0,0,0,0,0,0,0,FOLD-CPLX
0,10,0,0,0,0,0,FOLE-CPLX
0,0,0,0,0,0,0,FOLXTET-CPLX
63,0,0,0,3,0,0,FORMATEDEHYDROGN-CPLX
21,0,0,0,0,0,0,FORMATEDEHYDROGO-CPLX
27,0,0,0,0,1,0,FORMHYDROG2-CPLX
22,0,0,0,0,2,0,FORMHYDROGI-CPLX
0,0,0,0,0,0,0,FORMYLTHFDEFORMYL-CPLX
0,4,0,0,0,0,0,FRUCBISALD-CLASSII
0,0,0,0,0,0,0,FRUCBISALD-CLASSI
8,0,0,0,0,0,0,FUMARASE-A
8,0,0,0,0,0,0,FUMARASE-B
0,0,0,0,0,0,0,FUMARASE-C
9,0,0,0,0,0,0,FUMARATE-REDUCTASE
0,0,0,0,0,0,0,GABATRANSAM-CPLX
0,0,0,0,0,0,0,GALACTOACETYLTRAN-CPLX
2,2,0,0,0,0,0,GALACTURIDYLYLTRANS-CPLX
0,0,0,0,0,0,0,GAPDH-A-CPLX
0,0,0,0,0,0,0,GCVP-CPLX
0,0,0,0,0,0,0,GDHA-CPLX
0,0,0,0,0,0,0,GDPMANDEHYDRA-CPLX
0,0,0,0,0,0,0,GLNG-CPLX
0,0,0,0,0,0,0,GLNL-CPLX
0,0,0,0,0,0,0,GLUC1PADENYLTRANS-CPLX
0,0,0,0,0,0,0,GLUCONOKINII-CPLX
0,0,0,0,0,0,0,GLUCOSAMINE-6-P-DEAMIN-CPLX
0,0,0,0,0,0,0,GLUCOSE-1-PHOSPHAT-CPLX
28,0,0,0,0,0,0,GLUTAMATESYN-CPLX
7,0,0,0,0,0,0,GLUTAMATESYN-DIMER
0,0,0,0,0,0,0,GLUTAMIDOTRANS-CPLX
0,0,0,0,0,0,0,GLUTAMINESYN-OLIGOMER
0,0,0,0,0,0,0,GLUTATHIONE-REDUCT-NADPH-CPLX
0,0,0,0,0,0,0,GLUTATHIONE-SYN-CPLX
0,0,0,0,0,0,0,GLUTDECARBOXA-CPLX
0,0,0,0,0,0,0,GLUTDECARBOXB-CPLX
0,0,0,0,0,0,0,GLUTKIN-CPLX
0,0,0,0,0,0,0,GLUTSEMIALDEHYDROG-CPLX
0,0,0,0,0,0,0,GLYC3PDEHYDROGBIOSYN-CPLX
0,8,0,0,0,0,0,GLYCDEH-CPLX
0,4,0,0,0,0,0,GLYCEROL-KIN-CPLX
0,0,0,0,0,0,0,GLYCOPHOSPHORYL-CPLX
0,0,0,0,0,0,0,GLYCPDIESTER-PERI-CPLX
0,0,0,0,0,0,0,GLYOCARBOLIG-CPLX
0,0,0,0,0,0,0,GLYOHMETRANS-CPLX
0,0,0,0,0,0,0,GLYOXI-CPLX
0,0,0,0,0,0,0,GLYS-CPLX
0,0,0,0,0,0,0,GMP-REDUCT-CPLX
0,0,0,0,0,0,0,GMP-SYN-CPLX
0,0,0,0,0,0,0,GPT-CPLX
0,0,0,0,0,0,0,GSAAMINOTRANS-CPLX
0,0,0,0,0,0,0,GSP-CPLX
0,0,0,0,0,0,0,GST-CPLX
0,2,0,0,0,0,0,GTP-CYCLOHYDRO-II-CPLX
0,0,0,0,0,0,0,GUANYL-KIN-CPLX
0,0,0,0,0,0,0,H2PTEROATESYNTH-CPLX
5,0,0,0,0,0,0,HCAMULTI-CPLX
0,0,0,0,0,0,0,HISS-CPLX
0,2,0,0,0,0,0,HISTDEHYD-CPLX
0,0,0,0,0,0,0,HISTPHOSTRANS-CPLX
0,0,0,0,0,0,0,HMP-P-KIN-CPLX
0,0,0,0,0,0,0,HOLO-ACP-SYNTH-CPLX
0,0,0,0,0,0,0,HOMOSERKIN-CPLX
0,0,0,0,0,0,0,HOMSUCTRAN-CPLX
28,0,0,0,0,0,0,HYDROG3-CPLX
4,0,0,0,0,0,0,HYDROPEROXIDI-CPLX
4,0,0,0,0,0,0,HYDROPEROXIDII-CPLX
0,2,0,0,0,0,0,IMIDHISTID-CPLX
0,0,0,0,0,0,0,IMP-DEHYDROG-CPLX
0,0,0,0,0,0,0,ISOCIT-LYASE
0,0,0,0,0,0,0,ISOCITHASE-CPLX
0,0,0,0,0,0,0,KDO-8PPHOSPHAT-CPLX
0,0,0,0,0,0,0,KDO-8PSYNTH-CPLX
0,0,0,0,0,0,0,KDPD-CPLX
0,0,0,0,0,0,0,KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX
0,0,0,0,0,0,0,L-GLN-FRUCT-6-P-AMINOTRANS-CPLX
2,0,0,0,0,0,0,LACTALDREDUCT-CPLX
0,0,0,0,0,0,0,LDC2-CPLX
0,0,0,0,0,0,0,LTAA-CPLX
8,0,0,0,0,0,0,LTARTDEHYDRA-CPLX
0,0,0,0,0,0,0,LUMAZINESYN-CPLX
0,0,0,0,0,0,0,LYSDECARBOX-CPLX
0,0,0,0,0,0,0,LYSS-CPLX
0,0,0,0,0,0,0,LYSU-CPLX
0,0,0,0,0,0,0,LYXK-CPLX
0,0,0,0,0,0,0,MALATE-DEHASE
0,0,0,0,0,0,0,MALDEXPHOSPHORYL-CPLX
0,0,0,0,0,0,0,MALIC-NAD-CPLX
0,0,0,0,0,0,0,MALIC-NADP-CPLX
0,0,0,0,0,0,0,MALTACETYLTRAN-CPLX
0,0,0,0,0,0,0,MENE-CPLX
0,0,0,0,0,0,0,MENF-CPLX
0,2,0,0,0,0,0,METG-CPLX
0,0,0,0,0,0,0,METHGLYSYN-CPLX
0,0,0,0,0,0,0,METHYLENETHFREDUCT-CPLX
0,0,0,0,0,0,0,METNIQ-METHIONINE-ABC-CPLX
0,0,0,0,0,0,0,MUTHLS-CPLX
0,0,0,0,0,0,0,N-ACETYLTRANSFER-CPLX
0,0,0,0,0,0,0,NAD-SYNTH-CPLX
32,0,0,0,0,0,0,NADH-DHI-CPLX
0,0,0,0,0,0,0,NAG1P-URIDYLTRANS-CPLX
0,4,0,0,0,0,0,NAG6PDEACET-CPLX
5,0,0,0,0,0,0,NAP-CPLX
0,0,0,0,0,0,0,NARQ-CPLX
0,0,0,0,0,0,0,NARX-CPLX
40,0,0,0,2,0,0,NITRATREDUCTA-CPLX
20,0,0,0,1,0,0,NITRATREDUCTZ-CPLX
5,0,0,0,0,0,0,NITRITREDUCT-CPLX
8,2,0,0,0,0,0,NRDACTMULTI-CPLX
0,0,0,0,0,0,0,NRDE-CPLX
4,0,0,0,0,0,0,NRDF-CPLX
2,0,0,0,0,0,0,NRFMULTI-CPLX
0,0,0,0,0,0,0,NUCLEOSIDE-DIP-KIN-CPLX
0,0,0,0,0,0,0,O-SUCCHOMOSERLYASE-CPLX
0,0,0,0,0,0,0,ORNCARBAMTRANSFERF-CPLX
0,3,0,0,0,0,0,ORNCARBAMTRANSFERI-CPLX
0,0,0,0,0,0,0,ORNDECARBOX-BIO-CPLX
0,0,0,0,0,0,0,ORNDECARBOXDEG-CPLX
0,0,0,0,0,0,0,OROPRIBTRANS-CPLX
0,0,0,0,0,0,0,OROTPDECARB-CPLX
0,0,0,0,0,0,0,PABASYN-CPLX
0,0,0,0,0,0,0,PANTOATE-BETA-ALANINE-LIG-CPLX
0,0,0,0,0,0,0,PANTOTHENATE-KIN-CPLX
0,0,0,0,0,0,0,PAPSSULFOTRANS-CPLX
0,0,0,0,0,0,0,PC00003
0,0,0,0,0,0,0,PC00004
0,0,0,0,0,0,0,PC00005
0,0,0,0,0,0,0,PC00007
0,0,0,0,0,0,0,PC00010
0,0,0,0,0,0,0,PC00027
0,0,0,0,0,0,0,PC00033
0,0,0,0,0,0,0,PC00040
0,0,0,0,0,0,0,PC00061
0,0,0,0,0,0,0,PC00084
0,0,0,0,0,0,0,PC00086
0,0,0,0,0,0,0,PC00103
0,0,0,0,0,0,0,PDXH-CPLX
0,0,0,0,0,0,0,PDXK-CPLX
0,0,0,0,0,0,0,PEPCARBOX-CPLX
0,0,0,0,0,0,0,PEPSYNTH-CPLX
0,0,0,0,0,0,0,PGLYCDEHYDROG-CPLX
0,0,0,0,0,0,0,PHENDEHYD-CPLX
0,0,0,0,0,0,0,PHES-CPLX
0,0,0,0,0,0,0,PHOR-CPLX
0,0,0,0,0,0,0,PHOSACETYLTRANS-CPLX
0,0,0,0,0,0,0,PHOSGLYCMUTASE
0,0,0,0,0,0,0,PII2-CPLX
0,0,0,0,0,0,0,PIIPROTEIN-CPLX
0,0,0,0,0,0,0,PKI-COMPLEX
0,0,0,0,0,0,0,PKII-CPLX
0,8,0,0,0,0,0,PORPHOBILSYNTH-CPLX
0,0,0,0,0,0,0,PPK-CPLX
0,0,0,0,0,0,0,PPPGPPHYDRO-CPLX
0,0,0,0,0,0,0,PPX-CPLX
0,0,0,0,0,0,0,PROS-CPLX
0,0,0,0,0,0,0,PRPPAMIDOTRANS-CPLX
0,0,0,0,0,0,0,PSERTRANSAM-CPLX
0,0,0,0,0,0,0,PURE-CPLX
0,0,0,0,0,0,0,PURK-CPLX
0,0,0,0,0,0,0,PUTA-CPLX
0,0,0,0,0,0,0,PYRNUTRANSHYDROGEN-CPLX
0,0,0,0,0,0,0,PYRROLINECARBREDUCT-CPLX
0,0,0,0,0,0,0,PYRUVATEDEH-CPLX
0,0,0,0,0,0,0,PYRUVFORMLY-INACTIVE-CPLX
0,0,0,0,0,0,0,PYRUVOXID-CPLX
0,0,0,0,0,0,0,QOR-CPLX
0,0,0,0,0,0,0,QUINOPRIBOTRANS-CPLX
0,0,0,0,0,0,0,RECBCD
0,4,0,0,0,0,0,RHAMNULPALDOL-CPLX
0,0,0,0,0,0,0,RIB5PISOMA-CPLX
0,0,0,0,0,0,0,RIB5PISOMB-CPLX
4,0,0,0,0,0,0,RIBONUCLEOSIDE-DIP-REDUCTI-CPLX
4,0,0,0,0,0,0,RIBONUCLEOSIDE-DIP-REDUCTII-CPLX
0,2,0,0,0,0,0,RIBONUCLEOSIDE-TRIP-REDUCT-CPLX
0,0,0,0,0,0,0,RIBULOKIN-CPLX
0,4,0,0,0,0,0,RIBULPEPIM-CPLX
0,0,0,0,0,0,0,RUVABC-CPLX
0,0,0,0,0,0,0,S-ADENMETSYN-CPLX
0,0,0,0,0,0,0,SAICARSYN-CPLX
0,0,0,0,0,0,0,SEC-SECRETION-CPLX
0,0,0,0,0,0,0,SECD-SECF-YAJC-YIDC-CPLX
0,0,0,0,0,0,0,SECE-G-Y-CPLX
0,0,0,0,0,0,0,SERS-CPLX
0,0,0,0,0,0,0,SIROHEMESYN-CPLX
0,0,0,0,0,0,0,SORB6PDEHYDROG-CPLX
0,0,0,0,0,0,0,SPERMACTRAN-CPLX
0,0,0,0,0,0,0,SPERMIDINESYN-CPLX
11,0,0,0,0,0,0,SUCC-DEHASE
0,0,0,0,0,0,0,SUCCCOASYN
0,0,0,0,0,0,0,SUCCORNTRANSAM-CPLX
0,0,0,0,0,0,0,SULFATE-ADENYLYLTRANS-CPLX
20,0,0,0,0,0,0,SULFITE-REDUCT-CPLX
2,0,0,0,0,0,0,SUPEROX-DISMUTFE-CPLX
0,0,2,0,0,0,0,SUPEROX-DISMUTMN-CPLX
0,0,0,0,0,0,0,TATABCE-CPLX
0,0,0,0,0,0,0,THIOESTERII-CPLX
0,0,0,0,0,0,0,THIOREDOXIN-REDUCT-NADPH-CPLX
0,0,0,0,0,0,0,THREDEHYDCAT-CPLX
0,0,0,0,0,0,0,THREDEHYDSYN-CPLX
0,8,0,0,0,0,0,THREODEHYD-CPLX
0,2,0,0,0,0,0,THRS-CPLX
0,0,0,0,0,0,0,THYMIDYLATESYN-CPLX
1,0,0,0,1,0,0,TMAOREDUCTI-CPLX
0,0,0,0,0,0,0,TORR-CPLX
0,0,0,0,0,0,0,TORS-CPLX
0,0,0,0,0,0,0,TPI
0,0,0,0,0,0,0,TRANS-200-CPLX
0,0,0,0,0,0,0,TRANS-CPLX-201
0,0,0,0,0,0,0,TRANS-CPLX-202
0,0,0,0,0,0,0,TRANS-CPLX-203
0,0,0,0,0,0,0,TRANS-CPLX-204
0,0,0,0,0,0,0,TRANSALDOLB-CPLX
0,0,0,0,0,0,0,TRANSKETOI-CPLX
0,0,0,0,0,0,0,TRPS-CPLX
0,0,0,0,0,0,0,TRYPSYN
0,0,0,0,0,0,0,TRYPTOPHAN-CPLX
0,0,0,0,0,0,0,TYRB-DIMER
0,0,0,0,0,0,0,TYRS-CPLX
0,0,0,0,0,0,0,UDHA-CPLX
0,0,0,0,0,0,0,UDPGLUCEPIM-CPLX
0,0,0,0,0,0,0,UDPNACETYLGLUCOSAMACYLTRANS-CPLX
0,0,0,0,0,0,0,UMPKI-CPLX
0,0,0,0,0,0,0,UPPSYN-CPLX
0,0,0,0,0,0,0,URACIL-PRIBOSYLTRANS-CPLX
0,0,0,0,0,0,0,URPHOS-CPLX
0,0,0,0,0,0,0,UVRABC-CPLX
0,0,0,0,0,0,0,XANTHOSINEPHOSPHORY-CPLX
0,0,0,0,0,0,0,XYLISOM-CPLX
0,0,0,0,0,0,0,YDGEF-CPLX
0,0,0,0,0,0,0,CPLX0-1041
0,0,0,0,0,0,0,CPLX0-1382
0,0,0,0,0,0,0,CPLX0-3953
0,1,0,0,0,0,0,CPLX0-3962
0,1,0,0,0,0,0,CPLX0-3964
0,0,0,0,0,0,0,CPLX0-8028
0,0,0,0,0,0,0,CPLX0-8053
0,0,0,0,0,0,0,CPLX0-8253
0,0,0,0,0,0,0,SRP-CPLX
0,0,0,0,0,0,0,1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER
0,0,0,0,0,0,0,1-PFK-MONOMER
0,0,0,0,0,0,0,2-DEHYDROPANTOATE-REDUCT-MONOMER
0,0,0,0,0,0,0,2-ISOPROPYLMALATESYN-MONOMER
0,0,0,0,0,0,0,2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER
0,0,0,0,0,0,0,2-OCTAPRENYLPHENOL-HYDROX-MONOMER
0,0,0,0,0,0,0,3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER
0,0,0,0,0,0,0,3-ISOPROPYLMALDEHYDROG-MONOMER
0,0,0,0,0,0,0,3-OXOACYL-ACP-REDUCT-MONOMER
0,0,0,0,0,0,0,3-OXOACYL-ACP-SYNTHII-MONOMER
0,0,0,0,0,0,0,4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER
0,0,0,0,0,0,0,6PFK-1-MONOMER
0,0,0,0,0,0,0,6PFK-2-MONOMER
0,0,0,0,0,0,0,6PGLUCONDEHYDROG-MONOMER
