"Gene"	"M9 Glucose minus AAs"
"EG10001"	9.56433
"EG10002"	9.18186666667
"EG10003"	9.78686
"EG10004"	10.6076333333
"EG10006"	8.41499
"EG10007"	9.18246333333
"EG10008"	8.05512666667
"EG10010"	7.50962333333
"EG10011"	9.47905
"EG10012"	8.996
"EG10013"	9.32534333333
"EG10014"	8.46334666667
"EG10015"	10.4215333333
"EG10016"	8.26787333333
"EG10017"	10.8332
"EG10018"	8.98949
"EG10020"	10.7857333333
"EG10021"	9.05605333333
"EG10022"	11.37549
"EG10023"	11.5519
"EG10024"	12.4062333333
"EG10025"	12.2371
"EG10026"	8.74092333333
"EG10027"	11.7047333333
"EG10028"	9.41218333333
"EG10029"	8.39661666667
"EG10030"	9.19122333333
"EG10031"	11.8896333333
"EG10032"	11.6975
"EG10033"	9.08667333333
"EG10034"	11.6857333333
"EG10035"	9.87945666667
"EG10036"	9.35951
"EG10037"	8.80311333333
"EG10039"	10.0429266667
"EG10040"	9.48675666667
"EG10041"	9.58230666667
"EG10042"	9.05733
"EG10043"	8.94556333333
"EG10044"	10.26091
"EG10045"	10.4458666667
"EG10046"	8.79383
"EG10047"	10.2856
"EG10048"	9.77404
"EG10049"	8.58705
"EG10050"	8.33045666667
"EG10051"	10.5293333333
"EG10052"	9.71691333333
"EG10053"	9.56433333333
"EG10054"	9.87759666667
"EG10055"	9.00576333333
"EG10056"	9.31307333333
"EG10057"	9.10618
"EG10058"	9.04249
"EG10059"	9.10687338346
"EG10060"	9.26269666667
"EG10061"	10.9515666667
"EG10062"	9.44519666667
"EG10063"	9.62350333333
"EG10064"	10.1866166667
"EG10065"	10.1532333333
"EG10066"	10.5081233333
"EG10067"	10.11396
"EG10068"	11.4896266667
"EG10069"	9.29524333333
"EG10070"	10.1378766667
"EG10071"	11.2648666667
"EG10072"	9.60277333333
"EG10073"	9.95884
"EG10074"	10.9437333333
"EG10075"	10.2178533333
"EG10076"	9.48250666667
"EG10077"	9.9174
"EG10078"	11.13543
"EG10079"	11.16975
"EG10080"	9.87583666667
"EG10081"	11.1027
"EG10082"	10.3411666667
"EG10083"	8.82336666667
"EG10084"	10.5096966667
"EG10085"	7.85286333333
"EG10086"	8.36241333333
"EG10087"	9.70677333333
"EG10088"	11.8330666667
"EG10089"	7.07313333333
"EG10090"	8.60710666667
"EG10091"	9.66492333333
"EG10092"	10.2986
"EG10093"	8.67057333333
"EG10094"	10.9467
"EG10095"	9.50615666667
"EG10096"	11.7726333333
"EG10097"	10.8018666667
"EG10098"	12.8272333333
"EG10099"	11.8853666667
"EG10100"	10.3346
"EG10101"	11.6937
"EG10102"	12.6786666667
"EG10103"	12.9022666667
"EG10104"	12.3554666667
"EG10105"	11.9441
"EG10106"	10.6348333333
"EG10107"	10.5144666667
"EG10108"	12.1542
"EG10109"	9.33727333333
