complex_id
1-PFK[c]
2OXOGLUTARATEDEH-CPLX[c]
3-METHYL-2-OXOBUT-OHCH3XFER-CPLX[c]
3-OXOACYL-ACP-SYNTHII-CPLX[c]
6PFK-1-CPX[c]
6PFK-2-CPX[c]
6PGLUCONDEHYDROG-CPLX[c]
7-ALPHA-HYDROXYSTEROID-DEH-CPLX[c]
7KAPSYN-CPLX[c]
ABC-10-CPLX[i]
ABC-11-CPLX[i]
ABC-12-CPLX[i]
ABC-13-CPLX[i]
ABC-14-CPLX[i]
ABC-15-CPLX[i]
ABC-16-CPLX[m]
ABC-18-CPLX[i]
ABC-19-CPLX[i]
ABC-2-CPLX[m]
ABC-20-CPLX[i]
ABC-21-CPLX[i]
ABC-22-CPLX[i]
ABC-24-CPLX[i]
ABC-25-CPLX[i]
ABC-26-CPLX[m]
ABC-27-CPLX[i]
ABC-28-CPLX[m]
ABC-29-CPLX[i]
ABC-3-CPLX[i]
ABC-304-CPLX[i]
ABC-32-CPLX[i]
ABC-33-CPLX[i]
ABC-34-CPLX[m]
ABC-35-CPLX[i]
ABC-4-CPLX[i]
ABC-41-CPLX[i]
ABC-42-CPLX[i]
ABC-45-CPLX[i]
ABC-46-CPLX[i]
ABC-48-CPLX[i]
ABC-49-CPLX[i]
ABC-5-CPLX[m]
ABC-51-CPLX[i]
ABC-52-CPLX[i]
ABC-54-CPLX[o]
ABC-57-CPLX[i]
ABC-58-CPLX[i]
ABC-59-CPLX[i]
ABC-6-CPLX[i]
ABC-60-CPLX[i]
ABC-62-CPLX[i]
ABC-63-CPLX[i]
ABC-7-CPLX[i]
ABC-70-CPLX[i]
ABC-8-CPLX[i]
ABC-9-CPLX[i]
ACETOLACTSYNII-CPLX[c]
ACETOLACTSYNIII-CPLX[c]
ACETYL-COA-ACETYLTRANSFER-CPLX[c]
ACETYL-COA-CARBOXYLTRANSFER-CPLX[c]
ACETYLGLUTKIN-CPLX[c]
ACETYLORNDEACET-CPLX[c]
ACETYLORNTRANSAM-CPLX[c]
ACSERLYA-CPLX[c]
ACSERLYB-CPLX[c]
ACYLCOASYN-CPLX[c]
ADCLY-CPLX[c]
ADENPRIBOSYLTRAN-CPLX[c]
